citizen_id,canonical_name,cnic,ntn,father_name,city,province,phone,address,filing_status,declared_income,tax_paid,num_sources,sources,merged_record_ids,suspicion_pct,estimated_net_worth,deviation_score,risk_category,estimated_hidden_income,estimated_recoverable_tax,total_vehicle_value,total_property_value,foreign_travel_count,business_count,business_class_trips,avg_monthly_electricity,avg_monthly_gas,vehicle_count,property_count,total_utility_spend,directorship_count,avg_bank_balance
CZ-B9AD4F7F,Saira Chaudhry (سایرا چاعدہری),42101-4458014-5,NTN-134239,So Bilal Sandhu,Larkana,Sindh,0311-1941075,,Filer,28186920.0,2276800.0,5,"travel_records,business_records,tax_records,property_records,banking_indicators","banking_indicators_2501,business_records_1193,property_records_3867,tax_records_4629,travel_records_3927",15.75857987453949,203893310.0,27.67,B,175706390.0,61497236.5,0.0,187156680.0,1,2,0,0.0,0.0,0,1,0.0,0,15876630.0
CZ-E8E493DD,Muhammad Bukhari (محمد بعخاری),13302-4695275-3,,So Iqra Khan,Islamabad,ICT,0331-8226291,,,,,2,"property_records,banking_indicators","banking_indicators_2502,property_records_1302",8.310960290054116,18559655.0,66.25,D,18559655.0,5760879.25,2510000.0,15529520.0,0,0,0,0.0,0.0,1,1,0.0,0,520135.0
CZ-AE474F46,Malik Latif (ملک لاتیف),42101-8452417-5,NTN-776133,So Zubair Syed,Mirpur,Azad Kashmir,0303-9959220,,Filer,11607660.0,1647470.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2504,mobile_records_2908,tax_records_3253",9.005568433647394,97020980.0,19.78,A,85413320.0,29894662.0,0.0,78107510.0,1,1,0,0.0,0.0,0,1,0.0,0,18453470.0
CZ-DC74452F,Hussain Gondal (حسین گوندل),21301-1961549-6,,So Iqra Jafri,Turbat,Balochistan,0303-1558968,,,,,3,"property_records,banking_indicators,business_records","banking_indicators_2505,business_records_1114,property_records_3079,property_records_4797",16.730262560396024,330424210.0,67.51,D,330424210.0,114913473.5,4464000.0,253363980.0,0,1,0,0.0,0.0,1,2,0.0,0,72196230.0
CZ-D265E490,Ali Rana (علی رانا),13302-4117269-3,NTN-983492,So Omar Hameed,Quetta,Balochistan,0300-4508790,"House 191, Block B, Scheme 33, Quetta",Filer,24786070.0,5290740.0,5,"utility_bills,mobile_records,business_records,tax_records,banking_indicators","banking_indicators_2507,business_records_324,mobile_records_2502,tax_records_3603,tax_records_3692,utility_bills_4053",23.58402383169611,12780390.0,4.52,A,0.0,0.0,2428800.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,9951590.0
CZ-09933BDE,Ibrahim Ansari (یبراہیم انساری),13302-9220307-1,NTN-137926,So Asif Baig,Bahawalpur,Punjab,0303-2607065,,Filer,16153630.0,3574270.0,3,"property_records,tax_records,banking_indicators","banking_indicators_2508,property_records_2975,property_records_3809,tax_records_1720,tax_records_3249",39.51903160882972,386592000.0,41.97,C,370438370.0,129653429.5,10410000.0,356229910.0,2,1,0,0.0,0.0,1,3,0.0,0,19432090.0
CZ-90E91816,Rabia Nawaz (رابعہ نواز),35202-8143297-7,NTN-848373,So Sobia Rafiq,Hub,Balochistan,0301-1444343,,Filer,2274860.0,,4,"vehicle_records,mobile_records,tax_records,banking_indicators","banking_indicators_2510,mobile_records_1135,tax_records_3674,vehicle_records_482",26.042114379021577,8034900.0,30.53,B,5760040.0,1878500.0,7700000.0,0.0,2,0,0,0.0,0.0,1,0,0.0,0,214900.0
CZ-AF56626F,Aamir Zaidi (اامیر زایدی),44000-5477850-6,NTN-558944,So Khalid Rafiq,Islamabad,ICT,0332-2376303,,Filer,15089780.0,1740290.0,4,"vehicle_records,tax_records,banking_indicators,business_records","banking_indicators_2512,business_records_4288,tax_records_27,tax_records_1181,vehicle_records_2917,vehicle_records_4494",22.42058491328862,32618050.0,14.25,A,17528270.0,6134894.5,1610000.0,0.0,1,1,0,0.0,0.0,2,0,0.0,0,30548050.0
CZ-E0B7ECF0,Adnna Baig (ادننا بایگ),21301-8557386-6,NTN-455010,So Adnan Hashmi,Abbottabad,KPK,0332-8091418,,Filer,2058600.0,,4,"mobile_records,tax_records,banking_indicators,business_records","banking_indicators_2513,business_records_3662,mobile_records_2936,mobile_records_3590,tax_records_2369,tax_records_4081",11.068347510681376,18902360.0,40.32,E,16843760.0,5722036.0,0.0,15354850.0,1,1,0,0.0,0.0,0,1,0.0,0,3087510.0
CZ-9118C6C4,Ibrahim Hameed (یبراہیم ہامےےد),13302-8424152-8,NTN-250848,So Rizwan Syed,Larkana,Sindh,0322-6669426,,Filer,5195260.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2514,mobile_records_1,tax_records_4016",27.85760966946044,104046550.0,51.69,C,98851290.0,34597951.5,0.0,89374830.0,1,2,0,0.0,0.0,0,3,0.0,0,13811720.0
CZ-0688E570,Faisal Ali (فایسال علی),35202-7337911-6,,So Bushra Sandhu,Bannu,KPK,0321-8340032,,,,,3,"property_records,banking_indicators,vehicle_records","banking_indicators_2515,property_records_3206,vehicle_records_1337",8.078765475013439,131285100.0,66.21,D,131285100.0,45214785.0,3990000.0,78387610.0,1,1,0,0.0,0.0,1,1,0.0,0,48447490.0
CZ-B7C731A3,Shaiza Nawaz (شایزا نواز),21301-3497360-1,,So Usman Qureshi,Islamabad,ICT,0311-3543551,,,,,3,"property_records,mobile_records,banking_indicators","banking_indicators_2516,mobile_records_3830,property_records_3566",38.84685123940028,1058208510.0,70.83,D,1058208510.0,369637978.5,0.0,805112730.0,0,1,0,0.0,0.0,0,1,0.0,0,252695780.0
CZ-002BE3FF,Chaudhry Raza (چاعدہری رضا),61101-3161449-1,,So Uzma Rafiq,Islamabad,ICT,0331-6077272,,,,,2,"property_records,banking_indicators","banking_indicators_2517,property_records_4388",11.306713371420596,88418660.0,66.7,D,88418660.0,30211531.0,1908000.0,50163280.0,1,2,0,0.0,0.0,1,1,0.0,0,35487380.0
CZ-F01EBADD,Malik Gujjar (ملک گعججار),13302-4814778-8,NTN-984552,So Fatima Karim,Hub,Balochistan,0303-7023070,,Non-Filer,3808680.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2518,mobile_records_4001,tax_records_832,tax_records_4063",11.579193018894818,11770790.0,36.74,B,7962110.0,2772172.5,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,11370790.0
CZ-F9A48F5F,Waseem Gujjar (واسےےم گعججار),54000-3128792-7,,So Aisha Ahmad,Islamabad,ICT,0321-7702519,,,,,2,"mobile_records,banking_indicators","banking_indicators_2519,mobile_records_2527",13.15545890266796,105613060.0,66.97,D,105613060.0,36229571.0,6540000.0,83714630.0,1,1,0,0.0,0.0,2,2,0.0,0,14898430.0
CZ-0E0CA12B,Aisha Chaudhry (ایشا چاعدہری),61101-1785548-7,NTN-273473,So Sheikh Ahmad,Muzaffarabad,Azad Kashmir,0346-4017046,,Filer,18633580.0,3596430.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2520,mobile_records_2135,tax_records_335,tax_records_4136",15.210936820608334,31608160.0,4.62,A,12974580.0,4541103.0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,31148160.0
CZ-55AD9E87,Salman Raza (سالمان رضا),44000-5617487-9,NTN-946206,So صنا ملک,Lahore,Punjab,0303-4356975,"House 15, Block H, F-10, Quetta",Filer,5858400.0,,5,"utility_bills,mobile_records,tax_records,property_records,banking_indicators","banking_indicators_2523,mobile_records_3437,property_records_246,tax_records_816,utility_bills_2731",19.196494896754256,64136960.0,44.18,C,58278560.0,20397496.0,0.0,55822940.0,0,0,0,0.0,0.0,0,2,0.0,0,8314020.0
CZ-19D55336,Tahir Khan (طاہر خان),61101-4418568-2,,So Mehwish Baig,Chilas,Gilgit-Baltistan,0332-3567729,,,,,2,"mobile_records,banking_indicators","banking_indicators_2524,mobile_records_1181",8.41049321449634,14825580.0,66.26,D,14825580.0,4453953.0,4335000.0,0.0,0,1,0,0.0,0.0,1,0,0.0,0,10090580.0
CZ-7C9E280B,Zainab Hameed (زینب ہامےےد),54000-7293837-6,,So Rukhsar Naqvi,Sukkur,Sindh,0313-6739966,,,,,2,"property_records,banking_indicators","banking_indicators_2525,property_records_3815",10.535842103146264,16932245.0,66.58,D,16932245.0,5191285.75,0.0,0.0,0,0,0,0.0,0.0,0,1,0.0,0,16932245.0
CZ-DFD95FC2,Shoaib Gilani (شوایب گیلانی),13302-8859113-7,NTN-297961,So Malik Baig,Skardu,Gilgit-Baltistan,0345-9963980,,Filer,14024090.0,825680.0,3,"property_records,tax_records,banking_indicators","banking_indicators_2526,property_records_593,tax_records_2228",16.96207183454237,167213700.0,37.63,B,153189610.0,53616363.5,0.0,163838720.0,0,1,0,0.0,0.0,0,2,0.0,0,2974980.0
CZ-1F6EF1AC,Chauhry Raza (چاعہری رضا),13302-6316562-4,,So Iqra Bukhari,Hub,Balochistan,0331-6344855,,,,,3,"property_records,banking_indicators,vehicle_records","banking_indicators_2527,property_records_195,vehicle_records_1505",11.934409303926577,16463390.0,71.46,D,16463390.0,5027186.5,4608000.0,6839760.0,2,1,0,0.0,0.0,1,1,0.0,0,4495630.0
CZ-112752F5,Malik Malik (ملک ملک),35202-9112071-5,,So Fatima Bukhari,Rawalakot,Azad Kashmir,0313-7909675,,,,,2,"vehicle_records,banking_indicators","banking_indicators_2528,vehicle_records_2074,vehicle_records_4545",23.414741282100422,31144775.0,68.51,D,31144775.0,10165671.25,12008000.0,0.0,0,2,0,0.0,0.0,2,0,0.0,0,18336775.0
CZ-9F51E7F3,Ibrahim Jafri (یبراہیم جافری),35202-1035018-8,,So Malik Qureshi,Chilas,Gilgit-Baltistan,0346-7153328,,,,,2,"vehicle_records,banking_indicators","banking_indicators_2529,vehicle_records_1798",16.056608151911945,17263070.0,67.41,D,17263070.0,5307074.5,12146000.0,0.0,1,1,0,0.0,0.0,2,0,0.0,0,4657070.0
CZ-1D9D5110,Hashmi Cheema (ہاشمی چیمہ),44000-4813147-1,,So Sobia Gujjar,Rawalpindi,Punjab,0311-7550091,,,,,2,"mobile_records,banking_indicators","banking_indicators_2530,mobile_records_2779",9.916627975412418,15772800.0,66.49,D,15772800.0,4785480.0,3330000.0,0.0,0,0,0,0.0,0.0,1,0,0.0,0,12442800.0
CZ-42158178,Amna Ccheema (آمنہ سچےےما),21301-8008203-1,,So Qureshi Raja,Khuzdar,Balochistan,0301-4363514,"House 246, Block D, Defence, Khuzdar",,,,4,"utility_bills,mobile_records,banking_indicators,travel_records","banking_indicators_2531,mobile_records_2357,travel_records_1799,utility_bills_2433",5.956511471892867,40677450.0,65.89,D,40677450.0,13502107.5,0.0,27536260.0,1,1,0,0.0,0.0,0,1,0.0,0,12681190.0
CZ-CC59B20C,Naeem Virk (ناےےم ورک),13302-9099857-9,NTN-645834,So Uzma Rafiq,Hub,Balochistan,0331-3863119,,Filer,7889330.0,1499610.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2532,mobile_records_3190,tax_records_4175",11.111475427372186,51203970.0,8.56,A,43314640.0,15160124.0,0.0,48758220.0,1,1,0,0.0,0.0,0,1,0.0,0,1985750.0
CZ-8AA3F753,Ahmad Akhtar (اہماد اختار),35202-6417440-6,,So Shazia Ansari,Abbottabad,KPK,0321-1549194,,,,,2,"mobile_records,banking_indicators","banking_indicators_2534,mobile_records_4725",16.62803171262346,514468760.0,72.16,D,514468760.0,179329066.0,1608000.0,474537940.0,2,1,0,0.0,0.0,1,1,0.0,0,37802820.0
CZ-802CBB79,Rabia Khan (رابعہ خان),42101-6282522-2,,So Rukhsar Rizvi,Quetta,Balochistan,0311-6231456,,,,,2,"mobile_records,banking_indicators","banking_indicators_2535,banking_indicators_3210,mobile_records_1765",8.372665562584835,42426250.0,66.26,D,42426250.0,14114187.5,0.0,30762770.0,1,0,0,0.0,0.0,0,1,0.0,0,11603480.0
CZ-90D232E6,Sajid Aslam (ساجید اسلام),61101-2678051-8,NTN-525032,So Hassan Khan,Gujranwala,Punjab,0313-2800796,,Filer,97944400.0,24242570.0,4,"property_records,mobile_records,tax_records,banking_indicators","banking_indicators_2538,mobile_records_4625,property_records_622,tax_records_988",58.564427004474815,969769210.0,23.64,B,871824810.0,305138683.5,14750000.0,897785300.0,0,0,0,0.0,0.0,2,2,0.0,0,57233910.0
CZ-4CFD9EE5,Malik Iqbal (ملک اقبال),35202-8105699-9,,So Syed Khan,,,,,,,,1,banking_indicators,banking_indicators_2539,17.306974803830776,96397270.0,67.6,D,96397270.0,33004044.5,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,96337270.0
CZ-0F06F643,Sidra Raza (سیدرا رضا),54000-9119837-8,NTN-486247,So Syed Khan,Bahawalpur,Punjab,0301-4704833,,Filer,14051840.0,3062180.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2540,mobile_records_811,tax_records_3250,tax_records_3314",24.297708338411827,140196080.0,18.61,A,126144240.0,44150484.0,3968000.0,102593250.0,2,2,0,0.0,0.0,1,1,0.0,0,32714830.0
CZ-7B8C5595,Sara Raza (سارہ رضا),21301-6127358-8,NTN-438340,So Raja Aslam,Larkana,Sindh,0332-2075486,,Non-Filer,4424500.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2541,mobile_records_2328,mobile_records_2836,tax_records_2476,tax_records_2622",26.717366921839325,9855640.0,39.01,B,5431140.0,1900899.0,4400000.0,0.0,0,0,0,0.0,0.0,2,0,0.0,0,5455640.0
CZ-A620FABF,Uzmma Gujjar (عزمما گعججار),21301-2329821-7,NTN-807944,So Sobia Naqvi,Quetta,Balochistan,0333-4748438,,Filer,42766700.0,4468000.0,4,"vehicle_records,mobile_records,tax_records,banking_indicators","banking_indicators_2544,mobile_records_669,tax_records_3460,vehicle_records_78",17.193400177682495,405148460.0,30.58,B,362381760.0,126833616.0,3075000.0,340957700.0,1,0,0,0.0,0.0,1,1,0.0,0,61055760.0
CZ-F2C4DD9F,Hashm Inawaz (ہاشم یناواز),21301-6945304-3,NTN-945406,So So Kamran Hussain,Hub,Balochistan,0331-2808110,,Filer,1407640.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2545,mobile_records_1728,tax_records_1069",16.368933890143676,7829680.0,30.49,B,6422040.0,1944242.0,0.0,6695580.0,0,0,0,0.0,0.0,0,1,0.0,0,1134100.0
CZ-92F36340,Kashif Iqbal (کاشیف اقبال),13302-3770463-4,,So Muhammad Chattha,Karachi,Sindh,0311-1053973,,,,,2,"property_records,banking_indicators","banking_indicators_2546,property_records_2962",11.260432221232165,26429410.0,66.69,D,26429410.0,8515293.5,8525000.0,16374070.0,1,1,0,0.0,0.0,1,1,0.0,0,1070340.0
CZ-432D336C,Hamid Hashmi (ہامید ہاشمی),13302-2485573-9,,So Hussain Baig,Islamabad,ICT,0312-9022784,,,,,2,"property_records,banking_indicators","banking_indicators_2547,property_records_1175",7.228176149610355,52422805.0,66.08,D,52422805.0,17612981.75,4752000.0,26810020.0,0,1,0,0.0,0.0,1,1,0.0,0,20460785.0
CZ-D8393A12,Zainab Akhtar (زینب اختار),54000-6245024-2,NTN-351281,So Adnan Syed,Islamabad,ICT,0321-7178098,,Filer,6404980.0,868500.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2548,mobile_records_4435,tax_records_63",12.651056889047464,56760810.0,16.14,A,50355830.0,17624540.5,0.0,55144130.0,0,1,0,0.0,0.0,0,1,0.0,0,1216680.0
CZ-C6E2F16C,Mehwish Sheikh (مےہویش شیخ),35202-9472314-8,NTN-745314,So Ali Aslam,Islamabad,ICT,0332-2350095,,Filer,19865280.0,2076790.0,4,"vehicle_records,mobile_records,tax_records,banking_indicators","banking_indicators_2549,mobile_records_924,tax_records_2052,vehicle_records_1302",11.01754868937752,248159520.0,32.5,B,228294240.0,79902984.0,6500000.0,200897630.0,1,1,0,0.0,0.0,1,1,0.0,0,40301890.0
CZ-52FE7719,Bushra Aslam (بعشرا اسلام),54000-1199459-6,NTN-375435,So Muhammad Karim,Gujranwala,Punjab,0300-3039067,,Filer,37809420.0,5099370.0,3,"vehicle_records,tax_records,banking_indicators","banking_indicators_2550,tax_records_1121,tax_records_2258,vehicle_records_4711",30.0510765378607,62121355.0,14.96,A,24311935.0,8509177.25,4288000.0,0.0,2,2,0,0.0,0.0,1,0,0.0,0,56913355.0
CZ-A292A821,Muhammad Karim (محمد کاریم),44000-6680184-9,NTN-346451,So Sheikh Hameed,Islamabad,ICT,0345-8373026,,Filer,19432010.0,3941620.0,5,"vehicle_records,mobile_records,travel_records,tax_records,banking_indicators","banking_indicators_2554,mobile_records_113,tax_records_291,travel_records_1083,vehicle_records_64",32.67256051301566,31205610.0,6.26,A,11773600.0,4120760.0,11457000.0,0.0,2,0,0,0.0,0.0,2,0,0.0,0,19628610.0
CZ-4AAFC87C,Syed Hashmi (سید ہاشمی),42101-7166632-9,,So Khalid Tarar,Chilas,Gilgit-Baltistan,0322-3764040,,,,,2,"property_records,banking_indicators","banking_indicators_2555,property_records_2633",11.965090437433034,175334350.0,71.46,D,175334350.0,60632022.49999999,0.0,136397010.0,2,1,0,0.0,0.0,0,1,0.0,0,38417340.0
CZ-4CEE42F8,Sheikh Ivrk (شیخ یورک),61101-8661711-4,,So Rukhsar Rizvi,Karachi,Sindh,0301-4713050,,,,,3,"mobile_records,banking_indicators,business_records","banking_indicators_2556,business_records_4788,mobile_records_982,mobile_records_3722",8.009546152465896,17664530.0,66.2,D,17664530.0,5447585.5,0.0,13637750.0,0,1,0,0.0,0.0,0,1,0.0,0,3626780.0
CZ-6E131DCE,Naveed Naqvi (ناوےےد ناقوی),44000-6293899-7,NTN-837020,So Hashmi Chaudhry,Kohat,KPK,0303-3971447,,Filer,182737500.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2557,mobile_records_1556,tax_records_3950",55.68930010843734,355039130.0,33.35,B,172301630.0,60305570.49999999,8800000.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,346179130.0
CZ-B5E7942C,Asma Tarar (اسما تارار),61101-8370767-5,NTN-323319,So Sana Nawaz,Khuzdar,Balochistan,0345-5066680,,Filer,13782350.0,1315600.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2558,mobile_records_4487,tax_records_2094",22.71432821046984,136224370.0,31.3,B,122442020.0,42854707.0,0.0,115944400.0,2,2,0,0.0,0.0,0,1,0.0,0,19359970.0
CZ-D5F638EA,Imran Gujjar (عمران گعججار),13302-2596988-4,NTN-541797,So Aamir Raza,Khuzdar,Balochistan,0311-7267337,,Filer,21028810.0,3878120.0,3,"vehicle_records,tax_records,banking_indicators","banking_indicators_2559,tax_records_2447,vehicle_records_3354",23.83843182930085,25034710.0,7.35,A,4005900.0,1402065.0,4518000.0,0.0,0,0,0,0.0,0.0,1,0,0.0,0,20516710.0
CZ-81836083,Raja Chuadhry (راجا چعادہری),13302-6829790-4,,So Mirza Khan,Chilas,Gilgit-Baltistan,0300-6852757,,,,,2,"mobile_records,banking_indicators","banking_indicators_2561,mobile_records_1465,mobile_records_4110",30.03486585682513,50631570.0,74.17,D,50631570.0,16986049.5,2448000.0,0.0,3,1,0,0.0,0.0,1,1,0.0,0,47603570.0
CZ-C9C45023,Hashmi Gilani (ہاشمی گیلانی),42101-7419877-2,NTN-562739,So Ahmad Naqvi,,,0321-2469071,,Filer,8077520.0,587350.0,2,"tax_records,banking_indicators","banking_indicators_2562,tax_records_75,tax_records_4330",16.115995817711326,1142980.0,16.37,A,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,1082980.0
CZ-9438F49B,احمد خان,13302-9363019-4,NTN-798936,So Ahmad Khan,Muzaffarabad,Azad Kashmir,0345-5390248,,Filer,4606550.0,,4,"mobile_records,tax_records,banking_indicators,business_records","banking_indicators_2563,business_records_2355,mobile_records_1299,tax_records_4717",13.718542032347592,32274000.0,35.65,B,27667450.0,9683607.5,3936000.0,15734740.0,1,2,0,0.0,0.0,1,1,0.0,0,11743260.0
CZ-837D57E8,Aisha Mirza (ایشا مرزا),21301-6817736-8,,So So Naveed Butt,Skardu,Gilgit-Baltistan,0312-8350277,,Filer,881710.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2565,mobile_records_4030,tax_records_666",13.843939150439333,21335650.0,54.9,C,20453940.0,6718392.0,3864000.0,16890960.0,1,1,0,0.0,0.0,1,2,0.0,0,120690.0
CZ-DD3AF5FD,Aamir Ansari (اامیر انساری),35202-7951217-3,NTN-278686,So So Sobia Akhtar,Mardan,KPK,0301-4713195,,Non-Filer,720500.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2566,mobile_records_404,tax_records_659",12.693617728975104,555270.0,36.9,B,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,555270.0
CZ-9091EACF,Bushraa Hashmi (بعشراا ہاشمی),44000-2562351-2,,So Khalid Cheema,Islamabad,ICT,0313-9974216,,,,,3,"mobile_records,banking_indicators,business_records","banking_indicators_2569,business_records_542,business_records_2532,mobile_records_2426",18.88713281157457,19964330.0,72.5,D,19964330.0,6252515.5,2025000.0,0.0,2,2,0,0.0,0.0,1,0,0.0,0,17019330.0
CZ-8F5E988A,Asmma Nawaz (اسمما نواز),13302-3657644-9,NTN-371783,So Arif Ahmad,Abbottabad,KPK,0313-1078617,"House 152, Block C, Defence, Abbottabad",,7960210.0,1261960.0,3,"utility_bills,tax_records,banking_indicators","banking_indicators_2570,tax_records_4777,utility_bills_3461",25.28035807279417,3866845.0,14.52,A,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0,0,0.0,0,3746845.0
CZ-AA5E9373,Bilal Nawaz (بلال نواز),35202-7289990-4,NTN-716743,So So Uzma Hussain,Sialkot,Punjab,0345-3450300,,Filer,13126720.0,1850210.0,3,"property_records,tax_records,banking_indicators","banking_indicators_2571,property_records_12,tax_records_1755",19.266066838975725,51215785.0,10.04,A,38089065.0,13331172.75,4290000.0,30234620.0,2,0,0,0.0,0.0,1,1,0.0,0,16571165.0
CZ-37DAB9FB,Asif Rana (اسیف رانا),21301-5875697-2,NTN-939020,So Naveed Sandhu,Rawalpindi,Punjab,0302-6729398,,Filer,3927000.0,,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2572,mobile_records_916,tax_records_1879",11.989901141910163,40212860.0,42.15,C,36285860.0,12691401.0,1680000.0,32282100.0,1,2,0,0.0,0.0,1,1,0.0,0,5390760.0
CZ-0B9ACCDC,Ali Khan (علی خان),42101-8202029-3,,So Noor Syed,Sargodha,Punjab,0303-8018607,,,,,2,"mobile_records,banking_indicators","banking_indicators_2573,mobile_records_4118",28.62435615239519,379215380.0,69.29,D,379215380.0,131990383.0,14150000.0,280785340.0,1,1,0,0.0,0.0,2,1,0.0,0,83820040.0
CZ-5635DAA1,Baig Rana (بایگ رانا),54000-4666262-9,,So Hina Butt,Gujranwala,Punjab,0331-5523283,,,,,2,"mobile_records,banking_indicators","banking_indicators_2574,mobile_records_4788",8.51477166765926,19634900.0,66.28,D,19634900.0,6137215.0,0.0,18273010.0,1,0,0,0.0,0.0,0,1,0.0,0,1301890.0
CZ-B3692288,Rizwan Naqvi (ریزوان ناقوی),13302-1075409-2,,So Kamran Abbasi,Lahore,Punjab,0321-5234701,,,,,2,"mobile_records,banking_indicators","banking_indicators_2575,mobile_records_3824",8.047749405896209,25441760.0,66.21,D,25441760.0,8169615.999999999,0.0,21979410.0,0,1,0,0.0,0.0,0,1,0.0,0,3062350.0
CZ-6FAAFFB4,Khalid Raja (خالد راجا),42101-8100127-8,,So Sajid Rafiq,Muzaffarabad,Azad Kashmir,0303-8278910,,,,,3,"vehicle_records,mobile_records,banking_indicators","banking_indicators_2576,banking_indicators_2604,mobile_records_3748,vehicle_records_117",12.181735465060171,178183475.0,71.49,D,178183475.0,61629216.24999999,976000.0,138787100.0,2,1,0,0.0,0.0,1,1,0.0,0,37900375.0
CZ-EEA7D47F,Fatimachattha (فاتیماچاتتھا),13302-9610706-1,NTN-589638,So Usman Virk,Chilas,Gilgit-Baltistan,0332-2645611,,Non-Filer,6722290.0,1143110.0,4,"property_records,tax_records,banking_indicators,vehicle_records","banking_indicators_2577,property_records_2016,tax_records_1690,vehicle_records_1481",22.856551654500624,64618940.0,27.82,B,57896650.0,20263827.5,8510000.0,48355300.0,0,0,0,0.0,0.0,2,1,0.0,0,7753640.0
CZ-40D6B2E8,محمد احمد,42101-9338891-9,NTN-543241,So Saira Rana,,,0312-8041836,,Filer,27432430.0,3150210.0,2,"tax_records,banking_indicators","banking_indicators_2578,tax_records_4508",15.042269889978389,49666430.0,14.49,A,22234000.0,7781899.999999998,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,49206430.0
CZ-548F47F7,Muhammad Hussain (محمد حسین),61101-7606031-7,,So Sidra Mirza,Mirpur,Azad Kashmir,0303-5168232,,,,,3,"vehicle_records,mobile_records,banking_indicators","banking_indicators_2580,mobile_records_1317,vehicle_records_1227",15.825862175742545,367292875.0,67.37,D,367292875.0,127817506.25,4656000.0,264352680.0,0,1,0,0.0,0.0,1,1,0.0,0,97884195.0
CZ-20289512,Naqvi Salman (ناقوی سالمان),35202-4370567-9,NTN-415798,So Baig Gujjar,Abbottabad,KPK,0346-2353795,"House 12, Block B, PAF Colony, Abbottabad",Non-Filer,2161750.0,,6,"vehicle_records,utility_bills,mobile_records,business_records,tax_records,banking_indicators","banking_indicators_2581,business_records_4278,mobile_records_321,tax_records_1296,utility_bills_4825,vehicle_records_384",15.123877609511238,12626325.0,43.31,C,10464575.0,3509951.25,7580000.0,0.0,0,1,0,0.0,0.0,2,0,0.0,0,4646325.0
CZ-A340FC1B,Aamir Jafri (اامیر جافری),21301-2160153-6,NTN-448739,So Usman Rafiq,Nawabshah,Sindh,0313-8721457,,Filer,3344230.0,,4,"mobile_records,tax_records,banking_indicators,travel_records","banking_indicators_2582,mobile_records_1160,tax_records_1150,tax_records_2054,travel_records_3947",13.875215058784264,30744960.0,40.77,E,27400730.0,9552467.0,3540000.0,23585600.0,1,0,0,0.0,0.0,1,2,0.0,0,3559360.0
CZ-F20F8C73,Noor Cheema (نور چیمہ),35202-4180930-1,,So Hussain Karim,Multan,Punjab,0300-8715924,,,,,2,"mobile_records,banking_indicators","banking_indicators_2583,mobile_records_4853",11.263222037092955,18765370.0,66.69,D,18765370.0,5832879.5,5984000.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,12721370.0
CZ-A4210F2C,Khalid Naqvi (خالد ناقوی),13302-4793494-1,,So Ibrahim Syed,Turbat,Balochistan,0333-9207371,,,,,3,"mobile_records,banking_indicators,business_records","banking_indicators_2584,business_records_4935,mobile_records_2597",6.193935959501551,21812560.0,65.93,D,21812560.0,6899396.0,0.0,0.0,1,1,0,0.0,0.0,0,1,0.0,0,21352560.0
CZ-6AC9B2C7,Rukhsar Sheikh (رعخسار شیخ),13302-6940889-7,NTN-552613,So Hussain Hameed,Gilgit,Gilgit-Baltistan,0346-8385584,,Non-Filer,9391200.0,1330660.0,3,"mobile_records,tax_records,banking_indicators","banking_indicators_2586,mobile_records_1226,tax_records_16",29.24234676407368,6156000.0,19.32,A,0.0,0.0,6096000.0,0.0,1,0,0,0.0,0.0,2,1,0.0,0,0.0
CZ-F80A9BFA,Shoaib Gondal (شوایب گوندل),21301-9934326-9,,So Amna Sheikh,Islamabad,ICT,0300-4177325,,,,,3,"vehicle_records,mobile_records,banking_indicators","banking_indicators_2587,mobile_records_4249,vehicle_records_1537",9.114349920447118,15266230.0,66.37,D,15266230.0,4608180.5,984000.0,0.0,1,1,0,0.0,0.0,1,0,0.0,0,13822230.0
