canonical_name,father_name,cnic,account_number,annual_credit_card_expense,avg_balance,account_open_date,account_status,avg_expenditure
Mirza Virk,S/O Syed Mirza,13302-8039212-7,PK0001448717183,0.0,10939790.0,2009-06-13,Active,53884.0
Sobia Baig,S/O Aamir Naqvi,44000-2288937-9,PK0003960413104,0.0,1874190.0,2003-08-10,Active,13779.0
Faisal Hussan,S/O Rukhsar Abbasi,54000-2806165-4,PK0010594025283,0.0,4854500.0,2009-07-07,Active,95488.0
Mohammad Syed,S/O Asma Gujjar,54000-7502921-1,PK0014840463141,0.0,31953650.0,2003-10-10,Active,78153.0
Nadia Ali,S/O Asif Bhatti,13302-9745909-6,PK0015488536370,0.0,25913590.0,2003-06-11,Frozen,70505.0
Khalid Naqvi,S/O Aamir Chattha,54000-4306809-3,PK0002568915703,0.0,21788520.0,2016-10-06,Active,31424.0
Mirza Zaidi,S/O Chaudhry Nawaz,35202-7561970-4,PK0014213669678,0.0,69043550.0,2008-09-24,Active,79604.0
Sana Gondal,S/O Asma Mirza,61101-9513036-2,PK0004567804106,0.0,3016610.0,2019-01-03,Dormant,92857.0
Ibrahim Latif,S/O S/O Sidra Khan,54000-9094028-5,PK0010529979713,0.0,1175000.0,2002-03-08,Active,2997.0
Kashif Nawaz,S/O Chaudhry Sandhu,21301-4642197-1,PK0009184446671,0.0,30435230.0,2011-10-06,Active,115227.0
Chaudhry Rizvi,S/O Zubair Chattha,21301-6473694-3,PK0007433154770,0.0,35847230.0,2018-02-01,Active,60985.0
عائش احمد,S/O S/O Fatima Butt,,PK0012464549612,0.0,1553640.0,2004-09-18,Active,5110.0
,S/O Sheikh Gilani,13302-1323137-4,PK0004457629711,0.0,13837830.0,2010-10-25,Active,68500.0
Mohammad Hussain,S/O Ali Aslam,13302-2866934-5,PK0013280531127,0.0,552910.0,2013-01-13,Active,12480.0
Sobia Raja,S/O Arif Butt,13302-4928017-8,PK0002648127255,0.0,40520970.0,2011-03-24,Active,181751.0
Sidra Sheikh,S/O Zainab Sandhu,35202-9565146-9,PK0011222435172,0.0,124817820.0,2016-02-25,Dormant,183283.0
Tariq Butt,S/O Adnan Malik,44000-7896707-9,PK0009647556857,0.0,2193590.0,2010-12-15,Active,10890.0
Rukhsar Zaidi,S/O Rabia Bhatti,13302-5487028-1,PK0004933468715,2693920.0,163961390.0,2006-02-15,Active,539882.0
Bilal Butt,S/O Khalid Gondal,54000-5035718-5,PK0006476990466,0.0,6347790.0,2002-06-03,Active,0.0
Khalid Raja,S/O Zubair Syed,54000-9126460-3,PK0012979339361,0.0,6489980.0,2011-09-09,Active,10747.0
Usman Raja,S/O Salman Karim,42101-7426846-2,PK0011975139327,0.0,25414200.0,2008-05-23,Active,153406.0
Mehwish Nawaz,S/O Shazia Chattha,61101-7845217-8,PK0003353691745,0.0,57837760.0,2006-07-26,Active,149049.0
Qureshi Gilani,S/O Muhammad Cheema,21301-3770489-2,PK0002257243284,0.0,24287550.0,2011-08-17,Active,94616.0
Naeem Karim,S/O Hassan Malik,42101-2396352-9,PK0005311818984,0.0,9046710.0,2017-08-01,Active,38000.0
Hashmi Chattha,S/O Ibrahim Virk,13302-2133621-1,PK0003746820987,0.0,8494270.0,2000-10-02,Active,24295.0
Sana Malik,S/O Amna Zaidi,44000-2452043-3,PK0003916274954,0.0,107265080.0,2001-01-17,Active,354428.0
Kamran Chaudhry,S/O Fatima Iqbal,61101-8505984-4,PK0013803847447,0.0,26165640.0,2016-10-26,Active,0.0
Faisal Karim,S/O Muhammad Ali,44000-5935191-8,PK0002290209201,0.0,17807410.0,2001-12-15,Dormant,53858.0
Waseem Naqvi,S/O Arif Malik,35202-9350344-9,PK0013774254861,0.0,16348730.0,2005-06-20,Dormant,53891.0
Arif Raza,S/O Salman Syed,21301-3278433-1,PK0008598165815,0.0,10493980.0,2011-02-19,Active,84607.0
Salman Akhtar,S/O Aamir Chaudhry,44000-5617293-6,PK0013705306363,970064.0,46632760.0,2011-01-03,Active,325001.0
Ali Bukhari,S/O نادیہ رضا,21301-1057864-4,PK0013722199123,0.0,50575840.0,2018-12-18,Active,126917.0
Asma Bhatti,S/O Syed Baig,61101-9744451-2,PK0008831361497,0.0,73428120.0,2002-05-30,Dormant,156901.0
Zainab Malik,S/O Asif Zaidi,54000-6356374-4,PK0015706118438,0.0,2071630.0,2013-08-01,Active,31083.0
Fatima Raja,S/O Mohammad Malik,21301-9959880-2,PK0011782146375,0.0,765110.0,2005-09-27,Active,12216.0
Sidra Qureshi,S/O Omar Syed,42101-6898808-6,PK0010447042200,0.0,2775200.0,2017-04-15,Active,8557.0
Shazia Syed,S/O S/O Hina Rafiq,42101-7355220-5,PK0014773469560,0.0,14005280.0,2011-05-26,Active,33616.0
محمد حسن,S/O Rizwan Tarar,54000-2393146-1,PK0006262089272,0.0,1979090.0,2012-11-22,Active,12685.0
Hina Naawaz,S/O Muhammad Bukhari,54000-6175674-7,PK0008173321814,0.0,73173760.0,2002-06-02,Dormant,180300.0
Ali Rizvi,S/O Iqra Gujjar,42101-1458360-1,PK0008574817290,0.0,21346030.0,2009-07-17,Active,96885.0
Nadi aLatif,S/O Sheikh Malik,21301-6499467-6,PK0011425150964,0.0,62253790.0,2000-02-08,Active,185381.0
Fatima Bhatti,S/O Shazia Zaidi,42101-5282961-6,PK0013394928601,0.0,8783280.0,2016-03-11,Active,8574.0
Kamran Nawaz,S/O Bushra Ansari,42101-3284033-3,PK0010160314355,0.0,14102290.0,2019-06-05,Active,96873.0
Hamid Aslam,S/O S/O Chaudhry Raja,61101-8561977-3,PK0006644748834,0.0,4696150.0,2011-01-05,Active,40033.0
صنا ملک,S/O Bushra Cheema,,PK0002433297890,0.0,927330.0,2012-10-25,Dormant,36644.0
Tariq Iqbal,S/O Fatima Sandhu,61101-9396350-7,PK0008585238820,0.0,16396260.0,2012-06-12,Active,49922.0
Maryam Rana,S/O Mirza Rana,35202-9977459-5,PK0001161085229,0.0,38945970.0,2000-06-22,Active,67029.0
Sobia Raza,S/O Hina Rana,42101-9020195-6,PK0006993027458,0.0,4307870.0,2020-03-30,Active,18333.0
Hussain Hashmi,S/O Khalid Khan,61101-1037773-7,PK0005182389284,0.0,29625620.0,2007-12-14,Active,36774.0
Arif Butt,S/O عمر شیخ,35202-3709796-7,PK0011196955134,4262251.0,155873730.0,2008-05-07,Active,427717.0
Amna Gondal,S/O Zainab Gujjar,35202-6312434-6,PK0010737888347,6565087.0,256823780.0,2001-06-18,Active,790157.0
Noor Ansari,S/O Shoaib Latif,21301-8611954-8,PK0009512834919,0.0,0.0,2003-10-27,Active,31842.0
Ibrahim Akhtar,,44000-6311858-7,PK0008723123952,0.0,10683300.0,2017-06-07,Dormant,20410.0
Mohammad Hameed,S/O Waseem Akhtar,42101-4226049-9,PK0009950207886,0.0,66938140.0,2004-06-20,Active,122836.0
Ali Nawaz,S/O ابراہیم ملک,21301-1296308-4,PK0012144047803,0.0,12373110.0,2011-08-14,Active,24224.0
Asma Ali,S/O Khalid Gilani,,PK0008969533218,0.0,11373770.0,2017-10-10,Active,41057.0
Fatima Khan,S/O Chaudhry Raja,21301-4264695-7,PK0010799905142,0.0,0.0,2006-02-26,Active,12153.0
Nadia Gujjar,S/O Bushra Khan,35202-5056587-6,PK0004445236735,0.0,3452750.0,2006-01-26,Active,48377.0
Sobia Tarar,S/O Bilal Abbasi,35202-6543511-6,PK0010610702777,0.0,51442900.0,2022-03-16,Active,150038.0
Mirza Zaidi,S/O Rukhsar Latif,61101-1260078-8,PK0009261985842,0.0,5121550.0,2015-03-24,Active,149647.0
Rabia Rana,S/O Maryam Iqbal,21301-9143886-8,PK0001583745511,0.0,12597630.0,2013-06-07,Dormant,24990.0
Arif Chaudhry,,35202-1436154-8,PK0002970768982,0.0,38381150.0,2004-02-23,Active,75231.0
Saira Qureshi,S/O Usman Virk,42101-5378012-8,PK0015999126903,0.0,33435410.0,2001-03-03,Active,85787.0
Mohammad Iqbal,S/O Zainab Raza,44000-2682736-6,PK0006866990485,0.0,44448790.0,2009-03-01,Frozen,81622.0
Asma Qureshi,S/O Mohammad Ahmed,54000-8070308-2,PK0002641755366,0.0,21195220.0,2000-04-02,Dormant,99777.0
Sobia Raja,S/O Shoaib Sheikh,44000-1513994-2,PK0011285283722,0.0,77822590.0,2010-06-22,Active,171755.0
Bilal Zaidi,S/O Zainab Zaidi,61101-7729241-7,PK0001366012797,0.0,96982520.0,2012-10-15,Active,244868.0
Asma Hussain,S/O Qureshi Hashmi,54000-8147819-3,PK0012570039364,0.0,2398720.0,2009-04-06,Active,106905.0
Rukhsar Rizvi,S/O Sheikh Malik,54000-8077313-9,PK0008662714327,0.0,23298630.0,2010-06-16,Frozen,68610.0
Asma Rana,S/O Ibrahim Raza,42101-2035204-8,PK0009754773573,0.0,21505720.0,2012-09-11,Active,253795.0
Ali Tarar,S/O Ali Jafri,54000-6318713-9,PK0003490732457,2486411.0,181205860.0,2022-10-05,Active,383179.0
Arif Cheema,S/O Tariq Sandhu,13302-7673467-5,PK0006403754671,0.0,6106630.0,2019-11-22,Active,27282.0
Ayesha Gilani,S/O Muhammad Gilani,61101-9281401-8,PK0007538912794,0.0,4174190.0,2002-11-20,Frozen,44234.0
Hussain Sandhu,S/O Noor Baig,61101-6627358-9,PK0013463318956,0.0,40621970.0,2001-06-28,Active,92041.0
Tariq Ansari,S/O Maryam Akhtar,13302-3552996-7,PK0011741975062,0.0,7524130.0,2002-07-17,Dormant,130695.0
Asif Gondal,S/O Sheikh Raza,21301-3145028-4,PK0001947425963,0.0,1755290.0,2017-11-28,Active,11588.0
Ayesha Bhatti,S/O Bushra Ali,42101-2280131-4,PK0011795038832,0.0,8570920.0,2017-06-05,Active,14134.0
Mohammad Ansari,S/O Bilal Rana,54000-9308847-4,PK0006170772317,0.0,27117830.0,2018-02-01,Active,41624.0
Naveed Gilani,S/O Sobia Nawaz,21301-6807734-9,PK0006201474984,0.0,8293030.0,2018-06-11,Active,23038.0
Ali Bhatti,S/O Omar Butt,44000-3677087-7,PK0009828404274,0.0,22408360.0,2013-05-27,Active,30258.0
,S/O Imran Virk,,PK0007405100495,0.0,6121320.0,2008-09-30,Active,65768.0
Hamid Bukhari,S/O Khalid Hashmi,61101-1596119-6,PK0005877103091,0.0,1121480.0,2003-06-15,Active,17828.0
Asma Malik,S/O Bilal Ali,35202-3481234-3,PK0014804980312,0.0,78046880.0,2008-04-19,Active,0.0
Ali Rana,S/O Hina Gilani,21301-9612679-8,PK0015747145068,0.0,2860850.0,2004-02-23,Active,12564.0
Rabia Ahmed,S/O Raja Hashmi,54000-2970191-5,PK0014261462131,2488398.0,144432600.0,2021-07-19,Frozen,151102.0
Hashmi Bukhari,S/O Chaudhry Butt,44000-5242633-2,PK0006187512088,0.0,13965740.0,2007-05-16,Active,44515.0
Tahir Butt,S/O Qureshi Aslam,42101-6302740-9,PK0010812548074,0.0,21784550.0,2002-05-11,Active,63691.0
Chaudhry Tarar,S/O Kamran Baig,54000-6100571-3,PK0003475617211,0.0,4384490.0,2019-11-01,Active,64851.0
علی حسین,S/O Iqra Hashmi,44000-9653852-6,PK0005804433388,0.0,91414360.0,2009-01-09,Active,126376.0
Hashmi Gujjar,S/O Ahmed Hussain,13302-8557587-5,PK0012810962214,0.0,83503610.0,2001-06-15,Dormant,124371.0
Amna Syed,S/O Hussain Khan,42101-7769867-4,PK0007238460786,2639539.0,60776720.0,2018-10-15,Dormant,378489.0
Adnan Syed,S/O Mohammad Rafiq,42101-1407787-5,PK0010861104727,0.0,12903190.0,2006-05-10,Active,21228.0
Chaudhry Ahmed,S/O Rizwan Mirza,35202-6060781-9,PK0002432411019,0.0,29438130.0,2017-04-09,Active,62390.0
Asma Qureshi,S/O محمد علی,13302-5632814-8,PK0009504456327,0.0,1987750.0,2022-06-17,Active,30789.0
Tariq Hashmi,S/O Khalid Latif,61101-1477307-5,PK0011950040559,0.0,19573100.0,2013-10-19,Dormant,38492.0
Noor Naqvi,S/O Saira Malik,44000-3763853-9,PK0006973150512,0.0,770520.0,2004-07-08,Active,9011.0
Kamran Ahmed,S/O Baig Bukhari,44000-9993522-7,PK0003819532005,0.0,69484590.0,2022-06-15,Active,125461.0
Mehwish Abbasi,S/O Bilal Rizvi,13302-4406890-4,PK0012990087914,0.0,4988860.0,2015-12-10,Active,26409.0
Muhammad Sandhu,S/O Hina Abbasi,61101-3750518-6,PK0012835958147,0.0,78807530.0,2009-12-16,Active,147874.0
Hamid Akhtar,S/O Bushra Karim,54000-5110619-7,PK0015665210546,0.0,26499140.0,2008-12-26,Active,142218.0
,S/O Hashmi Rafiq,13302-5069072-2,PK0002793663866,0.0,14481040.0,2020-10-29,Active,162553.0
Muhammad Iqbbal,S/O Ayesha Jafri,61101-4875641-8,PK0011554629125,0.0,26411510.0,2016-07-17,Active,65764.0
Mehwish Baig,S/O Salman Syed,44000-8654288-1,PK0009488509962,0.0,60193670.0,2002-05-06,Active,83500.0
Saira Raza,S/O Usman Gujjar,42101-9546326-4,PK0001489336282,0.0,77299670.0,2010-03-03,Active,122606.0
Waseem Qureshi,S/O Shazia Rana,21301-7266920-6,PK0005293555835,0.0,18278000.0,2019-07-19,Active,197421.0
محمد احمد,S/O Mohammad Hussain,61101-2516524-5,PK0004466932310,0.0,8041980.0,2007-10-10,Active,69945.0
Chaudhry Khan,S/O Uzma Jafri,42101-3484929-5,PK0013622129427,0.0,15447950.0,2002-01-26,Active,0.0
Nadia Rana,S/O Asif Khan,13302-2713375-7,PK0004343248743,0.0,12457910.0,2020-02-19,Active,22640.0
زینب علی,S/O Asma Latif,44000-2984241-3,PK0003266371119,0.0,5377050.0,2015-01-18,Active,12348.0
عمر شیخ,S/O Sajid Zaidi,35202-5878848-4,PK0002417604347,0.0,334270.0,2001-11-16,Active,5433.0
محمد حسن,S/O Asif Rafiq,54000-1774733-4,PK0014946237594,0.0,1535580.0,2013-04-02,Active,31757.0
Omar Ali,S/O Sobia Abbasi,21301-1163829-1,PK0002645127678,0.0,8222640.0,2010-07-19,Active,15571.0
Hashmi Ahktar,S/O Tariq Rana,54000-7395906-7,PK0013679574436,0.0,79756450.0,2015-05-02,Active,123023.0
Khalid Akhtar,S/O Bilal Virk,13302-3991243-4,PK0014893112954,0.0,3337410.0,2007-05-20,Active,103178.0
Hussain Karim,S/O Ali Hashmi,44000-7352484-7,PK0015665359037,0.0,1333830.0,2004-10-16,Active,4455.0
Ibrahim Karim,S/O مریم چودھری,13302-7391943-3,PK0001810741110,0.0,22560760.0,2017-09-05,Active,56257.0
Waseem Butt,S/O Zainab Hameed,35202-2256271-9,PK0006922816526,4161415.0,192698620.0,2011-05-06,Active,818421.0
Bushra Baig,S/O Nadia Iqbal,44000-8989855-3,PK0010240712839,0.0,39600870.0,2019-02-06,Active,61151.0
Ayesha Latif,S/O Mehwish Bukhari,42101-1105565-9,PK0010504499880,0.0,11549970.0,2011-06-28,Frozen,124630.0
فاطمہ خان,S/O Shoaib Bhatti,35202-8445293-9,PK0003274211616,0.0,665940.0,2000-03-04,Dormant,2638.0
Muhammad Ahmed,S/O Hamid Sandhu,42101-9900502-9,PK0003992649957,0.0,3599460.0,2002-02-26,Active,7992.0
مریم چودھری,S/O Asma Syed,42101-9683477-3,PK0012927959968,3878979.0,211482780.0,2018-08-20,Dormant,336313.0
Tahir Hameed,S/O Saira Sheikh,61101-6295273-3,PK0010968704078,0.0,14142360.0,2017-02-15,Dormant,41692.0
Ibrahim Hashmi,S/O Syed Abbasi,21301-3437199-9,PK0015277746324,0.0,11815830.0,2011-05-04,Active,19740.0
Shoaib Hashmi,S/O Muhammad Chattha,42101-9636401-7,PK0012569948247,0.0,15202040.0,2016-12-20,Active,14605.0
Hamid Zaidi,S/O Raja Gondal,54000-5196564-4,PK0001541156077,0.0,2194130.0,2010-11-03,Dormant,3681.0
Malik Latif,S/O Noor Cheema,13302-7605946-1,PK0006826239153,0.0,2885520.0,2005-07-28,Active,7663.0
,S/O Zainab Gilani,61101-4500276-7,PK0012355046107,0.0,5848770.0,2017-05-05,Frozen,7892.0
Mehwish Naqvi,S/O Waseem Rafiq,44000-3779093-8,PK0008755621841,0.0,49661470.0,2019-09-01,Active,103855.0
Aamir Tarar,S/O Iqra Butt,44000-9978714-5,PK0005907873857,0.0,3646250.0,2012-08-26,Active,8696.0
Sana Khan,S/O Ahmed Naqvi,35202-4207127-6,PK0012941599226,1819349.0,69192500.0,2006-10-23,Active,341214.0
Noor Hashmi,S/O Kamran Jafri,61101-7085502-5,PK0008351258749,0.0,120670.0,2009-09-12,Active,5720.0
Saira Iqbal,S/O Tahir Tarar,54000-8103918-3,PK0009356805216,0.0,3705970.0,2004-07-31,Active,16184.0
Ahmed Raja,S/O Noor Raja,44000-8722609-1,PK0005968253265,0.0,7406390.0,2022-12-06,Active,50079.0
Nadia Cheema,S/O Tariq Ansari,35202-6954580-1,PK0013603601664,0.0,17821300.0,2012-09-14,Active,20527.0
زینب علی,S/O Hussain Qureshi,42101-5726427-7,PK0015996696177,0.0,4573800.0,2008-12-24,Active,104138.0
Waseem Chaudhry,S/O Amna Bhatti,21301-6228045-9,PK0004494966219,0.0,76429840.0,2009-10-05,Active,118451.0
Naveed Raja,S/O Asif Akhtar,21301-5081124-2,PK0011712483158,0.0,7043140.0,2010-04-08,Active,81544.0
Bilal Rizvi,S/O Hussain Cheema,42101-1595243-2,PK0008595725097,0.0,28196090.0,2005-07-19,Active,196643.0
Noor Naqvi,S/O Saira Malik,44000-3763853-9,PK0013402550088,0.0,5578690.0,2012-10-20,Dormant,6349.0
Alli Chattha,S/O Ibrahim Chattha,61101-7929084-4,PK0013510032406,0.0,8057600.0,2011-08-12,Active,21638.0
Raja Raja,S/O Chaudhry Nawaz,35202-7030060-7,PK0009666355637,0.0,45864520.0,2022-11-27,Active,101954.0
Naveed Qureshi,S/O Zainab Malik,13302-7303939-2,PK0007274008639,0.0,28726800.0,2001-06-18,Active,102960.0
زینب علی,S/O Nadia Tarar,42101-3183102-8,PK0014314423806,2375426.0,115252610.0,2018-04-15,Active,404077.0
Omar Hussain,S/O صنا ملک,,PK0013749252434,0.0,32586330.0,2000-12-29,Active,71027.0
Ahmed Gondal,S/O Zainab Gujjar,13302-2954313-1,PK0003368438908,0.0,10887270.0,2008-01-02,Active,23122.0
Rukhsar Ansari,S/O Muhammad Hameed,35202-6428745-5,PK0001788460744,0.0,5687520.0,2013-12-18,Active,49210.0
Syed Hashmi,S/O Syed Akhtar,61101-7063281-4,PK0008498585961,0.0,23789140.0,2004-04-12,Active,49463.0
Usman Bukhari,S/O Kamran Raja,54000-3456466-7,PK0009210154881,0.0,2885600.0,2018-05-20,Active,17280.0
Mohammd Hameed,S/O Sidra Ahmed,21301-1383158-3,PK0012653953485,0.0,23679290.0,2001-07-30,Active,72222.0
Fatima Raja,S/O Raja Ahmed,54000-3307012-1,PK0014233871736,0.0,15250240.0,2009-10-25,Active,37765.0
,S/O Ahmed Virk,54000-6379709-8,PK0005190060226,0.0,15162670.0,2013-02-17,Active,148983.0
Shazia Gilani,S/O Adnan Mirza,44000-5268769-1,PK0013272134062,0.0,39988660.0,2020-01-17,Active,37252.0
,S/O Hamid Ahmed,21301-6030776-3,PK0005582452834,0.0,14594330.0,2021-06-17,Active,82505.0
Qureshi Bhatti,S/O Zubair Akhtar,54000-9797239-1,PK0015651208305,0.0,1852650.0,2016-04-29,Dormant,5823.0
Hussain Mirza,S/O Malik Akhtar,42101-4846483-6,PK0003992329618,0.0,17514880.0,2008-08-05,Active,65283.0
Chaudhry Gujjar,,42101-3873313-4,PK0007198476695,0.0,36169940.0,2000-04-30,Active,227551.0
Asma Malik,S/O Bilal Bhatti,61101-6384674-2,PK0015338411494,0.0,6556500.0,2010-07-28,Dormant,17294.0
Mehwish Hashmi,S/O Shazia Akhtar,13302-8979708-6,PK0014584394989,0.0,23256730.0,2009-06-15,Active,31253.0
Nadia Chaudhry,S/O Uzma Karim,13302-6125509-8,PK0015475364113,0.0,6827560.0,2015-01-31,Active,21874.0
Sheikh Karim,S/O Maryam Akhtar,42101-3588010-1,PK0015128636900,0.0,35108390.0,2016-06-17,Active,86798.0
Ahmed Bhatti,S/O Naeem Aslam,13302-5222957-8,PK0007157184151,0.0,6841230.0,2017-07-24,Active,12402.0
Hashmi Hameed,S/O S/O Mirza Syed,54000-6775801-2,PK0007639026034,0.0,4698250.0,2020-02-07,Active,43291.0
Adnan Sandhu,S/O Imran Rana,21301-8729025-7,PK0006353164777,0.0,34437860.0,2001-04-08,Active,113237.0
Hussain Raja,S/O Raja Khan,44000-9649039-7,PK0007187623171,849849.0,246536550.0,2003-05-16,Dormant,554720.0
Faisal Rizvi,S/O Fatima Naqvi,54000-1759669-1,PK0006341096660,0.0,29207330.0,2021-03-29,Dormant,52260.0
Shazia Ahmed,S/O Zainab Rafiq,54000-4905004-1,PK0001442185272,2275336.0,131840710.0,2011-12-24,Active,239977.0
Muhammad Khan,S/O Asma Bhatti,44000-1226632-1,PK0015206389694,0.0,31329990.0,2001-08-30,Active,39269.0
Rizwan Hussain,S/O Qureshi Syed,35202-7735271-9,PK0014867407868,0.0,43139230.0,2019-05-20,Active,88258.0
Chaudhry Bukhari,S/O Maryam Baig,35202-9778800-5,PK0011460015275,0.0,2523180.0,2020-05-11,Active,35189.0
Rizwan Chaudhry,S/O Sidra Rafiq,44000-8478566-1,PK0013256819248,0.0,46620310.0,2020-01-28,Active,72665.0
Tahir Chaudhry,S/O Sidra Zaidi,13302-7177975-3,PK0003141127742,0.0,892530.0,2016-05-28,Active,14010.0
Iqra Bukhari,S/O علی حسین,13302-9902483-5,PK0005990949719,0.0,13224970.0,2009-01-02,Active,49619.0
ابراہیم ملک,S/O Kashif Raza,42101-6140081-4,PK0008847401602,0.0,30309490.0,2003-08-31,Active,73738.0
Hassan Hameed,S/O Qureshi Virk,54000-4831551-6,PK0014249027517,0.0,37923140.0,2020-01-09,Active,41019.0
Ibrahim Karim,S/O Sheikh Rizvi,61101-6776618-2,PK0013857563699,0.0,27276130.0,2019-04-27,Active,85784.0
Nadia Rizvi,S/O Tahir Ali,54000-8201903-8,PK0008581682167,0.0,2862220.0,2008-12-29,Active,11341.0
عائشہا حمد,S/O احمد خان,61101-2235037-3,PK0010105638424,0.0,20246010.0,2002-02-02,Dormant,134656.0
Aamir Gilani,S/O Shoaib Raza,35202-8614000-6,PK0015185068029,0.0,23145270.0,2000-12-11,Active,51655.0
Rabia Hashmi,S/O Hassan Gondal,21301-8737917-9,PK0001374796224,0.0,5505880.0,2006-02-28,Dormant,60731.0
Bushra Mirza,S/O Kashif Nawaz,35202-9774432-2,PK0004996534803,0.0,8110230.0,2011-08-17,Active,35245.0
Shazia Chattha,S/O علی حسین,54000-9243243-1,PK0003689274064,0.0,28103860.0,2006-08-27,Active,37157.0
Mehwish Raja,S/O Zainab Qureshi,13302-4898454-2,PK0012753780028,0.0,6603910.0,2005-04-22,Active,43495.0
Qureshi Cheema,S/O Faisal Jafri,21301-6473913-2,PK0009554466340,0.0,2599920.0,2017-12-06,Dormant,11180.0
Omar Raja,,35202-1624315-5,PK0002933409017,0.0,2026100.0,2001-07-03,Active,8465.0
Hina Qureshi,,44000-8961410-5,PK0005355164255,0.0,16206390.0,2010-05-25,Active,49466.0
Raja Virk,S/O Kamran Bukhari,21301-7467175-5,PK0005230833665,0.0,2785090.0,2022-02-10,Dormant,23751.0
Kashif Chattha,S/O Bushra Rana,61101-1424343-2,PK0001356022467,1982193.0,109585850.0,2015-11-29,Active,203843.0
Nadia Zaidi,S/O Omar Raza,,PK0007786069196,0.0,10715570.0,2003-04-22,Active,28815.0
Fatima Qureshi,S/O Raja Ahmed,42101-7045102-5,PK0013768737754,0.0,2463830.0,2004-01-14,Dormant,22093.0
Zubair Abbasi,S/O Waseem Naqvi,42101-2718286-4,PK0008167438668,0.0,1555100.0,2010-10-17,Active,23579.0
Ibrahim Akhtar,S/O Salman Sandhu,54000-3552325-7,PK0002998386592,0.0,4273910.0,2001-02-25,Active,36832.0
Rukhsar Ali,S/O Muhammad Syed,54000-2159340-7,PK0015636687537,0.0,13982550.0,2020-08-27,Active,45920.0
Hashmi Cheema,S/O Ayesha Tarar,54000-2122405-4,PK0010675583372,0.0,32497280.0,2022-11-19,Active,46324.0
Bushra Cheema,S/O Sana Hameed,44000-9724806-2,PK0001778556450,0.0,14956450.0,2022-05-03,Active,136621.0
Malik Virk,S/O Muhammad Nawaz,44000-8062860-3,PK0009717452511,0.0,21492340.0,2010-12-13,Active,81557.0
Sajid Gujjar,S/O Qureshi Chaudhry,21301-8802377-5,PK0004871531100,0.0,5782590.0,2015-11-16,Active,0.0
Mehwish Naaz,S/O Ayesha Mirza,44000-8859576-3,PK0003412750915,4454371.0,415676180.0,2009-03-16,Active,566850.0
Mirza Zaidi,S/O Chaudhry Nawaz,35202-7561970-4,PK0007101679695,0.0,24387500.0,2010-08-08,Active,0.0
Bushra Bhatti,S/O Ahmed Cheema,44000-5162620-3,PK0010478833337,0.0,21456610.0,2020-11-21,Frozen,100249.0
Iqra Rafiq,S/O Naveed Gujjar,42101-7097090-8,PK0004712745501,0.0,3568640.0,2019-03-11,Active,38538.0
Ibrahim Akhtar,S/O Nadia Rana,21301-1578518-7,PK0007301126777,0.0,54590340.0,2019-06-26,Active,82202.0
Waseem Abbasi,S/O Muhammad Raja,54000-8194073-3,PK0011817490291,0.0,30721630.0,2007-08-12,Active,54034.0
Tahir Hashmi,S/O Rizwan Bhatti,54000-4835957-6,PK0002662087258,1620601.0,353640090.0,2020-10-06,Active,1234754.0
Kamran Hussain,S/O Chaudhry Mirza,44000-8409202-3,PK0006172670118,0.0,2024170.0,2009-09-28,Dormant,0.0
Ali Syed,S/O Bushra Qureshi,35202-2736381-3,PK0009684203557,0.0,21639600.0,2011-06-19,Active,75050.0
Waseem Chattha,S/O Imran Ali,61101-9419411-1,PK0009944403809,2742893.0,19830960.0,2020-03-31,Dormant,388789.0
Sobia Sheikh,S/O Hina Rizvi,35202-2418154-5,PK0009695016134,0.0,31050550.0,2004-09-18,Active,56150.0
Saira Chaudhry,S/O Tariq Virk,54000-1114848-2,PK0001519246503,0.0,2508450.0,2010-05-24,Dormant,29158.0
Muhammad Sandhu,S/O Salman Karim,54000-3396676-2,PK0014604803700,0.0,4948650.0,2015-01-02,Active,4584.0
Sheikh Zaidi,S/O Faisal Latif,54000-2037197-6,PK0001782546314,0.0,62435410.0,2007-06-12,Active,159096.0
Waseem Qureshi,S/O Sana Karim,35202-7297881-2,PK0007500830389,0.0,29009360.0,2000-10-02,Active,230032.0
Aamir Rizvi,S/O Hina Tarar,13302-9350925-2,PK0005902425085,0.0,12832690.0,2013-06-11,Active,15746.0
Uzma Nawaz,S/O Mirza Chaudhry,54000-8573535-1,PK0001483426624,836581.0,130247140.0,2004-07-20,Active,336314.0
Naeem Hussain,S/O Rukhsar Zaidi,42101-2934213-2,PK0013172541521,0.0,25409330.0,2017-07-09,Active,171849.0
Hashmi Ahmed,S/O Maryam Bhatti,21301-3727935-9,PK0006358906986,3004250.0,257744530.0,2002-11-01,Active,551413.0
Zainab Butt,S/O Nadia Rafiq,61101-6465458-3,PK0012805560474,0.0,14809990.0,2020-11-23,Active,71427.0
Ayesha Karim,S/O Faisal Khan,21301-1060457-5,PK0011211308231,0.0,7785180.0,2005-06-25,Active,29727.0
Omar Chaudhry,S/O Khalid Tarar,44000-7610017-3,PK0013724813934,0.0,18050950.0,2001-03-08,Active,53038.0
Ibrahim Iqbal,,35202-4125422-9,PK0012912477810,0.0,19870370.0,2003-02-21,Active,24675.0
Imran Raja,S/O Ayesha Khan,,PK0006243247463,0.0,4643530.0,2022-09-24,Dormant,21392.0
