Company_Name,Owner_Name,Father_Name,Entity_Type,CNIC,Incorporation_Date,Status,Registered_Office_Address,Province,City
Pak Group,Hamid Bukhari,S/O Tahir Virk,Private Limited,1330270440063,1996-07-25,Active,"House 482, Block H, DHA, Mirpur",Azad Kashmir,Mirpur
Pak Solutions,Saira Abbasi,S/O Khalid Bhatti,LLP,2130152580236,1996-10-24,Active,"House 339, Block H, Cantt, Turbat",Balochistan,Turbat
Prime Traders,Ali Chattha,S/O Kashif Hameed,LLP,5400050445182,2004-04-05,Suspended,"House 310, Block F, Gulberg, Karachi",Sindh,Karachi
National Industries,محمد علی,S/O Shoaib Raza,Private Limited,4400077706058,2016-07-31,Active,"House 167, Block H, E-11, Kohat",KPK,Kohat
Pak Services,Waseem Syed,S/O Sana Hameed,LLP,6110116532842,1995-03-19,Active,"House 214, Block B, Gulshan-e-Iqbal, Mirpur",Azad Kashmir,Mirpur
Atlas Group,Imran Abbasi,S/O S/O Bushra Qureshi,Public Limited,5400093584313,2022-08-26,Active,"House 256, Block H, F-10, Islamabad",ICT,Islamabad
Al Services,Ali Chattha,S/O Ibrahim Chattha,LLP,6110179290844,2005-09-06,Active,"House 72, Block G, PAF Colony, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Group,Naeem Sandhu,S/O Saira Tarar,Public Limited,2130139682374,1992-07-26,Active,"House 220, Block G, DHA, Islamabad",ICT,Islamabad
Global Group,Tariq Gilani,S/O Iqra Gujjar,LLP,1330240863681,2002-10-08,Active,"House 116, Block B, Askari, Turbat",Balochistan,Turbat
Star Group,Zubair Sandhu,S/O Naveed Syed,LLP,6110187318651,2015-03-31,Active,"House 136, Block D, G-9, Gujranwala",Punjab,Gujranwala
Global Associates,Kamran Chattha,S/O Khalid Sandhu,Partnership,3520272556183,2011-02-17,Active,"House 471, Block E, Township, Rawalpindi",Punjab,Rawalpindi
Atlas Brothers,Saira Ali,S/O Sheikh Butt,Public Limited,3520266365726,2011-03-11,Active,"House 297, Block H, Gulshan-e-Iqbal, Gujranwala",Punjab,Gujranwala
Global Traders,Syed Shoaib,S/O Imran Rafiq,Public Limited,1330266136975,2013-11-24,Suspended,"House 256, Block B, Defence, Nawabshah",Sindh,Nawabshah
,Asif Iqbal,S/O Sidra Qureshi,Public Limited,2130155479334,2008-04-09,Active,"House 432, Block E, Cavalry Ground, Mirpurkhas",Sindh,Mirpurkhas
Prime Associates,Omar Gonndal,S/O Ayesha Rafiq,Sole Proprietorship,5400023975729,2014-06-12,Active,"House 28, Block E, Gulberg, Larkana",Sindh,Larkana
Star Group,Tarar Rabia,S/O Shazia Chattha,Partnership,5400023580135,2018-09-04,Active,"House 478, Block E, Gulshan-e-Iqbal, Abbottabad",KPK,Abbottabad
Meezan Solutions,Hamid Mirza,S/O Asif Naqvi,Public Limited,6110191440523,2019-12-16,Active,"House 387, Block H, Askari, Gilgit",Gilgit-Baltistan,Gilgit
Pak Traders,مریم چودھری,S/O Qureshi Bhatti,LLP,2130179446189,2022-07-12,Active,"House 79, Block B, I-8, Lahore",Punjab,Lahore
National Services,Asma Kariim,S/O Mohammad Syed,Private Limited,5400085472608,1990-07-07,Active,"House 313, Block A, Scheme 33, Turbat",Balochistan,Turbat
Atlas Enterprises,Naeem Chattha,S/O محمد علی,Private Limited,1330233706568,2020-09-08,Suspended,"House 84, Block A, DHA, Rawalakot",Azad Kashmir,Rawalakot
Prime Traders,,S/O Mohammad Gujjar,Private Limited,3520252755545,2021-03-14,Active,"House 57, Block F, PAF Colony, Lahore",Punjab,Lahore
Pak Group,Amna Virk,S/O Hassan Gondal,Public Limited,6110143567347,2013-08-31,Active,,Punjab,Multan
Al Associates,عائشہ احمد,S/O Salman Malik,LLP,4400099799055,2000-05-16,Active,"House 235, Block B, Cavalry Ground, Larkana",Sindh,Larkana
Atlas Associates,Hashmi Imran,S/O Kamran Hameed,Public Limited,5400096774447,2005-08-02,Active,"House 298, Block E, Cantt, Chilas",Gilgit-Baltistan,Chilas
Pak Associates,Hussain Ansari,S/O Fatima Gujjar,Partnership,2130176217998,2018-09-27,Active,"House 418, Block C, Cantt, Mirpur",Azad Kashmir,Mirpur
Atlas Services,Omar Latif,S/O Kashif Rana,LLP,,2007-02-28,Dissolved,"House 108, Block F, Gulberg, Islamabad",ICT,Islamabad
Atlas Industries,Malik Gondal,S/O Omar Gondal,Private Limited,6110113082814,1991-08-08,Active,"House 107, Block A, Defence, Lahore",Punjab,Lahore
Atlas Group,Uzma Hussain,S/O Syed Karim,Public Limited,5400053814325,1990-02-08,Active,"House 11, Block F, DHA, Rawalakot",Azad Kashmir,Rawalakot
Star Solutions,Naeem Cheema,S/O Usman Ansari,Private Limited,3520299108696,1999-02-10,Active,"House 6, Block H, Model Town, Hyderabad",Sindh,Hyderabad
Global Brothers,Mirza Ahmed,S/O Rukhsar Hashmi,LLP,35202-4558326-8,1999-08-24,Active,"House 43, Block A, Saddar, Mardan",KPK,Mardan
Royal Associates,Muhammad Khan,S/O Asma Bhatti,Private Limited,4400012266321,2003-10-20,Active,"House 483, Block C, I-8, Hub",Balochistan,Hub
National Industries,Qureshi Jafri,S/O Malik Naqvi,Private Limited,,2009-06-01,Active,"House 426, Block E, Gulberg, Islamabad",ICT,Islamabad
Al Solutions,Sidra Nawaz,S/O Sheikh Gilani,Sole Proprietorship,5400066166559,2021-01-25,Active,"House 336, Block G, PAF Colony, Rawalakot",Azad Kashmir,Rawalakot
Global Enterprises,Shazia Baig,S/O Naveed Hameed,Partnership,2130166591764,2012-04-24,Active,"House 62, Block H, F-10, Rawalakot",Azad Kashmir,Rawalakot
Meezan Associates,Tahir Chaudhry,S/O Sidra Zaidi,Partnership,1330271779753,2014-01-14,Active,"House 490, Block G, Cavalry Ground, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Group,Tahir Sheikh,S/O Baig Qureshi,Public Limited,3520245153276,1996-12-07,Active,"House 488, Block E, F-10, Islamabad",ICT,Islamabad
Meezan Industries,Raza Tahir,S/O Omar Malik,LLP,5400053730611,2008-04-29,Active,"House 438, Block H, E-11, Khuzdar",Balochistan,Khuzdar
Star Corp,Mirza Bilal,,Partnership,3520237765864,2013-08-22,Active,"House 152, Block E, Johar Town, Sialkot",Punjab,Sialkot
Apex Services,Kamran Gujjar,S/O Khalid Khan,Partnership,4210141148219,1995-01-30,Active,"House 80, Block E, Saddar, Rawalakot",Azad Kashmir,Rawalakot
Al Brothers,Rukhsar Ali,S/O Muhammad Syed,Partnership,,1992-04-22,Active,"House 303, Block A, Township, Sukkur",Sindh,Sukkur
Prime Brothers,Waseem Bukhari,S/O Kashif Iqbal,Private Limited,1330264203015,2019-10-30,Active,"House 412, Block B, North Nazimabad, Sargodha",Punjab,Sargodha
Meezan Brothers,Arif Latif,S/O Chaudhry Akhtar,Private Limited,6110194983707,2003-08-15,Active,"House 369, Block F, Cavalry Ground, Quetta",Balochistan,Quetta
Pak Industries,Sobia Hussain,S/O Baig Jafri,Public Limited,5400051444274,2009-12-18,Active,"House 173, Block C, Gulshan-e-Iqbal, Abbottabad",KPK,Abbottabad
United Corp,Rabia Gilani,S/O Sobia Rafiq,Public Limited,5400084905054,2011-07-07,Active,"House 385, Block D, Township, Rawalakot",Azad Kashmir,Rawalakot
Apex Enterprises,,S/O Iqra Karim,Partnership,3520210838636,2013-05-22,Suspended,"House 456, Block E, Defence, Gilgit",Gilgit-Baltistan,Gilgit
Al Services,Syed Hameed,S/O Baig Rafiq,Partnership,1330246648665,2010-09-14,Active,"House 104, Block B, Gulshan-e-Iqbal, Rawalakot",Azad Kashmir,Rawalakot
Star Enterprises,Shazia Hussain,,Public Limited,4210172410267,2008-01-12,Dissolved,"House 353, Block D, Johar Town, Sialkot",Punjab,Sialkot
Prime Solutions,Rukhsar Jafri,S/O Malik Jafri,Private Limited,6110145624391,2022-01-09,Active,"House 444, Block D, North Nazimabad, Islamabad",ICT,Islamabad
United Traders,Chaudhry Latif,S/O Mirza Hussain,Sole Proprietorship,2130161242229,2004-01-29,Active,"House 376, Block G, Gulberg, Abbottabad",KPK,Abbottabad
Pak Corp,Omar Chattha,S/O Rukhsar Hussain,Partnership,4210142983878,2000-08-08,Active,"House 71, Block G, PAF Colony, Gwadar",Balochistan,Gwadar
Apex Corp,Bilal Gilani,S/O S/O Asma Raja,Sole Proprietorship,4210148454644,2006-03-18,Active,"House 216, Block B, North Nazimabad, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Industries,Sobia Naqvi,S/O Ibrahim Mirza,LLP,1330271292282,2022-12-01,Active,"House 290, Block A, Askari, Sukkur",Sindh,Sukkur
Al Industries,Ahmed Khan,S/O Imran Abbasi,Partnership,1330231832807,1993-11-18,Active,"House 477, Block G, I-8, Mingora",KPK,Mingora
Star Industries,Tarar Naeem,S/O Hashmi Abbasi,Private Limited,3520247342649,2001-03-07,Dissolved,"House 64, Block B, Bahria Town, Islamabad",ICT,Islamabad
Meezan Services,Noor Jafri,S/O Chaudhry Chattha,Sole Proprietorship,2130120195382,2007-08-30,Active,"House 294, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Pak Associates,Rukhsar Rizvi,S/O Iqra Chaudhry,Sole Proprietorship,5400019292428,2001-01-28,Active,"House 427, Block C, Bahria Town, Mirpur",Azad Kashmir,Mirpur
National Associates,Fatima Cheema,S/O Fatima Raja,Sole Proprietorship,1330288185484,2017-11-14,Active,"House 34, Block A, Model Town, Chilas",Gilgit-Baltistan,Chilas
Pak Services,Mehwish Baig,S/O Amna Cheema,Partnership,3520289225329,1992-03-22,Suspended,"House 203, Block A, Askari, Gilgit",Gilgit-Baltistan,Gilgit
Pak Solutions,Mohammad Ahmed,S/O Amna Akhtar,Public Limited,6110165703192,2011-05-04,Active,"House 293, Block H, F-10, Rawalpindi",Punjab,Rawalpindi
,Mirza Hameed,S/O Sajid Aslam,Partnership,4400080041179,2017-03-26,Active,"House 225, Block E, I-8, Muzaffarabad",Azad Kashmir,Muzaffarabad
National Enterprises,Naeem Rizvi,S/O عائشہ احمد,LLP,4400063622422,1990-06-01,Active,"House 419, Block D, Defence, Islamabad",ICT,Islamabad
Al Group,Ibraihm Ansari,S/O Asma Bukhari,LLP,2130194046105,1990-11-10,Suspended,"House 311, Block B, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Prime Enterprises,Saira Gondal,S/O Iqra Gondal,Public Limited,2130124903452,2018-11-12,Active,"House 500, Block A, Gulberg, Mardan",KPK,Mardan
Star Traders,Hashmi Qureshi,S/O S/O Shoaib Bukhari,Private Limited,4210115933029,2019-08-06,Active,"House 196, Block B, PAF Colony, Rawalakot",Azad Kashmir,Rawalakot
,Shazia Syed,S/O Mohammad Khan,Sole Proprietorship,4210147801746,2002-05-09,Active,"House 33, Block B, Model Town, Kohat",KPK,Kohat
Pak Industries,Mohammad Iqbal,S/O Fatima Malik,Partnership,6110169806358,1997-12-31,Active,"House 163, Block A, Clifton, Islamabad",ICT,Islamabad
Global Industries,Khalid Latif,S/O Zubair Ahmed,LLP,,2022-02-27,Active,"House 315, Block F, Askari, Bannu",KPK,Bannu
Pak Associates,,S/O Zainab Gujjar,Partnership,5400076453365,2011-08-18,Active,"House 493, Block D, Scheme 33, Islamabad",ICT,Islamabad
Star Traders,Sajid Hameed,S/O Qureshi Raza,LLP,5400027838897,2004-12-06,Active,"House 209, Block B, Saddar, Rawalpindi",Punjab,Rawalpindi
Pak Associates,Salman Chattha,S/O Maryam Abbasi,LLP,4400091339469,2017-06-03,Dissolved,"House 323, Block H, Gulshan-e-Iqbal, Turbat",Balochistan,Turbat
Pak Associates,Rabia Sheikh,,Public Limited,6110183731737,2013-02-26,Active,"House 303, Block H, Gulshan-e-Iqbal, Karachi",Sindh,Karachi
,Omar Raja,S/O Baig Abbasi,Public Limited,3520281272679,2011-08-29,Suspended,"House 288, Block A, North Nazimabad, Mirpur",Azad Kashmir,Mirpur
Pak Associates,Sidra Raza,S/O Syed Khan,Private Limited,5400091198378,2001-08-22,Dissolved,"House 493, Block F, Clifton, Bahawalpur",Punjab,Bahawalpur
Al Enterprises,Hassn Chattha,S/O Sobia Zaidi,Partnership,6110132937378,2022-07-13,Active,"House 221, Block B, Model Town, Hub",Balochistan,Hub
National Enterprises,Syed Ali,S/O Kashif Nawaz,LLP,4210113973737,1995-11-19,Suspended,"House 429, Block C, Johar Town, Quetta",Balochistan,Quetta
Meezan Brothers,Rizvi Naveed,S/O Hina Qureshi,LLP,6110112986218,2010-02-28,Dissolved,"House 239, Block E, E-11, Turbat",Balochistan,Turbat
Star Brothers,Bilal Gilani,S/O S/O Muhammad Karim,Private Limited,2130131957735,2015-09-05,Dissolved,"House 496, Block F, Johar Town, Turbat",Balochistan,Turbat
United Associates,Ayesha Virk,S/O Sheikh Raja,Sole Proprietorship,3520262614151,2010-10-29,Active,"House 319, Block C, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Royal Corp,Asma Karim,S/O Mohammad Syed,Sole Proprietorship,54000-8547260-8,2019-10-09,Active,"House 8, Block B, Clifton, Turbat",Balochistan,Turbat
Al Group,Zubair Sheikh,S/O Bilal Chaudhry,Partnership,5400021496279,2000-06-04,Active,"House 339, Block C, Bahria Town, Gujranwala",Punjab,Gujranwala
Al Enterprises,Baig Asif,S/O Mehwish Ali,LLP,2130163978923,2021-12-28,Active,"House 433, Block E, Defence, Gilgit",Gilgit-Baltistan,Gilgit
Apex Enterprises,Mohammad Tarar,S/O Arif Ahmed,Partnership,4210140943105,1995-11-24,Active,"House 305, Block B, Scheme 33, Peshawar",KPK,Peshawar
Global Corp,Usman Gilani,S/O Ahmed Akhtar,Sole Proprietorship,2130178031556,1994-01-31,Active,"House 112, Block A, Askari, Abbottabad",KPK,Abbottabad
Meezan Industries,Mehwish Naqvi,S/O Waseem Rafiq,Private Limited,4400037790938,2021-12-27,Active,,Sindh,Mirpurkhas
Al Corp,Fatima Karim,S/O Baig Aslam,Sole Proprietorship,3520246645022,1993-01-07,Active,"House 108, Block F, Cavalry Ground, Islamabad",ICT,Islamabad
United Industries,Cheema Imran,S/O Zubair Naqvi,LLP,6110192410818,2001-10-09,Active,,ICT,Islamabad
Meezan Brothers,Sheikh Raja,S/O S/O Arif Bukhari,LLP,4210142143484,2019-03-04,Active,"House 263, Block F, Cantt, Islamabad",ICT,Islamabad
Global Corp,Hashmi Gondal,S/O Mohammad Raza,Partnership,6110192223805,2008-09-14,Active,"House 213, Block G, North Nazimabad, Kohat",KPK,Kohat
Al Services,Raza Hussain,S/O Omar Bhatti,Partnership,4400077346737,1992-10-09,Dissolved,"House 143, Block C, Cantt, Islamabad",ICT,Islamabad
National Enterprises,Faisal Bhatti,S/O Khalid Karim,Public Limited,5400030879454,1991-02-20,Active,"House 59, Block G, Cavalry Ground, Khuzdar",Balochistan,Khuzdar
Star Industries,Syed Adnan,S/O Hashmi Virk,Public Limited,6110114708092,2022-02-17,Active,"House 38, Block E, Askari, Abbottabad",KPK,Abbottabad
Prime Group,Amna Rana,S/O Sheikh Abbasi,LLP,2130130222304,1995-08-05,Active,"House 488, Block B, F-10, Islamabad",ICT,Islamabad
Al Group,Tahir Gilani,S/O S/O Malik Ahmed,Private Limited,,2013-07-07,Active,"House 140, Block G, G-9, Lahore",Punjab,Lahore
Star Corp,Khalid Aslam,S/O Khalid Aslam,Public Limited,4400020283883,2014-12-18,Active,"House 27, Block F, Model Town, Chilas",Gilgit-Baltistan,Chilas
Royal Industries,Sheikh Rafq,S/O Shoaib Hashmi,Partnership,5400099329971,2007-08-26,Dissolved,"House 41, Block G, Defence, Quetta",Balochistan,Quetta
Royal Solutions,Arif Cheema,S/O Tariq Sandhu,Sole Proprietorship,1330276734675,2008-01-08,Active,"House 480, Block E, Cavalry Ground, Peshawar",KPK,Peshawar
National Industries,Muhammad Syed,S/O Sobia Latif,Public Limited,5400059101577,2006-12-11,Suspended,"House 453, Block B, Bahria Town, Chilas",Gilgit-Baltistan,Chilas
Pak Industries,Raja Akhtar,S/O Iqra Bukhari,Private Limited,5400072654861,2006-09-27,Active,"House 372, Block G, Cavalry Ground, Karachi",Sindh,Karachi
Global Brothers,Latif Faisal,S/O Hassan Jafri,LLP,2130125927474,2018-09-19,Active,"House 27, Block C, Saddar, Quetta",Balochistan,Quetta
Royal Services,Zubair Raza,S/O Iqra Tarar,Partnership,1330294642962,1998-06-09,Active,"House 149, Block G, Johar Town, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Group,Nadia Cheema,S/O Imran Gilani,Private Limited,6110140357879,2013-06-03,Dissolved,"House 410, Block H, Scheme 33, Gujranwala",Punjab,Gujranwala
Apex Services,Hashmi Ahmeed,S/O Amna Bukhari,LLP,6110195174413,2017-10-10,Active,"House 368, Block E, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
Meezan Group,Sobia Raja,S/O Sajid Syed,LLP,5400092968667,2015-08-16,Active,"House 188, Block D, G-9, Larkana",Sindh,Larkana
Prime Associates,Khalid Ansari,S/O Aamir Malik,Public Limited,4400013865169,2017-02-18,Dissolved,"House 457, Block H, I-8, Karachi",Sindh,Karachi
Star Brothers,Hamid Akhtar,S/O Aamir Naqvi,Private Limited,4210148721689,2015-07-07,Active,"House 447, Block F, Cantt, Hub",Balochistan,Hub
Prime Services,Mohammad Latif,S/O Qureshi Rizvi,LLP,3520296152332,2001-05-11,Active,"House 207, Block E, F-10, Rawalakot",Azad Kashmir,Rawalakot
Apex Solutions,Raja Bukhari,S/O Iqra Tarar,Private Limited,6110159699842,2004-12-03,Active,"House 308, Block H, G-9, Gilgit",Gilgit-Baltistan,Gilgit
,Naveed Chaudhry,S/O Kamran Karim,Public Limited,4210182823689,2000-01-28,Suspended,"House 81, Block H, F-10, Rawalakot",Azad Kashmir,Rawalakot
Global Solutions,Baig Iqbal,S/O Asma Sandhu,Sole Proprietorship,5400023569036,2010-04-23,Suspended,"House 416, Block E, Askari, Rawalakot",Azad Kashmir,Rawalakot
Global Associates,Khalid Hussain,S/O Naveed Ansari,LLP,5400063338341,2015-11-08,Active,"House 114, Block G, Saddar, Sukkur",Sindh,Sukkur
Atlas Associates,Hina Malik,S/O Arif Chattha,LLP,1330252145848,2006-04-07,Active,"House 196, Block D, I-8, Hub",Balochistan,Hub
Prime Associates,Sobia Raja,S/O Hashmi Ahmed,LLP,5400059343374,2002-05-06,Active,"House 174, Block D, Cantt, Khuzdar",Balochistan,Khuzdar
Apex Services,Hassan Hussain,S/O Tariq Nawaz,Partnership,5400097056212,1990-11-30,Active,"House 382, Block F, F-10, Turbat",Balochistan,Turbat
Pak Traders,Bukhari Sheikh,S/O Shoaib Virk,Private Limited,2130161039834,2003-08-26,Suspended,"House 424, Block D, North Nazimabad, Abbottabad",KPK,Abbottabad
Prime Traders,Asma Buhkari,S/O Salman Gondal,Sole Proprietorship,6110155291249,1999-10-19,Active,,Sindh,Larkana
Royal Corp,Zainab Chaudhry,S/O Sana Hameed,Private Limited,1330210391408,2014-04-26,Active,"House 102, Block A, Cantt, Rawalakot",Azad Kashmir,Rawalakot
Global Solutions,,S/O Asma Aslam,Partnership,3520242313876,1992-05-06,Active,"House 176, Block A, Cavalry Ground, Hub",Balochistan,Hub
Atlas Corp,Mirza Chattha,S/O Salman Rana,Public Limited,5400053879006,2015-04-27,Active,"House 265, Block B, Cantt, Mirpur",Azad Kashmir,Mirpur
Pak Enterprises,Bukhari Sajid,S/O Muhammad Rafiq,LLP,4210137619793,2018-05-25,Active,"House 480, Block F, PAF Colony, Mardan",KPK,Mardan
United Corp,Imran Chaudhry,S/O Imran Raza,Public Limited,5400094532529,2011-02-10,Active,"House 190, Block C, Scheme 33, Quetta",Balochistan,Quetta
Atlas Solutions,Khaild Rizvi,S/O Kashif Karim,Private Limited,3520270871006,2010-06-20,Active,"House 257, Block C, Gulshan-e-Iqbal, Larkana",Sindh,Larkana
National Corp,Waseem Bukhari,S/O Kashif Iqbal,LLP,1330264203015,1991-05-16,Active,"House 193, Block A, Clifton, Sargodha",Punjab,Sargodha
Star Group,Baig Rafiq,S/O Ahmed Syed,Sole Proprietorship,3520270553349,2018-05-07,Active,"House 250, Block E, Cavalry Ground, Sargodha",Punjab,Sargodha
,Zaiab Rizvi,S/O Bilal Sheikh,Public Limited,4400037543033,1996-01-10,Active,"House 309, Block A, Cavalry Ground, Larkana",Sindh,Larkana
Star Enterprises,Tahir Jafri,S/O Uzma Rana,Sole Proprietorship,4400032020431,2014-02-21,Dissolved,"House 403, Block H, DHA, Hub",Balochistan,Hub
Pak Traders,Baig Gujjar,S/O Usman Zaidi,Partnership,1330261592304,2010-04-19,Active,"House 144, Block G, Saddar, Sukkur",Sindh,Sukkur
Royal Group,Naeem Karim,S/O Hassan Malik,Sole Proprietorship,4210123963529,2016-11-07,Active,"House 42, Block G, Johar Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Royal Brothers,Malik Rana,S/O ابراہیم ملک,LLP,1330225489637,2022-11-25,Active,"House 149, Block E, Gulberg, Bannu",KPK,Bannu
Pak Industries,Qureshi Bukhari,S/O Hashmi Rafiq,Sole Proprietorship,4210123179508,1991-01-02,Active,"House 1, Block D, Gulshan-e-Iqbal, Mingora",KPK,Mingora
Prime Traders,Asma Hameed,S/O Baig Bukhari,Public Limited,1330250416514,2013-08-14,Active,"House 289, Block A, North Nazimabad, Kohat",KPK,Kohat
Star Corp,,S/O Zubair Latif,Private Limited,3520270889341,2022-04-16,Active,"House 466, Block A, Scheme 33, Skardu",Gilgit-Baltistan,Skardu
Al Brothers,Faisal Rana,S/O ابراہیم ملک,Partnership,2130170016042,2020-11-23,Active,"House 460, Block E, E-11, Sialkot",Punjab,Sialkot
Apex Corp,,S/O Hussain Hashmi,Partnership,5400057733425,2014-11-13,Active,"House 344, Block H, G-9, Mirpur",Azad Kashmir,Mirpur
Global Solutions,Bushra Rizvi,S/O Sobia Zaidi,Partnership,4400048035797,2022-09-17,Active,"House 165, Block E, Saddar, Chilas",Gilgit-Baltistan,Chilas
Apex Group,Ama Gondal,S/O Zainab Gujjar,Private Limited,3520263124346,2017-01-18,Active,"House 375, Block G, Township, Turbat",Balochistan,Turbat
Royal Corp,Naeem Jafri,S/O Iqra Mirza,Private Limited,3520266867162,2020-12-03,Active,"House 156, Block A, E-11, Turbat",Balochistan,Turbat
Al Industries,,S/O Aamir Rafiq,Private Limited,2130185885328,2008-03-20,Suspended,"House 319, Block B, Clifton, Skardu",Gilgit-Baltistan,Skardu
United Corp,Waseem Naqvi,S/O Syed Ansari,LLP,4400082412661,1998-10-31,Active,"House 238, Block B, Cantt, Bannu",KPK,Bannu
Pak Industries,عمر شیخ,S/O Naveed Gujjar,Private Limited,1330248526564,2022-03-14,Active,"House 390, Block E, Saddar, Bannu",KPK,Bannu
Al Corp,Faisal Hussain,S/O Imran Karim,Sole Proprietorship,1330243199685,2009-10-17,Dissolved,"House 468, Block E, E-11, Gilgit",Gilgit-Baltistan,Gilgit
Apex Solutions,Naveed Karim,S/O Ibrahim Ahmed,Partnership,4400054005346,1999-05-04,Active,"House 473, Block E, Scheme 33, Islamabad",ICT,Islamabad
Meezan Enterprises,Usman Raja,S/O Salman Karim,Partnership,4210174268462,2021-04-14,Active,,Gilgit-Baltistan,Gilgit
Star Associates,احمد خان,S/O Chaudhry Cheema,LLP,3520245802415,2017-04-26,Active,"House 56, Block F, G-9, Bahawalpur",Punjab,Bahawalpur
Global Brothers,Rizwan Khan,S/O Naveed Bukhari,LLP,1330276266304,2018-03-24,Suspended,"House 53, Block C, Model Town, Faisalabad",Punjab,Faisalabad
Al Industries,Kashif Nawaz,S/O Bilal Tarar,Private Limited,6110177241742,2010-11-29,Active,"House 3, Block G, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Royal Associates,Rabia Zaidi,S/O Mirza Sheikh,Sole Proprietorship,1330272330997,2005-04-27,Active,"House 91, Block F, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
Meezan Industries,Uzma Malik,S/O Ali Gondal,Sole Proprietorship,2130178634947,1995-09-28,Active,"House 433, Block A, Cavalry Ground, Islamabad",ICT,Islamabad
National Traders,Rukhsar Bhatti,S/O Mirza Rizvi,Private Limited,4210195062998,2008-08-11,Active,"House 32, Block H, Defence, Sialkot",Punjab,Sialkot
United Brothers,Ibrahim Gujjar,S/O Sheikh Rana,Public Limited,3520285033226,2001-08-31,Dissolved,"House 272, Block F, Gulberg, Peshawar",KPK,Peshawar
National Services,Hussain Hussain,S/O Mohammad Malik,Partnership,2130197215251,2021-07-19,Active,"House 355, Block H, Model Town, Skardu",Gilgit-Baltistan,Skardu
National Corp,Muhammad Karim,S/O Usman Malik,Private Limited,6110137199918,2014-07-28,Active,"House 342, Block H, Township, Mirpur",Azad Kashmir,Mirpur
National Solutions,Zubair Naqvi,S/O مریم چودھری,Public Limited,4210177873807,1994-09-19,Active,"House 45, Block G, Clifton, Sukkur",Sindh,Sukkur
Atlas Services,Salman Raja,S/O Shoaib Karim,Sole Proprietorship,2130131285322,2021-04-16,Suspended,"House 169, Block H, Township, Islamabad",ICT,Islamabad
Pak Enterprises,Sidra Zaidi,S/O Syed Virk,Public Limited,4210188837033,2001-02-17,Suspended,"House 348, Block C, Cavalry Ground, Rawalakot",Azad Kashmir,Rawalakot
Apex Brothers,Ibrahim Latif,S/O Raja Qureshi,Partnership,3520257549734,2015-03-25,Active,"House 234, Block G, Scheme 33, Muzaffarabad",Azad Kashmir,Muzaffarabad
Atlas Services,Shazia Gilani,S/O Raja Mirza,Sole Proprietorship,1330272845517,2021-01-12,Dissolved,"House 248, Block F, Saddar, Quetta",Balochistan,Quetta
Atlas Industries,Ali Iqbal,S/O Zubair Chaudhry,Sole Proprietorship,2130193391222,1997-07-14,Dissolved,"House 143, Block E, North Nazimabad, Islamabad",ICT,Islamabad
United Group,Saira Ansari,S/O Zainab Abbasi,Sole Proprietorship,2130150067053,2002-05-16,Active,"House 100, Block D, I-8, Gilgit",Gilgit-Baltistan,Gilgit
United Associates,Amna Jafri,S/O Rabia Gondal,Sole Proprietorship,1330293803626,1996-04-30,Active,"House 158, Block A, Cavalry Ground, Gilgit",Gilgit-Baltistan,Gilgit
Star Brothers,Nadia Qureshi,S/O Fatima Akhtar,Sole Proprietorship,5400088968589,2015-03-26,Active,"House 226, Block C, Township, Larkana",Sindh,Larkana
Apex Services,Imran Latif,S/O Omar Karim,Public Limited,2130174686081,1999-08-28,Active,"House 19, Block G, E-11, Gilgit",Gilgit-Baltistan,Gilgit
Apex Corp,Asif Baig,S/O Baig Chaudhry,LLP,4400028494908,2001-05-09,Active,"House 305, Block E, DHA, Bannu",KPK,Bannu
Meezan Enterprises,Nadia Jafri,S/O Qureshi Ahmed,Sole Proprietorship,6110149968402,2015-12-28,Active,"House 421, Block D, Saddar, Nawabshah",Sindh,Nawabshah
Al Traders,Asif Hashmi,S/O Qureshi Chaudhry,Sole Proprietorship,5400090585734,2012-07-16,Active,"House 129, Block E, Scheme 33, Gwadar",Balochistan,Gwadar
Al Brothers,Usman Hussain,S/O Bushra Mirza,Private Limited,6110165348221,2007-07-12,Active,"House 27, Block F, DHA, Muzaffarabad",Azad Kashmir,Muzaffarabad
Prime Services,Baig Muhammad,S/O Hina Qureshi,Public Limited,2130161287213,1993-11-04,Active,,Azad Kashmir,Muzaffarabad
Global Traders,Hussain Naqvi,S/O Omar Chaudhry,Sole Proprietorship,4400051231968,1991-03-15,Active,"House 149, Block F, Bahria Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Group,زینب علی,S/O Khalid Abbasi,Public Limited,4210117241358,2021-06-02,Active,"House 298, Block G, Model Town, Mingora",KPK,Mingora
