Name,Father_Name,CNIC,Account_Number,Annual_Credit_Card_Expense,Account_Balance,Account_Open_Date,Account_Status,Avg_Expenditure_Per_Month
Hashmi Ahktar,S/O Tariq Rana,5400073959067,PK0013679574436,0.0,7975645.0,2015-05-02,Active,123023.0
Khalid Akhtar,S/O Bilal Virk,1330239912434,PK0014893112954,0.0,333741.0,2007-05-20,Active,103178.0
Hussain Karim,S/O Ali Hashmi,4400073524847,PK0015665359037,0.0,133383.0,2004-10-16,Active,4455.0
Ibrahim Karim,S/O مریم چودھری,1330273919433,PK0001810741110,0.0,2256076.0,2017-09-05,Active,56257.0
Waseem Butt,S/O Zainab Hameed,3520222562719,PK0006922816526,4161415.0,19269862.0,2011-05-06,Active,818421.0
Bushra Baig,S/O Nadia Iqbal,4400089898553,PK0010240712839,0.0,3960087.0,2019-02-06,Active,61151.0
Ayesha Latif,S/O Mehwish Bukhari,4210111055659,PK0010504499880,0.0,1154997.0,2011-06-28,Frozen,124630.0
فاطمہ خان,S/O Shoaib Bhatti,3520284452939,PK0003274211616,0.0,66594.0,2000-03-04,Dormant,2638.0
Muhammad Ahmed,S/O Hamid Sandhu,4210199005029,PK0003992649957,0.0,359946.0,2002-02-26,Active,7992.0
مریم چودھری,S/O Asma Syed,4210196834773,PK0012927959968,3878979.0,21148278.0,2018-08-20,Dormant,336313.0
Tahir Hameed,S/O Saira Sheikh,6110162952733,PK0010968704078,0.0,1414236.0,2017-02-15,Dormant,41692.0
Ibrahim Hashmi,S/O Syed Abbasi,2130134371999,PK0015277746324,0.0,1181583.0,2011-05-04,Active,19740.0
Shoaib Hashmi,S/O Muhammad Chattha,4210196364017,PK0012569948247,0.0,1520204.0,2016-12-20,Active,14605.0
Hamid Zaidi,S/O Raja Gondal,5400051965644,PK0001541156077,,219413.0,2010-11-03,Dormant,3681.0
Malik Latif,S/O Noor Cheema,1330276059461,PK0006826239153,0.0,288552.0,2005-07-28,Active,7663.0
,S/O Zainab Gilani,6110145002767,PK0012355046107,0.0,584877.0,2017-05-05,Frozen,7892.0
Mehwish Naqvi,S/O Waseem Rafiq,4400037790938,PK0008755621841,0.0,4966147.0,2019-09-01,Active,103855.0
Aamir Tarar,S/O Iqra Butt,4400099787145,PK0005907873857,0.0,364625.0,2012-08-26,Active,8696.0
Sana Khan,S/O Ahmed Naqvi,3520242071276,PK0012941599226,1819349.0,6919250.0,2006-10-23,Active,341214.0
Noor Hashmi,S/O Kamran Jafri,6110170855025,PK0008351258749,0.0,12067.0,2009-09-12,Active,5720.0
Saira Iqbal,S/O Tahir Tarar,5400081039183,PK0009356805216,0.0,370597.0,2004-07-31,Active,16184.0
Ahmed Raja,S/O Noor Raja,4400087226091,PK0005968253265,0.0,740639.0,2022-12-06,Active,50079.0
Nadia Cheema,S/O Tariq Ansari,3520269545801,PK0013603601664,,1782130.0,2012-09-14,Active,20527.0
زینب علی,S/O Hussain Qureshi,4210157264277,PK0015996696177,0.0,457380.0,2008-12-24,Active,104138.0
Waseem Chaudhry,S/O Amna Bhatti,2130162280459,PK0004494966219,0.0,7642984.0,2009-10-05,Active,118451.0
Naveed Raja,S/O Asif Akhtar,2130150811242,PK0011712483158,0.0,704314.0,2010-04-08,Active,81544.0
Bilal Rizvi,S/O Hussain Cheema,4210115952432,PK0008595725097,0.0,2819609.0,2005-07-19,Active,196643.0
Noor Naqvi,S/O Saira Malik,4400037638539,PK0013402550088,0.0,557869.0,2012-10-20,Dormant,6349.0
Alli Chattha,S/O Ibrahim Chattha,6110179290844,PK0013510032406,0.0,805760.0,2011-08-12,Active,21638.0
Raja Raja,S/O Chaudhry Nawaz,3520270300607,PK0009666355637,0.0,4586452.0,2022-11-27,Active,101954.0
Naveed Qureshi,S/O Zainab Malik,1330273039392,PK0007274008639,0.0,2872680.0,2001-06-18,Active,102960.0
زینب علی,S/O Nadia Tarar,4210131831028,PK0014314423806,2375426.0,11525261.0,2018-04-15,Active,404077.0
Omar Hussain,S/O صنا ملک,,PK0013749252434,0.0,3258633.0,2000-12-29,Active,71027.0
Ahmed Gondal,S/O Zainab Gujjar,1330229543131,PK0003368438908,0.0,1088727.0,2008-01-02,Active,23122.0
Rukhsar Ansari,S/O Muhammad Hameed,3520264287455,PK0001788460744,0.0,568752.0,2013-12-18,Active,49210.0
Syed Hashmi,S/O Syed Akhtar,6110170632814,PK0008498585961,0.0,2378914.0,2004-04-12,Active,49463.0
Usman Bukhari,S/O Kamran Raja,5400034564667,PK0009210154881,0.0,288560.0,2018-05-20,Active,17280.0
Mohammd Hameed,S/O Sidra Ahmed,2130113831583,PK0012653953485,0.0,2367929.0,2001-07-30,Active,72222.0
Fatima Raja,S/O Raja Ahmed,54000-3307012-1,PK0014233871736,0.0,1525024.0,2009-10-25,Active,37765.0
,S/O Ahmed Virk,54000-6379709-8,PK0005190060226,0.0,1516267.0,2013-02-17,Active,148983.0
Shazia Gilani,S/O Adnan Mirza,4400052687691,PK0013272134062,0.0,3998866.0,2020-01-17,Active,37252.0
,S/O Hamid Ahmed,2130160307763,PK0005582452834,0.0,1459433.0,2021-06-17,Active,82505.0
Qureshi Bhatti,S/O Zubair Akhtar,5400097972391,PK0015651208305,0.0,185265.0,2016-04-29,Dormant,5823.0
Hussain Mirza,S/O Malik Akhtar,4210148464836,PK0003992329618,0.0,1751488.0,2008-08-05,Active,65283.0
Chaudhry Gujjar,,4210138733134,PK0007198476695,0.0,3616994.0,2000-04-30,Active,227551.0
Asma Malik,S/O Bilal Bhatti,6110163846742,PK0015338411494,0.0,655650.0,2010-07-28,Dormant,17294.0
Mehwish Hashmi,S/O Shazia Akhtar,13302-8979708-6,PK0014584394989,0.0,2325673.0,2009-06-15,Active,31253.0
Nadia Chaudhry,S/O Uzma Karim,1330261255098,PK0015475364113,0.0,682756.0,2015-01-31,Active,21874.0
Sheikh Karim,S/O Maryam Akhtar,4210135880101,PK0015128636900,0.0,3510839.0,2016-06-17,Active,86798.0
Ahmed Bhatti,S/O Naeem Aslam,1330252229578,PK0007157184151,0.0,684123.0,2017-07-24,Active,12402.0
Hashmi Hameed,S/O S/O Mirza Syed,5400067758012,PK0007639026034,0.0,469825.0,2020-02-07,Active,43291.0
Adnan Sandhu,S/O Imran Rana,2130187290257,PK0006353164777,0.0,3443786.0,2001-04-08,Active,113237.0
Hussain Raja,S/O Raja Khan,4400096490397,PK0007187623171,849849.0,24653655.0,2003-05-16,Dormant,554720.0
Faisal Rizvi,S/O Fatima Naqvi,5400017596691,PK0006341096660,0.0,2920733.0,2021-03-29,Dormant,52260.0
Shazia Ahmed,S/O Zainab Rafiq,5400049050041,PK0001442185272,2275336.0,13184071.0,2011-12-24,Active,239977.0
Muhammad Khan,S/O Asma Bhatti,4400012266321,PK0015206389694,0.0,3132999.0,2001-08-30,Active,39269.0
Rizwan Hussain,S/O Qureshi Syed,3520277352719,PK0014867407868,0.0,4313923.0,2019-05-20,Active,88258.0
Chaudhry Bukhari,S/O Maryam Baig,3520297788005,PK0011460015275,0.0,252318.0,2020-05-11,Active,35189.0
Rizwan Chaudhry,S/O Sidra Rafiq,4400084785661,PK0013256819248,0.0,4662031.0,2020-01-28,Active,72665.0
Tahir Chaudhry,S/O Sidra Zaidi,1330271779753,PK0003141127742,0.0,89253.0,2016-05-28,Active,14010.0
Iqra Bukhari,S/O علی حسین,1330299024835,PK0005990949719,0.0,1322497.0,2009-01-02,Active,49619.0
ابراہیم ملک,S/O Kashif Raza,4210161400814,PK0008847401602,0.0,3030949.0,2003-08-31,Active,73738.0
Hassan Hameed,S/O Qureshi Virk,5400048315516,PK0014249027517,0.0,3792314.0,2020-01-09,Active,41019.0
Ibrahim Karim,S/O Sheikh Rizvi,6110167766182,PK0013857563699,0.0,2727613.0,2019-04-27,Active,85784.0
Nadia Rizvi,S/O Tahir Ali,5400082019038,PK0008581682167,0.0,286222.0,2008-12-29,Active,11341.0
عائشہا حمد,S/O احمد خان,6110122350373,PK0010105638424,0.0,2024601.0,2002-02-02,Dormant,134656.0
Aamir Gilani,S/O Shoaib Raza,3520286140006,PK0015185068029,0.0,2314527.0,2000-12-11,Active,51655.0
Rabia Hashmi,S/O Hassan Gondal,2130187379179,PK0001374796224,0.0,550588.0,2006-02-28,Dormant,60731.0
Bushra Mirza,S/O Kashif Nawaz,3520297744322,PK0004996534803,0.0,811023.0,2011-08-17,Active,35245.0
Shazia Chattha,S/O علی حسین,5400092432431,PK0003689274064,0.0,2810386.0,2006-08-27,Active,37157.0
Mehwish Raja,S/O Zainab Qureshi,1330248984542,PK0012753780028,0.0,660391.0,2005-04-22,Active,43495.0
Qureshi Cheema,S/O Faisal Jafri,2130164739132,PK0009554466340,0.0,259992.0,2017-12-06,Dormant,11180.0
Omar Raja,,3520216243155,PK0002933409017,0.0,202610.0,2001-07-03,Active,8465.0
Hina Qureshi,,4400089614105,PK0005355164255,0.0,1620639.0,2010-05-25,Active,49466.0
Raja Virk,S/O Kamran Bukhari,2130174671755,PK0005230833665,0.0,278509.0,2022-02-10,Dormant,23751.0
Kashif Chattha,S/O Bushra Rana,6110114243432,PK0001356022467,1982193.0,10958585.0,2015-11-29,Active,203843.0
Nadia Zaidi,S/O Omar Raza,,PK0007786069196,0.0,1071557.0,2003-04-22,Active,28815.0
Fatima Qureshi,S/O Raja Ahmed,4210170451025,PK0013768737754,0.0,246383.0,2004-01-14,Dormant,22093.0
Zubair Abbasi,S/O Waseem Naqvi,4210127182864,PK0008167438668,0.0,155510.0,2010-10-17,Active,23579.0
Ibrahim Akhtar,S/O Salman Sandhu,5400035523257,PK0002998386592,0.0,427391.0,2001-02-25,Active,36832.0
Rukhsar Ali,S/O Muhammad Syed,5400021593407,PK0015636687537,0.0,1398255.0,2020-08-27,Active,45920.0
Hashmi Cheema,S/O Ayesha Tarar,5400021224054,PK0010675583372,0.0,3249728.0,2022-11-19,Active,46324.0
Bushra Cheema,S/O Sana Hameed,4400097248062,PK0001778556450,0.0,1495645.0,2022-05-03,Active,136621.0
Malik Virk,S/O Muhammad Nawaz,4400080628603,PK0009717452511,0.0,2149234.0,2010-12-13,Active,81557.0
Sajid Gujjar,S/O Qureshi Chaudhry,2130188023775,PK0004871531100,0.0,578259.0,2015-11-16,Active,
Mehwish Naaz,S/O Ayesha Mirza,4400088595763,PK0003412750915,4454371.0,41567618.0,2009-03-16,Active,566850.0
Mirza Zaidi,S/O Chaudhry Nawaz,3520275619704,PK0007101679695,0.0,2438750.0,2010-08-08,Active,
Bushra Bhatti,S/O Ahmed Cheema,4400051626203,PK0010478833337,0.0,2145661.0,2020-11-21,Frozen,100249.0
Iqra Rafiq,S/O Naveed Gujjar,4210170970908,PK0004712745501,0.0,356864.0,2019-03-11,Active,38538.0
Ibrahim Akhtar,S/O Nadia Rana,2130115785187,PK0007301126777,0.0,5459034.0,2019-06-26,Active,82202.0
Waseem Abbasi,S/O Muhammad Raja,5400081940733,PK0011817490291,0.0,3072163.0,2007-08-12,Active,54034.0
Tahir Hashmi,S/O Rizwan Bhatti,5400048359576,PK0002662087258,1620601.0,35364009.0,2020-10-06,Active,1234754.0
Kamran Hussain,S/O Chaudhry Mirza,4400084092023,PK0006172670118,0.0,202417.0,2009-09-28,Dormant,
Ali Syed,S/O Bushra Qureshi,3520227363813,PK0009684203557,0.0,2163960.0,2011-06-19,Active,75050.0
Waseem Chattha,S/O Imran Ali,6110194194111,PK0009944403809,2742893.0,1983096.0,2020-03-31,Dormant,388789.0
Sobia Sheikh,S/O Hina Rizvi,3520224181545,PK0009695016134,0.0,3105055.0,2004-09-18,Active,56150.0
Saira Chaudhry,S/O Tariq Virk,5400011148482,PK0001519246503,0.0,250845.0,2010-05-24,Dormant,29158.0
Muhammad Sandhu,S/O Salman Karim,5400033966762,PK0014604803700,0.0,494865.0,2015-01-02,Active,4584.0
Sheikh Zaidi,S/O Faisal Latif,5400020371976,PK0001782546314,0.0,6243541.0,2007-06-12,Active,159096.0
Waseem Qureshi,S/O Sana Karim,3520272978812,PK0007500830389,0.0,2900936.0,2000-10-02,Active,230032.0
Aamir Rizvi,S/O Hina Tarar,1330293509252,PK0005902425085,0.0,1283269.0,2013-06-11,Active,15746.0
Uzma Nawaz,S/O Mirza Chaudhry,5400085735351,PK0001483426624,836581.0,13024714.0,2004-07-20,Active,336314.0
Naeem Hussain,S/O Rukhsar Zaidi,4210129342132,PK0013172541521,0.0,2540933.0,2017-07-09,Active,171849.0
Hashmi Ahmed,S/O Maryam Bhatti,2130137279359,PK0006358906986,3004250.0,25774453.0,2002-11-01,Active,551413.0
Zainab Butt,S/O Nadia Rafiq,6110164654583,PK0012805560474,0.0,1480999.0,2020-11-23,Active,71427.0
Ayesha Karim,S/O Faisal Khan,2130110604575,PK0011211308231,0.0,778518.0,2005-06-25,Active,29727.0
Omar Chaudhry,S/O Khalid Tarar,4400076100173,PK0013724813934,0.0,1805095.0,2001-03-08,Active,53038.0
Ibrahim Iqbal,,3520241254229,PK0012912477810,0.0,1987037.0,2003-02-21,Active,24675.0
Imran Raja,S/O Ayesha Khan,,PK0006243247463,0.0,464353.0,2022-09-24,Dormant,21392.0
Asma Syed,S/O Ali Aslam,6110124273887,PK0001478278218,0.0,370350.0,2009-04-20,Dormant,119678.0
Iqra Hashmi,S/O Asma Ali,2130136635648,PK0009463512350,0.0,567269.0,2017-01-16,Active,40465.0
Hashmi Ali,S/O Khalid Bukhari,2130165577982,PK0014790196540,1704871.0,813840.0,2008-01-04,Active,192106.0
Fiasal Tarar,S/O Sheikh Naqvi,4400095437689,PK0003991617660,0.0,1893010.0,2022-11-04,Active,81469.0
Uzma Ali,S/O Hashmi Chaudhry,2130114853167,PK0013835172306,0.0,685581.0,2007-01-19,Active,31896.0
Chaudhry Gondal,S/O Ahmed Akhtar,2130137353065,PK0008846668526,0.0,1383308.0,2006-07-20,Active,47578.0
Ayesha Syed,S/O Rabia Akhtar,54000-7500351-7,PK0008778321204,0.0,1383073.0,2003-11-16,Active,71290.0
محمد علی,S/O Kashif Hameed,4210182906774,PK0003971339002,0.0,2350672.0,2021-08-02,Active,75549.0
Sana Jafri,S/O Syed Sandhu,3520237838296,PK0003167753684,0.0,642668.0,2011-10-13,Active,14480.0
Bilal Sandhu,S/O Saira Zaidi,1330237753647,PK0012933428091,0.0,626483.0,2019-03-07,Active,15084.0
Sobia Rjaa,S/O Ali Aslam,4210138841915,PK0008139711044,0.0,1327641.0,2016-10-10,Dormant,36343.0
Bushra NNawaz,S/O Khalid Mirza,2130183126273,PK0005316456682,0.0,592661.0,2012-09-23,Dormant,15065.0
Sobia Hashmi,S/O Naveed Raza,4400026678445,PK0001949447049,0.0,3253277.0,2010-02-09,Active,
Asma Hmaeed,S/O Sobia Gujjar,4400081873159,PK0004144996163,0.0,1116039.0,2004-05-01,Active,28453.0
Waseem Virk,S/O Bilal Naqvi,1330232668461,PK0006432941445,1694591.0,14704263.0,2006-11-24,Dormant,242758.0
Noor Ansari,S/O Shoaib Latif,2130186119548,PK0009527589822,0.0,254086.0,2001-07-02,Active,43018.0
Shoaib Chattha,S/O Kamran Ansari,4210199347857,PK0014683074770,0.0,712036.0,2008-04-03,Active,77073.0
Khalid Ali,S/O عائشہ احمد,2130185271113,PK0008371993587,0.0,5544827.0,2014-09-02,Active,325635.0
Sobia Gilani,S/O Fatima Baig,4400022082017,PK0001908839964,0.0,1235656.0,2004-12-11,Dormant,49804.0
Maryam Chattha,S/O Hashmi Ahmed,1330243259697,PK0011305195749,0.0,3677141.0,2018-03-15,Active,144450.0
Shoaib Syed,S/O S/O Hina Latif,6110120873781,PK0005483298103,0.0,255322.0,2016-09-20,Active,2905.0
Mehwish Tarar,S/O Rabia Tarar,6110169722125,PK0014938422254,0.0,258749.0,2018-04-24,Active,81721.0
Chaudhry Bhatti,S/O Mehwish Hussain,4400068655296,PK0001804086195,0.0,1849491.0,2012-04-27,Active,68126.0
Sidra Zaidi,S/O Shoaib Bhatti,3520227297789,PK0006393364102,1605104.0,8460286.0,2022-04-12,Active,257091.0
Sajid Baig,S/O Hassan Khan,4210162587777,PK0002958287383,0.0,2711272.0,2019-07-09,Active,63321.0
Naveed Baig,S/O Malik Baig,4400015210225,PK0006569172971,0.0,3790541.0,2013-09-07,Active,194734.0
Omar Ali,S/O Chaudhry Zaidi,2130154560451,PK0015529520110,0.0,1126569.0,2006-12-30,Dormant,37299.0
Fatima Rizvi,S/O Muhammad Raza,4210196779625,PK0012572163615,0.0,275386.0,2017-05-02,Active,6554.0
Rukhsar Raja,S/O Mehwish Tarar,6110187804338,PK0015515156661,0.0,890735.0,2020-05-31,Active,35534.0
Hamid Naqvi,S/O Raja Raza,1330298751808,PK0006300593456,3330655.0,15651074.0,2002-10-13,Active,478108.0
Malik Rana,S/O ابراہیم ملک,1330225489637,PK0008843102880,0.0,2972268.0,2022-08-11,Active,47156.0
Iqra Mirza,S/O Ibrahim Bukhari,4210142665323,PK0008494435754,0.0,941154.0,2003-08-29,Active,18240.0
Sajid Latif,S/O Sheikh Rizvi,4210165357959,PK0015956084565,0.0,121063.0,2008-08-07,Active,10719.0
Chaudhry Hashmi,S/O Hina Malik,4210159550894,PK0009386389162,0.0,1818879.0,2010-11-08,Active,34947.0
Zainab Raza,S/O Syed Latif,4210115342324,PK0013188703430,0.0,1847862.0,2016-01-24,Active,32103.0
Hina Ahmed,S/O Tariq Virk,1330223187238,PK0012555803043,0.0,246320.0,2005-07-05,Active,67138.0
Sheikh Latif,S/O Muhammad Sandhu,3520235118168,PK0002562360908,0.0,1416443.0,2007-08-23,Active,138547.0
Hina Gujjar,S/O Hashmi Naqvi,4400028197682,PK0010982982227,0.0,423394.0,2007-01-08,Active,21714.0
Hassan Nawaz,S/O Zainab Raza,2130169776854,PK0003685698675,0.0,2698046.0,2015-02-21,Dormant,66498.0
Tariq Virk,S/O Ayesha Akhtar,1330213378337,PK0005444898148,0.0,973061.0,2008-10-05,Active,15018.0
Arif Raza,S/O Muhammad Rana,6110198825864,PK0002185973340,0.0,2695537.0,2015-01-19,Active,105901.0
Naveed Rizvi,S/O Hussain Chattha,,PK0006809656613,0.0,468074.0,2011-10-01,Active,12589.0
Sheikh Khan,S/O Mirza Khan,3520210513254,PK0005429097422,0.0,659032.0,2014-08-23,Active,
Aamir Naqvi,,2130139342179,PK0008747060047,0.0,1326525.0,2010-01-06,Dormant,34317.0
صنا ملک,S/O Arif Akhtar,4400030055581,PK0012557538651,0.0,2915278.0,2002-05-04,Frozen,128571.0
Bilal Jafri,S/O Kashif Naqvi,4210124145087,PK0003840629322,0.0,1415745.0,2002-10-15,Active,22456.0
Noor Qureshi,S/O Adnan Gondal,3520268347387,PK0008477470703,0.0,1370976.0,2009-12-21,Active,126178.0
Shoaib Cheema,S/O Sajid Baig,2130192974074,PK0008145478504,0.0,1037529.0,2002-06-26,Active,121210.0
Rizwan Ahmed,S/O Amna Gilani,4210133590008,PK0012478557676,0.0,1331256.0,2016-01-06,Active,32257.0
Kashif Tarar,S/O Omar Zaidi,4210191624508,PK0010567013808,1549850.0,3975977.0,2020-06-25,Active,193523.0
Iqra Cheema,S/O Rizwan Raza,3520296737792,PK0005786624943,0.0,1819225.0,2016-04-06,Active,43309.0
Adnan Virk,S/O Saira Latif,,PK0013161587757,0.0,2119159.0,2007-11-18,Frozen,43082.0
Hashmi Latif,S/O Maryam Chattha,,PK0002820678212,0.0,1352084.0,2019-01-10,Active,41603.0
Sajid Gilani,S/O Sana Gujjar,4210194824952,PK0011536164913,0.0,,2009-05-11,Active,42115.0
Salman Rafiq,S/O Zubair Aslam,1330253455271,PK0006650921917,0.0,344926.0,2022-02-06,Dormant,18953.0
Sana Naqvi,S/O Tahir Bukhari,6110158755828,PK0013905196831,0.0,950131.0,2022-05-24,Active,57462.0
Ayesha Raza,S/O Aamir Gilani,3520255313765,PK0011271784435,0.0,920416.0,2014-12-03,Active,19878.0
Kashif Malik,S/O عمر شیخ,3520267732308,PK0001253308283,0.0,7806589.0,2011-07-12,Active,173757.0
Bushra Ahmed,S/O Rukhsar Rizvi,3520225961503,PK0014752376434,4119700.0,3714173.0,2022-01-05,Active,290825.0
Raja Gujjar,S/O Naveed Chattha,3520212138992,PK0011938927341,0.0,4184869.0,2021-01-13,Active,50022.0
Sana Nawaz,S/O Qureshi Chaudhry,2130192056825,PK0008137365109,4878497.0,27145835.0,2019-11-18,Active,615499.0
Asma Rizvi,S/O Iqra Raja,2130117333722,PK0003172191273,,698169.0,2018-02-23,Dormant,40254.0
Hashmi Mirza,S/O Asif Gujjar,3520232078391,PK0004935924516,0.0,313035.0,2006-10-12,Active,20261.0
Usman Gujjar,S/O Sana Ali,2130150585033,PK0011493342201,0.0,2359989.0,2002-02-19,Active,65692.0
,S/O Ibrahim Virk,2130174393712,PK0006511086777,0.0,1230891.0,2001-08-04,Active,25354.0
Naeem Karim,S/O Hassan Malik,4210123963529,PK0010134773472,0.0,64298.0,2010-05-18,Active,33916.0
Mohammad Sheikh,S/O Imran Malik,5400032869798,PK0010264752975,,86719.0,2016-12-07,Active,13829.0
Ayesha Syed,S/O Mehwish Latif,2130160470282,PK0011583100677,0.0,195038.0,2014-11-03,Dormant,84064.0
Qureshi Raja,S/O Kashif Mirza,3520233149699,PK0006499446327,0.0,106900.0,2012-01-19,Dormant,38825.0
Usman Hashmi,S/O Raja Rafiq,3520288306898,PK0008919355714,0.0,1832719.0,2003-12-04,Active,42454.0
Sidra Virk,S/O Tahir Ali,5400033582084,PK0002716243819,0.0,331436.0,2006-09-20,Dormant,7559.0
Hamid Cheema,S/O Asif Tarar,4210131755313,PK0003668503222,0.0,2485224.0,2000-11-30,Active,23067.0
Salman Nawaz,S/O Ayesha Akhtar,5400065585487,PK0006527385805,0.0,155629.0,2019-05-05,Active,31699.0
Raja Syed,S/O Usman Ansari,6110122190282,PK0006797460535,0.0,590654.0,2001-05-07,Active,10902.0
Hina Malik,S/O Hussain Sheikh,4400042293002,PK0005368018471,0.0,2100121.0,2005-01-22,Active,40496.0
Khalid Ali,S/O Sidra Gilani,6110110947096,PK0002127824235,0.0,210227.0,2015-10-26,Active,5281.0
Sana Gilani,S/O Hassan Khan,2130140877444,PK0012299767568,2530876.0,6051350.0,2003-06-12,Active,231971.0
Adnan Gilani,S/O Qureshi Latif,6110190391842,PK0008655924752,0.0,3303267.0,2020-05-10,Active,41963.0
Mohammad Rana,S/O Rabia Rizvi,,PK0007703091482,0.0,10502475.0,2008-07-17,Active,275567.0
Sheikh Zaidi,S/O Imran Akhtar,1330248227137,PK0002381080560,0.0,3070415.0,2003-09-07,Active,106582.0
Rabia Baig,S/O Uzma Chaudhry,2130158021158,PK0013379484009,0.0,1681933.0,2007-01-26,Active,101176.0
Naeem Mirza,S/O Naeem Gilani,2130177855117,PK0012579182105,7386566.0,7046210.0,2021-11-01,Active,498472.0
Adnan Hussain,S/O Tariq Virk,2130130100111,PK0004756998124,0.0,3572544.0,2006-01-14,Dormant,111598.0
Zainab Mirza,S/O Baig Raza,2130124635196,PK0005845156039,0.0,4616989.0,2002-04-02,Active,
Muhmmad Sheikh,S/O Salman Rana,4400081599774,PK0015627422192,0.0,956236.0,2011-01-19,Frozen,24022.0
Mirza Qureshi,S/O Kamran Zaidi,6110177980934,PK0004231680929,0.0,1004056.0,2008-02-18,Active,69674.0
Sajid Zaidi,S/O علی حسین,4210176108353,PK0003179512774,0.0,519229.0,2001-06-26,Active,64234.0
Rabia Sheikh,S/O Tahir Ali,6110183731737,PK0008285388355,0.0,,2002-01-04,Frozen,23725.0
Asma Chaudhry,S/O زینب علی,6110135113222,PK0015865975088,0.0,1257962.0,2006-10-05,Active,38381.0
Sheikh Rana,S/O S/O Uzma Mirza,2130120725959,PK0008194264587,0.0,147305.0,2016-11-21,Active,1577.0
Kamran Ahmed,S/O Bilal Bhatti,4210174377373,PK0013832215964,0.0,1049057.0,2010-07-05,Active,21079.0
Waseem Rafiq,S/O Ibrahim Bukhari,61101-5561309-4,PK0014443154754,0.0,2069948.0,2001-12-18,Active,42998.0
عائشہ احمد,S/O Qureshi Ali,1330256628444,PK0011473045064,0.0,808289.0,2009-05-20,Active,35230.0
Usman Akhtar,S/O Naveed Cheema,4400016471242,PK0012169727803,0.0,1246573.0,2022-07-28,Active,102767.0
Shazia Zaidi,S/O Hussain Khan,3520230362941,PK0009682152066,1817240.0,8207009.0,2018-05-18,Active,146985.0
Qureshi Cheema,S/O Hashmi Butt,6110118692109,PK0005422076028,0.0,3082235.0,2007-01-29,Active,52829.0
Bilal Khan,S/O Asma Chaudhry,3520241001143,PK0014269119969,0.0,942128.0,2010-11-08,Active,42985.0
Ahmed Butt,S/O Waseem Syed,5400058262002,PK0012861888313,0.0,970744.0,2004-11-08,Active,17251.0
Syed Naqvi,S/O Hamid Raja,4400014944738,PK0015851854702,0.0,1778400.0,2016-07-01,Active,64308.0
Khalid Bukhari,S/O S/O Hamid Aslam,4210198324655,PK0011286928799,0.0,77418.0,2008-05-03,Active,8533.0
Hussain Rana,S/O Raja Gondal,3520227001657,PK0013488149273,847618.0,7367965.0,2014-01-13,Active,139814.0
Arif Gondal,S/O Kamran Raza,42101-6301787-5,PK0009340777602,0.0,2427079.0,2020-06-10,Active,66671.0
فاطمہ خان,S/O Ali Bhatti,4210141927272,PK0002315801027,0.0,5067078.0,2019-04-19,Active,116018.0
Arif Rizvi,S/O Shazia Hashmi,2130139408156,PK0013249117905,0.0,3861166.0,2004-09-20,Active,199594.0
Aamri Jafri,S/O Tariq Bukhari,5400052641476,PK0004948656610,0.0,77083.0,2020-09-11,Active,21916.0
Hassan Raja,S/O فاطمہ خان,4210130721883,PK0008128222260,0.0,4285645.0,2004-01-09,Active,105770.0
Sidra Cheema,S/O Aamir Ansari,6110184555103,PK0006694875990,0.0,5452495.0,2000-06-03,Active,88870.0
Kashif Tarar,S/O Hina Rizvi,1330283814778,PK0010496115351,0.0,6491336.0,2010-12-29,Active,155634.0
Naeem Chaudhry,S/O Mohammad Naqvi,3520287078709,PK0008962925204,5424003.0,48003867.0,2000-05-01,Frozen,812904.0
Uzma Aslam,S/O Noor Chaudhry,2130183995517,PK0009239340792,0.0,520102.0,2000-01-25,Active,47930.0
Uzma Abbasi,S/O Iqra Hussain,2130133769138,PK0010192573170,0.0,1828624.0,2020-07-11,Dormant,58010.0
Rabia Naqvi,S/O Hussain Chaudhry,4210195714508,PK0002432098383,,1426441.0,2007-03-23,Active,32273.0
,S/O Naveed Chaudhry,5400099129497,PK0007869801588,0.0,2096515.0,2021-04-17,Active,32255.0
Tariq Raza,S/O Ahmed Hashmi,4210186026132,PK0012613962746,0.0,746540.0,2017-10-14,Active,67196.0
Naeem Chattha,S/O S/O Rizwan Baig,1330230718852,PK0009541087900,0.0,12611.0,2012-10-02,Active,4340.0
Hussain Hussain,S/O Mohammad Malik,2130197215251,PK0013539625898,0.0,665383.0,2013-03-21,Active,20932.0
ابراہم ملک,,4400080220498,PK0014717294720,0.0,2015524.0,2017-01-29,Active,35411.0
Nadia Ali,S/O Sheikh Latif,6110149215532,PK0002234568604,0.0,4787772.0,2009-12-24,Active,82601.0
Mehwish Gondal,S/O Sajid Khan,6110124538636,PK0006789705810,0.0,2494569.0,2010-12-22,Dormant,47344.0
Hamid Sheikh,S/O Adnan Ansari,4400029434606,PK0002583156434,0.0,3591388.0,2000-12-04,Active,92709.0
زینب علی,S/O Tariq Iqbal,6110174728354,PK0008830261466,0.0,1230453.0,2019-12-14,Active,103804.0
Fatima Zaidi,S/O Muhammad Gujjar,5400017409122,PK0009469919929,0.0,1188219.0,2004-06-22,Active,59726.0
Rabia Ali,S/O Naveed Bukhari,5400046428957,PK0003990189659,0.0,1643431.0,2021-06-19,Dormant,78614.0
