CNIC,Name,Father_Name,Declared_Income,Tax_Paid,NTN,Filing_Status,Contact_No
5400074423183,Hashmi Hashmi,S/O احمد خان,4060278,430694,NTN-246081,Filer,03132139571
3520274633372,عمر شیخ,S/O Tariq Karim,5269275,573630,,Filer,03001976388
3520268739389,Iqra Naqvi,S/O Rabia Bhatti,228219,0,NTN-776754,Filer,03314794319
4210178804445,Sana Chattha,S/O Aamir Butt,498699,0,NTN-881569,Filer,03112070265
2130173675297,Arif Ali,S/O Bilal Gondal,383201,0,NTN-273283,Non-Filer,03459382645
1330298607647,Usman Baig,S/O Tahir Abbasi,1347566,148883,NTN-246428,Filer,03338068735
4210116539938,عائشہ احمد,S/O Chaudhry Mirza,,599174,NTN-304452,Filer,03331296835
2130177879253,Sidra Abbasi,S/O Rukhsar Zaidi,1993533,165748,NTN-688009,Filer,03317109128
4400049639025,Bushra Akhtar,S/O Hussain Virk,866709,141878,NTN-301184,Non-Filer,03332836456
5400020278788,Muhammad Chaudhry,S/O Ayesha Jafri,1963039,404974,NTN-630353,Filer,03024317199
4400071590851,Nadia Bhatti,S/O Muhammad Bukhari,649399,138370,NTN-258211,Filer,03229669883
3520297893452,Iqra Zaidi,S/O Shazia Ali,1400671,162479,NTN-576653,Filer,03461308410
5400073884402,Malik Aslam,S/O Noor Jafri,4134918,873992,NTN-997399,Filer,03133951259
5400062501959,Adnan Chattha,S/O Sheikh Rana,8079370,1080723,NTN-979443,Filer,03229566284
3520288115734,Asif Abbasi,S/O Uzma Iqbal,432991,0,NTN-219554,,03009747304
5400082193549,Rukhsar Butt,S/O Ayesha Sheikh,1590622,170898,NTN-408449,Filer,03021454629
4400027369621,Rabia Jafri,S/O Shazia Gilani,6583550,,NTN-546865,Filer,03326458616
4400084128542,Noor Tarar,S/O Asma Zaidi,22986011,1279212,NTN-468575,Filer,03212525747
4210165078359,Hamid Chattha,S/O Fatima Gilani,1337675,,,Filer,03136375214
6110123168765,Iqra Malik,S/O Ahmed Rizvi,1334161,219883,NTN-203763,Filer,03222738867
3520272881728,Rabia Hameed,S/O Hina Ansari,4725451,436748,NTN-567105,Filer,03122740587
5400064598705,Rabia Nawaz,S/O Fatima Sheikh,739573,123402,NTN-681772,Non-Filer,03015337351
3520241745711,Ahmed Chattha,S/O Qureshi Naqvi,532182,0,NTN-105023,Filer,03007578533
2130173383936,Rizwan Akhtar,S/O Naeem Cheema,239464,0,NTN-334598,Filer,03001472228
2130155986167,Hashmi Baig,S/O احمد خان,15957391,1628036,NTN-147619,Filer,03111933053
5400051936085,محمد علی,S/O Tariq Qureshi,1309652,168437,NTN-356795,Filer,03458462902
2130158753429,Hina Zaidi,S/O محمد حسن,3460737,174056,NTN-364442,Filer,03227351367
4210174632572,Sidra Jafri,S/O Fatima Iqbal,7365180,1652662,NTN-195311,Filer,03312379281
4210159679372,Aamir Gujjar,S/O نادیہ رضا,1173260,130203,NTN-752514,Filer,03464745704
6110120956467,Uzma Zaidi,S/O Omar Chaudhry,12053960,2518729,NTN-221407,Filer,03032416860
2130128440749,Maryam Hussain,S/O Ayesha Bukhari,1886674,352578,,Filer,03216763992
1330296586268,Omar Karim,S/O Shoaib Sandhu,2907248,,NTN-364938,Filer,03128473910
5400051106197,Hamid Akhtar,S/O Bushra Karim,2801218,517233,,Filer,03338029501
3520234822568,Asif Rana,S/O Hamid Sheikh,811893,42844,NTN-109458,Filer,03321380679
5400024251006,Bushra Aslam,S/O Shazia Abbasi,,145368,NTN-876589,Non-Filer,03007042490
6110195551687,Chaudhry Bhatti,,756146,62911,NTN-386693,Non-Filer,03039481351
6110166684923,صنا ملک,S/O Fatima Tarar,133957,0,NTN-601769,Filer,03317820513
4210138798233,Sajid Raja,S/O Imran Zaidi,2272335,558958,NTN-590954,Filer,
4210137359443,Chaudhry Cheema,S/O Sobia Virk,1061907,183032,NTN-605662,Filer,03003827969
3520212513244,Waseem Rafiq,S/O Maryam Ansari,1678261,122321,NTN-515419,Filer,03315473286
5400019650825,Hashmi Ansari,,990229,156423,NTN-648058,Filer,03036956976
6110135113222,Asma Chaudhry,S/O زینب علی,839849,184853,NTN-637046,Filer,03006936777
1330210391408,Zainab Chaudhry,S/O Sana Hameed,832470,141846,NTN-473302,Non-Filer,03465161749
6110191379558,Kashif Chattha,S/O Chaudhry Baig,1470932,357481,NTN-531450,Filer,03129069153
4400021711984,Salman Hussain,S/O Ayesha Hashmi,182390,0,NTN-197604,Filer,
2130136524473,Rabia Rana,S/O Hamid Gilani,915179,55416,NTN-697886,Filer,03319907637
4210183538229,Saira Mirza,S/O صنا ملک,1457113,,NTN-905734,Filer,03311545746
5400073886758,Mirza Raja,S/O Sidra Raja,211725,0,NTN-933251,Filer,
3520291909211,Hina Karim,S/O Asma Gondal,256878,0,NTN-873271,Non-Filer,03311256807
,Aamir Tarar,S/O Iqra Butt,181876,0,NTN-255673,Filer,03002698935
2130173647688,Mohammad Tarar,S/O Ibrahim Nawaz,1037907,114552,NTN-515110,Filer,03337079798
4210196603055,Salman Rafiq,,3616116,187877,NTN-802381,Filer,03135205572
4400094682123,Asif Karim,S/O Saira Gondal,347814,0,NTN-867772,Filer,03127765712
3520238453831,Imran Karim,,669172,148636,NTN-904943,Filer,03131364540
,Sidra Hameed,S/O Amna Tarar,2633519,568742,NTN-865944,Filer,
2130155955958,Ayesha Raja,S/O Aamir Akhtar,2352281,501018,NTN-780053,Filer,03462388945
4400051626203,Bushra Bhatti,S/O Ahmed Cheema,1376278,,NTN-473154,Filer,03224760289
2130128555013,Mirza Baig,S/O Syed Sandhu,867883,204251,NTN-782022,Filer,03229737359
5400089450329,Muhammad Qureshi,S/O Waseem Malik,537054,0,NTN-727487,Filer,03229273129
2130197357856,Saira Bhatti,S/O Mohammad Baig,415180,0,NTN-984738,Filer,03453610403
5400037629003,Bilal Rivi,S/O Faisal Tarar,285075,0,NTN-110279,Filer,03026130054
4210116895439,Sajid Zaidi,S/O S/O Malik Karim,1034850,164661,NTN-310224,Filer,03316821657
4400040690641,Baig Syed,S/O Chaudhry Mirza,4741027,1004909,NTN-643131,Filer,03463365227
4400070082647,Faisal Gondal,S/O Hamid Rizvi,623830,149975,NTN-598442,Non-Filer,03215730365
4400043525951,,S/O Asif Jafri,786116,82097,NTN-319166,Non-Filer,03031690258
1330267129925,Ali Sheikh,S/O Hashmi Sheikh,890531,103728,NTN-551584,Filer,03131851003
3520274324594,Rukhsar Sandhu,S/O Hassan Gujjar,1217800,275094,NTN-187107,Filer,03018248488
6110125890461,,S/O Sidra Syed,905220,76681,NTN-859070,Non-Filer,03016879622
3520283986164,Hussain Nawaz,S/O Tariq Sheikh,2534983,260764,NTN-517946,,03221714943
4210152871926,Baig Nawaz,S/O Amna Gondal,,60696,NTN-766577,Non-Filer,
1330270461754,Zainab Gondal,S/O Ibrahim Chaudhry,623140,53791,NTN-101921,Filer,03112045711
5400096940398,Muhammad Khan,S/O Bilal Gilani,1816590,176348,NTN-559663,Filer,03324535838
5400050339454,Sana Gujjar,S/O Muhammad Malik,975175,181403,NTN-209930,Non-Filer,03464644223
4210158496426,Noor Qureshi,S/O Tahir Naqvi,336890,0,,Non-Filer,03008217146
,Muhammad Syed,S/O Ali Akhtar,1263064,304271,NTN-981534,Filer,03219888027
4210132641434,Imran Hashmi,S/O Faisal Jafri,896051,168874,,Filer,03463039130
5400063187139,Ali Tarar,S/O Ali Jafri,6344077,437367,NTN-485083,Filer,03131600628
4400030686502,Asif Latif,S/O Sheikh Rizvi,811895,64970,NTN-178740,Filer,03005197783
6110133049917,Hamid Mirza,S/O Sheikh Gondal,171979,0,,Filer,03218676822
4210152121239,Kashif Abbasi,S/O Faisal Bhatti,658253,103593,NTN-346664,Non-Filer,03332182736
3520290228807,Hassan Naqvi,S/O Iqra Rafiq,2572483,391190,NTN-873984,Filer,03129167350
3520261033168,Bushra Nawaz,S/O Chaudhry Hussain,1248942,177619,NTN-789712,Filer,03335782489
3520297493357,Ibrahim Ansari,S/O Sidra Syed,1300568,87386,NTN-152500,Filer,03131939470
3520233308706,Mehwish Malik,S/O Qureshi Malik,293203,0,NTN-829053,Filer,03338827320
4400099181072,Zainab Karim,S/O Rukhsar Ahmed,24439,0,NTN-953468,Filer,03221360516
5400099158444,Ibrahim Gondal,S/O Qureshi Sheikh,904203,154033,NTN-829475,Non-Filer,03311496862
5400041985901,Hina Hussain,S/O Bilal Rafiq,246851,0,NTN-781444,Non-Filer,03327965359
4210122457652,Arif Bhatti,S/O Zubair Sandhu,2042511,122103,NTN-717785,Filer,03452736358
6110168532082,Uzma Qureshi,S/O Faisal Hameed,21140343,3382347,NTN-524108,Filer,03004163608
6110187679169,Naeem Rizvi,S/O Salman Nawaz,5877737,775258,NTN-722870,Filer,03038728009
1330247989023,Omar Qureshi,S/O Adnan Ahmed,4749702,535737,NTN-332393,Filer,03119556101
2130186638061,Bushra Zaidi,S/O Asma Zaidi,991965,187693,NTN-487630,Filer,03331365247
4210118721777,Mohammad Malik,S/O Baig Hashmi,1078521,77885,NTN-381514,Filer,03325688198
2130128563834,Baig Hussain,S/O Sajid Abbasi,1842114,263317,NTN-383294,Filer,03035722003
1330285794338,Hamid Naqvi,S/O Omar Iqbal,239024,0,NTN-948946,Filer,03337711989
4210133354846,Raja Zaidi,S/O Zainab Syed,1013907,244141,NTN-478489,Filer,03226385396
3520286279901,Muhammad Hashmi,S/O Mirza Abbasi,1244839,241784,NTN-904234,Filer,03127893107
,Hamid Ansari,S/O Nadia Hameed,1904670,113139,NTN-975188,Filer,03456452440
2130112741969,Mehwish Zaidi,S/O Qureshi Gondal,1099474,143429,NTN-310635,Filer,03451858921
5400064047075,Hassan Qureshi,S/O Shoaib Sandhu,868492,112888,NTN-845303,Non-Filer,03117846972
4210136557932,Syed Bukhari,S/O Hina Iqbal,,813964,NTN-257618,Filer,03017090624
2130192266195,Aamir Khan,S/O Naveed Jafri,226316,0,NTN-458925,Non-Filer,03029528624
6110194194111,Waseem Chattha,S/O Imran Ali,,853163,NTN-282038,Filer,03469336696
4400023635269,Hamid Syed,S/O Amna Gujjar,808225,151520,NTN-764978,Non-Filer,03213507771
2130152342736,Aamir Nawaz,S/O Ali Raja,203214,0,NTN-905257,Non-Filer,
3520286831259,Qureshi Butt,S/O Sobia Jafri,1184049,141117,NTN-385410,Filer,03314755594
6110137605606,Bilal Ansari,S/O Muhammad Hashmi,168274,0,NTN-284645,Filer,03033422611
3520222033028,Faisal Khan,S/O Zubair Gujjar,2206827,326683,NTN-148161,Filer,03004362310
4210143298661,Sheikh Ansari,S/O Bilal Ali,1721251,387339,NTN-452763,Filer,03034724852
5400021065818,Asif Latif,S/O Sana Raza,238082,0,NTN-138965,,03332797731
4400062387269,Sobia Hashmi,S/O Nadia Zaidi,64846,0,NTN-411344,Non-Filer,03001467937
1330293509252,Aamir Rizvi,S/O Hina Tarar,422692,0,NTN-254534,Filer,03008319190
,Omar Gujjar,S/O Noor Naqvi,1828692,262011,NTN-474186,Filer,03022147606
5400015902997,Kashif Bhatti,S/O عمر شیخ,761508,,NTN-107815,Filer,03223689591
4400054005346,Naveed Karim,S/O Ibrahim Ahmed,476844,,NTN-474551,Filer,03457224807
5400097448869,Usman Ansari,S/O Hashmi Sandhu,1117067,254601,NTN-672875,Filer,03013149873
4210134990281,Zubair Tarar,S/O Zainab Virk,1996707,474067,NTN-700605,Filer,03215391265
5400023931461,محمد حسن,S/O Rizwan Tarar,182339,0,NTN-418880,Filer,03323710352
3520291724949,Kamarn Akhtar,S/O Hina Virk,410057,0,,Non-Filer,03018551975
2130175979439,Rukhsar Nawaz,S/O Chaudhry Gujjar,3594726,359374,NTN-640674,Filer,03127853980
4400046749484,Zainab Nawaz,S/O Rabia Hashmi,169920,0,NTN-693385,Non-Filer,03334637043
4210168426241,Naveed Butt,S/O Uzma Gujjar,1166205,154366,NTN-255830,Filer,03119579549
1330252772083,Waseem Latif,S/O Kashif Abbasi,1589811,280371,NTN-809966,Filer,03458807275
3520276664034,Ayesha Gujjar,S/O Chaudhry Nawaz,1515530,251743,NTN-932307,Filer,03016211168
2130197215251,Hussain Hussain,S/O Mohammad Malik,258112,,NTN-473876,Filer,03464635438
4400082490428,Shazia Baig,S/O Rabia Abbasi,295884,0,NTN-441123,Filer,03332602797
1330272845517,Shazia Gilani,S/O Raja Mirza,270704,0,NTN-578722,Filer,03311480221
5400023258936,Uzma  Gilani,S/O Asma Sandhu,22544992,1752506,NTN-636756,Filer,03339037616
3520284229845,Ali Zaidi,S/O Kashif Hashmi,2223063,149425,NTN-819482,Filer,03335983850
6110195130362,Sana Godnal,S/O Asma Mirza,1683071,250312,NTN-507772,Filer,03462332904
4400022082017,Sobia Gilani,S/O Fatima Baig,1841384,120455,NTN-780994,Filer,03028273871
2130118589003,Mehwish Malik,S/O Uzma Rizvi,4865663,843206,NTN-584430,Filer,03139206838
1330262002344,Tariq Virk,,694379,49078,NTN-110542,Filer,03116819330
3520293880901,Chaudhry Hashmi,S/O Usman Qureshi,893234,61461,NTN-804102,Non-Filer,03314524729
1330214888045,Amna Chaudhry,S/O Sobia Virk,2837795,202860,NTN-626266,Filer,03027250732
6110116422559,Naveed Hussain,S/O Naeem Gujjar,185864,0,NTN-473035,Filer,03116078724
44000-1258768-4,Asif Hussain,S/O Hussain Gujjar,674045,49919,NTN-203468,Non-Filer,03015300855
2130112117091,Hina Ansari,S/O Tariq Mirza,305957,0,NTN-142427,,03025450972
4400023350022,Asif Ahmed,S/O Arif Gujjar,418140,0,NTN-125466,Filer,03214842066
6110180983393,Syed Gujjar,S/O Iqra Tarar,6102384,1429969,NTN-280881,Filer,03322712355
3520270871006,Khalid Rizvi,S/O Kashif Karim,6048977,327233,NTN-930423,Filer,03111165479
4210132947537,Uzma Jafri,S/O Ibrahim Nawaz,205005,0,NTN-901981,Filer,03019831475
5400057112014,Tariq Raza,S/O Hassan Gilani,1403863,202525,NTN-435821,Filer,03312985251
54000-5196564-4,Hamid Zaidi,S/O Raja Gondal,66816,0,NTN-650748,Non-Filer,03128186377
3520261030528,Ahmed Zaidi,S/O Hamid Syed,,759863,NTN-436766,Filer,03224277979
4400081501828,Mirza Sheikh,S/O Salman Syed,212857,0,NTN-174855,Filer,03112494395
5400059293915,Sobia Sheikh,S/O Khalid Butt,358183,0,NTN-882259,Filer,
1330250690722,Noor Raza,S/O Hashmi Rafiq,2386623,413388,NTN-620458,Filer,03459400848
2130183459747,Shoaib Abbasi,,605317,125037,NTN-184655,Non-Filer,03029999365
2130155479334,Asif Iqbal,S/O Sidra Qureshi,446247,0,NTN-763366,Filer,03003303715
2130186977389,Waseem Raza,S/O Ahmed Gujjar,185652,0,NTN-731108,Filer,03467532363
1330285254865,Muhammad Naqvi,S/O Waseem Naqvi,527657,0,NTN-888803,Filer,03218235206
4210150278767,Mirza Ansari,S/O Rizwan Baig,1498007,238956,NTN-739884,Filer,03027517997
5400049482712,Sana Ahmed,S/O Sana Rizvi,5754910,1061930,NTN-672653,Filer,03017627705
1330229264257,Hassan Butt,S/O Sheikh Hussain,4734377,1146574,NTN-735007,Filer,03122210480
6110120211412,Bushra Virk,S/O Waseem Chaudhry,90331,,NTN-691751,Filer,03331889532
2130110971231,Mohammad Rana,S/O Rabia Rizvi,3849554,732829,NTN-728996,Filer,03028741067
4400032899413,Omar  Rizvi,S/O Baig Mirza,994729,165721,NTN-610339,Non-Filer,03323769345
1330228669345,Mohammad Hussain,,241842,0,NTN-767168,Filer,03034554677
4400040030064,عمر شیخ,S/O Khalid Iqbal,1732490,104265,NTN-922381,Filer,03012942882
4210191426186,Iqra Sheikh,S/O Shoaib Jafri,3500949,329931,NTN-329064,Filer,03002670586
1330244207639,Iqra Qureshi,S/O Arif Aslam,714902,161101,NTN-193607,Non-Filer,03457656175
4210115246864,Ahmed Syed,S/O S/O مریم چودھری,95510,0,NTN-688396,Non-Filer,03467519606
3520279270559,Zubair Rafiq,,3554222,562233,NTN-397112,Filer,03135088328
4400033765372,Syed Raza,S/O Sajid Gondal,16731037,2443117,NTN-798194,Filer,03017267813
6110128318742,Shoai Rizvi,S/O Tahir Karim,438601,0,NTN-589061,Filer,03311342811
4400060141037,Faisal Gondal,S/O Sajid Virk,2580392,443676,NTN-184048,Filer,03023864291
5400084603596,Kamran Jafri,S/O S/O Hina Ali,494562,0,NTN-581141,Filer,03453349162
2130118987474,زینب علی,S/O Mehwish Rafiq,531069,0,NTN-632206,Filer,03221972828
3520255863003,Kashif Gilani,S/O Ayesha Iqbal,5057144,1131596,NTN-928392,Filer,03451954560
3520243871578,Assma Khan,S/O Sobia Mirza,1941305,479492,NTN-104653,Filer,03038946752
6110134435103,Mehwish Chaudhry,S/O Asma Virk,1876236,395493,NTN-635022,Filer,03213618291
3520212883189,محمد علی,S/O Shoaib Rafiq,825393,48903,NTN-563147,Non-Filer,03004579217
5400014376256,Asma Butt,S/O Naveed Syed,211070,0,NTN-204483,Filer,03029427608
4210146036548,Amna Tarar,S/O Sajid Ahmed,1821318,361215,NTN-405387,Filer,03319812447
5400029152978,Shoaib Khan,S/O Sidra Bhatti,216398,0,NTN-282977,Filer,03131666699
4400046655984,Waseem Gilani,S/O Sajid Gujjar,1751861,217333,NTN-731363,Filer,03016238838
2130130571979,Waseem Ansari,S/O Ayesha Hameed,1582091,125453,NTN-241769,Filer,03211567676
4210129608555,Qureshi Ali,S/O S/O Adnan Chaudhry,421905,0,NTN-302058,Filer,03121923311
,Faisal Malik,S/O Qureshi Gilani,,226737,NTN-922644,Filer,03038965027
4400019762461,Ahmed Gujjar,S/O Asif Sheikh,958638,66006,NTN-469163,Filer,03465660093
4400024264384,Sidra Butt,S/O Rukhsar Naqvi,1011553,239671,NTN-247071,Filer,03339870853
1330276405185,,S/O Maryam Rafiq,44401,0,NTN-988052,Filer,03451822825
2130136555049,Ayesha Naqvi,S/O Sana Sandhu,9710556,1454949,NTN-361603,Filer,03335184066
6110180223667,Ahmed Tarar,S/O Mohammad Khan,3958940,708318,NTN-314200,Filer,03334186247
4210140833901,Ibrahim Gondal,S/O Adnan Akhtar,259142,0,NTN-569594,Non-Filer,03122224168
1330227839327,Hina Gilani,S/O S/O Tariq Butt,98934,0,NTN-860732,Non-Filer,03217796309
5400054063175,Aamir Karim,S/O Zainab Raja,1728480,,NTN-691978,Filer,03113162462
5400062629326,Nadia Zaidi,S/O S/O Khalid Aslam,1007079,125772,NTN-493054,Filer,03214441570
5400055101783,Bushra Nawaz,S/O Raja Gilani,1254373,257844,NTN-324337,Filer,03014518167
1330234414671,Baig Rafiq,S/O Naveed Syed,165698,0,NTN-725265,Filer,03136089336
2130186119548,Noor Ansari,S/O Shoaib Latif,646221,130694,,Non-Filer,03035466142
3520217496477,Waseem Gujjar,S/O Raja Rafiq,1304709,186667,NTN-694585,Filer,03216667733
4400057701017,Ibrahim Hameed,S/O Kamran Hashmi,170592,0,NTN-751398,Non-Filer,03333811508
3520286757694,Tahir Abbasi,S/O Rukhsar Nawaz,1375613,207674,NTN-532967,Filer,03015394082
3520233638214,Bushra Hussain,S/O Hashmi Nawaz,2365720,402779,NTN-827127,Filer,03459743967
3520257937224,Shoaib Gondal,S/O Rukhsar Rana,1898791,330123,NTN-972324,Filer,03013321531
6110139886443,محمد احمد,S/O Sajid Ansari,1161945,191178,NTN-502075,Filer,03114640461
21301-3231294-3,محمد احمد,S/O Adnan Tarar,241574,0,NTN-629364,Filer,03012439838
6110147862845,Shoaib Bukhari,S/O Fatima Raza,1137442,160512,NTN-465768,Filer,03135927097
3520251564498,Mayam Rana,,466670,0,NTN-702191,Non-Filer,03313663319
6110171674412,ابراہیم ملک,S/O Sheikh Gujjar,3664564,609799,NTN-765372,Filer,03323316762
,Rukhsar Ali,S/O Amna Butt,154899,0,NTN-427869,Non-Filer,03122816485
3520252358848,Hassan Aslam,S/O Mehwish Tarar,7646322,718200,NTN-864056,Filer,03212242892
35202-5404222-4,Aamir Hameed,S/O Amna Rizvi,938217,61801,NTN-666745,Non-Filer,03015067493
3520272645879,Rabia Akhtar,S/O Iqra Rafiq,2425969,232642,NTN-906142,Filer,03313623726
5400079294675,Mohammad Gilani,S/O Sajid Qureshi,2480225,360698,NTN-441943,Filer,03214256866
5400055424608,Mirza Gujjar,S/O Shoaib Syed,853702,57156,NTN-878351,Filer,03131326358
4400030583012,Faisal Baig,S/O Mehwish Baig,18364160,2727543,,Filer,03012298244
3520251564498,Maryam Rana,S/O Sidra Ali,460040,0,NTN-933494,Filer,03313663319
2130167940476,Mehwish Rana,S/O Baig Bukhari,2224970,491973,NTN-761578,Filer,03119892515
5400061005713,Chaudhry Tarar,S/O Kamran Baig,1726488,263264,NTN-168387,Filer,03462948559
6110129252451,Muhammad Tarar,S/O Fatima Ansari,,1287434,NTN-223113,Filer,03034530062
,Mohammad Tarar,S/O Arif Ahmed,605782,39618,NTN-674751,Non-Filer,03339207919
6110156736348,Sheikh Malik,S/O Rizwan Aslam,3280545,325180,NTN-217417,Filer,03132547571
5400093741374,,S/O Usman Karim,268151,0,NTN-118906,Filer,03008113716
4210195750422,Mehwish Nwaz,S/O Amna Hussain,2065386,482674,NTN-697831,Filer,03463249784
1330218570276,Hassan Abbasi,S/O Asma Mirza,1204552,119234,NTN-544728,Filer,03212952975
4400019963088,Bilal Rizvi,S/O Syed Hameed,1101566,258638,NTN-903709,Filer,03223453452
1330219167881,Rukhsar Abbasi,S/O Rabia Malik,521938,0,NTN-670201,Non-Filer,03332197664
5400057486215,Naveed Bhatti,S/O Mirza Nawaz,2367506,554082,NTN-863702,Filer,03132632751
2130164977568,Nadia Malik,S/O Omar Qureshi,354987,0,NTN-693512,Non-Filer,03223408715
5400097972391,Qureshi Bhatti,S/O Zubair Akhtar,184004,0,NTN-553579,Non-Filer,03029907653
6110176465503,,S/O Kashif Ahmed,913998,96972,NTN-313969,Non-Filer,03007147324
3520282028986,Hussain Hashmi,S/O Raja Raza,23835211,2917867,NTN-871881,Filer,03012977692
3520222748609,Chaudhry Naqvi,S/O Ayesha Gujjar,3181193,627384,NTN-445999,Filer,03138481226
6110119124299,Usman Hashmi,S/O Raja Karim,456870,0,NTN-523065,Filer,03321753948
6110170612808,Waseem Rizvi,S/O Salman Hussain,488538,0,,Non-Filer,03014178256
2130190216749,Bushra Ahmed,S/O Rizwan Bukhari,1017520,118028,NTN-391072,Filer,03467229533
5400080773139,Rukhsar Rizvi,S/O Sheikh Malik,1737825,334269,NTN-144385,Filer,03332463815
2130168253103,Ali Khan,S/O محمد علی,810060,73451,,Filer,03018621774
4400055278032,Mehwish Ahmed,S/O Imran Ansari,3220911,350779,NTN-942498,Filer,03315556644
2130156203075,Bilal Latif,S/O Chaudhry Raja,1222487,292994,NTN-276341,Filer,03035196416
2130181922117,Omar Karim,S/O Sidra Ahmed,662748,157713,NTN-577780,Filer,03212024902
5400024936231,Kamran Baig,S/O Rabia Iqbal,879812,123782,NTN-617507,Non-Filer,03113460150
3520278305917,Raja Sheikh,S/O Kashif Latif,966098,68259,NTN-640260,Filer,03452169844
5400035667657,Sobia Karim,S/O S/O Amna Gondal,47801,0,NTN-512484,Non-Filer,03459111742
6110116036226,Faisal Syed,S/O Kashif Qureshi,2014731,121182,NTN-636772,Filer,03458626061
3520217616399,Asma Virk,S/O Saira Latif,595851,0,NTN-149719,Filer,03134301874
5400075022145,ابراہیم ملک,S/O Fatima Khan,3796057,945767,NTN-405730,Filer,03112482006
1330244880364,Saira Iqbal,S/O Tariq Raja,1751322,416147,NTN-656462,Filer,03223970974
1330214513916,Zainab Latif,S/O Ayesha Mirza,2909606,602401,NTN-561876,Filer,03211016421
4210174960432,Hashmi Rana,S/O Hassan Jafri,331185,0,NTN-104776,Non-Filer,03312334419
4400058751146,Ibrahim Baig,S/O Sajid Aslam,1939268,380204,NTN-681577,Filer,03226408662
5400069160567,Salman Cheema,S/O Ahmed Akhtar,765213,53169,NTN-819885,Non-Filer,03312480812
35202-7093251-2,Kamran Raja,S/O Fatima Bukhari,170546,0,NTN-899416,Non-Filer,03034713450
4210155932039,Hashmi Malik,S/O Rabia Abbasi,16597724,1607339,NTN-602067,Filer,03334644931
3520210513254,Sheikh Khan,S/O Mirza Khan,1391503,184222,NTN-983081,Filer,03223553925
4400046983459,Adnan Gujjar,S/O Kashif Hameed,9389692,1900176,NTN-139231,Filer,03321681517
6110181193681,عمر یشخ,S/O Rukhsar Bhatti,3501403,269204,NTN-498378,Filer,03332865954
1330266270647,Rizwan Rafiq,S/O Maryam Sandhu,1673037,243457,NTN-767771,Filer,03328291789
2130164433211,علی حسین,S/O Arif Bukhari,374952,0,NTN-570305,Non-Filer,03021266744
5400084595583,Sheikh Ali,S/O Hussain Sheikh,462490,0,,Non-Filer,03003142127
4210189576105,Syed Akhtar,S/O Mirza Gondal,1324176,228459,NTN-779591,Filer,03123034448
1330212930646,Mohammad Bhatti,S/O Sidra Nawaz,550964,0,NTN-421462,Non-Filer,03456669364
3520243538065,Tariq Jafri,S/O Sajid Aslam,117695,0,NTN-568292,Filer,03325203716
2130194445845,Ibrahim Raja,S/O S/O Rizwan Karim,539596,0,NTN-279471,,03339728991
5400063713483,Omar Malik,S/O Waseem Latif,1199179,77059,NTN-217355,Filer,03028402708
1330232776727,Fatima Chattha,,1878211,203840,NTN-277393,Filer,03031139015
3520251487177,Amna Bhatti,S/O Muhammad Butt,640284,156647,NTN-497901,Filer,03469449101
2130124960533,Hashmi Chattha,S/O Rabia Ali,2109209,198526,NTN-419834,Filer,03132612275
5400015712054,Hina Latif,S/O Zubair Akhtar,7072956,357283,NTN-321955,Filer,03226257967
4400095364502,صنا ملک,S/O Rukhsar Gilani,806333,96966,NTN-624333,Non-Filer,03005163789
5400017318156,Chaudhry Latif,S/O Tahir Chaudhry,1198207,208210,NTN-827862,Filer,03003284457
3520237769348,Naeem Bhatti,S/O Faisal Bhatti,11418508,2074616,NTN-923090,Filer,03457547256
6110128096882,Ayesha Rana,S/O Fatima Ansari,7362361,1496277,NTN-837258,Filer,03135035441
4210113485298,Aamir Bhatti,S/O Fatima Iqbal,20764,0,NTN-795007,,03224225237
3520274287747,Sajid Ansari,S/O Fatima Jafri,1840217,283239,NTN-374150,Filer,03007338242
2130195065675,Ali Latif,S/O Muhammad Malik,718031,92476,NTN-537635,Non-Filer,03013153482
5400097355136,Asma Qureshi,S/O Amna Bhatti,707589,94690,NTN-220091,Filer,03129586060
6110169806358,Mohammad Iqbal,S/O Fatima Malik,613220,146942,NTN-141806,Non-Filer,03021072165
4210124804802,Bilal Sandhu,S/O Rukhsar Baig,1515990,259083,NTN-375590,Filer,03331222888
4210189351697,Usman Hameed,S/O Usman Zaidi,6737217,547447,NTN-930218,Filer,03128106470
1330250315991,Sheikh Chattha,S/O Mohammad Khan,110667,0,NTN-274441,Filer,03136361758
6110121398842,Fatima Gondal,S/O Sheikh Tarar,1629604,249925,NTN-294669,Filer,03213153907
4210199005029,Muhammad Ahmed,S/O Hamid Sandhu,186027,0,NTN-781091,Filer,03123276975
1330243259697,Maryam Chattha,S/O Hashmi Ahmed,2355625,262584,NTN-784570,Filer,03027705326
1330280957021,Hina Zaidi,S/O Rabia Bhatti,10312002,1409126,NTN-386822,Filer,03122738129
5400029879592,Shazia Abbasi,S/O Zubair Jafri,1335455,201436,NTN-250636,Filer,03336362226
4400042309481,Omar Latif,S/O Ayesha Mirza,4052842,939811,NTN-672841,Filer,03337718915
5400050698351,Muhammad Syed,S/O Ali Akhtar,1214048,261115,NTN-566920,Filer,03219888027
2130198637486,Bushra Hussain,S/O Kashif Gilani,544827,0,NTN-766853,Filer,03332851681
1330296107061,Fatima Chattha,S/O Usman Virk,672229,114311,NTN-589638,Non-Filer,03322645611
