record_id,owner_name,cnic,address,area_name,city,province,property_type,size_marla,property_value
PROP-002122,,38237-6704309-7,"198-Bahawalpur Area 3, Bahawalpur",Bahawalpur Area 3,Bahawalpur,Punjab,Agricultural Land,1775.0,265048325.0
PROP-002123,Sajid Butt,38237-6704309-7,"471-Bahawalpur Area 1, Bahawalpur",Bahawalpur Area 1,Bahawalpur,Punjab,Agricultural Land,1390.0,290776880.0
PROP-002124,Tahira Niazi,12481-9892679-6,"14-Peshawar Area 1, Peshawar",Peshawar Area 1,Peshawar,KPK,Flat,8.0,13992048.0
PROP-002125,Sohail Memon,47043-1614754-5,"469-PECHS, Karachi",PECHS,Karachi,Sindh,Commercial,20.0,69776644.0
PROP-002126,Sunna Niazi,39343-4129358-2,"2-Gujranwala Area 5, Gujranwala",Gujranwala Area 5,Gujranwala,Punjab,House,7.0,10398948.0
PROP-002127,Ehsan Mengal,32818-5844609-7,"241-Sheikhupura Area 4, Sheikhupura",,Sheikhupura,Punjab,Commercial,7.0,12634202.0
PROP-002128,Ehsan Mengal,32818-5844609-7,"173-Sheikhupura Area 1, Sheikhupura",Sheikhupura Area 1,Sheikhupura,Punjab,Flat,11.0,5802203.0
PROP-002129,Uthman Baig,46274-9731461-7,"327-Khairpur Area 1, Khairpur",Khairpur Area 1,Khairpur,Sindh,Agricultural Land,295.0,87518535.0
PROP-002130,Usmaan Baig,46274-9731461-7,"353-Khairpur Area 2, Khairpur",Khairpur Area 2,Khairpur,Sindh,Commercial,20.0,31607980.0
PROP-002131,Madiha Jamali,35920-7389745-2,"53-Sahiwal Area 5, Sahiwal",Sahiwal Area 5,Sahiwal,Punjab,Plot,7.0,12906138.0
PROP-002132,Madiha Jamali,35920-7389745-2,"147-Sahiwal Area 3, Sahiwal",Sahiwal Area 3,Sahiwal,Punjab,Commercial,20.0,9937900.0
PROP-002133,Meriam Bhatti,65659-7947483-8,"454-F-10, Islamabad",F-10,Islamabad,Islamabad,Flat,4.0,12400712.0
PROP-002134,Jaweria Durrani,47139-5576826-4,"219-Khairpur Area 1, Khairpur",Khairpur Area 1,Khairpur,Sindh,House,5.0,
PROP-002135,Amna Qureshi,34429-1186168-8,"79-DHA Phase 5, Lahore",DHA Phase 5,Lahore,Punjab,Commercial,20.0,67605960.0
PROP-002136,Amna Qureshi,34429-1186168-8,,Township,Lahore,Punjab,Flat,4.0,37605400.0
PROP-002137,Sana Abbasi,39134-0329265-2,"127-Jinnah Colony, Faisalabad",Jinnah Colony,Faisalabad,Punjab,Flat,3.0,2708241.0
PROP-002138,Sanaa Abbasi,39134-0329265-2,"67-D Ground, Faisalabad",D Ground,Faisalabad,Punjab,Agricultural Land,400.0,103351200.0
PROP-002139,Bilal Brohi,45692-7615346-7,"206-Khairpur Area 3, Khairpur",Khairpur Area 3,Khairpur,Sindh,Plot,20.0,38401760.0
PROP-002140,Bilal Brohi,45692-7615346-7,"435-Khairpur Area 1, Khairpur",Khairpur Area 1,Khairpur,Sindh,Commercial,5.0,9848935.0
PROP-002141,Bilal Brohi,45692-7615346-7,"488-Khairpur Area 1, Khairpur",Khairpur Area 1,Khairpur,Sindh,Agricultural Land,1066.0,229475688.0
PROP-002142,Aisha Sethi,43299-1242344-0,,Malir Cantt,Karachi,Sindh,Plot,10.0,28783060.0
PROP-002143,Zafar Mirza,31457-3066494-3,"434-Committee Chowk, Rawalpindi",Committee Chowk,Rawalpindi,Punjab,House,3.0,19237458.0
PROP-002144,Aisha Gondal,44288-6132193-0,"342-Shikarpur Area 5, Shikarpur",Shikarpur Area 5,Shikarpur,Sindh,Flat,3.0,62376466.0
PROP-002145,Aisha Gondal,44288-6132193-0,"113-Shikarpur Area 2, Shikarpur",Shikarpur Area 2,Shikarpur,Sindh,House,5.0,8763090.0
PROP-002146,Aisha Gondal,44288-6132193-0,"59-Shikarpur Area 1, Shikarpur",Shikarpur Area 1,Shikarpur,Sindh,Commercial,5.0,26842557.0
PROP-002147,Aisha Gondal,44288-6132193-0,"422-Shikarpur Area 2, Shikarpur",Shikarpur Area 2,Shikarpur,Sindh,Plot,7.0,11324537.0
PROP-002148,Sadia Awan,47112-6942839-8,"243-Clifton, Karachi",Clifton,Karachi,Sindh,Commercial,20.0,223994580.0
PROP-002149,Sadia Awan,47112-6942839-8,"176-Gulistan-e-Johar, Karachi",Gulistan-e-Johar,Karachi,Sindh,House,10.0,82580480.0
PROP-002150,Sadia Awan,47112-6942839-8,"228-Malir Cantt, Karachi",Malir Cantt,Karachi,Sindh,House,,6062865.0
PROP-002151,Atif Randhawa,55176-2444140-1,"205-Hub Area 2, Hub",Hub Area 2,Hub,Balochistan,Flat,3.0,2780706.0
PROP-002152,Atif Randhawa,55176-2444140-1,"69-Hub Area 2, Hub",Hub Area 2,Hub,Balochistan,House,10.0,18154190.0
PROP-002153,Atif Randhawa,55176-2444140-1,"185-Hub Area 4, Hub",Hub Area 4,Hub,Balochistan,House,20.0,9605080.0
PROP-002154,Lubna Memon,69845-6566528-8,"67-G-9, Islamabad",G-9,Islamabad,Islamabad,Flat,12.0,69300504.0
PROP-002155,Lubna Memon,69845-6566528-8,"457-F-10, Islamabad",F-10,Islamabad,Islamabad,Commercial,7.0,76566350.0
PROP-002156,Rabia Chandio,37722-3511027-0,"134-Gujrat Area 2, Gujrat",Gujrat Area 2,Gujrat,Punjab,Agricultural Land,1618.0,552165152.0
PROP-002157,Zubaida Ali,30716-4697224-6,"304-Bahria Town, Lahore",Bahria Town,Lahore,Punjab,Flat,9.0,70635591.0
PROP-002158,Salman Jamali,36248-9281727-1,"159-Sheikhupura Area 5, Sheikhupura",Sheikhupura Area 5,Sheikhupura,Punjab,Agricultural Land,342.0,35424360.0
PROP-002159,Salman Jamali,36248-9281727-1,"88-Sheikhupura Area 3, Sheikhupura",Sheikhupura Area 3,Sheikhupura,Punjab,House,14.0,7995008.0
PROP-002160,Hina Jatoi,30530-7326815-4,,Bahawalpur Area 3,Bahawalpur,Punjab,Agricultural Land,838.0,280843968.0
PROP-002161,Hina Jatoi,30530-7326815-4,"26-Bahawalpur Area 3, Bahawalpur",Bahawalpur Area 3,Bahawalpur,Punjab,House,5.0,7712170.0
PROP-002162,Hina Jatoi,30530-7326815-4,"466-Bahawalpur Area 2, Bahawalpur",Bahawalpur Area 2,Bahawalpur,Punjab,Agricultural Land,595.0,188154470.0
PROP-002163,,30530-7326815-4,"113-Bahawalpur Area 4, Bahawalpur",Bahawalpur Area 4,Bahawalpur,Punjab,House,20.0,10260800.0
PROP-002164,Durr-e-Shahwar Hashmi,48229-7858883-8,,Hyderabad Area 3,Hyderabad,Sindh,Plot,14.0,9909620.0
PROP-002165,Qasim Bhatti,31747-2825265-5,"380-Wapda Town, Lahore",Wapda Town,Lahore,Punjab,Plot,10.0,136989970.0
PROP-002166,Usman Chaudhry,49589-6971874-5,"380-Gulshan-e-Iqbal, Karachi",Gulshan-e-Iqbal,Karachi,Sindh,Commercial,14.0,154917840.0
PROP-002167,Zainab Jatoi,46297-8037225-6,"460-Sukkur Area 2, Sukkur",Sukkur Area 2,Sukkur,Sindh,Agricultural Land,557.0,165817786.0
PROP-002168,Javed Soomro,37700-9969966-5,"29-Bahawalpur Area 5, Bahawalpur",Bahawalpur Area 5,Bahawalpur,Punjab,Commercial,7.0,3667874.0
PROP-002169,Javed Soomro,37700-9969966-5,"488-Bahawalpur Area 3, Bahawalpur",Bahawalpur Area 3,Bahawalpur,Punjab,Flat,11.0,20396882.0
PROP-002170,Maryam Iqbal,48590-1116460-4,"388-DHA Phase 6, Karachi",DHA Phase 6,Karachi,Sindh,Commercial,14.0,81308290.0
PROP-002171,Meriam Iqbal,48590-1116460-4,"214-PECHS, Karachi",PECHS,Karachi,Sindh,Flat,5.0,9052875.0
PROP-002172,Meriam Iqbal,48590-1116460-4,"456-Gulistan-e-Johar, Karachi",Gulistan-e-Johar,Karachi,Sindh,Agricultural Land,,736516948.0
PROP-002173,Usman Siddiqui,56106-1701751-5,"207-Hub Area 3, Hub",Hub Area 3,Hub,Balochistan,Plot,10.0,9635950.0
PROP-002174,Usman Siddiqui,56106-1701751-5,"84-Hub Area 1, Hub",Hub Area 1,Hub,Balochistan,House,3.0,3505158.0
PROP-002175,Usman Siddiqui,56106-1701751-5,"386-Hub Area 5, Hub",Hub Area 5,Hub,Balochistan,Plot,10.0,16749160.0
PROP-002176,Farhan Siddiqui,43448-6194402-5,"440-Jacobabad Area 2, Jacobabad",Jacobabad Area 2,Jacobabad,Sindh,House,10.0,57039957.0
PROP-002177,Zahid Hashmi,35599-4583473-9,"142-Sargodha Area 5, Sargodha",Sargodha Area 5,Sargodha,Punjab,House,20.0,11729620.0
PROP-002178,,35084-3660707-7,"436-Bahawalpur Area 2, Bahawalpur",Bahawalpur Area 2,Bahawalpur,Punjab,Plot,20.0,18406840.0
PROP-002179,Basit Randhawa,31140-7606111-3,"124-Sialkot Area 3, Sialkot",Sialkot Area 3,Sialkot,Punjab,House,7.0,6957454.0
PROP-002180,,31140-7606111-3,"417-Sialkot Area 2, Sialkot",Sialkot Area 2,Sialkot,Punjab,Agricultural Land,263.0,61869698.0
PROP-002181,Uzma Sheikh,32624-0579062-4,"376-DHA Phase 2, Rawalpindi",DHA Phase 2,Rawalpindi,Punjab,Plot,5.0,
PROP-002182,Uzma Sheikh,32624-0579062-4,"150-Saddar, Rawalpindi",Saddar,Rawalpindi,Punjab,Plot,5.0,35661870.0
PROP-002183,Khadija Aslam,43865-4879988-8,"474-Bahria Town Karachi, Karachi",Bahria Town Karachi,Karachi,Sindh,Agricultural Land,1175.0,411627175.0
PROP-002184,Khadeejah Aslam,43865-4879988-8,"385-Malir Cantt, Karachi",Malir Cantt,Karachi,Sindh,House,10.0,
PROP-002185,Khadija Aslam,43865-4879988-8,"225-PECHS, Karachi",PECHS,Karachi,Sindh,House,20.0,89182480.0
PROP-002186,Khadijah Aslam,43865-4879988-8,"306-DHA Phase 6, Karachi",DHA Phase 6,Karachi,Sindh,House,14.0,44026262.0
PROP-002187,Khadeeja Aslam,43865-4879988-8,"178-Malir Cantt, Karachi",Malir Cantt,Karachi,Sindh,Plot,10.0,107943350.0
PROP-002188,Jaweria Sheikh,17815-7536975-4,"357-Mingora Area 5, Mingora",Mingora Area 5,Mingora,KPK,Agricultural Land,1618.0,396641374.0
PROP-002189,Imran Memon,31356-2088641-1,"360-Multan Area 5, Multan",Multan Area 5,Multan,Punjab,Flat,4.0,7015700.0
PROP-002190,Imran Memon,31356-2088641-1,"377-Multan Area 3, Multan",Multan Area 3,Multan,Punjab,Commercial,,4260255.0
PROP-002191,Azhar Laghari,31022-8236585-7,"195-DHA Phase 5, Lahore",DHA Phase 5,Lahore,Punjab,Flat,12.0,35634936.0
PROP-002192,Azhar Laghari,31022-8236585-7,"65-Gulberg III, Lahore",Gulberg III,Lahore,Punjab,Flat,3.0,28021707.0
PROP-002193,Amna Jatoi,10781-2174757-2,"328-Peshawar Area 2, Peshawar",Peshawar Area 2,Peshawar,KPK,Commercial,5.0,5449225.0
PROP-002194,Amna Jatoi,10781-2174757-2,"204-Peshawar Area 2, Peshawar",Peshawar Area 2,Peshawar,KPK,Agricultural Land,1636.0,588056928.0
PROP-002195,Khadija Malik,37417-6429525-2,"298-Chaklala Cantt, Rawalpindi",Chaklala Cantt,Rawalpindi,Punjab,House,14.0,109767966.0
PROP-002196,,37417-6429525-2,"48-Chaklala Cantt, Rawalpindi",Chaklala Cantt,Rawalpindi,Punjab,Commercial,10.0,68005500.0
PROP-002197,Khadija Malik,37417-6429525-2,"495-Chaklala Cantt, Rawalpindi",Chaklala Cantt,Rawalpindi,Punjab,Flat,6.0,31992456.0
PROP-002198,Madiha Soomro,49403-4640111-0,"103-Khairpur Area 4, Khairpur",Khairpur Area 4,Khairpur,Sindh,Flat,12.0,9510516.0
PROP-002199,Waheed Gill,31293-9985015-9,"497-Sahiwal Area 5, Sahiwal",Sahiwal Area 5,Sahiwal,Punjab,Flat,3.0,2210745.0
PROP-002200,Waheed Gill,31293-9985015-9,"196-Sahiwal Area 1, Sahiwal",Sahiwal Area 1,Sahiwal,Punjab,Commercial,10.0,4885230.0
PROP-002201,Hamza Bugti,37311-8455983-5,"247-Sargodha Area 5, Sargodha",Sargodha Area 5,Sargodha,Punjab,Flat,4.0,2147860.0
PROP-002202,Rubina Tahir,48682-9451252-6,"44-Larkana Area 3, Larkana",Larkana Area 3,Larkana,Sindh,Commercial,3.0,5621496.0
PROP-002203,,,"196-Chaman Area 4, Chaman",Chaman Area 4,Chaman,Balochistan,Agricultural Land,1185.0,262247610.0
PROP-002204,Adnan Khoso,12978-7535759-1,"223-Nowshera Area 1, Nowshera",Nowshera Area 1,Nowshera,KPK,House,10.0,9703890.0
PROP-002205,Zeeshan Hashmi,47022-9783131-9,"162-PECHS, Karachi",PECHS,Karachi,Sindh,Plot,10.0,54722470.0
PROP-002206,Mariam Siddiqui,31789-8006694-0,"44-Sheikhupura Area 2, Sheikhupura",Sheikhupura Area 2,Sheikhupura,Punjab,Flat,11.0,20948444.0
PROP-002207,Maryam Siddiqui,31789-8006694-0,"91-Sheikhupura Area 1, Sheikhupura",Sheikhupura Area 1,Sheikhupura,Punjab,Plot,5.0,6329930.0
PROP-002208,Bushra Baig,35879-1191489-6,"397-Sheikhupura Area 2, Sheikhupura",Sheikhupura Area 2,Sheikhupura,Punjab,Plot,20.0,8849260.0
PROP-002209,Bushra Baig,35879-1191489-6,"391-Sheikhupura Area 3, Sheikhupura",Sheikhupura Area 3,Sheikhupura,Punjab,Flat,8.0,10456768.0
PROP-002210,Bushra Baig,35879-1191489-6,"272-Sheikhupura Area 3, Sheikhupura",Sheikhupura Area 3,Sheikhupura,Punjab,House,10.0,5011650.0
PROP-002211,Sajid Shaikh,36394-5601920-9,"103-Cantt, Lahore",Cantt,Lahore,Punjab,House,10.0,94985510.0
PROP-002212,Yasmin Mirza,,"125-Swabi Area 4, Swabi",Swabi Area 4,Swabi,KPK,House,7.0,6142955.0
PROP-002213,Waheed Hussain,35508-9703200-7,,Jhelum Area 4,Jhelum,Punjab,Commercial,7.0,161361578.0
PROP-002214,Waheed Hussain,35508-9703200-7,"19-Jhelum Area 2, Jhelum",Jhelum Area 2,Jhelum,Punjab,Commercial,10.0,48243566.0
PROP-002215,Waheed Hussain,35508-9703200-7,"414-Jhelum Area 2, Jhelum",Jhelum Area 2,Jhelum,Punjab,House,14.0,49412134.0
PROP-002216,Adnan Hashmi,43872-3840389-1,"438-Malir Cantt, Karachi",Malir Cantt,Karachi,Sindh,Agricultural Land,1902.0,1786369812.0
PROP-002217,Atif Memon,45320-8990627-9,"246-Sukkur Area 3, Sukkur",Sukkur Area 3,Sukkur,Sindh,Plot,10.0,6041540.0
PROP-002218,Atif Memon,45320-8990627-9,"175-Sukkur Area 2, Sukkur",Sukkur Area 2,Sukkur,Sindh,Commercial,3.0,1408884.0
PROP-002219,Atif Memon,45320-8990627-9,"335-Sukkur Area 1, Sukkur",Sukkur Area 1,Sukkur,Sindh,Flat,11.0,6138935.0
PROP-002220,Atif Memon,45320-8990627-9,"164-Sukkur Area 4, Sukkur",Sukkur Area 4,Sukkur,Sindh,Agricultural Land,990.0,58935388.0
PROP-002221,Farzana Baig,30072-6677455-8,"294-Iqbal Town, Lahore",Iqbal Town,Lahore,Punjab,Plot,14.0,58941316.0
PROP-002222,Pervaiz Mengal,56661-3280017-5,"375-Gwadar Area 4, Gwadar",Gwadar Area 4,Gwadar,Balochistan,Plot,20.0,23245140.0
PROP-002223,Pervaiz Mengal,56661-3280017-5,"396-Gwadar Area 1, Gwadar",Gwadar Area 1,Gwadar,Balochistan,Flat,10.0,13015830.0
PROP-002224,Lubna Malik,32152-0602829-8,"437-Sahiwal Area 5, Sahiwal",Sahiwal Area 5,Sahiwal,Punjab,House,10.0,16448600.0
PROP-002225,Lubna Malik,32152-0602829-8,"30-Sahiwal Area 5, Sahiwal",Sahiwal Area 5,Sahiwal,Punjab,Flat,6.0,9018330.0
PROP-002226,,32152-0602829-8,"304-Sahiwal Area 2, Sahiwal",Sahiwal Area 2,Sahiwal,Punjab,Agricultural Land,698.0,151150504.0
PROP-002227,Ghulam Bugti,65057-1775509-7,"449-F-11, Islamabad",F-11,Islamabad,Islamabad,Flat,3.0,13329021.0
PROP-002228,Yasmin Mengal,39145-1313900-6,"172-Wapda Town, Lahore",Wapda Town,Lahore,Punjab,Flat,11.0,23044436.0
PROP-002229,Yasmin Mengal,39145-1313900-6,"369-Wapda Town, Lahore",Wapda Town,Lahore,Punjab,Commercial,7.0,44749643.0
PROP-002230,Waqas Kayani,49757-7179454-1,"266-Hyderabad Area 4, Hyderabad",Hyderabad Area 4,Hyderabad,Sindh,Flat,11.0,19332654.0
PROP-002231,Bushra Khoso,39137-6069690-2,"344-Dera Ghazi Khan Area 4, Dera Ghazi Khan",Dera Ghazi Khan Area 4,Dera Ghazi Khan,Punjab,Flat,12.0,
PROP-002232,Farah Sheikh,34354-1610002-2,"474-Ghulam Muhammad Abad, Faisalabad",Ghulam Muhammad Abad,Faisalabad,Punjab,Agricultural Land,1017.0,266315688.0
PROP-002233,Rabia Aslam,43283-5234471-6,"220-Gulistan-e-Johar, Karachi",,Karachi,Sindh,Commercial,3.0,11791473.0
PROP-002234,Usman Cheema,38247-8539559-3,"486-Iqbal Town, Lahore",Iqbal Town,Lahore,Punjab,Commercial,5.0,44984870.0
PROP-002235,Nighat Laghari,39759-7876391-0,"38-Jinnah Colony, Faisalabad",Jinnah Colony,Faisalabad,Punjab,Agricultural Land,792.0,354497616.0
PROP-002236,Nighat Laghari,39759-7876391-0,"349-Peoples Colony, Faisalabad",Peoples Colony,Faisalabad,Punjab,Agricultural Land,596.0,249334812.0
PROP-002237,Nighat Laghari,39759-7876391-0,"267-Ghulam Muhammad Abad, Faisalabad",Ghulam Muhammad Abad,Faisalabad,Punjab,Flat,3.0,8677731.0
PROP-002238,Nighat Laghari,39759-7876391-0,"184-Madina Town, Faisalabad",Madina Town,Faisalabad,Punjab,Agricultural Land,532.0,158827004.0
PROP-002239,Bushra Sheikh,35893-5026833-6,"129-Ghulam Muhammad Abad, Faisalabad",Ghulam Muhammad Abad,Faisalabad,Punjab,House,20.0,32124780.0
PROP-002240,Nasreen Khan,31410-3324410-8,"284-Wapda Town, Lahore",Wapda Town,Lahore,Punjab,Plot,10.0,136248190.0
PROP-002241,Ehsan Khattak,53767-8983242-9,"251-Turbat Area 4, Turbat",Turbat Area 4,Turbat,Balochistan,Flat,3.0,4702644.0
PROP-002242,Ehsan Khattak,53767-8983242-9,"66-Turbat Area 1, Turbat",Turbat Area 1,Turbat,Balochistan,Commercial,14.0,50186797.0
PROP-002243,Ehsan Khattak,53767-8983242-9,"75-Turbat Area 1, Turbat",Turbat Area 1,Turbat,Balochistan,Agricultural Land,1981.0,388038280.0
PROP-002244,Noman Virk,42133-5881971-7,"214-Sukkur Area 3, Sukkur",Sukkur Area 3,Sukkur,Sindh,Commercial,20.0,49969556.0
PROP-002245,Rubina Soomro,38440-3663655-0,"197-Multan Area 2, Multan",Multan Area 2,Multan,Punjab,Agricultural Land,948.0,57667788.0
PROP-002246,,,"180-Multan Area 2, Multan",Multan Area 2,Multan,Punjab,Flat,11.0,12983982.0
PROP-002247,Waheed Awan,59242-6210166-9,"244-Sibi Area 3, Sibi",Sibi Area 3,Sibi,Balochistan,Flat,3.0,
PROP-002248,Waheed Awan,59242-6210166-9,"174-Sibi Area 5, Sibi",Sibi Area 5,Sibi,Balochistan,Flat,11.0,8763150.0
PROP-002249,Waheed Awan,59242-6210166-9,"75-Sibi Area 5, Sibi",Sibi Area 5,Sibi,Balochistan,Flat,10.0,6280300.0
PROP-002250,Waheed Awan,59242-6210166-9,"10-Sibi Area 5, Sibi",Sibi Area 5,Sibi,Balochistan,House,5.0,5126505.0
PROP-002251,Waheed Awan,59242-6210166-9,,Sibi Area 2,Sibi,Balochistan,Flat,11.0,5245856.0
PROP-002252,Yasmin Iqbal,42670-5873835-2,"219-Gulshan-e-Iqbal, Karachi",Gulshan-e-Iqbal,Karachi,Sindh,Plot,20.0,143535300.0
PROP-002253,Yasmin Iqbal,42670-5873835-2,"7-Bahria Town Karachi, Karachi",Bahria Town Karachi,Karachi,Sindh,House,10.0,97487630.0
PROP-002254,Bushra Memon,40831-8872690-4,,Jacobabad Area 5,Jacobabad,Sindh,House,3.0,1686486.0
PROP-002255,Bushra Memon,40831-8872690-4,"44-Jacobabad Area 5, Jacobabad",Jacobabad Area 5,Jacobabad,Sindh,House,14.0,22000356.0
PROP-002256,Sadia Niazi,17974-2624883-0,"163-Peshawar Area 1, Peshawar",Peshawar Area 1,Peshawar,KPK,Agricultural Land,1318.0,125057112.0
PROP-002257,Khaleed Qureshi,43745-3840880-7,"178-Shikarpur Area 1, Shikarpur",Shikarpur Area 1,Shikarpur,Sindh,House,7.0,3682525.0
PROP-002258,Khalid Qureshi,43745-3840880-7,"393-Shikarpur Area 4, Shikarpur",Shikarpur Area 4,Shikarpur,Sindh,Commercial,14.0,26060118.0
PROP-002259,Amna Hussain,44638-7172217-0,"42-Hyderabad Area 1, Hyderabad",Hyderabad Area 1,Hyderabad,Sindh,House,,3938424.0
PROP-002260,M. Soomro,16051-6555756-7,"193-Mingora Area 4, Mingora",Mingora Area 4,Mingora,KPK,Flat,5.0,6755610.0
PROP-002261,,33405-9448711-9,"279-Multan Area 1, Multan",Multan Area 1,Multan,Punjab,Agricultural Land,1435.0,280882595.0
PROP-002262,Naveed Baloch,33405-9448711-9,"315-Multan Area 2, Multan",,Multan,Punjab,Agricultural Land,500.0,146857000.0
PROP-002263,Naveed Baloch,33405-9448711-9,,Multan Area 4,Multan,Punjab,House,3.0,4559475.0
PROP-002264,Zubaida Shah,30689-5137749-2,"455-Gujrat Area 5, Gujrat",Gujrat Area 5,Gujrat,Punjab,Agricultural Land,340.0,60385700.0
PROP-002265,Zubaida Shah,30689-5137749-2,"131-Gujrat Area 3, Gujrat",Gujrat Area 3,Gujrat,Punjab,Plot,7.0,4183676.0
PROP-002266,Zubaida Shah,30689-5137749-2,"433-Gujrat Area 1, Gujrat",Gujrat Area 1,Gujrat,Punjab,Plot,5.0,5827930.0
PROP-002267,Zubaida Shah,,"136-Gujrat Area 5, Gujrat",Gujrat Area 5,Gujrat,Punjab,Agricultural Land,1103.0,300385505.0
PROP-002268,Iqbal Ahmed,72473-5894462-5,"482-Muzaffarabad Area 2, Muzaffarabad",Muzaffarabad Area 2,Muzaffarabad,AJK,Flat,7.0,
PROP-002269,Aisha Mengal,38832-0036356-4,"13-Cantt, Lahore",Cantt,Lahore,Punjab,House,7.0,92460578.0
PROP-002270,Aisha Mengal,38832-0036356-4,"365-Iqbal Town, Lahore",Iqbal Town,Lahore,Punjab,Commercial,10.0,121536400.0
PROP-002271,Uzma Baig,30348-6799434-2,"396-Township, Lahore",Township,Lahore,Punjab,Flat,4.0,40192325.0
PROP-002272,Uzma Baig,30348-6799434-2,"140-Johar Town, Lahore",Johar Town,Lahore,Punjab,House,20.0,71913844.0
PROP-002273,Uzma Baig,30348-6799434-2,"254-Cantt, Lahore",Cantt,Lahore,Punjab,Agricultural Land,1278.0,3731722938.0
PROP-002274,Ghulam Yousafzai,14280-7952417-1,"318-Mansehra Area 5, Mansehra",Mansehra Area 5,Mansehra,KPK,Flat,5.0,8953970.0
PROP-002275,Khadeejah Niazi,37171-8171900-0,"195-Sheikhupura Area 3, Sheikhupura",Sheikhupura Area 3,Sheikhupura,Punjab,House,14.0,25479860.0
PROP-002276,Khadeeja Niazi,37171-8171900-0,"101-Sheikhupura Area 5, Sheikhupura",Sheikhupura Area 5,Sheikhupura,Punjab,Flat,,11915064.0
PROP-002277,Khadeejah Niazi,37171-8171900-0,,Sheikhupura Area 4,Sheikhupura,Punjab,Flat,3.0,4339989.0
PROP-002278,Yasmin Randhawa,46553-8676845-0,"298-Gulistan-e-Johar, Karachi",Gulistan-e-Johar,Karachi,Sindh,House,5.0,46073965.0
PROP-002279,Yasmin Randhawa,46553-8676845-0,"157-Clifton, Karachi",Clifton,Karachi,Sindh,Plot,5.0,50162230.0
PROP-002280,Habib Iqbal,35687-9976938-9,"127-Gujrat Area 5, Gujrat",Gujrat Area 5,Gujrat,Punjab,Plot,10.0,4976880.0
PROP-002281,Habib Iqbal,35687-9976938-9,"115-Gujrat Area 4, Gujrat",Gujrat Area 4,Gujrat,Punjab,Commercial,5.0,2494805.0
PROP-002282,Habib Iqbal,35687-9976938-9,"292-Gujrat Area 2, Gujrat",Gujrat Area 2,Gujrat,Punjab,Agricultural Land,1395.0,443439810.0
PROP-002283,Habib Iqbal,35687-9976938-9,"49-Gujrat Area 4, Gujrat",Gujrat Area 4,Gujrat,Punjab,Plot,10.0,3907710.0
PROP-002284,,33174-4199133-0,"289-Satellite Town, Rawalpindi",Satellite Town,Rawalpindi,Punjab,House,20.0,158689260.0
PROP-002285,Noor Brohi,33174-4199133-0,"234-Committee Chowk, Rawalpindi",Committee Chowk,Rawalpindi,Punjab,House,7.0,36274497.0
PROP-002286,Noor Brohi,33174-4199133-0,"469-DHA Phase 2, Rawalpindi",DHA Phase 2,Rawalpindi,Punjab,Flat,3.0,21684624.0
PROP-002287,Zeeshan Bugti,35178-9797452-3,"130-Cantt, Lahore",Cantt,Lahore,Punjab,House,3.0,17595543.0
PROP-002288,Hina Gondal,49363-4249369-6,"95-Hyderabad Area 4, Hyderabad",Hyderabad Area 4,Hyderabad,Sindh,Plot,20.0,48113871.0
PROP-002289,Tahira Warraich,31059-8660370-6,"218-Gujranwala Area 1, Gujranwala",Gujranwala Area 1,Gujranwala,Punjab,House,5.0,4996835.0
PROP-002290,Mohd Raza,35574-7283570-9,"142-Jhelum Area 5, Jhelum",Jhelum Area 5,Jhelum,Punjab,Agricultural Land,561.0,122018061.0
PROP-002291,Muhammed Raza,35574-7283570-9,"399-Jhelum Area 4, Jhelum",Jhelum Area 4,Jhelum,Punjab,House,14.0,4690196.0
PROP-002292,Owais Mughal,46407-1941644-3,"242-Sukkur Area 5, Sukkur",Sukkur Area 5,Sukkur,Sindh,Plot,5.0,4876145.0
PROP-002293,Owais Mughal,46407-1941644-3,"198-Sukkur Area 4, Sukkur",Sukkur Area 4,Sukkur,Sindh,Agricultural Land,1458.0,95267178.0
PROP-002294,Noman Memon,48666-7727721-3,"106-Sukkur Area 5, Sukkur",Sukkur Area 5,Sukkur,Sindh,Plot,5.0,8598040.0
PROP-002295,Bano Rajput,31457-9193720-8,"345-Gujrat Area 5, Gujrat",Gujrat Area 5,Gujrat,Punjab,Agricultural Land,1713.0,602662521.0
PROP-002296,Bano Rajput,31457-9193720-8,"364-Gujrat Area 3, Gujrat",Gujrat Area 3,Gujrat,Punjab,Agricultural Land,1591.0,610479428.0
PROP-002297,Zaineb Chandio,45359-5012258-8,"392-Larkana Area 4, Larkana",Larkana Area 4,Larkana,Sindh,Commercial,5.0,3603860.0
PROP-002298,Atif Gondal,52612-3021964-7,"348-Quetta Area 5, Quetta",Quetta Area 5,Quetta,Balochistan,Plot,7.0,10207652.0
PROP-002299,Nadeea Bugti,77564-1148367-4,"421-Hunza Area 3, Hunza",Hunza Area 3,Hunza,GB,Flat,4.0,1406436.0
PROP-002300,Naadia Bugti,77564-1148367-4,"473-Hunza Area 2, Hunza",Hunza Area 2,Hunza,GB,Agricultural Land,210.0,44546250.0
PROP-002301,Rizwan Bugti,38048-9693835-9,"174-Rahim Yar Khan Area 4, Rahim Yar Khan",Rahim Yar Khan Area 4,Rahim Yar Khan,Punjab,Flat,3.0,5625582.0
