citizen_id,cnic,canonical_first,canonical_name,first_name,last_name,father_name,ntn,gender,province,city,wealth_class,declared_income,tax_paid,is_filer,is_anomaly,is_extreme,has_activity,category
CIT-001353,41214-4942835-9,Khalid,Khalid Khattak,Khalid,Khattak,Rizwan Mengal,,M,Sindh,Larkana,upper,7994631,114876,False,False,False,True,Medium
CIT-001354,15152-6724649-6,Naila,Naila Kayani,Naila,Kayani,Noman Hashmi,,F,KPK,Kohat,middle,1421894,1219,False,False,False,False,Positive
CIT-001355,68621-1397214-0,Samina,Samina Cheema,Samina,Cheema,Sohail Afridi,9551139,F,Islamabad,Islamabad,low,335371,0,True,False,False,True,Positive
CIT-001356,65021-0155876-5,Shahid,Shahid Durrani,Shahid,Durrani,Salman Shaikh,,M,Islamabad,Islamabad,high,15852455,31259,False,False,False,False,Positive
CIT-001357,12885-0670417-5,Talha,Talha Mughal,Talha,Mughal,Naveed Bugti,9491184,M,KPK,Dera Ismail Khan,low,582311,0,True,False,False,True,Positive
CIT-001358,40720-4050346-8,Nadia,Nadia Afridi,Nadia,Afridi,Kashif Cheema,,F,Sindh,Karachi,middle,1292756,1678,False,False,False,False,Positive
CIT-001359,41954-3925758-3,Bilal,Bilal Cheema,Bilal,Cheema,Talha Rajput,9415902,M,Sindh,Shikarpur,low,262104,0,True,False,False,True,Positive
CIT-001360,38733-0016228-7,Rizwan,Rizwan Malik,Rizwan,Malik,Usman Niazi,,M,Punjab,Lahore,middle,2022552,9308,False,False,False,False,Positive
CIT-001361,48917-2146930-5,Rafiq,Rafiq Brohi,Rafiq,Brohi,Iqbal Sheikh,,M,Sindh,Karachi,middle,3802606,38726,False,False,False,True,Medium
CIT-001362,46543-6404681-4,Zubaida,Zubaida Hashmi,Zubaida,Hashmi,Basit Mirza,,F,Sindh,Shikarpur,upper,5989082,23031,False,False,False,False,Positive
CIT-001363,43083-2408440-8,Lubna,Lubna Gill,Lubna,Gill,Atif Cheema,4160235,F,Sindh,Larkana,low,643007,975,True,False,False,True,Positive
CIT-001364,36521-0406192-3,Javed,Javed Kayani,Javed,Kayani,Tariq Mughal,,M,Punjab,Rawalpindi,low,512426,0,False,False,False,False,Positive
CIT-001365,32739-2329910-7,Farhan,Farhan Abbasi,Farhan,Abbasi,Asad Minhas,,M,Punjab,Dera Ghazi Khan,low,485384,0,False,False,False,False,Positive
CIT-001366,46635-5708844-2,Khadija,Khadija Kayani,Khadija,Kayani,Waheed Sheikh,,F,Sindh,Hyderabad,middle,2371469,2476,False,False,False,True,Medium
CIT-001367,31160-7897390-7,Sajid,Sajid Mirza,Sajid,Mirza,Irfan Mughal,1593440,M,Punjab,Bahawalpur,low,458301,0,True,False,False,True,Positive
CIT-001368,31786-6866331-8,Hina,Hina Niazi,Hina,Niazi,Zeeshan Qureshi,6995747,F,Punjab,Lahore,middle,1950341,122262,True,False,False,True,Positive
CIT-001369,12712-8333429-3,Tahir,Tahir Hussain,Tahir,Hussain,Tariq Shah,,M,KPK,Peshawar,middle,1982376,10318,False,False,False,False,Positive
CIT-001370,13930-3702867-7,Muhammad,Muhammad Durrani,Muhammad,Durrani,Tanveer Memon,4328164,M,KPK,Dera Ismail Khan,middle,1473086,55126,True,False,False,True,Positive
CIT-001371,49439-4000767-5,Noman,Noman Ahmed,Noman,Ahmed,Adnan Mirza,3084812,M,Sindh,Shikarpur,low,673320,1629,True,False,False,True,Positive
CIT-001372,37882-9323427-3,Nadeem,Nadeem Aslam,Nadeem,Aslam,Azhar Virk,0492774,M,Punjab,Jhelum,low,474433,0,True,False,False,True,Positive
CIT-001373,33126-3184437-3,Zahid,Zahid Gill,Zahid,Gill,Naveed Gondal,8534762,M,Punjab,Multan,low,398571,0,True,False,False,True,Positive
CIT-001374,36677-6704566-8,Sadia,Sadia Raza,Sadia,Raza,Shahid Cheema,7431859,F,Punjab,Rahim Yar Khan,middle,2114333,142309,True,False,False,True,Positive
CIT-001375,34822-2988446-0,Naila,Naila Gill,Naila,Gill,Owais Hashmi,,F,Punjab,Gujrat,low,381865,0,False,False,False,False,Positive
CIT-001376,32054-0756562-1,Asad,Asad Tahir,Asad,Tahir,Talha Malik,,M,Punjab,Dera Ghazi Khan,high,2324909,353,False,True,False,False,Medium
CIT-001377,45413-0976610-0,Yasmin,Yasmin Laghari,Yasmin,Laghari,Rizwan Shah,2879693,F,Sindh,Hyderabad,low,498634,0,True,False,False,True,Positive
CIT-001378,40198-4568181-3,Hussain,Hussain Laghari,Hussain,Laghari,Salman Qureshi,,M,Sindh,Larkana,high,38090110,220977,False,False,False,False,Positive
CIT-001379,31419-0216413-7,Zahid,Zahid Sheikh,Zahid,Sheikh,Shoaib Afridi,,M,Punjab,Gujranwala,low,576524,0,False,False,False,False,Positive
CIT-001380,51424-1646610-4,Amna,Amna Memon,Amna,Memon,Ahmad Baig,,F,Balochistan,Quetta,high,27294301,132213,False,False,False,False,Positive
CIT-001381,16469-6361254-3,Atif,Atif Gondal,Atif,Gondal,Amir Minhas,4691121,M,KPK,Peshawar,middle,2300477,158365,True,False,False,True,Positive
CIT-001382,44196-1292572-1,Farhan,Farhan Iqbal,Farhan,Iqbal,Hussain Ahmed,1210427,M,Sindh,Mirpur Khas,upper,839715,6573,True,True,False,True,Medium
CIT-001383,58149-9545412-0,Maryam,Maryam Bhatti,Maryam,Bhatti,Rashid Chandio,,F,Balochistan,Loralai,middle,2127888,12596,False,False,False,False,Positive
CIT-001384,31298-3757851-5,Farhan,Farhan Shah,Farhan,Shah,Mushtaq Mughal,,M,Punjab,Sheikhupura,high,27585542,405889,False,False,False,False,Positive
CIT-001385,32218-3088032-5,Farhan,Farhan Malik,Farhan,Malik,Mushtaq Virk,,M,Punjab,Lahore,low,337328,0,False,False,False,False,Positive
CIT-001386,18575-3819249-3,Waqas,Waqas Virk,Waqas,Virk,Usman Soomro,,M,KPK,Nowshera,high,19978404,330500,False,False,False,False,Positive
CIT-001387,38827-4046466-6,Riffat,Riffat Iqbal,Riffat,Iqbal,Qasim Tahir,,F,Punjab,Lahore,low,456250,0,False,False,False,False,Positive
CIT-001388,43254-7820469-0,Hina,Hina Chandio,Hina,Chandio,Shahid Niazi,5600510,F,Sindh,Khairpur,upper,4997340,749199,True,False,False,True,Positive
CIT-001389,31012-9225923-4,Bano,Bano Ali,Bano,Ali,Zubair Mengal,3160728,F,Punjab,Dera Ghazi Khan,high,12124,0,True,True,True,True,Negative
CIT-001390,69703-5668393-9,Zubair,Zubair Yousafzai,Zubair,Yousafzai,Usman Awan,,M,Islamabad,Islamabad,high,19743,0,False,True,True,True,Negative
CIT-001391,69496-5072903-0,Farzana,Farzana Afridi,Farzana,Afridi,Umair Tahir,,F,Islamabad,Islamabad,upper,5672716,71650,False,False,False,False,Positive
CIT-001392,65113-4376090-4,Qudsia,Qudsia Shaikh,Qudsia,Shaikh,Talha Khan,7534587,F,Islamabad,Islamabad,upper,675245,1618,True,True,False,True,Medium
CIT-001393,30802-4824527-8,Bano,Bano Khan,Bano,Khan,Liaquat Malik,3095683,F,Punjab,Multan,upper,7033379,1391572,True,False,False,True,Positive
CIT-001394,36670-5187316-1,Faisal,Faisal Khoso,Faisal,Khoso,Danish Ali,,M,Punjab,Sargodha,middle,1762330,1022,False,False,False,False,Positive
CIT-001395,47266-4889688-1,Yasir,Yasir Yousafzai,Yasir,Yousafzai,Ali Shah,,M,Sindh,Hyderabad,middle,2082850,9680,False,False,False,True,Medium
CIT-001396,10390-5925276-9,Waqas,Waqas Durrani,Waqas,Durrani,Noman Mengal,,M,KPK,Peshawar,high,180513,0,False,True,True,True,Negative
CIT-001397,38627-6795774-5,Babar,Babar Hussain,Babar,Hussain,Umar Mirza,8925990,M,Punjab,Sheikhupura,high,28037091,7730722,True,False,False,True,Positive
CIT-001398,38717-5855642-6,Iram,Iram Durrani,Iram,Durrani,Liaquat Mirza,4884253,F,Punjab,Sheikhupura,middle,995158,10393,True,False,False,True,Positive
CIT-001399,31544-8464065-9,Naveed,Naveed Sheikh,Naveed,Sheikh,Noman Afridi,,M,Punjab,Lahore,high,37945,0,False,True,True,False,Negative
CIT-001400,34907-4831684-3,Tariq,Tariq Afridi,Tariq,Afridi,Mushtaq Chandio,,M,Punjab,Gujranwala,upper,4526545,52919,False,False,False,False,Positive
CIT-001401,19992-3489099-1,Rashid,Rashid Yousafzai,Rashid,Yousafzai,Owais Mengal,,M,KPK,Mingora,middle,1723850,3299,False,False,False,True,Medium
CIT-001402,33649-2723364-6,Tahira,Tahira Butt,Tahira,Butt,Umair Mughal,,F,Punjab,Rawalpindi,low,347825,0,False,False,False,False,Positive
CIT-001403,60447-1661335-8,Ayesha,Ayesha Bhatti,Ayesha,Bhatti,Yasir Jamali,,F,Islamabad,Islamabad,high,2042471,8841,False,True,False,True,Medium
CIT-001404,34460-6748219-9,Shoaib,Shoaib Ahmed,Shoaib,Ahmed,Sohail Mirza,,M,Punjab,Dera Ghazi Khan,high,3887477,16061,False,True,False,False,Medium
CIT-001405,34762-2195011-7,Irfan,Irfan Raza,Irfan,Raza,Amir Mengal,8416306,M,Punjab,Jhelum,middle,2594556,178818,True,False,False,True,Positive
CIT-001406,34051-7785194-3,Talha,Talha Bhatti,Talha,Bhatti,Kashif Malik,,M,Punjab,Bahawalpur,low,468987,0,False,False,False,False,Positive
CIT-001407,40666-9616539-0,Madiha,Madiha Iqbal,Madiha,Iqbal,Pervaiz Soomro,5599295,F,Sindh,Jacobabad,low,781977,5219,True,False,False,True,Positive
CIT-001408,38703-9966229-5,Usman,Usman Raza,Usman,Raza,Danish Junejo,,M,Punjab,Lahore,upper,6273659,60580,False,False,False,False,Positive
CIT-001409,34435-7028784-2,Bushra,Bushra Abbasi,Bushra,Abbasi,Rashid Mirza,,F,Punjab,Rahim Yar Khan,middle,1626875,535,False,False,False,False,Positive
CIT-001410,31461-8637561-9,Amir,Amir Niazi,Amir,Niazi,Hassan Rajput,,M,Punjab,Lahore,middle,1497453,3963,False,False,False,False,Positive
CIT-001411,59454-4590247-2,Komal,Komal Awan,Komal,Awan,Faisal Khoso,,F,Balochistan,Sibi,middle,1643858,6943,False,False,False,False,Positive
CIT-001412,30512-2708517-4,Nadia,Nadia Bugti,Nadia,Bugti,Tahir Raza,,F,Punjab,Lahore,low,445036,0,False,False,False,True,Medium
CIT-001413,73830-2200875-4,Shazia,Shazia Hashmi,Shazia,Hashmi,Naveed Jatoi,9020060,F,AJK,Muzaffarabad,middle,1894418,112288,True,False,False,True,Positive
CIT-001414,49890-9779922-9,Kamran,Kamran Mughal,Kamran,Mughal,Mushtaq Khattak,,M,Sindh,Larkana,middle,1888832,5530,False,False,False,False,Positive
CIT-001415,10758-9178000-9,Qasim,Qasim Khattak,Qasim,Khattak,Arif Awan,,M,KPK,Mansehra,middle,1801646,2575,False,False,False,False,Positive
CIT-001416,33788-0870793-1,Tahir,Tahir Shaikh,Tahir,Shaikh,Faisal Mirza,9753989,M,Punjab,Multan,upper,6840364,1491795,True,False,False,True,Positive
CIT-001417,41887-9444039-5,Talha,Talha Memon,Talha,Memon,Sohail Jamali,3813873,M,Sindh,Karachi,middle,2572763,192668,True,False,False,True,Positive
CIT-001418,18717-1158009-0,Rabia,Rabia Niazi,Rabia,Niazi,Waseem Baig,,F,KPK,Dera Ismail Khan,high,36563565,703601,False,False,False,False,Positive
CIT-001419,17398-2702976-4,Khadija,Khadija Durrani,Khadija,Durrani,Arif Bugti,,F,KPK,Mardan,upper,3843141,37504,False,False,False,False,Positive
CIT-001420,48266-9842690-3,Zahid,Zahid Shah,Zahid,Shah,Hassan Niazi,,M,Sindh,Larkana,high,50957,0,False,True,True,True,Negative
CIT-001421,30605-9234627-7,Junaid,Junaid Virk,Junaid,Virk,Daniyal Brohi,6314007,M,Punjab,Rawalpindi,middle,836616,6336,True,False,False,True,Positive
CIT-001422,35089-5123416-6,Lubna,Lubna Randhawa,Lubna,Randhawa,Tariq Minhas,4107717,F,Punjab,Lahore,middle,2382339,140607,True,False,False,True,Positive
CIT-001423,37119-7651949-0,Noor,Noor Gill,Noor,Gill,Ahmad Chandio,1605886,F,Punjab,Jhelum,upper,3981648,568766,True,False,False,True,Positive
CIT-001424,41770-2005038-1,Kamran,Kamran Virk,Kamran,Virk,Azhar Jamali,8106742,M,Sindh,Jacobabad,upper,5608761,1091058,True,False,False,True,Positive
CIT-001425,33874-4948389-2,Madiha,Madiha Tahir,Madiha,Tahir,Shahid Sheikh,7285110,F,Punjab,Gujranwala,high,4281727,539253,True,True,False,True,Medium
CIT-001426,33265-9889840-8,Maheen,Maheen Soomro,Maheen,Soomro,Hassan Ahmed,2100035,F,Punjab,Gujranwala,upper,3494413,428022,True,False,False,True,Positive
CIT-001427,32073-6476868-7,Iqbal,Iqbal Kayani,Iqbal,Kayani,Usman Khan,,M,Punjab,Dera Ghazi Khan,low,588188,0,False,False,False,False,Positive
CIT-001428,39697-8041651-7,Pervaiz,Pervaiz Baloch,Pervaiz,Baloch,Pervaiz Jatoi,,M,Punjab,Bahawalpur,middle,2260381,6246,False,False,False,True,Medium
CIT-001429,35993-4950240-3,Umair,Umair Sheikh,Umair,Sheikh,Hussain Jatoi,,M,Punjab,Dera Ghazi Khan,middle,1514119,2953,False,False,False,False,Positive
CIT-001430,31508-8132085-7,Babar,Babar Mughal,Babar,Mughal,Ahmad Gondal,3719668,M,Punjab,Gujranwala,middle,827351,6503,True,False,False,True,Positive
CIT-001431,41990-2997335-3,Amir,Amir Hashmi,Amir,Hashmi,Kamran Iqbal,4717585,M,Sindh,Karachi,low,424425,0,True,False,False,True,Positive
CIT-001432,31209-3184188-3,Hassan,Hassan Warraich,Hassan,Warraich,Rizwan Mughal,2065858,M,Punjab,Sialkot,middle,2024510,121951,True,False,False,True,Positive
CIT-001433,33603-7399295-1,Irfan,Irfan Bhatti,Irfan,Bhatti,Rashid Afridi,,M,Punjab,Rawalpindi,middle,1155015,1073,False,False,False,True,Medium
CIT-001434,76587-2601282-2,Samina,Samina Brohi,Samina,Brohi,Shahid Yousafzai,7150107,F,GB,Hunza,middle,1901788,103499,True,False,False,True,Positive
CIT-001435,42899-4304101-4,Fatima,Fatima Jamali,Fatima,Jamali,Usman Aslam,,F,Sindh,Larkana,middle,1791752,4394,False,False,False,False,Positive
CIT-001436,35879-1185069-9,Amir,Amir Bugti,Amir,Bugti,Farhan Qureshi,0635910,M,Punjab,Multan,low,594901,0,True,False,False,True,Positive
CIT-001437,39656-8550383-8,Saima,Saima Baloch,Saima,Baloch,Sohail Khoso,,F,Punjab,Sheikhupura,middle,1865746,5721,False,False,False,False,Positive
CIT-001438,36350-5041616-6,Bushra,Bushra Awan,Bushra,Awan,Basit Brohi,2002505,F,Punjab,Bahawalpur,high,20537764,6077235,True,False,False,True,Positive
CIT-001439,10898-5147594-2,Asma,Asma Soomro,Asma,Soomro,Noman Junejo,,F,KPK,Mansehra,middle,2577341,3427,False,False,False,True,Medium
CIT-001440,44096-5636570-3,Shoaib,Shoaib Minhas,Shoaib,Minhas,Shoaib Sethi,9778417,M,Sindh,Larkana,middle,1716398,71745,True,False,False,True,Positive
CIT-001441,14906-4721986-7,Pervaiz,Pervaiz Niazi,Pervaiz,Niazi,Faisal Tahir,,M,KPK,Kohat,high,27275658,237226,False,False,False,False,Positive
CIT-001442,31283-8440309-9,Ehsan,Ehsan Bugti,Ehsan,Bugti,Tariq Brohi,,M,Punjab,Gujrat,low,377899,0,False,False,False,False,Positive
CIT-001443,31565-3463381-4,Shazia,Shazia Khattak,Shazia,Khattak,Qasim Abbasi,1691946,F,Punjab,Lahore,high,3138987,298926,True,True,False,True,Medium
CIT-001444,35492-4522125-9,Tahir,Tahir Iqbal,Tahir,Iqbal,Mansoor Raza,,M,Punjab,Sheikhupura,high,1635765,2773,False,True,False,True,Medium
CIT-001445,30332-5534978-8,Farah,Farah Afridi,Farah,Afridi,Tanveer Hussain,,F,Punjab,Sialkot,low,474720,0,False,False,False,False,Positive
CIT-001446,34238-5427580-9,Hussain,Hussain Chaudhry,Hussain,Chaudhry,Asad Afridi,,M,Punjab,Sheikhupura,low,835575,254,False,False,False,False,Positive
CIT-001447,40888-1742768-0,Rubina,Rubina Ali,Rubina,Ali,Khalid Malik,8165586,F,Sindh,Hyderabad,upper,3975653,508395,True,False,False,True,Positive
CIT-001448,13738-0466498-7,Adnan,Adnan Khattak,Adnan,Khattak,Shahid Durrani,,M,KPK,Peshawar,low,308136,0,False,False,False,False,Positive
CIT-001449,49992-3536396-5,Tanveer,Tanveer Siddiqui,Tanveer,Siddiqui,Nadeem Chaudhry,,M,Sindh,Hyderabad,low,777403,129,False,False,False,True,Medium
CIT-001450,31353-7995436-8,Hina,Hina Khattak,Hina,Khattak,Faisal Khan,,F,Punjab,Sargodha,middle,1690441,2727,False,False,False,False,Positive
CIT-001451,37812-8092292-3,Zahid,Zahid Awan,Zahid,Awan,Umair Khoso,7272795,M,Punjab,Rawalpindi,middle,1472652,49008,True,False,False,True,Positive
CIT-001452,32844-2632618-8,Zubaida,Zubaida Randhawa,Zubaida,Randhawa,Pervaiz Malik,1746780,F,Punjab,Sheikhupura,low,683058,2247,True,False,False,True,Positive
CIT-001453,41506-1113369-0,Nasreen,Nasreen Jatoi,Nasreen,Jatoi,Azhar Laghari,,F,Sindh,Sukkur,high,22931267,550033,False,False,False,False,Positive
CIT-001454,35078-7263396-2,Sadia,Sadia Mengal,Sadia,Mengal,Atif Junejo,2740746,F,Punjab,Lahore,low,864725,7450,True,False,False,True,Positive
CIT-001455,39579-8672681-2,Madiha,Madiha Mirza,Madiha,Mirza,Qasim Tahir,,F,Punjab,Gujrat,low,612768,3,False,False,False,False,Positive
CIT-001456,37952-4900846-1,Faisal,Faisal Baig,Faisal,Baig,Tahir Baig,,M,Punjab,Sheikhupura,middle,1554903,5345,False,False,False,False,Positive
CIT-001457,33194-5244678-3,Liaquat,Liaquat Butt,Liaquat,Butt,Ehsan Afridi,4619154,M,Punjab,Sargodha,middle,3438307,449396,True,False,False,True,Positive
CIT-001458,11656-9947553-3,Rashid,Rashid Shaikh,Rashid,Shaikh,Atif Shaikh,,M,KPK,Mingora,middle,1500911,92,False,False,False,False,Positive
CIT-001459,58574-0671294-2,Bushra,Bushra Hashmi,Bushra,Hashmi,Talha Yousafzai,6833087,F,Balochistan,Quetta,low,624678,648,True,False,False,True,Positive
CIT-001460,17153-6588678-1,Kashif,Kashif Ahmed,Kashif,Ahmed,Tariq Ahmed,,M,KPK,Mingora,upper,6563653,47221,False,False,False,True,Medium
CIT-001461,67324-8927458-3,Zafar,Zafar Iqbal,Zafar,Iqbal,Danish Jatoi,,M,Islamabad,Islamabad,middle,2659955,20672,False,False,False,True,Medium
CIT-001462,46307-3672480-5,Azhar,Azhar Laghari,Azhar,Laghari,Salman Warraich,,M,Sindh,Jacobabad,middle,2875539,4610,False,False,False,True,Medium
CIT-001463,13697-6122299-2,Rabia,Rabia Virk,Rabia,Virk,Daniyal Shaikh,6849643,F,KPK,Mardan,upper,6057885,1097445,True,False,False,True,Positive
CIT-001464,49790-5494528-5,Rizwan,Rizwan Hussain,Rizwan,Hussain,Zahid Cheema,0444300,M,Sindh,Karachi,middle,1435856,50504,True,False,False,True,Positive
CIT-001465,30163-3338883-7,Nadeem,Nadeem Jamali,Nadeem,Jamali,Muhammad Hussain,5490005,M,Punjab,Gujrat,upper,6887796,1500665,True,False,False,True,Positive
CIT-001466,47847-1768889-5,Javed,Javed Malik,Javed,Malik,Khalid Jatoi,4873781,M,Sindh,Jacobabad,low,408011,0,True,False,False,True,Positive
CIT-001467,40561-8480330-7,Zafar,Zafar Chandio,Zafar,Chandio,Rizwan Qureshi,,M,Sindh,Khairpur,upper,10976709,123808,False,False,False,True,Medium
CIT-001468,34259-4093046-0,Tanzeela,Tanzeela Yousafzai,Tanzeela,Yousafzai,Sajid Memon,8506457,F,Punjab,Lahore,upper,6250866,1058458,True,False,False,True,Positive
CIT-001469,36975-4199160-1,Liaquat,Liaquat Baloch,Liaquat,Baloch,Ghulam Rajput,8285319,M,Punjab,Bahawalpur,middle,1613152,65450,True,False,False,True,Positive
CIT-001470,16034-7925912-7,Fahad,Fahad Chaudhry,Fahad,Chaudhry,Mushtaq Sethi,,M,KPK,Swabi,low,528484,0,False,False,False,False,Positive
CIT-001471,10266-7635645-3,Mushtaq,Mushtaq Khattak,Mushtaq,Khattak,Faisal Tahir,,M,KPK,Swabi,low,333776,0,False,False,False,True,Medium
CIT-001472,30953-7227653-9,Javed,Javed Chandio,Javed,Chandio,Daniyal Ahmed,,M,Punjab,Sialkot,upper,4482923,46878,False,False,False,False,Positive
CIT-001473,35059-9049092-1,Asad,Asad Afridi,Asad,Afridi,Adnan Brohi,,M,Punjab,Bahawalpur,middle,2580313,14591,False,False,False,False,Positive
CIT-001474,31084-5077319-0,Wardah,Wardah Memon,Wardah,Memon,Rizwan Shaikh,4693420,F,Punjab,Lahore,low,410567,0,True,False,False,True,Positive
CIT-001475,33547-6664296-8,Sana,Sana Hussain,Sana,Hussain,Tanveer Yousafzai,5290501,F,Punjab,Faisalabad,high,20087801,5747768,True,False,False,True,Positive
CIT-001476,19470-3364167-5,Mansoor,Mansoor Chaudhry,Mansoor,Chaudhry,Imran Yousafzai,,M,KPK,Mingora,low,587340,0,False,False,False,False,Positive
CIT-001477,18467-6392589-3,Waqas,Waqas Tahir,Waqas,Tahir,Waqas Cheema,,M,KPK,Peshawar,high,31419,0,False,True,True,False,Negative
CIT-001478,38819-2221757-6,Uzma,Uzma Baloch,Uzma,Baloch,Waqas Tahir,3454830,F,Punjab,Sahiwal,upper,8563172,2222706,True,False,False,True,Positive
CIT-001479,41808-5517575-6,Aisha,Aisha Aslam,Aisha,Aslam,Hassan Khoso,7635420,F,Sindh,Shikarpur,low,620356,498,True,False,False,True,Positive
CIT-001480,32704-4803864-1,Imran,Imran Chaudhry,Imran,Chaudhry,Zafar Kayani,,M,Punjab,Gujranwala,upper,1756315,7125,False,True,False,False,Medium
CIT-001481,18564-7099545-4,Yasmin,Yasmin Kayani,Yasmin,Kayani,Yasir Abbasi,5701172,F,KPK,Nowshera,upper,722821,3107,True,True,False,True,Medium
CIT-001482,46738-3133915-2,Shazia,Shazia Qureshi,Shazia,Qureshi,Atif Kayani,8671571,F,Sindh,Nawabshah,upper,3916570,564596,True,False,False,True,Positive
CIT-001483,37253-0381760-2,Khadija,Khadija Junejo,Khadija,Junejo,Irfan Chandio,,F,Punjab,Sargodha,high,43145844,778129,False,False,False,True,Medium
CIT-001484,37104-1033979-4,Aneela,Aneela Gondal,Aneela,Gondal,Basit Bugti,,F,Punjab,Gujrat,middle,1633921,4587,False,False,False,True,Medium
CIT-001485,38753-0080051-2,Bushra,Bushra Warraich,Bushra,Warraich,Muhammad Soomro,7406962,F,Punjab,Lahore,middle,1669521,63204,True,False,False,True,Positive
CIT-001486,14779-8259705-8,Zainab,Zainab Qureshi,Zainab,Qureshi,Tariq Siddiqui,5227954,F,KPK,Peshawar,low,744763,3407,True,False,False,True,Positive
CIT-001487,65905-7210981-2,Farah,Farah Soomro,Farah,Soomro,Waqas Sheikh,,F,Islamabad,Islamabad,high,32493985,391212,False,False,False,True,Medium
CIT-001488,30547-3784350-1,Zubair,Zubair Iqbal,Zubair,Iqbal,Ghulam Butt,1402314,M,Punjab,Lahore,middle,2063808,127072,True,False,False,True,Positive
CIT-001489,19080-6870361-9,Ahmad,Ahmad Raza,Ahmad,Raza,Zahid Iqbal,,M,KPK,Peshawar,middle,3446252,3156,False,False,False,False,Positive
CIT-001490,62607-8041407-5,Saeed,Saeed Shah,Saeed,Shah,Muhammad Kayani,5482682,M,Islamabad,Islamabad,upper,936007,8580,True,True,False,True,Medium
CIT-001491,63038-2940868-5,Sohail,Sohail Khattak,Sohail,Khattak,Babar Butt,,M,Islamabad,Islamabad,low,660476,30,False,False,False,True,Medium
CIT-001492,43625-6425236-9,Rizwan,Rizwan Khan,Rizwan,Khan,Qasim Mengal,,M,Sindh,Sukkur,high,27974404,296788,False,False,False,True,Medium
CIT-001493,30511-3303562-4,Aneela,Aneela Gondal,Aneela,Gondal,Ali Khan,,F,Punjab,Lahore,low,541957,0,False,False,False,False,Positive
CIT-001494,42101-6511091-8,Maheen,Maheen Abbasi,Maheen,Abbasi,Qasim Minhas,4058709,F,Sindh,Jacobabad,middle,2847175,273901,True,False,False,True,Positive
CIT-001495,33048-6669621-9,Fahad,Fahad Mengal,Fahad,Mengal,Rafiq Gill,7686711,M,Punjab,Dera Ghazi Khan,high,3816025,500033,True,True,False,True,Medium
CIT-001496,37323-2277771-8,Hina,Hina Raza,Hina,Raza,Usman Abbasi,,F,Punjab,Jhelum,high,32319631,919211,False,False,False,False,Positive
CIT-001497,30689-7349491-6,Lubna,Lubna Soomro,Lubna,Soomro,Ahmad Malik,,F,Punjab,Rawalpindi,upper,1396378,834,False,True,False,True,Medium
CIT-001498,36176-4110247-1,Adnan,Adnan Tahir,Adnan,Tahir,Mansoor Malik,3926174,M,Punjab,Sahiwal,low,448147,0,True,False,False,True,Positive
CIT-001499,33602-9635554-9,Zahid,Zahid Shah,Zahid,Shah,Rashid Bugti,6461798,M,Punjab,Lahore,low,388715,0,True,False,False,True,Positive
CIT-001500,41083-3789348-6,Sadia,Sadia Afridi,Sadia,Afridi,Amir Iqbal,5906699,F,Sindh,Jacobabad,low,365463,0,True,False,False,True,Positive
CIT-001501,35140-5671261-5,Amir,Amir Khan,Amir,Khan,Rafiq Chandio,,M,Punjab,Dera Ghazi Khan,low,277189,0,False,False,False,False,Positive
CIT-001502,49858-0352690-4,Iram,Iram Brohi,Iram,Brohi,Waqas Kayani,,F,Sindh,Mirpur Khas,high,38952,0,False,True,True,False,Negative
CIT-001503,52144-7568567-5,Hussain,Hussain Soomro,Hussain,Soomro,Iqbal Khoso,,M,Balochistan,Sibi,low,926552,352,False,False,False,True,Medium
CIT-001504,32859-1357453-0,Nasreen,Nasreen Rajput,Nasreen,Rajput,Saeed Randhawa,,F,Punjab,Bahawalpur,high,154341,0,False,True,True,False,Negative
CIT-001505,16514-1412271-8,Komal,Komal Memon,Komal,Memon,Tahir Baloch,,F,KPK,Mingora,low,359116,0,False,False,False,True,Medium
CIT-001506,33045-8155360-7,Mansoor,Mansoor Warraich,Mansoor,Warraich,Umar Raza,,M,Punjab,Sahiwal,low,467889,0,False,False,False,False,Positive
CIT-001507,34226-4509522-3,Adnan,Adnan Siddiqui,Adnan,Siddiqui,Nadeem Mirza,7871119,M,Punjab,Lahore,low,460155,0,True,False,False,True,Positive
CIT-001508,34472-3183398-7,Usman,Usman Bhatti,Usman,Bhatti,Junaid Baig,0035542,M,Punjab,Rahim Yar Khan,upper,6579650,1488596,True,False,False,True,Positive
CIT-001509,42647-8490506-4,Samina,Samina Ali,Samina,Ali,Danish Sheikh,,F,Sindh,Karachi,upper,7663591,88337,False,False,False,False,Positive
CIT-001510,45744-2398474-2,Nasreen,Nasreen Randhawa,Nasreen,Randhawa,Sohail Siddiqui,,F,Sindh,Mirpur Khas,low,647261,70,False,False,False,True,Medium
CIT-001511,39302-7672564-7,Rizwan,Rizwan Khoso,Rizwan,Khoso,Ehsan Minhas,,M,Punjab,Faisalabad,middle,1511139,3341,False,False,False,True,Medium
CIT-001512,39416-6871032-8,Ghazala,Ghazala Bhatti,Ghazala,Bhatti,Naveed Raza,,F,Punjab,Gujrat,low,475550,0,False,False,False,True,Medium
CIT-001513,30250-7740539-7,Salman,Salman Shah,Salman,Shah,Waseem Khattak,,M,Punjab,Lahore,high,31973,0,False,True,True,False,Negative
CIT-001514,44515-2626362-0,Ayesha,Ayesha Chandio,Ayesha,Chandio,Khalid Hussain,,F,Sindh,Karachi,upper,6530826,130313,False,False,False,False,Positive
