record_id,owner_name,cnic,registration_number,vehicle_type,vehicle_make,vehicle_model,vehicle_year,market_value,province
VEH-003117,Riffat Laghari,19998-0513737-2,B-2571,Car,Honda,City,2024.0,5093917.0,KPK
VEH-003118,Riffat Laghari,19998-0513737-2,MRD-9262,Car,Suzuki,Cultus,2023.0,2725719.0,KPK
VEH-003119,Tahir Soomro,38904-6622993-5,SLK-6161,SUV,KIA,Sportage,2022.0,10113224.0,Punjab
VEH-003120,Maheen Gondal,19889-0082472-0,B-385,Car,Suzuki,Swift,2018.0,3451472.0,KPK
VEH-003121,Aisha Ahmed,35999-8104765-2,GRW-1964,Car,Suzuki,Alto,2021.0,2608386.0,Punjab
VEH-003122,Aisha Ahmed,35999-8104765-2,LEC-5606,Car,Toyota,Corolla,2015.0,7328025.0,Punjab
VEH-003123,Tanzeela Chaudhry,,TBT-9407,Car,Suzuki,Cultus,2019.0,2723958.0,Balochistan
VEH-003124,Naveed Niazi,60156-5693264-9,ISB-1712,Car,Honda,City,2015.0,5117248.0,Islamabad
VEH-003125,Rizwan Ali,14911-6545141-5,MRD-5810,Car,Toyota,Corolla,2021.0,5139451.0,KPK
VEH-003126,Rizwan Ali,14911-6545141-5,MRD-4431,Car,Toyota,Corolla,2016.0,5987607.0,KPK
VEH-003127,Sayeed Durrani,30260-0010122-7,LED-1966,SUV,Hyundai,Tucson,2021.0,,Punjab
VEH-003128,Sayeed Durrani,30260-0010122-7,LEC-9110,Car,BMW,3 Series,2024.0,21725586.0,Punjab
VEH-003129,Khadeejah Butt,34965-5554836-0,SRG-5586,SUV,Hyundai,Tucson,2020.0,9345229.0,Punjab
VEH-003130,Khadija Butt,34965-5554836-0,LEC-1352,Car,Honda,City,2023.0,4837091.0,Punjab
VEH-003131,Faisal Junejo,36024-3313485-5,RIR-1273,Car,Toyota,Corolla,2016.0,,Punjab
VEH-003132,Faisal Junejo,36024-3313485-5,RIA-6735,Car,Toyota,Corolla,2016.0,6633399.0,Punjab
VEH-003133,Hina Sheikh,49173-5411027-2,HYD-65,Car,Suzuki,WagonR,2015.0,2911647.0,Sindh
VEH-003134,Durr-e-Shahwar Bugti,46013-4202293-4,AKD-8225,Car,Suzuki,Cultus,,3465593.0,Sindh
VEH-003135,Durr-e-Shahwar Bugti,,AGR-1350,SUV,Hyundai,Tucson,2019.0,10530500.0,Sindh
VEH-003136,Khadija Kayani,41367-1227370-2,AGR-2620,Car,Suzuki,Cultus,2025.0,2596902.0,Sindh
VEH-003137,Iram Hussain,35766-8510491-0,GRW-6759,Car,Toyota,Corolla,2019.0,4641719.0,Punjab
VEH-003138,Iram Hussain,35766-8510491-0,FSD-791,Car,KIA,Picanto,,3008844.0,Punjab
VEH-003139,Irfan Khoso,41580-5229045-5,SKP-8449,Car,Honda,Civic,2023.0,5906868.0,Sindh
VEH-003140,Umar Ahmed,47076-2982934-5,HYD-8250,SUV,Toyota,Fortuner,2015.0,13280595.0,Sindh
VEH-003141,,36383-4373067-8,RIR-7420,Car,Suzuki,Cultus,2023.0,3462798.0,Punjab
VEH-003142,Ghazala Awan,,GRW-7326,Car,Honda,Civic,2022.0,5627998.0,Punjab
VEH-003143,Durr-e-Shahwar Jatoi,40938-9582383-4,HYD-1876,Car,Suzuki,Cultus,2022.0,2716534.0,Sindh
VEH-003144,Basit Gill,45084-2862337-9,AKD-491,Car,Hyundai,Elantra,2024.0,6557528.0,Sindh
VEH-003145,Basit Gill,45084-2862337-9,HYD-9362,Car,BMW,3 Series,2022.0,26362539.0,Sindh
VEH-003146,Basit Gill,45084-2862337-9,AKD-4002,SUV,Toyota,Fortuner,2025.0,14635061.0,Sindh
VEH-003147,Basit Gill,45084-2862337-9,AKD-70,Car,Toyota,Corolla,2016.0,5490406.0,Sindh
VEH-003148,Rafiq Raza,48583-4804432-9,AGR-3755,Car,Honda,City,2019.0,4321709.0,Sindh
VEH-003149,Rafiq Raza,48583-4804432-9,KHI-4979,Car,Suzuki,Cultus,2022.0,3088471.0,Sindh
VEH-003150,Rafiq Raza,48583-4804432-9,SKP-4543,Car,Suzuki,WagonR,2016.0,2629236.0,Sindh
VEH-003151,Hussain Bhatti,53644-6158399-9,QB-3694,Car,Toyota,Yaris,2018.0,4205000.0,Balochistan
VEH-003152,Hussain Bhatti,53644-6158399-9,QB-1790,Car,Honda,City,2015.0,4423430.0,Balochistan
VEH-003153,Husain Bhatti,53644-6158399-9,QTA-1078,Car,Honda,City,2022.0,4293411.0,Balochistan
VEH-003154,Zafar Awan,38675-4994913-5,MLT-6323,Car,Toyota,Corolla,2015.0,6617358.0,Punjab
VEH-003155,Samina Mengal,67499-8343533-8,ICT-1521,SUV,KIA,Sportage,2015.0,8417554.0,Islamabad
VEH-003156,Mushtaq Jamali,58214-3013545-5,QB-9538,Car,BMW,3 Series,2019.0,25098230.0,Balochistan
VEH-003157,Mushtaq Jamali,58214-3013545-5,QTA-2833,SUV,Toyota,Land Cruiser,2025.0,40612646.0,Balochistan
VEH-003158,Tahira Ahmed,43872-6970558-8,SKP-7284,SUV,KIA,Sportage,2021.0,7677042.0,Sindh
VEH-003159,Aneela Brohi,49421-3504338-2,AKD-6605,Car,Suzuki,WagonR,2021.0,2375488.0,Sindh
VEH-003160,,55976-6297367-5,QB-6811,Car,Suzuki,WagonR,2018.0,2885431.0,Balochistan
VEH-003161,Zeeshan Sheikh,13648-9729074-5,A-1162,Car,Suzuki,Alto,2016.0,,KPK
VEH-003162,Zeeshan Sheikh,13648-9729074-5,MRD-7806,SUV,Hyundai,Tucson,2021.0,10310492.0,KPK
VEH-003163,Ghulam Jatoi,35464-1281698-7,GRW-2606,Car,Honda,Civic,2023.0,,Punjab
VEH-003164,,35464-1281698-7,SLK-3134,Car,Suzuki,WagonR,2015.0,2505783.0,Punjab
VEH-003165,Waqas Iqbal,16288-7882257-7,A-7658,Car,Honda,City,2017.0,4990302.0,KPK
VEH-003166,Adnan Memon,16834-9964319-3,MRD-2269,Motorcycle,Honda,CD-70,2020.0,113921.0,KPK
VEH-003167,Kamran Ali,34166-5529257-7,LEC-3689,Car,Toyota,Corolla,2021.0,4562962.0,Punjab
VEH-003168,,35980-5799165-3,SRG-6794,Car,Audi,A4,2018.0,16318754.0,Punjab
VEH-003169,Fatimah Malik,40692-9780343-2,HYD-9864,Car,Toyota,Corolla,2021.0,5464321.0,Sindh
VEH-003170,Fateema Malik,40692-9780343-2,SKP-2096,SUV,KIA,Sportage,2017.0,8367307.0,Sindh
VEH-003171,Zubaida Chandio,38125-9172157-6,GRW-8892,Car,Honda,City,2019.0,4875768.0,Punjab
VEH-003172,Rabia Hashmi,32519-9852378-0,GRW-7559,Car,Suzuki,Alto,2016.0,2387326.0,Punjab
VEH-003173,Rabia Hashmi,32519-9852378-0,RIR-1271,Car,Honda,City,2016.0,4311520.0,Punjab
VEH-003174,Rabia Hashmi,32519-9852378-0,FSD-212,Car,Audi,A4,2023.0,24656070.0,Punjab
VEH-003175,Danish Shah,48099-5389283-7,AGR-2825,Car,Mercedes,C-Class,2023.0,,Sindh
VEH-003176,Danish Shah,48099-5389283-7,AKD-6818,Car,Suzuki,WagonR,2022.0,2529617.0,Sindh
VEH-003177,Danish Shah,48099-5389283-7,AKD-4618,Car,BMW,3 Series,2023.0,18124693.0,Sindh
VEH-003178,Rizwan Jamali,53905-8163964-7,TBT-4738,SUV,KIA,Sportage,2017.0,9231924.0,Balochistan
VEH-003179,Haasan Siddiqui,62647-7708624-9,ICT-6470,Car,Audi,A4,2024.0,18991868.0,Islamabad
VEH-003180,Hassaan Siddiqui,62647-7708624-9,ICT-9585,Car,Honda,Civic,2015.0,7030470.0,Islamabad
VEH-003181,Manzoor Kayani,49598-8515391-9,MRP-1657,Car,Suzuki,Swift,2021.0,,Sindh
VEH-003182,Aesha Randhawa,47851-4586185-2,KHI-1774,SUV,KIA,Sportage,2018.0,8566213.0,Sindh
VEH-003183,Aysha Randhawa,47851-4586185-2,AGR-3996,Car,Suzuki,Alto,2017.0,1898857.0,Sindh
VEH-003184,Zeeshan Malik,45332-5442259-5,MRP-7580,Car,Honda,City,2017.0,5601942.0,Sindh
VEH-003185,Lubna Hussain,47421-2526332-6,SKP-3252,Car,Toyota,Corolla,2022.0,4022995.0,Sindh
VEH-003186,Madiha Qureshi,,ICT-3501,Car,Suzuki,Cultus,2015.0,3475453.0,Islamabad
VEH-003187,Babar Khattak,39246-6840289-9,FSD-923,Car,Honda,City,2016.0,5748642.0,Punjab
VEH-003188,Babar Khattak,39246-6840289-9,LEB-7133,Car,Toyota,Yaris,2019.0,4574450.0,Punjab
VEH-003189,Kamran Baig,42265-8481015-1,SKP-7839,Car,Honda,Civic,2023.0,8279251.0,Sindh
VEH-003190,Imran Baloch,15169-5334040-5,MRD-3067,Car,Suzuki,Alto,2015.0,2626540.0,KPK
VEH-003191,Owais Shah,44867-4304499-1,HYD-4537,Car,Toyota,Corolla,2018.0,,Sindh
VEH-003192,Owais Shah,44867-4304499-1,AKD-6699,Motorcycle,Honda,CD-70,2015.0,110476.0,Sindh
VEH-003193,Faisal Ahmed,55658-5664751-3,QB-7658,Car,Suzuki,Cultus,,3120255.0,Balochistan
VEH-003194,Faisal Ahmed,55658-5664751-3,QTA-3697,Car,Audi,A4,2015.0,24672695.0,Balochistan
VEH-003195,Tahira Minhas,31825-8720704-2,LEB-7069,Car,Suzuki,Swift,2019.0,3968312.0,Punjab
VEH-003196,Irfan Khoso,43364-5241467-3,AKD-4989,Car,Suzuki,Alto,2025.0,1820887.0,Sindh
VEH-003197,Irfan Khoso,43364-5241467-3,HYD-4786,Motorcycle,Yamaha,YBR-125,2019.0,344491.0,Sindh
VEH-003198,Irfan Khoso,43364-5241467-3,KHI-718,Car,Honda,Civic,2016.0,6046849.0,Sindh
VEH-003199,Ahmed Iqbal,48979-2413949-9,AKD-7184,Car,Honda,Civic,2025.0,6865797.0,Sindh
VEH-003200,Waqas Abbasi,48145-9869732-5,HYD-1792,Car,Suzuki,Swift,2023.0,3279139.0,Sindh
VEH-003201,Waqas Abbasi,48145-9869732-5,AGR-4234,Car,Toyota,Corolla,2019.0,4193181.0,Sindh
VEH-003202,Waqas Abbasi,48145-9869732-5,MRP-6804,Car,Honda,Civic,2023.0,8974438.0,Sindh
VEH-003203,Irfan Mirza,35165-6051756-1,RIR-2801,Car,Suzuki,Alto,2024.0,2291638.0,Punjab
VEH-003204,Irfan Mirza,35165-6051756-1,FSD-3300,Car,Suzuki,Alto,2025.0,1977906.0,Punjab
VEH-003205,Zubayr Brohi,58099-2446299-5,TBT-6096,Car,Toyota,Corolla,2025.0,4883249.0,Balochistan
VEH-003206,Tahira Awan,50635-1473710-8,QB-9288,Car,Toyota,Yaris,,3832390.0,Balochistan
VEH-003207,Kamran Malik,11180-1877937-7,A-8610,Car,Suzuki,Alto,2018.0,2153640.0,KPK
VEH-003208,Ghazala Siddiqui,30932-3931711-4,LEC-262,Motorcycle,Yamaha,YBR-125,,296352.0,Punjab
VEH-003209,Khadija Minhas,38148-4100235-8,RIA-419,Car,Toyota,Corolla,2016.0,7345624.0,Punjab
VEH-003210,Lubna Niazi,38127-1429095-0,MLT-2187,Car,Toyota,Corolla,2016.0,6951891.0,Punjab
VEH-003211,Irfan Jatoi,37084-5523358-5,RIR-9929,SUV,Toyota,Fortuner,2017.0,16147980.0,Punjab
VEH-003212,Zahid Khattak,49099-0288106-5,KHI-5248,Car,Toyota,Corolla,2022.0,6745865.0,Sindh
VEH-003213,Tanveer Afridi,12988-3650011-3,PSH-5729,Motorcycle,Honda,CD-70,2015.0,118433.0,KPK
VEH-003214,Ayesha Khan,,A-5262,Car,Suzuki,Alto,,1838036.0,KPK
VEH-003215,Aisha Khan,17997-0895228-2,B-67,Motorcycle,Yamaha,YBR-125,2019.0,322077.0,KPK
VEH-003216,Amna Tahir,34572-7048618-2,LEC-4010,Car,Toyota,Corolla,2015.0,,Punjab
VEH-003217,Amna Tahir,34572-7048618-2,SRG-9967,SUV,KIA,Sportage,2022.0,,Punjab
VEH-003218,Nasreen Khoso,52502-5906978-0,QB-7502,Car,Hyundai,Elantra,2020.0,5484511.0,Balochistan
VEH-003219,Jaweria Shaikh,56229-1741453-6,QB-4087,Car,Suzuki,WagonR,2022.0,2603726.0,Balochistan
VEH-003220,Lubna Khattak,39168-4084525-0,LEC-9661,Car,Honda,Civic,2016.0,,Punjab
VEH-003221,Lubna Khattak,39168-4084525-0,LEA-2249,Car,BMW,3 Series,2021.0,23937697.0,Punjab
VEH-003222,Lubna Khattak,39168-4084525-0,GRW-9634,SUV,Toyota,Fortuner,2018.0,13768475.0,Punjab
VEH-003223,Atif Khan,51462-2089510-7,TBT-2622,SUV,KIA,Sportage,2021.0,10670778.0,Balochistan
VEH-003224,Atif Khan,51462-2089510-7,QB-100,Car,Toyota,Corolla,2023.0,5961388.0,Balochistan
VEH-003225,Sajid Cheema,32041-2741967-9,RIR-9493,Car,Toyota,Corolla,2021.0,5443954.0,Punjab
VEH-003226,Sajid Cheema,32041-2741967-9,LEA-797,Car,Suzuki,WagonR,2018.0,2490052.0,Punjab
VEH-003227,Zeeshan Chaudhry,31845-4975443-1,FSD-463,SUV,Hyundai,Tucson,2017.0,8190663.0,Punjab
VEH-003228,Zeeshan Chaudhry,31845-4975443-1,RIA-1293,Car,Honda,Civic,2024.0,,Punjab
VEH-003229,Humaira Jatoi,37074-0819486-0,GRW-7229,Car,Suzuki,Swift,2021.0,3374817.0,Punjab
VEH-003230,Samina Hashmi,11952-6739444-6,PSH-5650,Car,Toyota,Yaris,2015.0,5213024.0,KPK
VEH-003231,Nighat Hashmi,39001-9937106-8,LEC-5611,Car,Suzuki,Cultus,2025.0,2999247.0,Punjab
VEH-003232,Parveen Gondal,14816-8418297-6,B-5575,Motorcycle,Yamaha,YBR-125,2019.0,329688.0,KPK
VEH-003233,Parveen Gondal,14816-8418297-6,A-2786,Car,Suzuki,Alto,2015.0,2746077.0,KPK
VEH-003234,Alee Virk,38065-5783421-5,GRW-6569,Car,Suzuki,Alto,2025.0,2213254.0,Punjab
VEH-003235,Hamza Mengal,45136-0200530-5,AKD-9417,SUV,Toyota,Fortuner,2025.0,13010210.0,Sindh
VEH-003236,,33110-9244290-8,LEA-8214,Car,Suzuki,WagonR,2016.0,2273419.0,Punjab
VEH-003237,Maryam Tahir,33110-9244290-8,RIA-7831,Car,Honda,Civic,2019.0,8258421.0,Punjab
VEH-003238,Sohail Minhas,38909-3898735-3,LEB-9515,Car,Suzuki,WagonR,2016.0,2323755.0,Punjab
VEH-003239,Pervaiz Afridi,11263-5445956-5,B-7718,Car,Suzuki,Alto,2016.0,2496967.0,KPK
VEH-003240,Liaquat Memon,17305-2395758-9,A-7159,Car,BMW,3 Series,2016.0,19128315.0,KPK
VEH-003241,Liaquat Memon,17305-2395758-9,MRD-6404,Car,Honda,Civic,2021.0,8053630.0,KPK
VEH-003242,Hassaan Randhawa,30156-5216786-7,LEB-6008,Car,Toyota,Yaris,2015.0,3638159.0,Punjab
VEH-003243,Hasan Randhawa,30156-5216786-7,LEA-6962,Car,Honda,City,2020.0,5969617.0,Punjab
VEH-003244,Danish Butt,14502-1243136-5,MRD-996,Car,Suzuki,WagonR,2025.0,2602969.0,KPK
VEH-003245,Danish Butt,14502-1243136-5,MRD-3576,Car,Toyota,Corolla,2019.0,5857404.0,KPK
VEH-003246,Qudsia Memon,11566-5743112-6,PSH-6815,SUV,Toyota,Fortuner,2019.0,16281297.0,KPK
VEH-003247,Qudsia Memon,11566-5743112-6,A-8264,Car,Suzuki,WagonR,2020.0,2824133.0,KPK
VEH-003248,Qudsia Memon,11566-5743112-6,A-72,Car,Suzuki,Cultus,2017.0,2671308.0,KPK
VEH-003249,Nasreen Mengal,13951-3916498-8,MRD-3101,Car,Suzuki,Alto,2019.0,1867516.0,KPK
VEH-003250,Nasreen Mengal,13951-3916498-8,B-7246,SUV,KIA,Sportage,2022.0,,KPK
VEH-003251,Nasreen Mengal,13951-3916498-8,PSH-4271,Car,Suzuki,Alto,2017.0,2518050.0,KPK
VEH-003252,Khadeeja Shah,42249-9624713-4,SKP-7180,Car,Suzuki,Alto,2021.0,1899785.0,Sindh
VEH-003253,Amna Gill,37772-2280750-8,GRW-6947,Car,Suzuki,Alto,2022.0,2144515.0,Punjab
VEH-003254,Mushtaq Baig,44731-4582432-5,MRP-5706,Car,Honda,City,2015.0,5843856.0,Sindh
VEH-003255,Uzma Mirza,48435-4869208-6,KHI-4396,Car,Toyota,Yaris,2015.0,4232918.0,Sindh
VEH-003256,,48435-4869208-6,AGR-5513,Car,Suzuki,Alto,2018.0,1974932.0,Sindh
VEH-003257,Waqas Chaudhry,32370-8514348-1,MLT-6751,SUV,Toyota,Fortuner,2015.0,12951795.0,Punjab
VEH-003258,Waqas Chaudhry,32370-8514348-1,SRG-7861,Car,Honda,City,2022.0,4806359.0,Punjab
VEH-003259,Nadeem Bhatti,36751-2363149-7,LEB-4326,Car,Honda,Civic,2025.0,6948703.0,Punjab
VEH-003260,,36751-2363149-7,LEA-6571,Car,Suzuki,Cultus,2025.0,2631685.0,Punjab
VEH-003261,Salman Khoso,17577-7375389-9,MRD-2961,Car,Toyota,Corolla,2018.0,4007220.0,KPK
VEH-003262,Salman Khoso,17577-7375389-9,PSH-8269,Car,Suzuki,Swift,2025.0,3355463.0,KPK
VEH-003263,Aneela Memon,14675-9743702-2,B-1259,Car,KIA,Picanto,2024.0,4176667.0,KPK
VEH-003264,Aneela Memon,14675-9743702-2,PSH-2653,Car,Toyota,Corolla,2018.0,6686880.0,KPK
VEH-003265,Umair Malik,49840-0757410-7,HYD-8008,Car,Toyota,Corolla,2018.0,5378566.0,Sindh
VEH-003266,Umair Malik,49840-0757410-7,KHI-4527,Car,Honda,Civic,2022.0,5973534.0,Sindh
VEH-003267,Mariam Ali,65005-5611122-0,ICT-7866,Car,Toyota,Corolla,2022.0,6848592.0,Islamabad
VEH-003268,Mariam Ali,65005-5611122-0,ISB-3145,Car,Suzuki,Swift,2016.0,3950563.0,Islamabad
VEH-003269,Marium Ali,65005-5611122-0,ICT-3313,Car,Suzuki,Alto,2024.0,2657344.0,Islamabad
VEH-003270,Shaheed Junejo,47437-9159822-9,AGR-5346,Car,Suzuki,Cultus,2023.0,2982973.0,Sindh
VEH-003271,Shahid Junejo,47437-9159822-9,AKD-8608,Motorcycle,Honda,CD-70,2020.0,121674.0,Sindh
VEH-003272,Aisha Awan,42369-6318844-8,AKD-3524,Car,Suzuki,Cultus,,2762644.0,Sindh
VEH-003273,Aisha Awan,42369-6318844-8,MRP-14,Car,Suzuki,Cultus,2016.0,3236449.0,Sindh
VEH-003274,Tanveer Aslam,57761-8323844-3,QTA-657,Car,Suzuki,Alto,2017.0,2171182.0,Balochistan
VEH-003275,Tanveer Aslam,57761-8323844-3,TBT-4837,SUV,Hyundai,Tucson,2016.0,10810908.0,Balochistan
VEH-003276,Tanveer Aslam,57761-8323844-3,TBT-547,Car,Hyundai,Elantra,2016.0,5139915.0,Balochistan
VEH-003277,Tanveer Aslam,57761-8323844-3,TBT-8370,Car,KIA,Picanto,2020.0,3392432.0,Balochistan
VEH-003278,Qudsia Khan,36325-1840498-6,LED-9209,Car,Honda,City,2025.0,5001599.0,Punjab
VEH-003279,Qudsia Khan,36325-1840498-6,RIR-9072,Car,KIA,Picanto,2015.0,,Punjab
VEH-003280,Aneela Chaudhry,45076-4307196-2,AKD-5719,Car,Toyota,Corolla,2022.0,4166704.0,Sindh
VEH-003281,Liaquat Jatoi,37755-8659430-5,FSD-329,Car,Honda,Civic,2020.0,7041262.0,Punjab
VEH-003282,Hossein Virk,40751-4255679-9,HYD-4986,Car,Suzuki,WagonR,2023.0,2980239.0,Sindh
VEH-003283,Madiha Ahmed,38730-7574868-6,RIA-3032,Car,Hyundai,Elantra,2015.0,6850368.0,Punjab
VEH-003284,Madiha Ahmed,,FSD-6117,Car,Honda,Civic,2018.0,6097315.0,Punjab
VEH-003285,Azhar Brohi,54096-2699616-5,QB-7238,Car,KIA,Picanto,2017.0,3398485.0,Balochistan
VEH-003286,Bushra Yousafzai,39797-1434589-8,LEA-2395,Car,KIA,Picanto,2025.0,3800206.0,Punjab
VEH-003287,Rizwan Siddiqui,48180-9782656-1,SKP-8169,Car,Honda,Civic,2015.0,8166364.0,Sindh
VEH-003288,Yasmin Hussain,13789-2239564-6,B-9024,Car,Toyota,Corolla,2018.0,6272028.0,KPK
VEH-003289,Nadiya Shah,39894-1451916-6,LEA-350,Car,Suzuki,Alto,2017.0,2491388.0,Punjab
VEH-003290,Nadia Shah,39894-1451916-6,RIA-2312,Car,Suzuki,WagonR,2015.0,2631038.0,Punjab
VEH-003291,Munsoor Niazi,37763-8184806-1,RIR-3217,Car,Suzuki,Alto,2022.0,2499933.0,Punjab
VEH-003292,Yasmin Memon,44842-8585321-6,AKD-8975,Car,Suzuki,Cultus,2020.0,3066992.0,Sindh
VEH-003293,Mohd Minhas,33326-2908602-7,SRG-3354,Car,Suzuki,Cultus,2021.0,2890886.0,Punjab
VEH-003294,Rabia Ahmed,38635-6484531-8,LED-3119,Car,Toyota,Corolla,2022.0,7345180.0,Punjab
VEH-003295,Atif Warraich,18609-7304884-7,PSH-770,SUV,Hyundai,Tucson,2020.0,10612636.0,KPK
VEH-003296,Azhar Memon,55523-7819345-9,QTA-281,Car,KIA,Picanto,2022.0,4227576.0,Balochistan
VEH-003297,,55523-7819345-9,TBT-9166,Car,Suzuki,Cultus,2020.0,2874423.0,Balochistan
VEH-003298,,31413-6633274-0,LEA-608,Car,Honda,City,2017.0,5300701.0,Punjab
VEH-003299,Kashif Baig,,RIA-8565,Car,Toyota,Yaris,2019.0,4744356.0,Punjab
VEH-003300,Owais Abbasi,34499-6504031-5,FSD-2725,Car,Suzuki,Cultus,2015.0,3080331.0,Punjab
VEH-003301,Zubaida Yousafzai,48557-6572951-8,KHI-1651,Car,Honda,City,2020.0,4233996.0,Sindh
VEH-003302,Danish Niazi,34325-0035361-7,BWP-6776,Car,Honda,City,2019.0,5084716.0,Punjab
VEH-003303,Qudsia Malik,38869-2152455-6,RIA-7597,Car,Toyota,Corolla,2017.0,,Punjab
VEH-003304,Qudsia Hashmi,39169-8360286-8,SLK-8729,Car,KIA,Picanto,,3656002.0,Punjab
VEH-003305,Qudsia Gill,36146-8779810-8,LEA-8804,Car,Suzuki,Cultus,2023.0,3327868.0,Punjab
VEH-003306,Rabia Ahmed,18403-8839283-6,PSH-9759,Car,Suzuki,Alto,2019.0,2379373.0,KPK
VEH-003307,Asma Raza,36898-5836480-6,LED-9281,Car,Audi,A4,2024.0,21807202.0,Punjab
VEH-003308,Asma Raza,36898-5836480-6,RIR-8743,SUV,Toyota,Land Cruiser,2015.0,58119782.0,Punjab
VEH-003309,Saima Sethi,39693-0697241-4,LEB-149,Motorcycle,Yamaha,YBR-125,2020.0,211083.0,Punjab
VEH-003310,Saima Sethi,39693-0697241-4,FSD-5015,Car,Suzuki,Alto,2016.0,1912705.0,Punjab
VEH-003311,Amna Brohi,41447-1006055-8,KHI-1991,Car,Suzuki,Alto,2022.0,2141278.0,Sindh
VEH-003312,Amna Brohi,,SKP-2936,Car,Suzuki,Swift,2015.0,3247797.0,Sindh
VEH-003313,Lubna Malik,41933-5813945-0,AGR-910,SUV,Toyota,Fortuner,2018.0,15216187.0,Sindh
VEH-003314,Fahad Chaudhry,39467-5461728-9,SRG-9039,Car,Honda,Civic,2024.0,5743386.0,Punjab
VEH-003315,Fahad Chaudhry,39467-5461728-9,BWP-7699,Car,Suzuki,Cultus,2018.0,3382135.0,Punjab
VEH-003316,Tahira Sethi,38842-0186380-2,RIR-8822,Car,Hyundai,Elantra,2023.0,5517383.0,Punjab
VEH-003317,Naila Shah,55689-5832497-4,QB-9490,Car,Suzuki,WagonR,2022.0,2914507.0,Balochistan
VEH-003318,Naila Shah,55689-5832497-4,QB-9010,Car,Suzuki,Alto,2018.0,2588148.0,Balochistan
VEH-003319,Naila Shah,55689-5832497-4,QTA-5550,Car,BMW,3 Series,2019.0,25283648.0,Balochistan
VEH-003320,Naila Shah,55689-5832497-4,TBT-1426,Car,Suzuki,Alto,2021.0,2079274.0,Balochistan
VEH-003321,Iram Malik,,SRG-614,Car,Honda,City,2016.0,5871165.0,Punjab
VEH-003322,Amir Hussain,45298-5527532-7,AKD-2505,Car,Suzuki,Cultus,2023.0,2606517.0,Sindh
VEH-003323,,35540-8481159-9,SLK-9274,Motorcycle,Yamaha,YBR-125,2024.0,345833.0,Punjab
VEH-003324,Tahir Gondal,35540-8481159-9,RIR-964,Car,Suzuki,Cultus,2018.0,2732164.0,Punjab
VEH-003325,Yasir Mughal,42352-9613944-3,MRP-1138,SUV,Toyota,Land Cruiser,2020.0,63494116.0,Sindh
VEH-003326,Yasir Mughal,42352-9613944-3,SKP-2367,Car,Suzuki,Alto,2022.0,2601454.0,Sindh
VEH-003327,Azhar Hashmi,18092-1072598-3,B-8935,Car,Audi,A4,2024.0,20147370.0,KPK
VEH-003328,Rubina Minhas,38047-1937092-4,SRG-5478,Car,Mercedes,C-Class,2020.0,21795376.0,Punjab
VEH-003329,Rubina Minhas,38047-1937092-4,SLK-8590,Car,Mercedes,C-Class,2025.0,18122821.0,Punjab
VEH-003330,Rubina Minhas,38047-1937092-4,LEB-781,SUV,Toyota,Land Cruiser,2020.0,64582639.0,Punjab
VEH-003331,Shaheed Junejo,48142-2664986-1,SKP-505,Car,Honda,City,2015.0,5422799.0,Sindh
VEH-003332,Shahid Junejo,48142-2664986-1,AKD-2708,SUV,KIA,Sportage,2017.0,10200074.0,Sindh
VEH-003333,Liaquat Aslam,35205-5620293-9,LED-4579,SUV,Toyota,Fortuner,2025.0,12099156.0,Punjab
VEH-003334,Liaquat Aslam,35205-5620293-9,LEA-2930,SUV,KIA,Sportage,2017.0,9105079.0,Punjab
VEH-003335,Rabia Jamali,14186-3200211-6,MRD-5276,Car,BMW,3 Series,2021.0,26394740.0,KPK
VEH-003336,,14186-3200211-6,PSH-8172,Car,Mercedes,C-Class,,20413601.0,KPK
VEH-003337,Muhammad Iqbal,35080-6494868-5,GRW-4567,Car,Suzuki,WagonR,2023.0,2957604.0,Punjab
VEH-003338,Mohamed Iqbal,35080-6494868-5,GRW-6246,Car,Suzuki,Alto,2017.0,2079350.0,Punjab
VEH-003339,Muhammad Iqbal,35080-6494868-5,SLK-6503,SUV,Hyundai,Tucson,2019.0,9329636.0,Punjab
VEH-003340,Hussain Shaikh,35535-0249684-5,LEC-9319,Car,Toyota,Corolla,2018.0,5617090.0,Punjab
VEH-003341,Hussain Shaikh,35535-0249684-5,SLK-3551,Car,Suzuki,Alto,2024.0,2101931.0,Punjab
VEH-003342,Waseem Jamali,36711-7433780-9,LEA-950,Car,Honda,City,2024.0,4320588.0,Punjab
VEH-003343,Sadia Durrani,38993-8852994-0,SRG-7576,Car,Mercedes,C-Class,2021.0,19929347.0,Punjab
VEH-003344,Sadia Durrani,38993-8852994-0,LEA-9450,Car,BMW,3 Series,2015.0,17377568.0,Punjab
VEH-003345,Komal Khoso,40626-8485704-0,SKP-3316,Car,Honda,City,2019.0,5096334.0,Sindh
VEH-003346,Aneela Jatoi,34621-7915100-8,MLT-5725,Car,Suzuki,Alto,2019.0,2646774.0,Punjab
VEH-003347,Aneela Jatoi,34621-7915100-8,LED-1826,Car,Toyota,Yaris,2018.0,4329699.0,Punjab
VEH-003348,Aneela Jatoi,34621-7915100-8,LEA-5868,Car,Toyota,Yaris,2025.0,4640900.0,Punjab
VEH-003349,Shazia Shah,33788-4795555-0,RIR-3937,Car,Suzuki,Alto,2017.0,2229680.0,Punjab
