record_id,business_name,owner_name,cnic,business_type,role,share_percentage,annual_revenue,registration_city
BIZ-000539,Khoso Retail Enterprises,Junaid Cheema,43515-9629106-7,Retail,Director,10.0,67230015.0,Mirpur Khas
BIZ-000540,Shah Healthcare Pvt Ltd,Uthman Qureshi,40903-8216773-5,Healthcare,Owner,51.0,451408695.0,Shikarpur
BIZ-000541,Bugti Transport Enterprises,Usman Qureshi,40903-8216773-5,Transport,Owner,60.0,175413109.0,Shikarpur
BIZ-000542,Hussain Wholesale Pvt Ltd,Farzana Bhatti,16069-7927304-2,Wholesale,Director,20.0,13366718.0,Mingora
BIZ-000543,Kayani Healthcare Enterprises,Farzana Bhatti,16069-7927304-2,Healthcare,Director,5.0,2074755.0,Mingora
BIZ-000544,Malik IT Services Enterprises,Zahid Mengal,46693-2765108-3,IT Services,Partner,,72245181.0,Khairpur
BIZ-000545,Khoso IT Services Enterprises,Zahid Mengal,46693-2765108-3,IT Services,Partner,50.0,37195976.0,Khairpur
BIZ-000546,Aslam Education Pvt Ltd,Khadija Khattak,37962-3323551-4,Education,Owner,25.0,76221483.0,Lahore
BIZ-000547,Bhatti Education Enterprises,Salman Brohi,38477-1220202-1,Education,Director,20.0,6616144.0,Gujranwala
BIZ-000548,Randhawa Education Pvt Ltd,Salman Brohi,38477-1220202-1,Education,Owner,100.0,19468428.0,Gujranwala
BIZ-000549,Sethi Textile Enterprises,Salman Brohi,38477-1220202-1,Textile,Partner,50.0,8270937.0,Gujranwala
BIZ-000550,Iqbal Education Pvt Ltd,Rabia Sethi,39460-7519107-2,Education,Director,25.0,37702339.0,Lahore
BIZ-000551,Shah Automotive Pvt Ltd,Madiha Rajput,36230-4212945-6,Automotive,Director,10.0,97509288.0,Gujrat
BIZ-000552,Chandio Pharmaceutical Pvt Ltd,Danish Rajput,35012-4076049-3,Pharmaceutical,Director,25.0,11565844.0,Gujranwala
BIZ-000553,Bugti Transport Pvt Ltd,Rizwan Baig,38456-5375714-1,Transport,Owner,100.0,9388717.0,Sheikhupura
BIZ-000554,Aslam Restaurant Pvt Ltd,,38456-5375714-1,Restaurant,Owner,100.0,7372974.0,Sheikhupura
BIZ-000555,Niazi Education Enterprises,Daniyal Minhas,15373-3105358-5,Education,Director,10.0,19252845.0,Nowshera
BIZ-000556,Bhatti Pharmaceutical Enterprises,Daniyal Minhas,15373-3105358-5,Pharmaceutical,Owner,25.0,16191920.0,Nowshera
BIZ-000557,Soomro Retail Enterprises,Hassaan Raza,32406-3272642-1,Retail,Partner,25.0,17915987.0,Faisalabad
BIZ-000558,Iqbal Education Pvt Ltd,Owais Shah,46197-3751453-7,Education,Director,0.0,,Karachi
BIZ-000559,Laghari Restaurant Pvt Ltd,Zafar Cheema,34359-3313262-3,Restaurant,Partner,51.0,370112636.0,Sheikhupura
BIZ-000560,Brohi Restaurant Enterprises,Zafar Cheema,34359-3313262-3,Restaurant,Director,10.0,322715951.0,Sheikhupura
BIZ-000561,Mengal IT Services Enterprises,Zafar Cheema,34359-3313262-3,IT Services,Director,0.0,498762081.0,Sheikhupura
BIZ-000562,Virk IT Services Enterprises,Tanzeela Sheikh,30892-2142398-4,IT Services,Partner,25.0,2444844.0,Sargodha
BIZ-000563,Chandio Healthcare Enterprises,Irfan Brohi,10524-8092155-9,Healthcare,Partner,75.0,16811025.0,Abbottabad
BIZ-000564,Minhas Education Enterprises,Zubaida Hussain,35779-5907809-4,Education,Owner,25.0,226119523.0,Gujranwala
BIZ-000565,Raza Healthcare Pvt Ltd,,45239-9894510-3,Healthcare,Owner,75.0,307288171.0,Hyderabad
BIZ-000566,Siddiqui Financial Services Enterprises,Ali Junejo,45239-9894510-3,Financial Services,Owner,51.0,232838823.0,Hyderabad
BIZ-000567,Sheikh Agriculture Enterprises,Allee Junejo,45239-9894510-3,Agriculture,Director,0.0,148613513.0,Hyderabad
BIZ-000568,Cheema Textile Pvt Ltd,Bilal Laghari,33677-7665185-5,Textile,Director,5.0,434542826.0,Rahim Yar Khan
BIZ-000569,Sethi Pharmaceutical Pvt Ltd,Fahad Iqbal,42281-5726095-9,Pharmaceutical,Partner,33.0,232812317.0,Mirpur Khas
BIZ-000570,Hashmi Financial Services Enterprises,,42281-5726095-9,Financial Services,Director,0.0,,Mirpur Khas
BIZ-000571,Soomro Healthcare Enterprises,Fahad Jamali,36220-6851913-7,Healthcare,Director,,1127679.0,Rahim Yar Khan
BIZ-000572,Hussain Real Estate Pvt Ltd,Ghulam Khattak,44488-4694441-9,Real Estate,Partner,100.0,21284360.0,Jacobabad
BIZ-000573,Yousafzai Education Enterprises,Ghulam Khattak,44488-4694441-9,Education,Owner,33.0,52202786.0,Jacobabad
BIZ-000574,Mirza E-Commerce Enterprises,Sajid Butt,38237-6704309-7,E-Commerce,Owner,100.0,15106725.0,Bahawalpur
BIZ-000575,Shah Healthcare Pvt Ltd,Maryam Bhatti,65659-7947483-8,Healthcare,Director,0.0,287437909.0,Islamabad
BIZ-000576,Gill Real Estate Pvt Ltd,Maryam Bhatti,65659-7947483-8,Real Estate,Owner,75.0,328504137.0,Islamabad
BIZ-000577,Memon Import/Export Enterprises,Mariam Bhatti,65659-7947483-8,Import/Export,Partner,60.0,458467730.0,Islamabad
BIZ-000578,Baig Import/Export Enterprises,Zafar Mirza,31457-3066494-3,Import/Export,Owner,50.0,74867139.0,Rawalpindi
BIZ-000579,Tahir Textile Enterprises,,31457-3066494-3,Textile,Owner,51.0,36865140.0,Rawalpindi
BIZ-000580,Aslam Construction Enterprises,Zafar Mirza,31457-3066494-3,Construction,Partner,,92433852.0,Rawalpindi
BIZ-000581,Sethi Retail Pvt Ltd,Zubaida Ali,30716-4697224-6,Retail,Director,5.0,72832541.0,Lahore
BIZ-000582,Hussain Real Estate Pvt Ltd,Durr-e-Shahwar Hashmi,48229-7858883-8,Real Estate,Owner,51.0,17493776.0,Hyderabad
BIZ-000583,Laghari Financial Services Pvt Ltd,Durr-e-Shahwar Hashmi,48229-7858883-8,Financial Services,Partner,33.0,11210316.0,Hyderabad
BIZ-000584,Khan Textile Pvt Ltd,Qasim Bhatti,31747-2825265-5,Textile,Owner,,15864603.0,Lahore
BIZ-000585,Khan Manufacturing Pvt Ltd,Kasim Bhatti,31747-2825265-5,Manufacturing,Owner,25.0,21427330.0,Lahore
BIZ-000586,Ahmed Real Estate Pvt Ltd,,58808-1868659-1,Real Estate,Owner,51.0,,Gwadar
BIZ-000587,Junejo Agriculture Pvt Ltd,Noman Soomro,58808-1868659-1,Agriculture,Director,20.0,5600097.0,Gwadar
BIZ-000588,Khan Pharmaceutical Enterprises,Ferhan Siddiqui,43448-6194402-5,Pharmaceutical,Owner,33.0,99329624.0,Jacobabad
BIZ-000589,Afridi Financial Services Enterprises,Ferhan Siddiqui,43448-6194402-5,Financial Services,Owner,33.0,116888414.0,Jacobabad
BIZ-000590,Chaudhry Wholesale Enterprises,Zahid Hashmi,35599-4583473-9,Wholesale,Director,25.0,16283444.0,Sargodha
BIZ-000591,Awan Import/Export Enterprises,Tahir Niazi,35084-3660707-7,Import/Export,Director,5.0,4138997.0,Bahawalpur
BIZ-000592,Minhas Financial Services Pvt Ltd,Jaweria Sheikh,17815-7536975-4,Financial Services,Partner,51.0,12629300.0,Mingora
BIZ-000593,Afridi Automotive Enterprises,Jaweria Sheikh,17815-7536975-4,Automotive,Owner,33.0,17617446.0,Mingora
BIZ-000594,Khan Automotive Pvt Ltd,Jaweria Sheikh,17815-7536975-4,Automotive,Owner,60.0,13991410.0,Mingora
BIZ-000595,Cheema IT Services Pvt Ltd,Azhar Laghari,31022-8236585-7,IT Services,Owner,75.0,94020899.0,Lahore
BIZ-000596,Malik Healthcare Enterprises,Azhar Laghari,31022-8236585-7,Healthcare,Owner,60.0,40227926.0,Lahore
BIZ-000597,Shah Pharmaceutical Enterprises,Khadija Malik,37417-6429525-2,Pharmaceutical,Owner,33.0,13115335.0,Rawalpindi
BIZ-000598,Mughal IT Services Pvt Ltd,Hamza Bugti,37311-8455983-5,IT Services,Director,5.0,1303099.0,Sargodha
BIZ-000599,Hussain Agriculture Pvt Ltd,Pervaiz Mengal,56661-3280017-5,Agriculture,Owner,25.0,92429676.0,Gwadar
BIZ-000600,Kayani Healthcare Pvt Ltd,Lubna Malik,32152-0602829-8,Healthcare,Director,0.0,249853890.0,Sahiwal
BIZ-000601,Durrani Construction Enterprises,Lubna Malik,32152-0602829-8,Construction,Partner,60.0,326166333.0,Sahiwal
BIZ-000602,Mughal Retail Enterprises,Yasmin Mengal,39145-1313900-6,Retail,Director,20.0,286201770.0,Lahore
BIZ-000603,Mengal Retail Enterprises,Rafiq Chaudhry,31439-2761877-5,Retail,Director,25.0,203458063.0,Bahawalpur
BIZ-000604,Jatoi Restaurant Enterprises,Rafiq Chaudhry,31439-2761877-5,Restaurant,Owner,33.0,280408785.0,Bahawalpur
BIZ-000605,Niazi Automotive Pvt Ltd,Ehsan Khattak,53767-8983242-9,Automotive,Director,50.0,87281389.0,Turbat
BIZ-000606,Shah Construction Pvt Ltd,Ehsan Khattak,53767-8983242-9,Construction,Owner,51.0,347282919.0,Turbat
BIZ-000607,Butt Retail Enterprises,Noman Virk,42133-5881971-7,Retail,Partner,33.0,456649374.0,Sukkur
BIZ-000608,Brohi Transport Pvt Ltd,Bushra Memon,40831-8872690-4,Transport,Owner,,113160510.0,Jacobabad
BIZ-000609,Hashmi Transport Pvt Ltd,Amna Hussain,44638-7172217-0,Transport,Director,50.0,1162190.0,Hyderabad
BIZ-000610,Hussain Restaurant Enterprises,Zubaida Shah,30689-5137749-2,Restaurant,Owner,75.0,74802048.0,Gujrat
BIZ-000611,Afridi Construction Enterprises,Zubaida Shah,30689-5137749-2,Construction,Owner,75.0,38578731.0,Gujrat
BIZ-000612,Ahmed Manufacturing Enterprises,Uzma Baig,30348-6799434-2,Manufacturing,Owner,51.0,93649255.0,Lahore
BIZ-000613,Sheikh Real Estate Pvt Ltd,Noor Brohi,33174-4199133-0,Real Estate,Owner,75.0,53389991.0,Rawalpindi
BIZ-000614,Shaikh Construction Enterprises,,46407-1941644-3,Construction,Owner,75.0,81341577.0,Sukkur
BIZ-000615,Baig Automotive Pvt Ltd,Owais Mughal,46407-1941644-3,Automotive,Director,50.0,90336793.0,Sukkur
BIZ-000616,Butt Construction Pvt Ltd,Owais Mughal,46407-1941644-3,Construction,Partner,25.0,44337632.0,Sukkur
BIZ-000617,Shaikh Textile Enterprises,Bano Rajput,31457-9193720-8,Textile,Director,50.0,63071552.0,Gujrat
BIZ-000618,Afridi Manufacturing Enterprises,Nadia Bugti,77564-1148367-4,Manufacturing,Owner,50.0,297967647.0,Hunza
BIZ-000619,Sethi Manufacturing Pvt Ltd,Naadia Bugti,77564-1148367-4,Manufacturing,Owner,100.0,324231563.0,Hunza
BIZ-000620,Durrani Financial Services Enterprises,Maheen Mengal,38967-6625032-2,Financial Services,Owner,51.0,97634535.0,Lahore
BIZ-000621,Chaudhry Retail Pvt Ltd,Rizwan Bugti,38048-9693835-9,Retail,Owner,,85385397.0,Rahim Yar Khan
BIZ-000622,Rajput Education Pvt Ltd,Zeeshan Warraich,32450-3107783-1,Education,Director,20.0,64365463.0,Lahore
BIZ-000623,Raza Textile Enterprises,Zeeshan Warraich,32450-3107783-1,Textile,Partner,75.0,399070602.0,Lahore
BIZ-000624,Warraich IT Services Enterprises,Zeeshan Warraich,32450-3107783-1,IT Services,Partner,33.0,370853309.0,Lahore
BIZ-000625,Abbasi Pharmaceutical Pvt Ltd,Tarik Mengal,48003-2568355-1,Pharmaceutical,Partner,60.0,336131272.0,Mirpur Khas
BIZ-000626,Khoso Real Estate Pvt Ltd,Tanzeela Sheikh,66766-3532814-8,Real Estate,Owner,60.0,19524228.0,Islamabad
BIZ-000627,Niazi Automotive Enterprises,Tanzeela Sheikh,66766-3532814-8,Automotive,Director,10.0,10029359.0,Islamabad
BIZ-000628,Brohi Manufacturing Pvt Ltd,Amna Sheikh,55523-5911954-4,Manufacturing,Owner,50.0,388557988.0,Sibi
BIZ-000629,Raza Automotive Pvt Ltd,Amna Sheikh,55523-5911954-4,Automotive,Owner,100.0,380939015.0,Sibi
BIZ-000630,Brohi Import/Export Enterprises,Amna Sheikh,55523-5911954-4,Import/Export,Owner,25.0,266124122.0,Sibi
BIZ-000631,Mughal Restaurant Pvt Ltd,Saeed Shaikh,43263-0376658-7,Restaurant,Director,50.0,1663270.0,Karachi
BIZ-000632,Sethi Textile Enterprises,Tahira Durrani,33188-6634544-4,Textile,Owner,50.0,49728696.0,Bahawalpur
BIZ-000633,Iqbal Real Estate Pvt Ltd,Tahira Durrani,33188-6634544-4,Real Estate,Owner,75.0,75486010.0,Bahawalpur
BIZ-000634,Brohi E-Commerce Enterprises,Amir Jamali,64156-0881872-5,E-Commerce,Owner,50.0,254329350.0,
BIZ-000635,Qureshi Financial Services Pvt Ltd,Naila Gill,50124-0626755-0,Financial Services,Owner,25.0,,Sibi
BIZ-000636,Aslam Transport Enterprises,Naila Gill,50124-0626755-0,Transport,Owner,60.0,,Sibi
BIZ-000637,Baig Wholesale Enterprises,Naila Gill,50124-0626755-0,Wholesale,Director,0.0,10031604.0,Sibi
BIZ-000638,Mengal Wholesale Enterprises,Tahir Aslam,41075-0022679-7,Wholesale,Partner,100.0,65891383.0,Shikarpur
BIZ-000639,Ahmed Automotive Pvt Ltd,Madiha Randhawa,45494-5921649-6,Automotive,Owner,50.0,805535.0,Shikarpur
BIZ-000640,Shah Agriculture Enterprises,Sana Memon,16833-4414022-4,Agriculture,Director,25.0,65789851.0,Peshawar
BIZ-000641,Ahmed Restaurant Enterprises,Sunna Memon,16833-4414022-4,Restaurant,Director,25.0,367101522.0,Peshawar
BIZ-000642,Mughal Manufacturing Enterprises,Sanaa Memon,16833-4414022-4,Manufacturing,Partner,75.0,260701615.0,Peshawar
BIZ-000643,Malik Education Enterprises,Kashif Ali,72712-5606969-9,Education,Owner,50.0,240361836.0,
BIZ-000644,Virk Construction Enterprises,Kashif Ali,72712-5606969-9,Construction,Owner,75.0,357943237.0,Muzaffarabad
BIZ-000645,Tahir Restaurant Pvt Ltd,Kashif Ali,72712-5606969-9,Restaurant,Owner,50.0,304521214.0,Muzaffarabad
BIZ-000646,Qureshi Real Estate Enterprises,Saima Durrani,38306-9525657-2,Real Estate,Owner,100.0,93418088.0,Gujranwala
BIZ-000647,Mughal Retail Enterprises,Yasmin Qureshi,36671-0161379-4,Retail,Owner,50.0,93442335.0,Jhelum
BIZ-000648,Gondal Healthcare Enterprises,Yasmin Qureshi,36671-0161379-4,Healthcare,Director,0.0,87589679.0,Jhelum
BIZ-000649,Mirza Textile Enterprises,Allee Chandio,44762-3013610-1,Textile,Director,10.0,,Shikarpur
BIZ-000650,Bhatti Construction Enterprises,Riffat Mirza,31677-5852770-4,Construction,Partner,100.0,10113590.0,Lahore
BIZ-000651,Cheema Retail Enterprises,Riffat Mirza,31677-5852770-4,Retail,Partner,60.0,11549006.0,Lahore
BIZ-000652,Minhas Transport Enterprises,Danish Shaikh,17115-9073498-7,Transport,Director,50.0,208824278.0,Swabi
BIZ-000653,Hussain Textile Enterprises,Wardah Gondal,36325-6950601-4,Textile,Owner,75.0,36505728.0,Rahim Yar Khan
BIZ-000654,Malik Wholesale Pvt Ltd,Samina Malik,36037-3629910-0,Wholesale,Director,20.0,41495509.0,Sheikhupura
BIZ-000655,Afridi Restaurant Pvt Ltd,Usman Kayani,62048-7609784-7,Restaurant,Owner,51.0,45000775.0,Islamabad
BIZ-000656,Malik Import/Export Enterprises,Usman Kayani,,Import/Export,Owner,100.0,,Islamabad
BIZ-000657,Abbasi Education Pvt Ltd,Ayesha Minhas,46770-9408175-8,Education,Director,5.0,483825582.0,Hyderabad
BIZ-000658,Bugti Restaurant Enterprises,Kamran Mengal,63262-5443975-1,Restaurant,Owner,33.0,148440219.0,Islamabad
BIZ-000659,Aslam E-Commerce Pvt Ltd,Kamran Mengal,63262-5443975-1,E-Commerce,Owner,33.0,241828583.0,Islamabad
BIZ-000660,Afridi Manufacturing Enterprises,Zeeshan Junejo,39865-5367710-1,Manufacturing,Director,10.0,260207332.0,Sargodha
BIZ-000661,Cheema Manufacturing Enterprises,Amna Hussain,69487-6383447-4,Manufacturing,Owner,60.0,6387145.0,Islamabad
BIZ-000662,Butt Retail Enterprises,Zubaida Jatoi,56236-0035698-0,Retail,Owner,33.0,446217669.0,Quetta
BIZ-000663,Minhas Agriculture Enterprises,Zubaida Jatoi,56236-0035698-0,Agriculture,Director,50.0,423099543.0,Quetta
BIZ-000664,Laghari Wholesale Enterprises,Zubaida Jatoi,56236-0035698-0,Wholesale,Director,5.0,247264857.0,Quetta
BIZ-000665,Siddiqui Transport Pvt Ltd,Imran Durrani,16538-8879866-9,Transport,Owner,50.0,72131179.0,Mingora
BIZ-000666,Malik Education Pvt Ltd,Azhar Bugti,35844-6592477-3,Education,Director,25.0,4886972.0,Sahiwal
BIZ-000667,Jatoi Import/Export Pvt Ltd,Azhar Bugti,35844-6592477-3,Import/Export,Owner,100.0,4598465.0,Sahiwal
BIZ-000668,Khan Education Enterprises,Qasim Chandio,42237-7061967-7,Education,Director,50.0,281065769.0,Jacobabad
BIZ-000669,Junejo Construction Pvt Ltd,Babar Aslam,36492-8542294-5,Construction,Owner,50.0,2896566.0,Multan
BIZ-000670,Qureshi Wholesale Enterprises,Uzma Butt,33660-1355527-2,Wholesale,Owner,51.0,120138332.0,Rahim Yar Khan
BIZ-000671,Niazi E-Commerce Enterprises,Tariq Virk,45013-1918676-5,E-Commerce,Partner,25.0,19888786.0,Sukkur
BIZ-000672,Hussain E-Commerce Enterprises,Azhar Hussain,44624-7171913-9,E-Commerce,Partner,75.0,17805906.0,Sukkur
BIZ-000673,Chaudhry Automotive Pvt Ltd,,44624-7171913-9,Automotive,Owner,25.0,4867027.0,Sukkur
BIZ-000674,Gill Agriculture Enterprises,Azhar Hussain,44624-7171913-9,Agriculture,Director,25.0,19268136.0,Sukkur
BIZ-000675,Shah Construction Enterprises,Junaid Khattak,18854-5213469-1,Construction,Director,,,Dera Ismail Khan
BIZ-000676,Laghari E-Commerce Pvt Ltd,Nadiya Raza,31046-2818783-0,E-Commerce,Owner,51.0,385648683.0,Rawalpindi
BIZ-000677,Niazi Manufacturing Pvt Ltd,Mohammad Butt,,Manufacturing,Director,5.0,74083910.0,Khairpur
BIZ-000678,Durrani Import/Export Pvt Ltd,Asma Shah,30564-6111622-8,Import/Export,Owner,60.0,80807827.0,Faisalabad
BIZ-000679,Raza Real Estate Pvt Ltd,,16243-0499580-8,Real Estate,Partner,33.0,437755688.0,
BIZ-000680,Sheikh Wholesale Enterprises,Durr-e-Shahwar Niazi,33310-0445394-0,Wholesale,Director,50.0,249345696.0,Sargodha
BIZ-000681,Siddiqui Financial Services Pvt Ltd,Nasreen Khan,31106-6592109-4,Financial Services,Owner,33.0,,Rawalpindi
BIZ-000682,Tahir Textile Pvt Ltd,Nasreen Khan,31106-6592109-4,Textile,Owner,33.0,23784830.0,Rawalpindi
BIZ-000683,Khattak Retail Pvt Ltd,Maheen Raza,41897-9753831-8,Retail,Director,10.0,237820300.0,Karachi
BIZ-000684,Khoso Import/Export Pvt Ltd,Maheen Raza,41897-9753831-8,Import/Export,Owner,100.0,357992772.0,Karachi
BIZ-000685,Shaikh Manufacturing Enterprises,Maheen Raza,41897-9753831-8,Manufacturing,Owner,,288602435.0,Karachi
BIZ-000686,Ali Wholesale Pvt Ltd,Irfan Cheema,30642-1086880-9,Wholesale,Owner,25.0,3860461.0,Rawalpindi
BIZ-000687,Aslam Manufacturing Enterprises,Irfan Cheema,30642-1086880-9,Manufacturing,Partner,100.0,4562928.0,Rawalpindi
BIZ-000688,Shah Automotive Enterprises,Junaid Sethi,35095-5970328-5,Automotive,Director,20.0,10223375.0,Bahawalpur
BIZ-000689,Ali Textile Pvt Ltd,Sohail Chandio,,Textile,Partner,100.0,411940183.0,Mirpur Khas
BIZ-000690,Bugti IT Services Enterprises,Nadeem Malik,10186-8470344-9,IT Services,Owner,51.0,84148350.0,Abbottabad
BIZ-000691,Sethi Import/Export Enterprises,Nadeem Malik,10186-8470344-9,Import/Export,Director,20.0,77953902.0,Abbottabad
BIZ-000692,Virk Pharmaceutical Pvt Ltd,Parveen Afridi,16907-1417219-6,Pharmaceutical,Owner,25.0,104164037.0,Abbottabad
BIZ-000693,Soomro Financial Services Enterprises,Madiha Iqbal,68884-0233861-0,Financial Services,Owner,25.0,54708696.0,Islamabad
BIZ-000694,Gondal IT Services Enterprises,Sohail Bhatti,38879-7111310-7,IT Services,Owner,50.0,18638525.0,Sialkot
BIZ-000695,Sheikh Automotive Pvt Ltd,Yasmin Mughal,40478-2665974-0,Automotive,Owner,33.0,8258391.0,Larkana
BIZ-000696,Minhas Pharmaceutical Enterprises,Yasmin Mughal,40478-2665974-0,Pharmaceutical,Partner,51.0,10884103.0,Larkana
BIZ-000697,Junejo Import/Export Enterprises,Yasmin Mughal,40478-2665974-0,Import/Export,Partner,25.0,5746333.0,Larkana
BIZ-000698,Jatoi Construction Enterprises,Javed Awan,59516-7902384-1,Construction,Director,25.0,94188916.0,Sibi
BIZ-000699,Tahir Textile Enterprises,Kamran Raza,56192-2363979-3,Textile,Owner,60.0,8090928.0,Quetta
BIZ-000700,Shaikh Automotive Pvt Ltd,Kamran Raza,56192-2363979-3,Automotive,Partner,51.0,,Quetta
BIZ-000701,Brohi Import/Export Enterprises,Rizwan Mengal,73496-5094526-3,Import/Export,Owner,100.0,42211155.0,Mirpur
BIZ-000702,Mughal Automotive Enterprises,Rizwan Mengal,73496-5094526-3,Automotive,Partner,50.0,57423495.0,Mirpur
BIZ-000703,Warraich Transport Enterprises,Durr-e-Shahwar Durrani,54672-3646019-0,Transport,Partner,50.0,87606796.0,Sibi
BIZ-000704,Minhas Construction Enterprises,Durr-e-Shahwar Laghari,32820-5632351-2,Construction,Owner,33.0,16340886.0,Sargodha
BIZ-000705,Khattak Financial Services Pvt Ltd,Lubna Chaudhry,66273-7185322-4,Financial Services,Director,50.0,101100406.0,Islamabad
BIZ-000706,Soomro Agriculture Enterprises,Lubna Chaudhry,66273-7185322-4,Agriculture,Partner,100.0,411721210.0,Islamabad
BIZ-000707,Mirza Agriculture Enterprises,Pervaiz Tahir,31634-7311073-5,Agriculture,Owner,100.0,100621431.0,Lahore
BIZ-000708,Junejo Healthcare Enterprises,Hassan Khoso,36641-8832183-9,Healthcare,Partner,60.0,4113037.0,Sargodha
BIZ-000709,Minhas Real Estate Enterprises,Iqbal Shah,38443-7057978-1,Real Estate,Owner,75.0,12265657.0,Faisalabad
BIZ-000710,Sethi Education Pvt Ltd,Zenab Yousafzai,36118-0368151-4,Education,Director,0.0,8365156.0,Faisalabad
BIZ-000711,Tahir E-Commerce Enterprises,Tahira Bhatti,38749-3184396-6,E-Commerce,Owner,75.0,29420047.0,Rawalpindi
BIZ-000712,Warraich Education Pvt Ltd,,38749-3184396-6,Education,Owner,25.0,30662280.0,Rawalpindi
BIZ-000713,Virk Pharmaceutical Enterprises,Tanzeela Gill,79574-4103309-4,Pharmaceutical,Owner,60.0,365612340.0,Hunza
BIZ-000714,Bhatti IT Services Enterprises,Tanzeela Gill,79574-4103309-4,IT Services,Director,50.0,314143928.0,Hunza
BIZ-000715,Niazi Import/Export Enterprises,Hassaan Sethi,10162-9916565-5,Import/Export,Partner,100.0,28351387.0,Mansehra
BIZ-000716,Memon IT Services Enterprises,Hassaan Sethi,10162-9916565-5,IT Services,Owner,33.0,51219391.0,Mansehra
BIZ-000717,Rajput Financial Services Enterprises,Daniyal Hashmi,37476-2506689-7,Financial Services,Owner,60.0,12088375.0,Rawalpindi
BIZ-000718,Hussain Transport Enterprises,Daniyal Hashmi,37476-2506689-7,Transport,Owner,60.0,2108324.0,Rawalpindi
BIZ-000719,Jatoi Import/Export Enterprises,Yasmin Memon,34832-2948236-6,Import/Export,Director,20.0,449053049.0,Dera Ghazi Khan
BIZ-000720,Rajput Construction Enterprises,Fahad Chaudhry,66185-5854965-7,Construction,Owner,60.0,93643410.0,Islamabad
BIZ-000721,Chaudhry Transport Enterprises,Zubaida Aslam,,Transport,Owner,33.0,,Jhelum
BIZ-000722,Bugti Financial Services Pvt Ltd,Riffat Raza,33739-5726788-2,Financial Services,Director,10.0,,Gujranwala
BIZ-000723,Khan Healthcare Pvt Ltd,Imran Khattak,64328-7505672-3,Healthcare,Director,25.0,16979250.0,Islamabad
BIZ-000724,Jamali IT Services Pvt Ltd,Said Virk,,IT Services,Owner,50.0,61806378.0,Rahim Yar Khan
BIZ-000725,Yousafzai Manufacturing Enterprises,Sayeed Virk,34242-2908286-5,Manufacturing,Director,,85686090.0,Rahim Yar Khan
BIZ-000726,Gill Retail Pvt Ltd,Basit Raza,47878-3191983-3,Retail,Director,20.0,390019549.0,Karachi
BIZ-000727,Soomro Pharmaceutical Pvt Ltd,Adnan Aslam,41315-5079784-9,Pharmaceutical,Owner,50.0,75258654.0,
BIZ-000728,Brohi Automotive Pvt Ltd,Adnan Aslam,41315-5079784-9,Automotive,Owner,25.0,422685680.0,Khairpur
BIZ-000729,Brohi Wholesale Enterprises,Durr-e-Shahwar Awan,38923-7293327-6,Wholesale,Partner,33.0,106413808.0,Gujranwala
BIZ-000730,Khan Restaurant Enterprises,Naveed Hussain,39653-5802814-5,Restaurant,Owner,25.0,2521471.0,Rahim Yar Khan
BIZ-000731,Gondal IT Services Enterprises,Farzana Virk,52485-7134894-2,IT Services,Owner,50.0,13657588.0,Sibi
BIZ-000732,Kayani E-Commerce Enterprises,Atif Jatoi,48338-7274840-9,E-Commerce,Director,10.0,43886939.0,Hyderabad
BIZ-000733,Ahmed Real Estate Pvt Ltd,Aisha Mengal,18539-8340955-2,Real Estate,Owner,51.0,63952371.0,Mingora
BIZ-000734,Ahmed Restaurant Enterprises,Aisha Mengal,18539-8340955-2,Restaurant,Owner,51.0,64939275.0,Mingora
BIZ-000735,Jatoi Healthcare Pvt Ltd,Yasmin Laghari,38045-4819004-6,Healthcare,Owner,100.0,17859985.0,Bahawalpur
BIZ-000736,Virk Healthcare Enterprises,Sadia Junejo,51854-2160737-8,Healthcare,Director,5.0,2497096.0,Quetta
BIZ-000737,Qureshi Import/Export Enterprises,Saima Laghari,48206-8197469-4,Import/Export,Owner,60.0,4631379.0,Shikarpur
BIZ-000738,Rajput Textile Enterprises,Saima Laghari,48206-8197469-4,Textile,Director,25.0,7390165.0,Shikarpur
BIZ-000739,Cheema Construction Enterprises,Saima Laghari,48206-8197469-4,Construction,Owner,51.0,13811700.0,Shikarpur
BIZ-000740,Aslam Pharmaceutical Enterprises,Kashif Ali,38535-1912556-5,Pharmaceutical,Owner,60.0,51778800.0,Lahore
BIZ-000741,Khattak IT Services Enterprises,Nadeea Khattak,44102-1749246-6,IT Services,Owner,100.0,479809667.0,Karachi
BIZ-000742,Gill Manufacturing Pvt Ltd,Nadiya Khattak,44102-1749246-6,Manufacturing,Partner,60.0,149338090.0,Karachi
BIZ-000743,Jatoi Automotive Enterprises,Saima Khattak,35121-5866953-8,Automotive,Owner,50.0,11490348.0,Lahore
BIZ-000744,Khattak Retail Pvt Ltd,Waheed Ahmed,39223-9435535-1,Retail,Director,5.0,84097241.0,Faisalabad
BIZ-000745,Kayani Real Estate Pvt Ltd,Waheed Ahmed,39223-9435535-1,Real Estate,Owner,75.0,51705170.0,Faisalabad
BIZ-000746,Abbasi Automotive Enterprises,Junaid Mengal,30701-1163103-5,Automotive,Owner,50.0,6306298.0,Multan
BIZ-000747,Aslam E-Commerce Enterprises,Tahira Khan,34599-8123403-2,E-Commerce,Owner,25.0,7431855.0,Rahim Yar Khan
