record_id,account_holder,cnic,monthly_transactions,avg_balance,bank_name,account_type
BANK-001602,Daniyal Cheema,40687-0376988-5,17.0,1227529.0,Meezan Bank,Business
BANK-001603,Durr-e-Shahwar Afridi,36745-8479867-0,18.0,108976.0,United Bank,Savings
BANK-001604,Humaira Soomro,36089-4410986-8,33.0,800365.0,Bank Alfalah,Current
BANK-001605,Humaira Soomro,36089-4410986-8,46.0,,Askari Bank,Savings
BANK-001606,Nasreen Rajput,30347-8744311-0,62.0,1596369.0,Askari Bank,Current
BANK-001607,Komal Mughal,69696-3536571-2,186.0,1581260.0,MCB Bank,Current
BANK-001608,Komal Mughal,,,5571003.0,Bank Al Habib,Current
BANK-001609,,69696-3536571-2,192.0,10094746.0,Habib Bank,Savings
BANK-001610,,39251-5485234-9,365.0,25954256.0,Allied Bank,Business
BANK-001611,Imran Jamali,39251-5485234-9,467.0,78877100.0,Bank of Punjab,Savings
BANK-001612,Emran Jamali,39251-5485234-9,391.0,47103491.0,MCB Bank,Current
BANK-001613,Imron Jamali,39251-5485234-9,90.0,,Allied Bank,Current
BANK-001614,Aneela Niazi,37527-8376396-6,54.0,384687.0,Allied Bank,Current
BANK-001615,Rashid Aslam,33356-0338191-9,10.0,42712.0,Bank of Punjab,Business
BANK-001616,Tanveer Baloch,48533-7296280-1,9.0,48175.0,MCB Bank,Savings
BANK-001617,Zahid Chandio,,108.0,4074937.0,JS Bank,Current
BANK-001618,Zahid Chandio,41915-0564861-3,140.0,1328263.0,Faysal Bank,Savings
BANK-001619,Noor Laghari,30070-1436882-2,257.0,76205604.0,Habib Bank,Current
BANK-001620,,30070-1436882-2,422.0,33611432.0,Habib Bank,Business
BANK-001621,Noor Laghari,30070-1436882-2,396.0,53665839.0,Allied Bank,Current
BANK-001622,Noor Laghari,30070-1436882-2,168.0,30114378.0,National Bank,Current
BANK-001623,Zafar Mirza,45905-7111270-3,20.0,187276.0,National Bank,Business
BANK-001624,Fahad Memon,34607-9216438-3,80.0,,Askari Bank,Current
BANK-001625,Yasmin Junejo,47185-1886125-8,12.0,18029.0,Faysal Bank,Business
BANK-001626,Pervaiz Khattak,41988-0481653-5,175.0,68271548.0,Allied Bank,Business
BANK-001627,Pervaiz Khattak,41988-0481653-5,80.0,53286917.0,Allied Bank,Savings
BANK-001628,Durr-e-Shahwar Gondal,31171-6469993-4,19.0,1868548.0,MCB Bank,Current
BANK-001629,Durr-e-Shahwar Gondal,31171-6469993-4,17.0,1325815.0,Faysal Bank,Savings
BANK-001630,Zeynab Iqbal,34878-2127018-4,77.0,1473093.0,JS Bank,Current
BANK-001631,Zeeshan Butt,30612-6086830-9,,55812016.0,National Bank,Current
BANK-001632,Zeeshan Butt,30612-6086830-9,390.0,37315393.0,Bank Al Habib,Current
BANK-001633,Zeeshan Butt,30612-6086830-9,434.0,56035681.0,Summit Bank,Savings
BANK-001634,Zeeshan Butt,30612-6086830-9,327.0,73579397.0,MCB Bank,Savings
BANK-001635,Farah Rajput,18489-5219477-2,24.0,1782067.0,Standard Chartered,Savings
BANK-001636,Farah Rajput,18489-5219477-2,25.0,970430.0,Bank Al Habib,Savings
BANK-001637,Noman Khoso,34992-6294606-5,,7363353.0,Meezan Bank,Savings
BANK-001638,Noman Khoso,34992-6294606-5,47.0,8015569.0,JS Bank,Current
BANK-001639,Noman Khoso,34992-6294606-5,107.0,,Faysal Bank,Savings
BANK-001640,Noman Khoso,34992-6294606-5,46.0,4302366.0,Meezan Bank,Savings
BANK-001641,Danish Mirza,47738-9904059-5,24.0,691904.0,National Bank,Savings
BANK-001642,Tahira Laghari,17472-9893685-4,15.0,88969.0,Habib Bank,Current
BANK-001643,Danish Minhas,46304-6397904-5,450.0,29493299.0,Meezan Bank,Savings
BANK-001644,Komal Niazi,50028-9124787-6,,6815723.0,Summit Bank,Savings
BANK-001645,Komal Niazi,50028-9124787-6,184.0,13286037.0,United Bank,Business
BANK-001646,Ghulam Butt,30075-6773867-5,76.0,65533769.0,Bank Alfalah,Savings
BANK-001647,Ghulam Butt,30075-6773867-5,309.0,29552425.0,Summit Bank,Business
BANK-001648,Ghulam Butt,30075-6773867-5,296.0,47055367.0,Bank Alfalah,Savings
BANK-001649,Ghulam Butt,30075-6773867-5,342.0,83890221.0,Bank of Punjab,Current
BANK-001650,Saeid Mirza,58951-2873986-1,11.0,58126.0,Faysal Bank,Current
BANK-001651,Saeid Mirza,58951-2873986-1,23.0,198611.0,Soneri Bank,Current
BANK-001652,Umar Aslam,47000-5906447-3,16.0,174676.0,Habib Bank,Current
BANK-001653,Sajid Warraich,31294-8610377-9,182.0,56614511.0,Bank Al Habib,Business
BANK-001654,Faisal Jatoi,36705-2212359-1,62.0,1744213.0,Standard Chartered,Current
BANK-001655,Faisal Jatoi,36705-2212359-1,71.0,1966546.0,Meezan Bank,Current
BANK-001656,Faisal Jatoi,36705-2212359-1,36.0,1495218.0,Standard Chartered,Current
BANK-001657,Rubina Jamali,35463-0458809-6,,38634360.0,Meezan Bank,Savings
BANK-001658,Hamza Rajput,36776-2984955-7,367.0,,Habib Bank,Savings
BANK-001659,Hamza Rajput,36776-2984955-7,446.0,12072173.0,Soneri Bank,Savings
BANK-001660,Imraan Kayani,,10.0,45705.0,Habib Bank,Savings
BANK-001661,Hamza Raza,19845-7952814-5,90.0,7369236.0,United Bank,Business
BANK-001662,Hamza Raza,19845-7952814-5,37.0,5998319.0,Bank of Punjab,Business
BANK-001663,Amir Warraich,32977-3338620-5,440.0,,Standard Chartered,Current
BANK-001664,Uthman Khan,,143.0,5249765.0,Faysal Bank,Savings
BANK-001665,Uthman Khan,,120.0,7379075.0,Summit Bank,Current
BANK-001666,Mansoor Tahir,34149-3756217-1,,1001238.0,Habib Bank,Current
BANK-001667,Durr-e-Shahwar Durrani,31635-2686911-2,272.0,89473140.0,United Bank,Current
BANK-001668,Durr-e-Shahwar Durrani,31635-2686911-2,195.0,62836510.0,Bank Al Habib,Business
BANK-001669,Yasir Bugti,40460-6888378-3,34.0,577954.0,Askari Bank,Business
BANK-001670,Yasir Bugti,40460-6888378-3,49.0,1123590.0,Bank Al Habib,Savings
BANK-001671,Sadia Cheema,30118-2482976-0,8.0,151569.0,Bank Al Habib,Business
BANK-001672,Zainab Virk,37213-0108797-4,17.0,22595.0,Bank Alfalah,Savings
BANK-001673,Jaweria Junejo,57376-7368781-2,70.0,1700065.0,National Bank,Savings
BANK-001674,Junaid Khoso,41169-1528941-7,89.0,10351940.0,Bank Al Habib,Savings
BANK-001675,Junaid Khoso,41169-1528941-7,42.0,8907187.0,Bank Al Habib,Savings
BANK-001676,Junaid Khoso,41169-1528941-7,80.0,12938474.0,Askari Bank,Savings
BANK-001677,Junaid Khoso,41169-1528941-7,140.0,10646933.0,MCB Bank,Business
BANK-001678,Bushra Yousafzai,49442-2262789-6,30.0,14055.0,Bank Alfalah,Current
BANK-001679,Jaweria Hussain,31034-7016295-8,14.0,1008580.0,Allied Bank,Savings
BANK-001680,Zubair Qureshi,19750-9166968-1,32.0,722588.0,JS Bank,Current
BANK-001681,Zubair Qureshi,19750-9166968-1,65.0,98714.0,Habib Bank,Savings
BANK-001682,Zubayer Qureshi,19750-9166968-1,63.0,1763161.0,MCB Bank,Current
BANK-001683,Azhar Soomro,36017-5893296-9,49.0,270272.0,Bank Alfalah,Savings
BANK-001684,Azhar Soomro,36017-5893296-9,63.0,544619.0,MCB Bank,Business
BANK-001685,Zubaida Khoso,37363-9550328-6,103.0,13619462.0,JS Bank,Savings
BANK-001686,Zubaida Khoso,37363-9550328-6,184.0,826392.0,Bank Alfalah,Business
BANK-001687,Zubaida Khoso,37363-9550328-6,122.0,3690816.0,Standard Chartered,Savings
BANK-001688,Zubaida Khoso,37363-9550328-6,141.0,12143870.0,MCB Bank,Current
BANK-001689,,35666-5786833-4,10.0,875422.0,Askari Bank,Current
BANK-001690,Tahira Afridi,39566-4634092-2,59.0,722912.0,United Bank,Current
BANK-001691,Tahira Afridi,39566-4634092-2,192.0,9370860.0,Bank of Punjab,Business
BANK-001692,Tahira Afridi,39566-4634092-2,142.0,1797146.0,MCB Bank,Current
BANK-001693,Tahira Afridi,39566-4634092-2,,10169282.0,Habib Bank,Savings
BANK-001694,Qasim Mengal,45305-4359891-1,,7011391.0,Bank Alfalah,Business
BANK-001695,Qasim Mengal,45305-4359891-1,129.0,14375167.0,Allied Bank,Current
BANK-001696,Nighat Ahmed,35788-3454662-2,275.0,57203318.0,United Bank,Savings
BANK-001697,Nighat Ahmed,35788-3454662-2,230.0,85329168.0,National Bank,Business
BANK-001698,Nighat Ahmed,35788-3454662-2,212.0,82550278.0,Meezan Bank,Savings
BANK-001699,Shazia Minhas,48402-3872497-8,9.0,139847.0,Summit Bank,Current
BANK-001700,Fahad Hussain,37892-9410344-5,125.0,6462900.0,Meezan Bank,Business
BANK-001701,Fahad Hussain,37892-9410344-5,152.0,6165821.0,Summit Bank,Current
BANK-001702,Rabia Hashmi,35401-5862765-2,371.0,,JS Bank,Current
BANK-001703,Rabia Hashmi,35401-5862765-2,187.0,19908212.0,MCB Bank,Business
BANK-001704,Sadia Abbasi,12452-0067364-6,156.0,6378786.0,Bank Al Habib,Business
BANK-001705,Sadia Abbasi,12452-0067364-6,118.0,1798240.0,Habib Bank,Savings
BANK-001706,Sadia Abbasi,12452-0067364-6,169.0,4446731.0,MCB Bank,Savings
BANK-001707,Asma Durrani,35157-3653890-4,9.0,9941.0,Bank Alfalah,Business
BANK-001708,Asma Durrani,35157-3653890-4,5.0,173837.0,Bank Al Habib,Current
BANK-001709,Amna Mughal,37100-6308184-2,60.0,,Summit Bank,Savings
BANK-001710,Zenab Khattak,32018-2006982-0,198.0,12577471.0,Bank Al Habib,Savings
BANK-001711,Zainab Khattak,32018-2006982-0,85.0,7457548.0,Meezan Bank,Savings
BANK-001712,Sohail Baig,15343-6351016-5,14.0,27901.0,Soneri Bank,Savings
BANK-001713,Noman Virk,33999-4862875-9,10.0,1824896.0,Bank Alfalah,Savings
BANK-001714,Noman Virk,33999-4862875-9,49.0,1214568.0,Allied Bank,Savings
BANK-001715,Noman Virk,33999-4862875-9,18.0,469774.0,Summit Bank,Savings
BANK-001716,Rabia Chandio,41476-9081984-0,,441439.0,Standard Chartered,Current
BANK-001717,Ahmad Brohi,44117-8656873-5,107.0,5306405.0,Standard Chartered,Current
BANK-001718,Ahmad Brohi,44117-8656873-5,95.0,12303778.0,MCB Bank,Savings
BANK-001719,Ahemad Brohi,44117-8656873-5,49.0,,Soneri Bank,Business
BANK-001720,Ahmad Brohi,44117-8656873-5,95.0,11874692.0,Meezan Bank,Savings
BANK-001721,Iram Khattak,36226-0111125-4,66.0,8097038.0,National Bank,Savings
BANK-001722,Saima Malik,32096-7210595-6,6.0,24915.0,Habib Bank,Current
BANK-001723,Ahmd Mengal,56167-2974624-5,,52604.0,Bank Alfalah,Savings
BANK-001724,Ahmad Mengal,56167-2974624-5,3.0,79109.0,National Bank,Savings
BANK-001725,Haasan Yousafzai,56193-2634998-1,103.0,3893292.0,Habib Bank,Current
BANK-001726,Sadia Memon,30781-2222875-6,77.0,91793.0,Soneri Bank,Savings
BANK-001727,Tahir Baloch,50699-9340917-3,15.0,73345.0,Bank Al Habib,Savings
BANK-001728,Yasir Cheema,39823-4453402-7,130.0,6690491.0,Habib Bank,Savings
BANK-001729,Fatima Gill,49227-1532210-2,30.0,,Standard Chartered,Current
BANK-001730,Parveen Ali,30142-1800715-2,13.0,31678.0,Bank Alfalah,Savings
BANK-001731,Rizwan Memon,43096-9585086-9,133.0,,Faysal Bank,Savings
BANK-001732,Rizwan Memon,43096-9585086-9,48.0,8703024.0,Askari Bank,Current
BANK-001733,Rizwan Memon,43096-9585086-9,,11769987.0,Standard Chartered,Savings
BANK-001734,Junaid Aslam,33933-5460962-7,88.0,,Soneri Bank,Savings
BANK-001735,Junaid Aslam,33933-5460962-7,131.0,,Soneri Bank,Business
BANK-001736,Junaid Aslam,33933-5460962-7,78.0,12233813.0,Summit Bank,Current
BANK-001737,Waheed Awan,34137-1873712-5,77.0,748441.0,United Bank,Business
BANK-001738,Liaquat Afridi,33019-5700351-9,29.0,118500.0,Bank Alfalah,Savings
BANK-001739,Khaleed Hussain,59638-2205562-1,14.0,1530116.0,Allied Bank,Current
BANK-001740,Komal Gill,15078-1702530-2,10.0,23331.0,Soneri Bank,Savings
BANK-001741,Faisal Bugti,31154-1813082-7,72.0,84377.0,Allied Bank,Current
BANK-001742,Shahid Baloch,48888-1232975-7,16.0,112379.0,Meezan Bank,Business
BANK-001743,Shaheed Baloch,,,95227.0,Habib Bank,Current
BANK-001744,Imron Chaudhry,49980-6675857-5,112.0,11918061.0,MCB Bank,Current
BANK-001745,Imran Chaudhry,49980-6675857-5,169.0,8099540.0,Habib Bank,Savings
BANK-001746,Komal Siddiqui,46517-3733601-2,21.0,180025.0,Meezan Bank,Business
BANK-001747,Komal Siddiqui,46517-3733601-2,20.0,16881.0,Faysal Bank,Current
BANK-001748,Irfan Raza,30162-4892826-5,156.0,4664808.0,Habib Bank,Business
BANK-001749,Irfan Raza,30162-4892826-5,39.0,10011968.0,JS Bank,Business
BANK-001750,Qudsia Yousafzai,32424-4757963-4,100.0,12809410.0,Soneri Bank,Business
BANK-001751,Qudsia Yousafzai,32424-4757963-4,167.0,4918591.0,Bank Alfalah,Business
BANK-001752,Qudsia Yousafzai,32424-4757963-4,165.0,3291032.0,MCB Bank,Current
BANK-001753,Qudsia Yousafzai,32424-4757963-4,181.0,8278969.0,Habib Bank,Current
BANK-001754,Babar Sheikh,75201-7010885-1,61.0,6188526.0,United Bank,Business
BANK-001755,Babar Sheikh,,39.0,12380205.0,Bank Alfalah,Savings
BANK-001756,Sana Warraich,36884-0003598-8,43.0,849676.0,Standard Chartered,Savings
BANK-001757,Liaquat Yousafzai,36065-0295590-5,,13560365.0,Bank of Punjab,Business
BANK-001758,Liaquat Yousafzai,36065-0295590-5,188.0,5140579.0,Summit Bank,Current
BANK-001759,Liaquat Yousafzai,36065-0295590-5,143.0,597736.0,Bank Alfalah,Current
BANK-001760,Naveed Ali,31043-9497086-9,10.0,,Faysal Bank,Savings
BANK-001761,,33116-3565557-5,72.0,769199.0,Allied Bank,Business
BANK-001762,Junaid Virk,33116-3565557-5,65.0,761718.0,Soneri Bank,Savings
BANK-001763,Tahir Warraich,31207-4419439-3,83.0,8722126.0,Standard Chartered,Business
BANK-001764,Tahir Warraich,31207-4419439-3,140.0,10709193.0,Askari Bank,Current
BANK-001765,Tahir Warraich,31207-4419439-3,136.0,8316042.0,Habib Bank,Savings
BANK-001766,Noor Hashmi,30138-2936186-8,214.0,7706853.0,Bank Al Habib,Current
BANK-001767,Sanaa Jatoi,31924-6962589-2,14.0,73668.0,MCB Bank,Savings
BANK-001768,Maheen Mughal,48031-3905845-2,106.0,94045712.0,United Bank,Current
BANK-001769,Maheen Mughal,48031-3905845-2,175.0,31772886.0,Faysal Bank,Business
BANK-001770,,48031-3905845-2,61.0,24933913.0,JS Bank,Business
BANK-001771,Uzma Brohi,36993-7969604-8,25.0,946407.0,Faysal Bank,Savings
BANK-001772,Uzma Brohi,36993-7969604-8,56.0,673387.0,JS Bank,Savings
BANK-001773,Mushtaq Memon,18180-9570348-5,,54358.0,MCB Bank,Savings
BANK-001774,Mushtaq Memon,18180-9570348-5,31.0,1032604.0,Bank of Punjab,Current
BANK-001775,Mushtaq Memon,18180-9570348-5,21.0,533771.0,JS Bank,Business
BANK-001776,Babar Awan,,51.0,1884708.0,Faysal Bank,Business
BANK-001777,Babar Awan,39649-8961158-5,35.0,1635322.0,Bank of Punjab,Savings
BANK-001778,Komal Baloch,36627-4755034-6,52.0,200940.0,Standard Chartered,Current
BANK-001779,Aisha Aslam,16056-7537820-2,21.0,147988.0,Allied Bank,Current
BANK-001780,Aesha Aslam,16056-7537820-2,10.0,121959.0,Bank of Punjab,Savings
BANK-001781,Owais Chandio,30376-3338644-9,23.0,20868.0,United Bank,Savings
BANK-001782,Owais Chandio,30376-3338644-9,8.0,103801.0,Faysal Bank,Savings
BANK-001783,Humaira Tahir,42646-5961863-0,500.0,11875720.0,Faysal Bank,Savings
BANK-001784,Sunna Warraich,38321-2014125-2,30.0,192065.0,Bank of Punjab,Current
BANK-001785,Sana Warraich,38321-2014125-2,25.0,166243.0,JS Bank,Business
BANK-001786,Komal Virk,36019-0083928-2,22.0,142089.0,Askari Bank,Savings
BANK-001787,Zafar Malik,31061-2957605-7,62.0,1307418.0,Allied Bank,Current
BANK-001788,Danish Qureshi,39037-0953741-5,16.0,72491.0,Faysal Bank,Business
BANK-001789,Sajid Memon,33083-4096247-5,128.0,7298607.0,Bank Alfalah,Savings
BANK-001790,Sajid Memon,33083-4096247-5,185.0,9952949.0,Bank Alfalah,Business
BANK-001791,Sajid Memon,33083-4096247-5,108.0,7080425.0,Allied Bank,Current
BANK-001792,,33083-4096247-5,102.0,3083349.0,Bank Al Habib,Current
BANK-001793,Khadijah Iqbal,40604-6873248-6,,68913603.0,Soneri Bank,Savings
BANK-001794,,40604-6873248-6,,68529383.0,Bank Al Habib,Savings
BANK-001795,Khadijah Iqbal,40604-6873248-6,187.0,94401882.0,Meezan Bank,Savings
BANK-001796,Khadeeja Iqbal,40604-6873248-6,247.0,66850683.0,National Bank,Savings
BANK-001797,Sohail Warraich,53030-9390346-5,153.0,7371753.0,Summit Bank,Savings
BANK-001798,Sohail Warraich,53030-9390346-5,107.0,10828569.0,Meezan Bank,Savings
BANK-001799,Sohail Warraich,53030-9390346-5,32.0,5099948.0,Bank of Punjab,Savings
BANK-001800,Khadeejah Khattak,32263-8361925-6,195.0,60508157.0,Allied Bank,Savings
BANK-001801,Khadeejah Khattak,32263-8361925-6,458.0,5393030.0,Habib Bank,Business
BANK-001802,Humaira Minhas,35785-5558697-0,45.0,1065908.0,Askari Bank,Current
BANK-001803,Noor Junejo,31350-2291257-0,17.0,126926.0,Bank of Punjab,Current
BANK-001804,Sanaa Aslam,38727-4073573-6,9.0,172471.0,Habib Bank,Business
BANK-001805,Sunna Aslam,38727-4073573-6,27.0,98332.0,Summit Bank,Business
BANK-001806,Hina Soomro,46198-5648755-6,297.0,34263614.0,National Bank,Current
BANK-001807,Mushtaq Khattak,48538-8704407-3,145.0,66810145.0,Standard Chartered,Savings
BANK-001808,Mushtaq Khattak,48538-8704407-3,61.0,33074156.0,Bank of Punjab,Savings
BANK-001809,Mohamed Tahir,32442-0308481-3,,11017662.0,Meezan Bank,Savings
BANK-001810,Mhd Tahir,32442-0308481-3,135.0,16585288.0,Summit Bank,Current
BANK-001811,Said Chandio,12672-8489808-9,21.0,710322.0,JS Bank,Current
BANK-001812,Kamran Memon,37751-2697395-3,54.0,365250.0,United Bank,Business
BANK-001813,Zeeshan Yousafzai,30199-9755917-9,75.0,598053.0,Summit Bank,Current
BANK-001814,Ehsan Raza,67593-4065636-5,80.0,594702.0,Standard Chartered,Current
BANK-001815,Ehsan Raza,67593-4065636-5,70.0,383281.0,JS Bank,Current
BANK-001816,Khadija Baig,38223-7099245-8,300.0,62226218.0,Bank of Punjab,Savings
BANK-001817,Khadijah Baig,38223-7099245-8,227.0,99818341.0,MCB Bank,Savings
BANK-001818,Durr-e-Shahwar Malik,43915-1843978-0,51.0,943754.0,National Bank,Business
BANK-001819,Rabia Memon,17009-6994592-6,184.0,2019210.0,Bank Al Habib,Current
BANK-001820,Rabia Memon,17009-6994592-6,36.0,1853323.0,United Bank,Current
BANK-001821,Rabia Memon,17009-6994592-6,90.0,6002746.0,Soneri Bank,Savings
BANK-001822,Rabia Memon,17009-6994592-6,60.0,13202267.0,JS Bank,Business
BANK-001823,Humaira Junejo,49522-5354512-0,60.0,1843957.0,National Bank,Savings
BANK-001824,Imraan Soomro,47693-4931753-1,,12029309.0,Bank Alfalah,Savings
BANK-001825,Emran Soomro,47693-4931753-1,171.0,12369526.0,Standard Chartered,Current
BANK-001826,Ghazala Brohi,32660-0126526-6,57.0,5601818.0,Bank Alfalah,Business
BANK-001827,Ghazala Brohi,32660-0126526-6,36.0,11903226.0,United Bank,Savings
BANK-001828,Ghazala Brohi,32660-0126526-6,112.0,14120010.0,United Bank,Savings
BANK-001829,Bilal Malik,15948-2369282-1,67.0,1462669.0,Meezan Bank,Savings
BANK-001830,,15948-2369282-1,28.0,1678455.0,Askari Bank,Savings
BANK-001831,Sanaa Durrani,35496-0734737-4,53.0,270623.0,MCB Bank,Current
BANK-001832,Farhan Chandio,42307-3909273-3,54.0,1289515.0,Standard Chartered,Savings
BANK-001833,Furhan Chandio,42307-3909273-3,59.0,1526815.0,Soneri Bank,Current
BANK-001834,Farhan Chandio,42307-3909273-3,14.0,1279366.0,Bank Alfalah,Business
BANK-001835,Iram Khoso,31158-2126810-0,50.0,1907919.0,Bank Alfalah,Current
BANK-001836,Iram Khoso,31158-2126810-0,68.0,1177047.0,Faysal Bank,Current
BANK-001837,Waqas Siddiqui,35277-1925687-7,26.0,124368.0,Allied Bank,Current
BANK-001838,Farzana Mughal,10515-5922083-2,8.0,69126.0,Bank Al Habib,Business
BANK-001839,Tanzeela Jatoi,33485-3447541-2,25.0,137644.0,MCB Bank,Business
BANK-001840,Tanzeela Jatoi,33485-3447541-2,2.0,61259.0,Bank Al Habib,Current
BANK-001841,Tanzeela Jatoi,33485-3447541-2,30.0,45530.0,Bank Alfalah,Current
BANK-001842,Maryam Bhatti,,28.0,36263.0,Soneri Bank,Savings
BANK-001843,Marium Bhatti,45851-5624822-6,5.0,45790.0,Bank of Punjab,Savings
BANK-001844,Maryam Bhatti,45851-5624822-6,23.0,7035.0,Habib Bank,Savings
BANK-001845,Rubina Laghari,37620-0828786-2,124.0,12307060.0,United Bank,Current
BANK-001846,Qasim Brohi,33699-1837103-7,9.0,89572.0,Bank Alfalah,Current
BANK-001847,Kasim Brohi,33699-1837103-7,2.0,45989.0,Standard Chartered,Savings
BANK-001848,Babar Khan,34012-6186978-3,136.0,8926414.0,United Bank,Savings
BANK-001849,,39401-6125122-0,39.0,1585491.0,Standard Chartered,Current
BANK-001850,Aisha Raza,39401-6125122-0,61.0,493410.0,Standard Chartered,Business
BANK-001851,Aisha Raza,39401-6125122-0,18.0,91107.0,Soneri Bank,Savings
BANK-001852,Shoaib Yousafzai,42396-7404737-1,9.0,145737.0,Habib Bank,Savings
BANK-001853,Adnan Siddiqui,49907-1586188-9,21.0,193326.0,Allied Bank,Savings
BANK-001854,Komal Raza,32086-1074687-2,182.0,49850561.0,Bank of Punjab,Current
BANK-001855,Komal Raza,32086-1074687-2,346.0,96627259.0,Standard Chartered,Current
BANK-001856,Komal Raza,32086-1074687-2,307.0,70153713.0,Bank of Punjab,Current
BANK-001857,Amna Minhas,30204-2056850-4,114.0,4103607.0,Meezan Bank,Current
BANK-001858,Amna Minhas,30204-2056850-4,173.0,13743190.0,National Bank,Current
BANK-001859,Ghulam Bugti,11642-4656442-1,28.0,49017.0,Soneri Bank,Savings
BANK-001860,Nasreen Memon,54942-3028410-0,25.0,1872089.0,Bank Alfalah,Savings
BANK-001861,Noor Jamali,41037-3936459-0,14.0,137108.0,Bank Al Habib,Current
BANK-001862,Farzana Jatoi,32609-7351680-8,271.0,94795651.0,Bank Al Habib,Current
BANK-001863,Farzana Jatoi,32609-7351680-8,454.0,16271574.0,Allied Bank,Current
BANK-001864,Farzana Jatoi,32609-7351680-8,121.0,57215256.0,Soneri Bank,Current
BANK-001865,,32609-7351680-8,113.0,80140336.0,Bank Al Habib,Savings
BANK-001866,Tahira Shaikh,44668-0790940-4,39.0,1062025.0,Bank Al Habib,Current
BANK-001867,Samina Iqbal,39672-3285859-8,103.0,10631490.0,Bank Al Habib,Business
BANK-001868,Riffat Bhatti,44711-6656864-8,55.0,752166.0,Bank of Punjab,Savings
BANK-001869,Shazia Chaudhry,33418-5178145-8,,430325.0,Bank of Punjab,Savings
BANK-001870,Shazia Chaudhry,33418-5178145-8,10.0,235519.0,Allied Bank,Business
BANK-001871,Maheen Baloch,32724-4135908-6,184.0,4117699.0,MCB Bank,Savings
BANK-001872,,32724-4135908-6,148.0,,National Bank,Current
BANK-001873,Qudsia Chaudhry,37904-9076147-2,34.0,1454808.0,Allied Bank,Current
BANK-001874,Qudsia Chaudhry,37904-9076147-2,60.0,778666.0,National Bank,Savings
BANK-001875,Noor Baig,47571-8189414-4,89.0,53043767.0,JS Bank,Current
BANK-001876,Noor Baig,47571-8189414-4,85.0,30526928.0,Bank Alfalah,Current
BANK-001877,Noor Baig,47571-8189414-4,167.0,71228103.0,National Bank,Current
BANK-001878,Talha Malik,33971-6576413-7,174.0,9083617.0,Allied Bank,Current
BANK-001879,Talha Malik,33971-6576413-7,91.0,12812690.0,Soneri Bank,Current
BANK-001880,Adnan Abbasi,30194-3434949-7,50.0,1251903.0,Summit Bank,Current
BANK-001881,Qudsia Mengal,33028-9590263-0,276.0,34697881.0,Summit Bank,Current
BANK-001882,Rizwan Randhawa,33492-0262666-7,394.0,4482994.0,Askari Bank,Savings
BANK-001883,Rizwan Randhawa,33492-0262666-7,348.0,15979168.0,Standard Chartered,Current
BANK-001884,Rizwan Randhawa,33492-0262666-7,459.0,89218703.0,Faysal Bank,Business
BANK-001885,Sana Soomro,40509-5941274-8,326.0,81483821.0,MCB Bank,Savings
BANK-001886,Sana Soomro,40509-5941274-8,353.0,51671215.0,Standard Chartered,Current
BANK-001887,Basit Soomro,75820-7365865-3,414.0,90700870.0,Faysal Bank,Current
BANK-001888,Talha Gondal,40545-5281828-5,65.0,1409035.0,Allied Bank,Savings
BANK-001889,Talha Gondal,,35.0,538913.0,Standard Chartered,Business
BANK-001890,Talha Gondal,40545-5281828-5,80.0,1561165.0,Askari Bank,Current
BANK-001891,Babar Jamali,49075-4890989-7,105.0,,Meezan Bank,Current
BANK-001892,,49075-4890989-7,178.0,9832875.0,Faysal Bank,Business
BANK-001893,Babar Jamali,49075-4890989-7,30.0,12552670.0,Bank of Punjab,Current
BANK-001894,Madiha Chandio,17583-8120873-4,16.0,892173.0,Bank of Punjab,Savings
BANK-001895,Madiha Chandio,17583-8120873-4,56.0,600006.0,Bank Alfalah,Business
BANK-001896,Madiha Chandio,17583-8120873-4,29.0,1884624.0,MCB Bank,Savings
BANK-001897,Aneela Junejo,33953-6986455-8,12.0,29901.0,Askari Bank,Savings
BANK-001898,Aneela Junejo,33953-6986455-8,23.0,99179.0,Meezan Bank,Current
BANK-001899,Azhar Virk,34146-1428422-9,3.0,189208.0,MCB Bank,Savings
BANK-001900,Alee Baloch,60945-3913724-5,18.0,1264667.0,United Bank,Business
BANK-001901,Ali Baloch,60945-3913724-5,14.0,1537248.0,Summit Bank,Current
BANK-001902,Tanzeela Baloch,36844-7461090-0,25.0,65651.0,Summit Bank,Current
BANK-001903,,36844-7461090-0,,170794.0,Standard Chartered,Savings
BANK-001904,Salman Hussain,35446-3287212-3,446.0,38915205.0,Meezan Bank,Current
BANK-001905,Salman Hussain,35446-3287212-3,398.0,3840931.0,Askari Bank,Business
BANK-001906,Durr-e-Shahwar Brohi,38177-7236655-4,58.0,1541674.0,Summit Bank,Savings
BANK-001907,Durr-e-Shahwar Brohi,38177-7236655-4,66.0,679246.0,Meezan Bank,Business
BANK-001908,Humaira Warraich,41316-1934877-6,54.0,1828813.0,Summit Bank,Current
BANK-001909,Irfan Randhawa,37025-6269570-9,19.0,40814.0,Askari Bank,Savings
BANK-001910,Kamran Baloch,44516-5738299-7,141.0,27979178.0,Standard Chartered,Current
BANK-001911,Kamran Baloch,44516-5738299-7,421.0,88577549.0,Faysal Bank,Current
BANK-001912,Kamran Baloch,44516-5738299-7,418.0,69714397.0,JS Bank,Savings
BANK-001913,Alee Soomro,,38.0,1174551.0,Meezan Bank,Savings
