citizen_id,cnic,name,father_name,ntn,declared_income,tax_paid,filing_status,tax_year,province,city
CIT-002552,33959-7302222-7,Hassan Khan,,,6344776.0,46598.0,Non-Filer,2023,Punjab,Rawalpindi
CIT-002553,39419-8994747-4,Qudsia Yousafzai,Khalid Soomro,9079530,531887.0,0.0,Filer,2020,Punjab,Gujrat
CIT-002553,39419-8994747-4,Qudsia Yousafzai,Khalid Soomro,9079530,550245.0,0.0,Filer,2022,Punjab,Gujrat
CIT-002554,64981-8456425-5,Kamran Virk,Zahid Mughal,,1757118.0,6014.0,Non-Filer,2020,Islamabad,Islamabad
CIT-002554,64981-8456425-5,Kamran Virk,,,1875797.0,5731.0,Non-Filer,2021,Islamabad,Islamabad
CIT-002554,64981-8456425-5,Haji Kamran Virk,Zahid Mughal,,1846780.0,5539.0,Non-Filer,2024,Islamabad,Islamabad
CIT-002555,55996-3882039-2,Maryam Gill,Rizwan Baloch,,2013746.0,7602.0,Non-Filer,2021,Balochistan,Chaman
CIT-002556,17044-8512963-7,Syed Azhar Shah,Ali Shah,,1132883.0,184.0,Non-Filer,2021,KPK,Peshawar
CIT-002556,17044-8512963-7,Azhar Shah,Ali Shah,,1188278.0,167.0,Non-Filer,2023,KPK,Peshawar
CIT-002557,45008-0264743-0,Sardar Saima Khan,,9225420,2212973.0,182509.0,Filer,2021,Sindh,Nawabshah
CIT-002557,45008-0264743-0,Saima Khan,Rashid Khan,9225420,2784223.0,165850.0,Filer,2022,Sindh,Nawabshah
CIT-002557,45008-0264743-0,Saima Khan,Rashid Khan,9225420,2790548.0,183471.0,Filer,2023,Sindh,Nawabshah
CIT-002558,30446-2522317-4,Shazia Ahmed,Sohail Qureshi,,2728872.0,16229.0,Non-Filer,2024,Punjab,Sheikhupura
CIT-002559,39006-4839480-5,Hamza Niazi,Ehsan Awan,,1446942.0,4827.0,Non-Filer,2021,Punjab,Sargodha
CIT-002559,39006-4839480-5,Hamza Niazi,Ehsan Awan,,1530426.0,5149.0,Non-Filer,2023,Punjab,Sargodha
CIT-002560,12983-5005033-3,Alee Ali,Noman Qureshi,,6328617.0,47168.0,Non-Filer,2020,KPK,Peshawar
CIT-002560,12983-5005033-3,Allee Ali,Noman Qureshi,,5535984.0,46931.0,Non-Filer,2022,KPK,
CIT-002561,39809-1588243-0,Khadija Qureshi,Tanveer Soomro,,1166718.0,556.0,Non-Filer,2023,Punjab,Gujrat
CIT-002561,39809-1588243-0,Khadija Qureshi,Tanveer Soomro,,1052305.0,556.0,Non-Filer,2024,Punjab,Gujrat
CIT-002562,35816-1361347-7,Umair Khattak,Talha Randhawa,5156535,562676.0,0.0,Filer,2020,Punjab,Gujrat
CIT-002562,35816-1361347-7,Umair Khattak,Talha Randhawa,5156535,552429.0,0.0,Filer,2023,Punjab,Gujrat
CIT-002563,47635-0936643-0,Saima Gondal,,,31132897.0,,Non-Filer,2020,Sindh,Nawabshah
CIT-002563,47635-0936643-0,Saima Gondal,,,28951643.0,890264.0,Non-Filer,2021,Sindh,
CIT-002564,49951-3102968-4,Ghazala Minhas,Daniyal Shaikh,,455000.0,0.0,Non-Filer,2021,Sindh,
CIT-002564,49951-3102968-4,Ghazala Minhas,Daniyal Shaikh,,520189.0,0.0,Non-Filer,2022,Sindh,Nawabshah
CIT-002565,57562-1874965-7,Umair Gill,Umair Mengal,,77809.0,0.0,Non-Filer,2021,Balochistan,Khuzdar
CIT-002565,57562-1874965-7,Umair Gill,Umair Mengal,,85593.0,0.0,Non-Filer,2023,Balochistan,Khuzdar
CIT-002565,57562-1874965-7,Umair Gill,Umair Mengal,,87124.0,0.0,Non-Filer,2024,Balochistan,Khuzdar
CIT-002566,48461-4067707-7,Atif Jatoi,Muhammad Hussain,6672746,2421456.0,198819.0,Filer,2020,Sindh,Karachi
CIT-002566,48461-4067707-7,Atif Jatoi,Muhammad Hussain,6672746,2419829.0,207722.0,Filer,2021,Sindh,Karachi
CIT-002566,48461-4067707-7,,Muhammad Hussain,6672746,2254235.0,225847.0,Filer,2022,Sindh,Karachi
CIT-002567,39410-1814139-6,Haji Mariam Kayani,Faisal Junejo,,516315.0,0.0,Non-Filer,2021,Punjab,Gujrat
CIT-002567,39410-1814139-6,Mariam Kayani,Faisal Junejo,,505580.0,0.0,Non-Filer,2022,Punjab,Gujrat
CIT-002567,39410-1814139-6,Maryam Kayani,Faisal Junejo,,439920.0,0.0,Non-Filer,2024,Punjab,Gujrat
CIT-002568,49075-2252178-3,Haji Mushtaq Raza,Khalid Shaikh,,524717.0,0.0,Non-Filer,2024,Sindh,Karachi
CIT-002569,11325-6018012-6,Samina Yousafzai,Ali Shaikh,7746986,340597.0,0.0,Filer,2021,KPK,Mingora
CIT-002569,11325-6018012-6,Samina Yousafzai,Ali Shaikh,7746986,362354.0,0.0,Filer,2023,KPK,Mingora
CIT-002570,32255-2926548-5,Khalid Sheikh,Fahad Awan,,435539.0,0.0,Non-Filer,2022,Punjab,Lahore
CIT-002571,40187-4970022-6,Ayesha Baloch,Daniyal Randhawa,,488429.0,0.0,Non-Filer,2024,Sindh,Sukkur
CIT-002572,48968-4061903-9,Habib Soomro,Waheed Raza,2682800,1703344.0,103853.0,Filer,2021,Sindh,Hyderabad
CIT-002572,48968-4061903-9,Habib Soomro,Waheed Raza,2682800,2202481.0,110383.0,Filer,2024,Sindh,Hyderabad
CIT-002573,37373-3164314-3,Ehsan Khattak,Pervaiz Soomro,,506977.0,0.0,Non-Filer,2021,Punjab,Rahim Yar Khan
CIT-002573,37373-3164314-3,Pir Ehsan Khattak,Pervaiz Soomro,,410113.0,0.0,Non-Filer,2022,Punjab,Rahim Yar Khan
CIT-002573,37373-3164314-3,Ehsan Khattak,Pervaiz Soomro,,452194.0,0.0,Non-Filer,2023,Punjab,Rahim Yar Khan
CIT-002574,48965-3540482-2,Zubaida Mengal,Rizwan Jamali,7562395,956006.0,8698.0,Filer,2021,Sindh,Khairpur
CIT-002574,48965-3540482-2,Zubaida Mengal,,7562395,875344.0,8108.0,Filer,2023,Sindh,Khairpur
CIT-002575,53693-4049814-7,Sardar Zeeshan Mirza,Basit Randhawa,9865029,2595163.0,142377.0,Filer,2020,Balochistan,Loralai
CIT-002575,53693-4049814-7,Haji Zeeshan Mirza,Basit Randhawa,9865029,2603649.0,128470.0,Filer,2024,Balochistan,Loralai
CIT-002576,34607-1905606-9,Ahemad Shaikh,Ali Gill,,1775894.0,1083.0,Non-Filer,2021,Punjab,Faisalabad
CIT-002576,34607-1905606-9,Ahmad Shaikh,Ali Gill,,1492502.0,,Non-Filer,2024,Punjab,Faisalabad
CIT-002577,33277-8808724-2,Tahira Butt,Zahid Khan,,268858.0,0.0,Non-Filer,2020,Punjab,Sargodha
CIT-002577,33277-8808724-2,Tahira Butt,Zahid Khan,,333223.0,0.0,Non-Filer,2022,Punjab,Sargodha
CIT-002577,33277-8808724-2,Tahira Butt,Zahid Khan,,306151.0,0.0,Non-Filer,2024,Punjab,Sargodha
CIT-002578,44352-6327702-9,Tahir Kayani,Waseem Aslam,9694861,2733119.0,333404.0,Filer,2020,Sindh,Larkana
CIT-002578,44352-6327702-9,Tahir Kayani,Waseem Aslam,9694861,3142477.0,321859.0,Filer,2022,Sindh,Larkana
CIT-002579,15856-5801676-2,Samina Butt,Amir Khoso,,3010713.0,366.0,Non-Filer,2020,KPK,Kohat
CIT-002579,15856-5801676-2,Samina Butt,Amir Khoso,,2895401.0,420.0,Non-Filer,2022,KPK,Kohat
CIT-002579,15856-5801676-2,Samina Butt,Amir Khoso,,2944265.0,396.0,Non-Filer,2023,KPK,Kohat
CIT-002580,65555-8236598-9,Kasim Virk,Adnan Khattak,7001119,127668.0,0.0,Filer,2020,Islamabad,Islamabad
CIT-002580,65555-8236598-9,Dr Qasim Virk,Adnan Khattak,7001119,146600.0,0.0,Filer,2021,Islamabad,
CIT-002580,65555-8236598-9,Kasim Virk,Adnan Khattak,7001119,153890.0,0.0,Filer,2023,Islamabad,
CIT-002581,49647-1888958-5,Irfan Durrani,Babar Afridi,,308099.0,0.0,Filer,2021,Sindh,Mirpur Khas
CIT-002582,39636-3192866-9,Junaid Hashmi,Ahmad Jatoi,9206134,6507887.0,1414202.0,Filer,2021,Punjab,Lahore
CIT-002582,39636-3192866-9,Junaid Hashmi,Ahmad Jatoi,,7182463.0,1525604.0,Filer,2022,Punjab,Lahore
CIT-002583,39910-9580827-1,Atif Iqbal,Salman Khan,0837779,1440015.0,57077.0,Filer,2020,Punjab,Jhelum
CIT-002583,39910-9580827-1,Atif Iqbal,Salman Khan,0837779,1608623.0,55179.0,Filer,2022,Punjab,Jhelum
CIT-002583,39910-9580827-1,Atif Iqbal,Salman Khan,0837779,1661385.0,52851.0,Filer,2024,Punjab,Jhelum
CIT-002584,32155-1498284-5,Arif Butt,Talha Jatoi,1733567,1718268.0,107083.0,Filer,2020,Punjab,Gujrat
CIT-002584,32155-1498284-5,Arif Butt,Talha Jatoi,1733567,1850958.0,106027.0,Filer,2021,Punjab,Gujrat
CIT-002584,32155-1498284-5,Arif Butt,Talha Jatoi,1733567,2037072.0,104412.0,Filer,2023,Punjab,Gujrat
CIT-002585,63572-5515343-8,Lubna Raza,Ehsan Baig,,185819.0,0.0,Non-Filer,2020,Islamabad,Islamabad
CIT-002585,63572-5515343-8,Lubna Raza,,,177785.0,0.0,Non-Filer,2024,Islamabad,Islamabad
CIT-002586,40145-3613214-7,Sayeed Khattak,,6846859,29488685.0,8702472.0,Filer,2023,Sindh,Nawabshah
CIT-002587,36355-9312522-2,Zeynab Rajput,Saeed Tahir,2589932,1561188.0,82490.0,Filer,2021,Punjab,Dera Ghazi Khan
CIT-002587,36355-9312522-2,Zenab Rajput,Saeed Tahir,2589932,1706312.0,80033.0,Filer,2022,Punjab,Dera Ghazi Khan
CIT-002587,36355-9312522-2,Zeynab Rajput,Saeed Tahir,2589932,1780728.0,88650.0,Filer,2024,Punjab,Dera Ghazi Khan
CIT-002588,39269-6006843-8,Zubaida Junejo,Asad Baig,1383891,400211.0,0.0,Filer,2020,Punjab,Dera Ghazi Khan
CIT-002588,39269-6006843-8,Zubaida Junejo,Asad Baig,1383891,337902.0,0.0,Filer,2021,Punjab,Dera Ghazi Khan
CIT-002588,39269-6006843-8,Zubaida Junejo,Asad Baig,1383891,413184.0,0.0,Filer,2024,Punjab,
CIT-002589,44607-1528826-1,Rafiq Chandio,Sohail Gondal,,144862.0,0.0,Filer,2020,Sindh,Shikarpur
CIT-002589,44607-1528826-1,Rafiq Chandio,Sohail Gondal,4852726,158889.0,0.0,Filer,2021,Sindh,Shikarpur
CIT-002590,38074-9759801-9,Ahemad Tahir,Amir Baig,8762327,1610044.0,40279.0,Filer,2020,Punjab,Gujrat
CIT-002590,38074-9759801-9,Ahemad Tahir,Amir Baig,,1363117.0,43656.0,Filer,2021,Punjab,Gujrat
CIT-002590,38074-9759801-9,Ahmad Tahir,Amir Baig,8762327,,41718.0,Filer,2024,Punjab,Gujrat
CIT-002591,37517-7205741-5,Junaid Virk,Faisal Awan,,362037.0,0.0,Non-Filer,2020,Punjab,Lahore
CIT-002592,42809-4144688-7,Zafar Khan,Rizwan Shaikh,5113726,2027535.0,97992.0,Filer,2021,Sindh,Shikarpur
CIT-002592,42809-4144688-7,Dr Zafar Khan,Rizwan Shaikh,5113726,2019626.0,106496.0,Filer,2022,Sindh,Shikarpur
CIT-002592,42809-4144688-7,Zafar Khan,Rizwan Shaikh,5113726,1811608.0,105592.0,Filer,2023,Sindh,Shikarpur
CIT-002593,36242-0665593-4,Durr-e-Shahwar Sethi,,,541157.0,0.0,Non-Filer,2022,Punjab,Lahore
CIT-002593,36242-0665593-4,Durr-e-Shahwar Sethi,Ahmad Junejo,,460095.0,0.0,Non-Filer,2024,Punjab,Lahore
CIT-002594,36219-0909019-8,Lubna Brohi,Daniyal Laghari,,451778.0,0.0,Non-Filer,2020,Punjab,Sialkot
CIT-002594,36219-0909019-8,Lubna Brohi,Daniyal Laghari,,416385.0,0.0,Non-Filer,2021,Punjab,Sialkot
CIT-002595,34535-2205480-8,Lubna Bhatti,Khalid Abbasi,1704773,1501916.0,54832.0,Filer,2024,Punjab,Gujrat
CIT-002596,32587-9149985-7,Khaled Abbasi,Amir Abbasi,0895594,2581593.0,276077.0,Filer,2022,Punjab,Gujranwala
CIT-002596,32587-9149985-7,Mr Khalid Abbasi,Amir Abbasi,0895594,2736130.0,267118.0,Filer,2023,Punjab,Gujranwala
CIT-002596,32587-9149985-7,Khalid Abbasi,Amir Abbasi,0895594,2915648.0,281310.0,Filer,2024,Punjab,Gujranwala
CIT-002597,37242-6108320-1,Irfan Warraich,Kamran Malik,,364753.0,0.0,Non-Filer,2021,Punjab,Sheikhupura
CIT-002597,37242-6108320-1,Irfan Warraich,,,389528.0,0.0,Non-Filer,2023,Punjab,Sheikhupura
CIT-002598,36216-5251473-1,Zafar Qureshi,Mushtaq Iqbal,,539388.0,0.0,Non-Filer,2021,Punjab,Lahore
CIT-002598,36216-5251473-1,Zafar Qureshi,Mushtaq Iqbal,,555210.0,0.0,Non-Filer,2023,Punjab,Lahore
CIT-002599,36617-6090360-1,Babar Hussain,,,1807379.0,10492.0,Non-Filer,2021,Punjab,Jhelum
CIT-002599,36617-6090360-1,Babar Hussain,Ghulam Tahir,,1981356.0,,Non-Filer,2022,Punjab,Jhelum
CIT-002600,35444-1043331-4,Samina Jamali,Ahmad Jatoi,,7831161.0,34525.0,Non-Filer,2024,Punjab,Gujrat
CIT-002601,37206-9314465-2,Aisha Laghari,Shoaib Iqbal,,158354.0,0.0,Non-Filer,2024,Punjab,Multan
CIT-002602,42041-2047674-4,Yasmin Brohi,Shahid Aslam,,1922888.0,7965.0,Non-Filer,2021,Sindh,Jacobabad
CIT-002602,42041-2047674-4,Yasmin Brohi,Shahid Aslam,,1702317.0,7144.0,Non-Filer,2022,Sindh,Jacobabad
CIT-002602,42041-2047674-4,Yasmin Brohi,Shahid Aslam,,2066913.0,8025.0,Non-Filer,2024,Sindh,Jacobabad
CIT-002603,35715-0919909-6,Mr Tahira Abbasi,Shoaib Chandio,,2139095.0,10467.0,Non-Filer,2023,Punjab,Rahim Yar Khan
CIT-002603,35715-0919909-6,Tahira Abbasi,Shoaib Chandio,,2371326.0,12440.0,Non-Filer,2024,Punjab,Rahim Yar Khan
CIT-002604,11099-5888621-5,Babar Kayani,Rashid Baloch,5357804,2190992.0,124115.0,Filer,2020,KPK,Mardan
CIT-002604,11099-5888621-5,Babar Kayani,Rashid Baloch,5357804,1842053.0,111852.0,Filer,2023,KPK,Mardan
CIT-002605,34044-3559063-6,Iram Awan,Kashif Shah,1849220,1374423.0,22676.0,Filer,2023,Punjab,Gujrat
CIT-002605,34044-3559063-6,Iram Awan,Kashif Shah,1849220,1370374.0,20862.0,Filer,2024,Punjab,Gujrat
CIT-002606,17311-4565967-7,Tahir Memon,Yasir Kayani,,2114797.0,12415.0,Non-Filer,2020,KPK,Peshawar
CIT-002606,17311-4565967-7,Tahir Memon,,,2174082.0,13686.0,Non-Filer,2021,KPK,Peshawar
CIT-002606,17311-4565967-7,Tahir Memon,Yasir Kayani,,2460987.0,13606.0,Non-Filer,2022,KPK,
CIT-002607,35448-4701908-8,Maryam Khattak,Qasim Shah,,,2555.0,Non-Filer,2021,Punjab,Lahore
CIT-002607,35448-4701908-8,Mian Meriam Khattak,Qasim Shah,,2547325.0,2548.0,Non-Filer,2022,Punjab,Lahore
CIT-002607,35448-4701908-8,Mian Mariam Khattak,Qasim Shah,,2545507.0,2720.0,Non-Filer,2023,Punjab,Lahore
CIT-002608,31480-9074705-7,Kashif Minhas,Usman Virk,,718463.0,348.0,Non-Filer,2020,Punjab,Rahim Yar Khan
CIT-002608,31480-9074705-7,Kashif Minhas,Usman Virk,,719795.0,324.0,Non-Filer,2022,Punjab,Rahim Yar Khan
CIT-002609,39267-1390256-6,Noor Abbasi,Junaid Baloch,,5410915.0,33236.0,Non-Filer,2021,Punjab,Bahawalpur
CIT-002609,39267-1390256-6,Dr Noor Abbasi,Junaid Baloch,,6310272.0,32134.0,Non-Filer,2022,Punjab,Bahawalpur
CIT-002610,44841-0955578-1,Daniyal Iqbal,Bilal Hashmi,,600332.0,25.0,Non-Filer,2021,Sindh,Nawabshah
CIT-002610,44841-0955578-1,Daniyal Iqbal,Bilal Hashmi,,593211.0,21.0,Non-Filer,2024,Sindh,Nawabshah
CIT-002611,44343-7928009-7,Daniyal Aslam,Bilal Qureshi,,455185.0,0.0,Non-Filer,2022,Sindh,Nawabshah
CIT-002611,44343-7928009-7,Daniyal Aslam,Bilal Qureshi,,426583.0,0.0,Non-Filer,2023,Sindh,Nawabshah
CIT-002612,49411-6805233-4,Shazia Chandio,,,2713360.0,10196.0,Non-Filer,2021,Sindh,Khairpur
CIT-002613,30594-0810893-3,Ehsan Sheikh,Tahir Baloch,,927344.0,295.0,Non-Filer,2022,Punjab,Lahore
CIT-002613,30594-0810893-3,Ehsan Sheikh,,,1164952.0,295.0,Non-Filer,2024,Punjab,Lahore
CIT-002614,35326-8426477-8,Iram Gondal,,,1486492.0,2738.0,Non-Filer,2020,Punjab,Bahawalpur
CIT-002614,35326-8426477-8,Iram Gondal,Javed Randhawa,,1433892.0,3141.0,Non-Filer,2022,Punjab,Bahawalpur
CIT-002615,31497-3586593-6,Bano Jatoi,Kashif Awan,,1087875.0,213.0,Non-Filer,2022,Punjab,Lahore
CIT-002615,31497-3586593-6,Pir Bano Jatoi,Kashif Awan,,1236690.0,210.0,Non-Filer,2023,Punjab,Lahore
CIT-002616,39033-1866674-0,Lubna Hussain,Naveed Rajput,9461190,64308.0,0.0,Filer,2020,Punjab,Gujranwala
CIT-002616,39033-1866674-0,Lubna Hussain,Naveed Rajput,9461190,60451.0,0.0,Filer,2021,Punjab,Gujranwala
CIT-002616,39033-1866674-0,Lubna Hussain,Naveed Rajput,9461190,68393.0,0.0,Filer,2022,Punjab,Gujranwala
CIT-002617,49762-5784716-9,Bilal Sethi,Usman Afridi,5185810,2160105.0,117800.0,Filer,2021,Sindh,Hyderabad
CIT-002617,49762-5784716-9,Bilal Sethi,Usman Afridi,5185810,1698908.0,102758.0,Filer,2024,Sindh,Hyderabad
CIT-002618,45081-3380634-1,Irfan Hussain,Waheed Khattak,,2360355.0,840.0,Non-Filer,2021,Sindh,Nawabshah
CIT-002619,38745-0969571-2,Raja Tanzeela Khan,Atif Cheema,,1843787.0,5727.0,Non-Filer,2021,Punjab,Gujrat
CIT-002619,38745-0969571-2,Tanzeela Khan,Atif Cheema,,1577893.0,6063.0,Non-Filer,2023,Punjab,Gujrat
CIT-002620,39610-3692030-3,Farhaan Cheema,Azhar Hussain,,822817.0,208.0,Non-Filer,2020,Punjab,Faisalabad
CIT-002620,39610-3692030-3,Pir Farhan Cheema,Azhar Hussain,,661641.0,218.0,Non-Filer,2022,Punjab,Faisalabad
CIT-002621,49806-5107970-8,Malik Sadia Aslam,Mansoor Bugti,,1164912.0,1254.0,Non-Filer,2022,Sindh,Shikarpur
CIT-002621,49806-5107970-8,Sadia Aslam,Mansoor Bugti,,1256146.0,1344.0,Non-Filer,2023,Sindh,Shikarpur
CIT-002622,33752-0007617-7,Kasim Sethi,Danish Mirza,,724127.0,43.0,Non-Filer,2021,Punjab,Faisalabad
CIT-002622,33752-0007617-7,Kasim Sethi,Danish Mirza,,672096.0,43.0,Non-Filer,2022,Punjab,Faisalabad
CIT-002622,33752-0007617-7,Qasim Sethi,Danish Mirza,,607330.0,42.0,Non-Filer,2023,Punjab,
CIT-002623,39097-3777582-4,Mariam Mirza,,,1678396.0,2950.0,Non-Filer,2021,Punjab,
CIT-002624,36148-1811869-6,Uzma Mirza,Ahmad Shaikh,0130540,944967.0,5869.0,Filer,2020,Punjab,Jhelum
CIT-002625,57534-8533839-9,Javed Khan,Mansoor Junejo,4282815,3130535.0,357406.0,Filer,2023,Balochistan,Quetta
CIT-002626,32028-7862963-3,Ghulam Minhas,Qasim Bhatti,,448756.0,0.0,Non-Filer,2020,Punjab,Gujrat
CIT-002626,32028-7862963-3,Ghulam Minhas,Qasim Bhatti,,371873.0,0.0,Non-Filer,2021,Punjab,Gujrat
CIT-002626,32028-7862963-3,Ghulam Minhas,Qasim Bhatti,,,0.0,Non-Filer,2023,Punjab,Gujrat
CIT-002627,30410-6332544-2,Sadia Ahmed,Babar Awan,1243423,400643.0,0.0,Filer,2023,Punjab,Gujranwala
CIT-002628,60593-2711669-7,Waseem Mirza,Tanveer Khan,5252824,30366403.0,11415193.0,Filer,2020,Islamabad,Islamabad
CIT-002629,18025-4516277-6,Sana Mirza,Saeed Shah,,444547.0,0.0,Non-Filer,2022,KPK,Abbottabad
CIT-002629,18025-4516277-6,Sana Mirza,Saeed Shah,,456354.0,0.0,Non-Filer,2023,KPK,Abbottabad
CIT-002630,62067-1108649-4,Fatima Khattak,Atif Warraich,3545408,1942135.0,105358.0,Filer,2020,Islamabad,Islamabad
CIT-002630,62067-1108649-4,Fathima Khattak,Atif Warraich,3545408,1780169.0,100453.0,Filer,2024,Islamabad,Islamabad
CIT-002631,37758-5276321-0,Mian Fatima Jatoi,Javed Mughal,,2024789.0,4666.0,Non-Filer,2020,Punjab,Lahore
CIT-002631,37758-5276321-0,Fathima Jatoi,Javed Mughal,,1543014.0,4330.0,Non-Filer,2022,Punjab,Lahore
CIT-002632,37312-2793434-6,Naila Bhatti,Fahad Warraich,,274734.0,0.0,Non-Filer,2020,Punjab,Lahore
CIT-002632,37312-2793434-6,Naila Bhatti,Fahad Warraich,,264229.0,0.0,Non-Filer,2023,Punjab,Lahore
CIT-002633,45451-0359934-4,Zainab Shaikh,Rafiq Gondal,,462496.0,0.0,Non-Filer,2020,Sindh,Shikarpur
CIT-002634,36010-6460940-1,Syed Shoaib Aslam,Waseem Khan,,1629950.0,1200.0,Non-Filer,2020,Punjab,Rawalpindi
CIT-002634,36010-6460940-1,Shoaib Aslam,Waseem Khan,,1343989.0,1294.0,Non-Filer,2021,Punjab,Rawalpindi
CIT-002634,36010-6460940-1,Shoaib Aslam,Waseem Khan,,1355002.0,1309.0,Non-Filer,2022,Punjab,Rawalpindi
CIT-002635,18990-5992363-5,Amir Junejo,Salman Jatoi,,1327997.0,370.0,Non-Filer,2021,KPK,Swabi
CIT-002635,18990-5992363-5,Ch Amir Junejo,,,,394.0,Non-Filer,2022,KPK,Swabi
CIT-002635,18990-5992363-5,Amir Junejo,Salman Jatoi,,1434713.0,349.0,Non-Filer,2023,KPK,Swabi
CIT-002636,40717-4173104-6,Marium Jamali,Shoaib Jatoi,,2594580.0,4271.0,Non-Filer,2022,Sindh,Khairpur
CIT-002636,40717-4173104-6,Meriam Jamali,Shoaib Jatoi,,2835397.0,3542.0,Non-Filer,2023,Sindh,Khairpur
CIT-002637,43283-4465379-0,Riffat Khattak,Noman Randhawa,4178549,3839604.0,580060.0,Filer,2020,Sindh,Sukkur
CIT-002637,43283-4465379-0,Riffat Khattak,Noman Randhawa,4178549,4445275.0,616764.0,Filer,2021,Sindh,Sukkur
CIT-002638,34771-3520972-4,Asma Chaudhry,Junaid Randhawa,,719639.0,56.0,Non-Filer,2020,Punjab,Sargodha
CIT-002639,46587-4726913-1,Rizwan Mengal,Usman Aslam,8262031,1762840.0,66275.0,Filer,2020,Sindh,Nawabshah
CIT-002640,13510-5796710-0,Wardah Baig,,,469946.0,0.0,Non-Filer,2022,KPK,Peshawar
CIT-002641,31289-9444662-7,Danish Chandio,Pervaiz Hashmi,3648071,2103762.0,145524.0,Filer,2020,Punjab,Rawalpindi
CIT-002641,31289-9444662-7,Danish Chandio,Pervaiz Hashmi,3648071,2259066.0,125949.0,Filer,2024,Punjab,Rawalpindi
CIT-002642,39160-6401360-1,Malik Noman Chandio,Noman Randhawa,,491794.0,0.0,Non-Filer,2020,Punjab,Faisalabad
CIT-002643,30829-3176781-8,Aisha Yousafzai,Adnan Jamali,3648325,7902455.0,1555550.0,Filer,2020,Punjab,
CIT-002643,30829-3176781-8,Ayesha Yousafzai,Adnan Jamali,3648325,6394496.0,1498216.0,Filer,2024,Punjab,Jhelum
CIT-002644,62350-7913386-6,Naila Cheema,Yasir Ahmed,,,113780.0,Non-Filer,2022,Islamabad,Islamabad
CIT-002644,62350-7913386-6,Naila Cheema,Yasir Ahmed,,8534763.0,107006.0,Non-Filer,2023,Islamabad,Islamabad
CIT-002645,19432-9290197-6,Sanaa Gondal,,,1438279.0,1986.0,Non-Filer,2024,KPK,Kohat
CIT-002646,56027-2464930-9,Ali Chandio,Owais Mengal,,1506648.0,2625.0,Non-Filer,2022,Balochistan,Hub
CIT-002647,34709-3730252-7,Haji Uthman Mengal,Tahir Yousafzai,8342209,,12734.0,Filer,2022,Punjab,Jhelum
CIT-002647,34709-3730252-7,Usmaan Mengal,Tahir Yousafzai,8342209,991379.0,14260.0,Filer,2024,Punjab,Jhelum
CIT-002648,37312-2508746-9,Tahir Sethi,Babar Mirza,,481153.0,0.0,Non-Filer,2020,Punjab,Sialkot
CIT-002648,37312-2508746-9,Tahir Sethi,Babar Mirza,,530910.0,0.0,Non-Filer,2021,Punjab,Sialkot
CIT-002648,37312-2508746-9,Tahir Sethi,Babar Mirza,,476323.0,0.0,Non-Filer,2023,Punjab,
CIT-002649,39683-4426551-6,Noor Khan,Shahid Tahir,,4852035.0,32271.0,Non-Filer,2020,Punjab,Lahore
CIT-002649,39683-4426551-6,Noor Khan,Shahid Tahir,,4483782.0,34648.0,Non-Filer,2021,Punjab,Lahore
CIT-002649,39683-4426551-6,Noor Khan,Shahid Tahir,,3788788.0,31709.0,Non-Filer,2023,Punjab,Lahore
CIT-002650,70616-5165859-9,Shahid Memon,Hamza Siddiqui,6682399,8041326.0,1768672.0,Filer,2020,GB,Gilgit
CIT-002650,70616-5165859-9,Shaheed Memon,Hamza Siddiqui,6682399,8406196.0,1785322.0,Filer,2022,GB,Gilgit
CIT-002651,44227-9762612-2,Naila Khan,Tariq Jatoi,,1261896.0,534.0,Non-Filer,2021,Sindh,Nawabshah
CIT-002651,44227-9762612-2,Naila Khan,Tariq Jatoi,,1318442.0,529.0,Non-Filer,2022,Sindh,Nawabshah
CIT-002652,33698-6514488-6,Madiha Kayani,Zubair Gill,7857410,1355502.0,17374.0,Filer,2020,Punjab,Gujrat
CIT-002652,33698-6514488-6,Madiha Kayani,Zubair Gill,7857410,1384108.0,16077.0,Filer,2021,Punjab,
CIT-002652,33698-6514488-6,Madiha Kayani,Zubair Gill,7857410,1054111.0,16151.0,Filer,2022,Punjab,Gujrat
CIT-002653,43413-5534577-3,Zeeshan Khan,Zubair Ali,,2082728.0,11847.0,Non-Filer,2020,Sindh,Jacobabad
CIT-002653,43413-5534577-3,Zeeshan Khan,Zubair Ali,,1913893.0,,Non-Filer,2024,Sindh,Jacobabad
CIT-002654,35886-2850809-0,Lubna Khan,Ahmad Bhatti,,502052.0,0.0,Non-Filer,2020,Punjab,Lahore
CIT-002654,35886-2850809-0,Lubna Khan,Ahmad Bhatti,,630343.0,0.0,Non-Filer,2021,Punjab,Lahore
CIT-002654,35886-2850809-0,Lubna Khan,Ahmad Bhatti,,677393.0,0.0,Non-Filer,2022,Punjab,Lahore
CIT-002655,33099-9452973-0,Sadia Siddiqui,,,7203585.0,1695198.0,Filer,2024,Punjab,Faisalabad
CIT-002656,37757-4273907-1,Atif Baig,Rizwan Warraich,,461638.0,0.0,Non-Filer,2020,Punjab,Sheikhupura
CIT-002656,37757-4273907-1,Atif Baig,Rizwan Warraich,,402350.0,,Non-Filer,2023,Punjab,Sheikhupura
CIT-002656,37757-4273907-1,Atif Baig,Rizwan Warraich,,528557.0,0.0,Non-Filer,2024,Punjab,Sheikhupura
