record_id,traveler_name,cnic,passport_number,destination,airline,travel_class,departure_date,return_date
TRVL-001508,Kamran Durrani,32869-3696576-1,,Saudi Arabia,Qatar Airways,Economy,2024-10-30,2024-11-18
TRVL-001509,Kamran Durrani,32869-3696576-1,FQ4434319,UAE,PIA,Economy,2025-01-24,2025-02-10
TRVL-001510,Kamran Durrani,32869-3696576-1,FQ4434319,UAE,Oman Air,Business,2025-12-27,2026-01-20
TRVL-001511,Kamran Durrani,32869-3696576-1,FQ4434319,UAE,Thai Airways,Business,2025-09-14,2025-09-20
TRVL-001512,Noman Soomro,30242-9590389-5,YX1712322,Saudi Arabia,British Airways,Economy,2024-09-13,2024-09-26
TRVL-001513,Noman Soomro,30242-9590389-5,YX1712322,UAE,Saudi Airlines,Business,2025-05-17,2025-06-10
TRVL-001514,Fahad Chaudhry,66185-5854965-7,DC2504108,Malaysia,Oman Air,Economy,2025-08-06,2025-08-14
TRVL-001515,Khadija Chaudhry,41337-7318975-0,,UAE,Fly Jinnah,First,2026-01-08,2026-01-29
TRVL-001516,,41337-7318975-0,SL3441961,UAE,PIA,Business,2025-04-11,2025-04-29
TRVL-001517,Khadeeja Chaudhry,41337-7318975-0,SL3441961,Turkey,Serene Air,Economy,2023-11-14,2023-11-19
TRVL-001518,Khadija Chaudhry,41337-7318975-0,SL3441961,Turkey,Gulf Air,Business,2026-06-07,2026-06-20
TRVL-001519,,41337-7318975-0,SL3441961,Turkey,Turkish Airlines,First,2023-12-07,2023-12-23
TRVL-001520,Khadeeja Chaudhry,41337-7318975-0,SL3441961,USA,Air Blue,First,2026-03-26,
TRVL-001521,Riffat Raza,33739-5726788-2,SL5332108,UAE,Air Blue,Economy,2026-03-20,
TRVL-001522,Riffat Raza,33739-5726788-2,SL5332108,Turkey,,Economy,2025-10-16,2025-11-06
TRVL-001523,Riffat Raza,33739-5726788-2,SL5332108,Saudi Arabia,Oman Air,Economy,2024-05-12,2024-05-16
TRVL-001524,Wardah Shah,42390-6311039-8,ZW6677395,Saudi Arabia,Thai Airways,Economy,2025-04-11,2025-05-09
TRVL-001525,Wardah Shah,42390-6311039-8,ZW6677395,Turkey,British Airways,Economy,2025-05-14,
TRVL-001526,Wardah Shah,42390-6311039-8,ZW6677395,Saudi Arabia,Turkish Airlines,Economy,2024-06-01,2024-06-06
TRVL-001527,Ghazala Hashmi,59477-8960445-2,VQ8029153,Saudi Arabia,Thai Airways,Economy,2025-03-16,2025-03-30
TRVL-001528,Ayesha Shaikh,75303-6760702-0,QD7220568,Turkey,Serene Air,Business,2024-11-20,2024-12-03
TRVL-001529,Aesha Shaikh,75303-6760702-0,QD7220568,Turkey,Malaysia Airlines,First,2025-05-17,2025-06-04
TRVL-001530,Saeed Virk,34242-2908286-5,CJ0954963,UAE,Turkish Airlines,Business,2025-02-21,2025-03-13
TRVL-001531,Wardah Yousafzai,43217-2356852-0,FQ3350482,Saudi Arabia,Fly Jinnah,Economy,2025-03-20,2025-03-28
TRVL-001532,Owais Khan,38786-6007778-7,VW7691322,UK,Emirates,Economy,2023-11-07,
TRVL-001533,Owais Khan,38786-6007778-7,VW7691322,UAE,Air Blue,Economy,2024-10-10,2024-10-18
TRVL-001534,Adnan Aslam,41315-5079784-9,GQ7621872,USA,Fly Jinnah,Economy,2025-04-05,2025-05-04
TRVL-001535,Adnan Aslam,41315-5079784-9,GQ7621872,Qatar,British Airways,First,2024-10-10,2024-10-26
TRVL-001536,Adnan Aslam,41315-5079784-9,,Canada,Oman Air,Economy,2026-04-11,2026-04-26
TRVL-001537,Adnan Aslam,41315-5079784-9,,Canada,Fly Jinnah,Economy,2024-07-12,2024-07-18
TRVL-001538,Adnan Aslam,41315-5079784-9,GQ7621872,Thailand,Thai Airways,Business,2025-01-14,2025-01-21
TRVL-001539,Rizwan Rajput,48887-4788170-3,HS7560972,USA,Oman Air,Economy,2024-02-05,2024-02-23
TRVL-001540,Rizwan Rajput,48887-4788170-3,HS7560972,Malaysia,Fly Jinnah,Economy,2026-05-14,2026-05-27
TRVL-001541,Rizwan Rajput,48887-4788170-3,HS7560972,Saudi Arabia,Turkish Airlines,Economy,2025-06-18,2025-07-01
TRVL-001542,Fahad Hashmi,52692-9606205-1,NT9265940,China,Serene Air,Business,2023-09-25,2023-10-24
TRVL-001543,Fahad Hashmi,52692-9606205-1,NT9265940,USA,Qatar Airways,Business,2023-11-01,2023-11-12
TRVL-001544,Fahad Hashmi,52692-9606205-1,NT9265940,UAE,Air Blue,Economy,2023-10-23,2023-11-10
TRVL-001545,Durr-e-Shahwar Awan,38923-7293327-6,VR3790405,Saudi Arabia,Gulf Air,Economy,2023-11-04,2023-11-24
TRVL-001546,Durr-e-Shahwar Awan,38923-7293327-6,VR3790405,Saudi Arabia,Etihad,Economy,2025-04-13,2025-05-09
TRVL-001547,Naveed Hussain,39653-5802814-5,XL9800481,Saudi Arabia,Thai Airways,Economy,2023-11-10,2023-11-28
TRVL-001548,Naveed Hussain,39653-5802814-5,XL9800481,Saudi Arabia,Oman Air,Economy,2025-01-11,2025-02-06
TRVL-001549,Aisha Mengal,18539-8340955-2,FM1275644,UAE,Thai Airways,Economy,2024-01-01,2024-01-14
TRVL-001550,Amna Sethi,17706-8428599-8,BC6676608,UAE,Serene Air,Economy,2025-10-24,2025-11-09
TRVL-001551,Amna Sethi,17706-8428599-8,BC6676608,UAE,Serene Air,Economy,2023-09-14,2023-10-06
TRVL-001552,Nadiya Khattak,44102-1749246-6,OW3649961,Malaysia,Saudi Airlines,Economy,2025-12-10,2025-12-28
TRVL-001553,Rubina Aslam,19706-7606358-6,,UAE,Etihad,Business,2025-11-01,2025-11-21
TRVL-001554,Rubina Aslam,19706-7606358-6,ZG9281492,UAE,PIA,Economy,2025-11-01,2025-11-15
TRVL-001555,Tanzeela Warraich,32142-8711023-0,IX2662440,UAE,Gulf Air,Economy,2024-11-06,2024-11-30
TRVL-001556,Tanzeela Warraich,32142-8711023-0,IX2662440,UK,British Airways,Business,2026-04-18,2026-05-04
TRVL-001557,Amir Chandio,,RO7838145,UAE,Malaysia Airlines,Economy,2023-12-19,2024-01-09
TRVL-001558,Amir Chandio,49239-7435398-9,RO7838145,Malaysia,Thai Airways,First,2025-03-12,2025-04-04
TRVL-001559,Amir Chandio,49239-7435398-9,RO7838145,UAE,,Economy,2024-12-13,2024-12-22
TRVL-001560,Shoaib Awan,68585-4586855-1,QY8623991,USA,Etihad,Economy,2026-04-11,2026-04-22
TRVL-001561,Shoaib Awan,68585-4586855-1,QY8623991,Saudi Arabia,,Economy,2025-03-31,2025-04-16
TRVL-001562,Zeynab Tahir,48391-9355473-8,,Thailand,Malaysia Airlines,Business,2023-08-31,2023-09-06
TRVL-001563,Zeynab Tahir,48391-9355473-8,BZ7196678,UK,Serene Air,First,2024-09-01,2024-09-06
TRVL-001564,Qudsia Mughal,65556-2660962-2,KP4835184,Saudi Arabia,British Airways,Business,2025-12-31,2026-01-24
TRVL-001565,Qudsia Mughal,65556-2660962-2,KP4835184,Saudi Arabia,Turkish Airlines,Economy,2024-10-10,2024-11-09
TRVL-001566,Qudsia Mughal,65556-2660962-2,KP4835184,UAE,Turkish Airlines,Economy,2024-12-10,2024-12-13
TRVL-001567,Qudsia Mughal,65556-2660962-2,KP4835184,Thailand,Oman Air,Economy,2023-11-20,2023-12-06
TRVL-001568,Qudsia Mughal,65556-2660962-2,KP4835184,UAE,Fly Jinnah,Economy,2025-11-26,2025-12-14
TRVL-001569,Asma Abbasi,17022-9367214-4,,UAE,Serene Air,Business,2025-08-09,2025-08-29
TRVL-001570,Asma Abbasi,17022-9367214-4,BY4985481,UK,Gulf Air,Economy,2024-05-08,2024-05-14
TRVL-001571,Iram Afridi,39079-3689536-4,SU1345559,Saudi Arabia,Thai Airways,First,2024-02-08,2024-03-09
TRVL-001572,Iram Afridi,39079-3689536-4,SU1345559,Thailand,Etihad,First,2026-03-29,2026-04-17
TRVL-001573,Iram Afridi,39079-3689536-4,SU1345559,UK,Qatar Airways,Business,2025-07-01,2025-07-14
TRVL-001574,Iram Afridi,39079-3689536-4,,Thailand,Gulf Air,First,2024-05-26,2024-06-25
TRVL-001575,Iram Afridi,39079-3689536-4,SU1345559,UAE,Gulf Air,Economy,2023-11-28,2023-12-11
TRVL-001576,Sajid Warraich,33087-4025044-3,QS9254327,China,British Airways,Business,2024-12-07,2024-12-17
TRVL-001577,Aneela Bhatti,38199-1571159-2,JY7301372,UAE,Thai Airways,Economy,2025-10-24,2025-11-17
TRVL-001578,Aneela Bhatti,38199-1571159-2,JY7301372,Oman,PIA,Economy,2025-01-03,2025-01-13
TRVL-001579,Ghazala Hashmi,35637-9524075-4,PF0803146,Turkey,Thai Airways,Business,2023-12-08,2023-12-29
TRVL-001580,Nighat Abbasi,38612-9296099-8,IS2272275,Saudi Arabia,Air Blue,Economy,2024-08-18,2024-08-30
TRVL-001581,Faisal Khan,31905-5712058-5,YF1587109,Saudi Arabia,PIA,Economy,2025-11-20,2025-11-29
TRVL-001582,Faisal Khan,31905-5712058-5,YF1587109,UAE,Qatar Airways,Economy,2024-05-29,2024-06-24
TRVL-001583,Naveed Chandio,16115-6272739-1,NR3602679,UAE,Air Blue,Economy,2025-04-09,2025-04-13
TRVL-001584,Naveed Chandio,16115-6272739-1,NR3602679,UAE,Oman Air,Business,2025-10-31,2025-11-08
TRVL-001585,Naveed Chandio,16115-6272739-1,NR3602679,Malaysia,Serene Air,Business,2026-02-02,2026-02-22
TRVL-001586,Umar Chaudhry,66207-7309480-3,AG2240528,UK,British Airways,First,2026-01-21,2026-02-13
TRVL-001587,Umar Chaudhry,66207-7309480-3,AG2240528,UAE,Serene Air,Business,2026-04-26,
TRVL-001588,Umar Chaudhry,66207-7309480-3,AG2240528,Saudi Arabia,Air Blue,Business,2026-03-07,2026-03-28
TRVL-001589,Umar Chaudhry,66207-7309480-3,AG2240528,UK,Fly Jinnah,First,2025-10-24,2025-10-28
TRVL-001590,Umar Chaudhry,66207-7309480-3,AG2240528,Saudi Arabia,Malaysia Airlines,Economy,2023-07-23,2023-07-29
TRVL-001591,,35650-5098762-7,ZL3796975,Saudi Arabia,Etihad,First,2026-01-14,2026-02-01
TRVL-001592,Hassan Chaudhry,35650-5098762-7,ZL3796975,Saudi Arabia,Emirates,Economy,2026-03-30,2026-04-10
TRVL-001593,Haasan Chaudhry,35650-5098762-7,ZL3796975,Saudi Arabia,Malaysia Airlines,Economy,2026-05-25,2026-06-12
TRVL-001594,Osman Gondal,10861-6798291-7,HV4574206,UAE,Malaysia Airlines,Business,2024-08-01,2024-08-21
TRVL-001595,Usman Gondal,10861-6798291-7,HV4574206,UAE,Thai Airways,First,2023-07-27,2023-08-14
TRVL-001596,Zubaida Gondal,30533-6512269-4,RB3431246,UK,Air Blue,Economy,2024-03-19,2024-04-01
TRVL-001597,Madiha Tahir,32377-8128949-6,DM6453658,UAE,Emirates,Economy,2024-08-10,
TRVL-001598,Madiha Tahir,32377-8128949-6,DM6453658,Turkey,Serene Air,Economy,2026-06-08,2026-06-19
TRVL-001599,Madiha Tahir,32377-8128949-6,DM6453658,Saudi Arabia,British Airways,Economy,2024-10-04,2024-10-21
TRVL-001600,Amir Gill,53812-4170801-3,FU0928856,UK,Turkish Airlines,Economy,2024-11-21,2024-12-14
TRVL-001601,Amir Gill,53812-4170801-3,FU0928856,Canada,Qatar Airways,Economy,2024-12-09,2024-12-20
TRVL-001602,Sanaa Ali,36920-8555802-2,SX6903404,UAE,Turkish Airlines,Economy,2023-06-22,2023-07-20
TRVL-001603,Daniyal Memon,53010-7382099-7,WO9261777,Saudi Arabia,Qatar Airways,Business,2024-03-20,2024-03-27
TRVL-001604,Daniyal Memon,53010-7382099-7,WO9261777,Turkey,Air Blue,Business,2024-01-21,2024-02-09
TRVL-001605,Talha Awan,37201-1115210-3,LG1147049,Turkey,Oman Air,Economy,2025-11-08,2025-12-07
TRVL-001606,Talha Awan,37201-1115210-3,LG1147049,UAE,Qatar Airways,Economy,2026-03-30,2026-04-04
TRVL-001607,Talha Awan,37201-1115210-3,LG1147049,Malaysia,Qatar Airways,Business,2025-02-24,2025-03-17
TRVL-001608,Tahir Gill,36331-2402482-9,DN9278842,UAE,Fly Jinnah,Economy,2023-09-29,2023-10-14
TRVL-001609,Maheen Gill,76128-5064252-2,QM9386054,Malaysia,Fly Jinnah,Economy,2024-01-19,2024-02-10
TRVL-001610,Maheen Gill,76128-5064252-2,QM9386054,USA,Qatar Airways,Economy,2026-02-20,2026-03-01
TRVL-001611,Owais Jatoi,36265-2588135-1,JJ5902957,UAE,Fly Jinnah,Economy,2023-07-30,2023-08-17
TRVL-001612,Waseem Jamali,31960-7285590-7,OQ6655647,UK,Gulf Air,Economy,2023-11-02,2023-11-13
TRVL-001613,,31960-7285590-7,OQ6655647,UAE,Oman Air,First,2025-09-14,2025-09-26
TRVL-001614,Waseem Jamali,31960-7285590-7,OQ6655647,Saudi Arabia,Etihad,Business,2024-05-12,2024-05-20
TRVL-001615,Waseem Jamali,31960-7285590-7,OQ6655647,Saudi Arabia,Gulf Air,Business,2025-01-17,2025-01-23
TRVL-001616,Waseem Jamali,31960-7285590-7,OQ6655647,Thailand,PIA,First,2025-03-26,
TRVL-001617,Waseem Jamali,31960-7285590-7,OQ6655647,USA,British Airways,Business,2025-05-17,2025-05-26
TRVL-001618,,38348-8166962-3,WS9771972,Canada,Malaysia Airlines,Economy,2024-11-23,2024-12-06
TRVL-001619,Irfan Sheikh,38348-8166962-3,WS9771972,Canada,Malaysia Airlines,Economy,2024-02-12,2024-02-19
TRVL-001620,Irfan Sheikh,38348-8166962-3,WS9771972,Canada,Turkish Airlines,Economy,2025-01-07,2025-01-31
TRVL-001621,Irfan Sheikh,38348-8166962-3,WS9771972,UK,Thai Airways,Economy,2024-10-09,2024-10-25
TRVL-001622,Shazia Baloch,41952-1072796-8,BR7062141,UK,,Economy,2024-10-28,2024-11-19
TRVL-001623,Owais Junejo,48874-9917593-7,LK0764848,USA,Qatar Airways,Economy,2025-11-10,2025-11-24
TRVL-001624,Owais Junejo,48874-9917593-7,LK0764848,UAE,PIA,Economy,2025-12-25,2026-01-17
TRVL-001625,,48874-9917593-7,LK0764848,Thailand,Thai Airways,Economy,2023-10-22,2023-11-12
TRVL-001626,Owais Junejo,48874-9917593-7,LK0764848,Malaysia,Air Blue,Economy,2023-09-02,2023-09-16
TRVL-001627,Tanzeela Chaudhry,40526-5152204-4,HB6779364,Malaysia,Malaysia Airlines,Economy,2024-02-09,2024-03-01
TRVL-001628,Rubina Virk,37872-9877477-6,PC8265134,Saudi Arabia,Thai Airways,Economy,2024-02-12,2024-02-16
TRVL-001629,Lubna Shah,36661-6801024-8,MB2334403,UAE,Malaysia Airlines,Business,2026-01-27,2026-02-01
TRVL-001630,Lubna Shah,36661-6801024-8,MB2334403,Turkey,British Airways,Business,2023-08-29,2023-09-18
TRVL-001631,Lubna Shah,36661-6801024-8,MB2334403,UAE,Air Blue,Economy,2026-04-24,2026-05-08
TRVL-001632,Lubna Shah,36661-6801024-8,MB2334403,Saudi Arabia,Thai Airways,First,2023-10-17,2023-10-30
TRVL-001633,Lubna Shah,36661-6801024-8,MB2334403,Qatar,Turkish Airlines,Business,2024-08-08,2024-08-13
TRVL-001634,Shoaib Shah,32536-5242470-7,HN7938148,Qatar,Saudi Airlines,Business,2025-05-01,2025-05-22
TRVL-001635,Shoaib Shah,32536-5242470-7,HN7938148,Oman,Gulf Air,Business,2026-04-06,2026-04-10
TRVL-001636,Khadeejah Malik,39239-3242168-2,GL0452901,Turkey,Serene Air,Economy,2025-04-01,2025-04-09
TRVL-001637,,39239-3242168-2,GL0452901,UAE,Turkish Airlines,Business,2025-07-06,2025-07-23
TRVL-001638,Atif Junejo,35875-1264439-3,JP3002094,UK,Malaysia Airlines,Economy,2026-01-11,2026-02-06
TRVL-001639,Atif Junejo,35875-1264439-3,JP3002094,USA,British Airways,Economy,2025-04-29,2025-05-17
TRVL-001640,Uzma Afridi,44097-7763253-6,PR6068668,Malaysia,Gulf Air,Business,2025-03-17,2025-04-11
TRVL-001641,Uzma Afridi,44097-7763253-6,PR6068668,UAE,,First,2024-08-10,2024-08-13
TRVL-001642,Uzma Afridi,44097-7763253-6,PR6068668,Saudi Arabia,PIA,Economy,2024-05-12,2024-05-31
TRVL-001643,Maheen Mengal,48891-6643959-2,TU8835998,UK,Etihad,Economy,2025-08-16,2025-09-09
TRVL-001644,Maheen Mengal,48891-6643959-2,TU8835998,UAE,Air Blue,Economy,2023-12-06,2023-12-26
TRVL-001645,Maheen Mengal,48891-6643959-2,TU8835998,UAE,Qatar Airways,First,2024-11-30,2024-12-10
TRVL-001646,Maheen Mengal,,TU8835998,UAE,Air Blue,Economy,2025-04-10,2025-04-14
TRVL-001647,Yasmin Chandio,31523-7127011-8,AF0631151,Saudi Arabia,Fly Jinnah,Economy,2023-12-02,2023-12-12
TRVL-001648,Yasmin Chandio,31523-7127011-8,AF0631151,Turkey,Thai Airways,Economy,2024-08-26,2024-09-11
TRVL-001649,Aesha Virk,,MP4616542,Saudi Arabia,Oman Air,Economy,2026-05-01,
TRVL-001650,Ayesha Virk,37062-9988311-2,MP4616542,UAE,Qatar Airways,First,2026-05-01,2026-05-14
TRVL-001651,Aesha Virk,37062-9988311-2,MP4616542,UAE,Fly Jinnah,First,2025-12-20,2026-01-17
TRVL-001652,Aysha Virk,37062-9988311-2,MP4616542,UAE,Saudi Airlines,Economy,2025-07-07,2025-07-27
TRVL-001653,Ayesha Virk,37062-9988311-2,MP4616542,UK,Oman Air,Business,2025-09-08,2025-09-13
TRVL-001654,Sadia Shah,49088-1451836-4,OC0357493,UAE,Oman Air,Economy,2026-04-14,2026-05-05
TRVL-001655,Sadia Shah,49088-1451836-4,OC0357493,Saudi Arabia,Turkish Airlines,Economy,2024-10-04,2024-10-19
TRVL-001656,Madiha Khan,36538-5260882-6,AE8958443,Thailand,British Airways,Business,2023-08-22,2023-09-12
TRVL-001657,Jaweria Bhatti,39363-0226494-6,DK9500147,UK,Thai Airways,First,2024-05-20,2024-06-10
TRVL-001658,Jaweria Bhatti,39363-0226494-6,DK9500147,UK,Thai Airways,Business,2025-02-16,2025-03-08
TRVL-001659,Talha Baig,35862-3362866-7,GN0599552,USA,Oman Air,Business,2025-12-30,2026-01-09
TRVL-001660,,67777-2000252-7,SC6664472,UAE,Fly Jinnah,Business,2023-09-06,2023-09-19
TRVL-001661,Sohail Hussain,67777-2000252-7,,Saudi Arabia,Thai Airways,Business,2023-06-24,2023-07-17
TRVL-001662,,37604-5508294-2,OI1563291,UAE,Thai Airways,Economy,2024-04-25,2024-04-30
TRVL-001663,Komal Jamali,19268-5940770-4,QC9282470,Thailand,Etihad,Economy,2024-09-23,2024-10-17
TRVL-001664,Komal Jamali,19268-5940770-4,QC9282470,USA,Oman Air,Economy,2024-05-06,2024-05-27
TRVL-001665,Fahad Mughal,39562-7782370-9,,UAE,Serene Air,Economy,2024-01-12,2024-01-30
TRVL-001666,,39562-7782370-9,OK0923335,UAE,Oman Air,Business,2024-07-13,2024-07-26
TRVL-001667,Ayesha Soomro,35589-8373032-6,PW6069197,Saudi Arabia,Etihad,Economy,2024-09-04,2024-09-27
TRVL-001668,Aisha Chaudhry,49839-6215992-2,FK1166805,Thailand,Malaysia Airlines,Economy,2024-11-03,2024-11-08
TRVL-001669,,49839-6215992-2,FK1166805,UK,Air Blue,First,2023-12-16,
TRVL-001670,Nadiya Bhatti,51604-8620664-2,BJ8667628,UAE,Saudi Airlines,Economy,2023-06-25,
TRVL-001671,Atif Bugti,69554-5512211-5,KA4182658,USA,Etihad,Economy,2025-07-24,2025-07-27
TRVL-001672,Jaweria Khattak,39263-5255693-0,YN6874513,Saudi Arabia,Emirates,Economy,2025-04-11,2025-04-27
TRVL-001673,Hussain Afridi,39674-2492207-7,TL0660054,UK,Turkish Airlines,Economy,2024-03-11,2024-03-22
TRVL-001674,Hussain Afridi,39674-2492207-7,TL0660054,UAE,Qatar Airways,Economy,2023-12-30,
TRVL-001675,Sajid Warraich,16642-5522731-1,FD0387681,Thailand,Serene Air,Economy,2025-01-23,2025-02-10
TRVL-001676,Sajid Warraich,16642-5522731-1,FD0387681,UAE,Oman Air,Economy,2025-09-17,2025-10-06
TRVL-001677,Taariq Khoso,17514-2254375-9,PR5360681,UAE,Serene Air,Economy,2026-06-10,2026-06-15
TRVL-001678,Taariq Khoso,17514-2254375-9,PR5360681,Saudi Arabia,PIA,First,2024-06-04,2024-06-30
TRVL-001679,Tariq Khoso,17514-2254375-9,PR5360681,UAE,Air Blue,Economy,2025-07-29,2025-08-16
TRVL-001680,Tarik Khoso,17514-2254375-9,PR5360681,Thailand,Malaysia Airlines,Economy,2025-10-27,
TRVL-001681,Tarik Khoso,17514-2254375-9,PR5360681,UAE,Malaysia Airlines,Business,2026-04-15,2026-05-09
TRVL-001682,Taariq Khoso,17514-2254375-9,PR5360681,UAE,Qatar Airways,First,2024-12-14,
TRVL-001683,Naila Jamali,48450-8465510-8,IN8524965,Oman,Emirates,Economy,2023-10-02,2023-10-29
TRVL-001684,Shaheed Durrani,32516-7193748-5,YD7837450,Saudi Arabia,Oman Air,Economy,2025-02-18,2025-02-25
TRVL-001685,Aneela Kayani,35220-1972724-0,DP1528957,USA,British Airways,Economy,2023-08-17,2023-08-30
TRVL-001686,Habib Gill,38036-4254073-1,IR8619387,Thailand,Malaysia Airlines,Economy,2025-04-20,2025-05-07
TRVL-001687,Habib Gill,38036-4254073-1,IR8619387,Saudi Arabia,Gulf Air,Economy,2023-07-12,2023-07-17
TRVL-001688,Usman Mirza,41777-1561738-9,TN5866353,UAE,Fly Jinnah,Economy,2025-05-27,
TRVL-001689,Usmaan Mirza,41777-1561738-9,TN5866353,Turkey,Oman Air,Economy,2023-10-11,2023-10-19
TRVL-001690,Usmaan Mirza,41777-1561738-9,TN5866353,UAE,Oman Air,First,2024-10-11,2024-10-19
TRVL-001691,Osman Mirza,41777-1561738-9,TN5866353,Turkey,Fly Jinnah,Economy,2025-11-23,2025-12-05
TRVL-001692,Ayesha Raza,63517-2736406-0,LC1654067,Thailand,Etihad,Economy,2025-04-09,2025-05-05
TRVL-001693,Aesha Raza,63517-2736406-0,LC1654067,Saudi Arabia,Serene Air,Economy,2025-11-19,2025-12-02
TRVL-001694,Fatima Niazi,37575-2406464-0,JU0022307,Malaysia,PIA,Economy,2025-03-02,2025-03-19
TRVL-001695,Fatima Niazi,37575-2406464-0,JU0022307,UAE,Air Blue,Business,2026-03-03,2026-03-25
TRVL-001696,Fatima Niazi,37575-2406464-0,JU0022307,UAE,PIA,Economy,2025-03-22,2025-04-02
TRVL-001697,Fatima Niazi,37575-2406464-0,JU0022307,Canada,Malaysia Airlines,Economy,2024-09-04,2024-10-02
TRVL-001698,Uzma Shaikh,32580-6445119-2,CA3798696,UAE,PIA,Economy,2023-12-08,2023-12-21
TRVL-001699,Tanzeela Randhawa,65816-5239072-0,MT4309703,UAE,British Airways,Economy,2025-03-03,2025-03-22
TRVL-001700,Tanzeela Randhawa,65816-5239072-0,MT4309703,Oman,Gulf Air,Economy,2023-07-15,2023-07-27
TRVL-001701,Tanzeela Hashmi,34995-9702883-8,HN9794009,UK,Gulf Air,Business,2024-10-29,2024-11-17
TRVL-001702,Tanzeela Hashmi,34995-9702883-8,HN9794009,Turkey,Thai Airways,Economy,2024-03-05,2024-03-12
TRVL-001703,Tahira Aslam,,XZ5966688,USA,Thai Airways,Economy,2026-01-28,2026-02-18
TRVL-001704,Tahira Aslam,33235-1105455-8,XZ5966688,Saudi Arabia,Air Blue,Economy,2025-05-27,2025-06-20
TRVL-001705,Nighat Khoso,39893-7088212-8,RO1804600,UK,Thai Airways,Economy,2026-05-19,2026-06-02
TRVL-001706,Maheen Sethi,51724-8551526-4,TG2233042,Canada,Fly Jinnah,Economy,2024-12-26,2025-01-07
TRVL-001707,Maheen Sethi,51724-8551526-4,TG2233042,Saudi Arabia,,Economy,2023-10-27,2023-11-03
TRVL-001708,Maheen Sethi,51724-8551526-4,TG2233042,Thailand,Turkish Airlines,Economy,2025-04-21,2025-04-26
TRVL-001709,Yasir Qureshi,50173-3777458-5,,China,Emirates,Economy,2023-11-24,2023-12-15
TRVL-001710,Sana Gondal,31886-4206076-2,MW6099426,UAE,Malaysia Airlines,Economy,2024-06-24,2024-07-10
TRVL-001711,Sanaa Gondal,31886-4206076-2,MW6099426,Saudi Arabia,Malaysia Airlines,Economy,2025-04-19,2025-05-12
TRVL-001712,Zubaida Khoso,12979-3994756-0,OH2545218,USA,Malaysia Airlines,Business,2025-12-13,2025-12-24
TRVL-001713,Zubaida Khoso,12979-3994756-0,OH2545218,Saudi Arabia,Gulf Air,Economy,2025-02-24,2025-03-14
TRVL-001714,Aesha Mughal,64287-7253596-2,KU7595432,UAE,Oman Air,Business,2025-09-03,2025-09-26
TRVL-001715,Aisha Mughal,64287-7253596-2,KU7595432,UK,British Airways,Business,2023-10-13,2023-11-11
TRVL-001716,Aisha Mughal,64287-7253596-2,KU7595432,UAE,,Economy,2025-02-16,2025-03-14
TRVL-001717,Wardah Chandio,47752-8588907-4,KC9546026,Saudi Arabia,Turkish Airlines,Economy,2024-10-06,2024-10-09
TRVL-001718,Tariq Shaikh,35084-5588616-1,CI1688849,UAE,Malaysia Airlines,Business,2024-11-21,2024-11-28
TRVL-001719,Nasreen Mughal,43895-3928276-8,WA6287552,UAE,Gulf Air,Economy,2024-05-22,2024-06-21
TRVL-001720,Nasreen Mughal,43895-3928276-8,WA6287552,USA,British Airways,First,2024-11-11,2024-12-10
TRVL-001721,Nasreen Mughal,43895-3928276-8,WA6287552,UAE,Fly Jinnah,Business,2024-02-29,2024-03-09
TRVL-001722,Nasreen Mughal,43895-3928276-8,WA6287552,Malaysia,British Airways,Business,2023-10-09,2023-10-13
TRVL-001723,Nasreen Mughal,43895-3928276-8,WA6287552,Malaysia,Serene Air,First,2025-08-14,2025-08-23
TRVL-001724,Nasreen Mughal,43895-3928276-8,WA6287552,Turkey,Etihad,First,2026-02-20,2026-03-08
TRVL-001725,Amna Ahmed,31012-9390611-6,IE0291715,Thailand,Saudi Airlines,Economy,2023-12-07,2023-12-13
TRVL-001726,Amna Ahmed,31012-9390611-6,IE0291715,UAE,Turkish Airlines,First,2025-09-14,2025-09-22
TRVL-001727,Amna Ahmed,31012-9390611-6,IE0291715,Turkey,Thai Airways,Business,2025-08-13,2025-08-31
TRVL-001728,Amna Ahmed,31012-9390611-6,IE0291715,Turkey,Turkish Airlines,Business,2024-04-09,2024-05-07
TRVL-001729,Amna Ahmed,31012-9390611-6,IE0291715,UAE,Emirates,First,2024-12-06,2024-12-11
TRVL-001730,Amna Ahmed,31012-9390611-6,IE0291715,UK,Oman Air,First,2024-12-09,2024-12-28
TRVL-001731,Ghazala Gondal,44947-8693966-0,OA9337401,USA,Thai Airways,Business,2026-03-11,2026-04-07
TRVL-001732,Ghazala Gondal,44947-8693966-0,OA9337401,Thailand,Thai Airways,Economy,2024-01-28,
TRVL-001733,Komal Khattak,30947-1980609-8,AV3362271,Canada,Etihad,Economy,2024-06-14,2024-06-20
TRVL-001734,,30947-1980609-8,,Saudi Arabia,PIA,Business,2023-11-19,2023-12-07
TRVL-001735,Komal Khattak,30947-1980609-8,AV3362271,Oman,Turkish Airlines,Business,2024-01-26,2024-02-11
TRVL-001736,Komal Khattak,30947-1980609-8,AV3362271,Saudi Arabia,Etihad,Business,2024-07-14,2024-07-25
TRVL-001737,Komal Khattak,30947-1980609-8,AV3362271,UAE,Emirates,Economy,2024-04-14,2024-05-08
TRVL-001738,Naila Minhas,37749-9004639-0,YD3399837,Turkey,Fly Jinnah,Economy,2024-03-08,2024-03-27
