record_id,account_holder,cnic,utility_type,provider,monthly_amount,address,city
UTIL-000881,Rafiq Baloch,59048-6151265-3,electricity,QESCO,73351.0,,Quetta
UTIL-000882,Tanzeela Malik,51867-4545933-4,electricity,QESCO,70868.0,"26-Sibi Area, Sibi",Sibi
UTIL-000883,Tanzeela Malik,51867-4545933-4,gas,SSGC,22629.0,"26-Sibi Area, Sibi",Sibi
UTIL-000884,Shahid Cheema,48571-8531404-9,electricity,K-Electric,44455.0,"308-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000885,Shahid Cheema,48571-8531404-9,gas,SSGC,29232.0,"308-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000886,Naila Hussain,64096-7831741-8,electricity,IESCO,1908.0,"156-F-8, Islamabad",Islamabad
UTIL-000887,Zafar Warraich,42283-6635840-3,electricity,SEPCO,24308.0,"107-Larkana Area, Larkana",Larkana
UTIL-000888,,31954-8723709-5,electricity,MEPCO,3382.0,"25-Rahim Yar Khan Area, Rahim Yar Khan",
UTIL-000889,Noman Mirza,31954-8723709-5,gas,SNGPL,1249.0,"25-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-000890,Lubna Gondal,54505-4396988-4,electricity,QESCO,15368.0,"496-Turbat Area, Turbat",Turbat
UTIL-000891,Lubna Gondal,54505-4396988-4,gas,SSGC,9510.0,"496-Turbat Area, Turbat",Turbat
UTIL-000892,Ehsan Raza,50447-9451554-3,electricity,QESCO,509.0,"66-Khuzdar Area, Khuzdar",Khuzdar
UTIL-000893,Ehsan Raza,,gas,SSGC,1021.0,"66-Khuzdar Area, Khuzdar",Khuzdar
UTIL-000894,Zubaida Jatoi,63701-2158262-4,electricity,IESCO,4209.0,,Islamabad
UTIL-000895,Zubaida Jatoi,63701-2158262-4,gas,SNGPL,2006.0,"260-G-11, Islamabad",Islamabad
UTIL-000896,Sohail Ahmed,18209-6916707-3,electricity,PESCO,79765.0,"222-Peshawar Area, Peshawar",Peshawar
UTIL-000897,Sohail Ahmed,18209-6916707-3,gas,SNGPL,37541.0,"222-Peshawar Area, Peshawar",Peshawar
UTIL-000898,Alee Khoso,44165-1556831-3,electricity,K-Electric,660.0,,Karachi
UTIL-000899,Alee Khoso,44165-1556831-3,gas,SSGC,1403.0,"416-Bahria Town Karachi, Karachi",
UTIL-000900,Komal Jatoi,55619-9859868-6,electricity,QESCO,22100.0,"438-Zhob Area, Zhob",Zhob
UTIL-000901,Talha Durrani,,electricity,LESCO,2476.0,"240-Township, Lahore",Lahore
UTIL-000902,Talha Durrani,30446-0932056-1,gas,SNGPL,2138.0,"240-Township, Lahore",
UTIL-000903,Qasem Shaikh,32674-0758730-1,electricity,MEPCO,10317.0,"103-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-000904,Naila Gondal,18906-9153239-0,electricity,PESCO,13703.0,"198-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000905,Naila Gondal,18906-9153239-0,gas,SNGPL,4135.0,"198-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000906,Madiha Virk,52690-4400280-4,electricity,QESCO,2314.0,"443-Khuzdar Area, Khuzdar",Khuzdar
UTIL-000907,Madiha Virk,52690-4400280-4,gas,SSGC,494.0,"443-Khuzdar Area, Khuzdar",Khuzdar
UTIL-000908,Rizwan Hussain,70237-7705953-5,electricity,IESCO,23473.0,"350-Kotli Area, Kotli",Kotli
UTIL-000909,Rizwan Hussain,70237-7705953-5,gas,SNGPL,13756.0,,Kotli
UTIL-000910,,36092-4687342-3,electricity,GEPCO,7561.0,"410-Sialkot Area, Sialkot",Sialkot
UTIL-000911,Salman Awan,36092-4687342-3,gas,SNGPL,3103.0,"410-Sialkot Area, Sialkot",Sialkot
UTIL-000912,Meriam Gill,,electricity,MEPCO,4368.0,"284-Saddar, Rawalpindi",Rawalpindi
UTIL-000913,Meriam Gill,30727-8575478-6,gas,SNGPL,260.0,,Rawalpindi
UTIL-000914,Atif Khan,47050-3890950-1,electricity,HESCO,4527.0,"292-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000915,Atif Khan,47050-3890950-1,gas,SSGC,2288.0,"292-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000916,Zubayer Cheema,34865-0201182-1,electricity,MEPCO,1439.0,"72-Iqbal Town, Lahore",Lahore
UTIL-000917,Maheen Gondal,33858-9065084-6,electricity,LESCO,97269.0,"108-Gujrat Area, Gujrat",Gujrat
UTIL-000918,Maheen Gondal,33858-9065084-6,gas,SNGPL,25667.0,"108-Gujrat Area, Gujrat",Gujrat
UTIL-000919,Hassan Hashmi,35669-2056153-5,electricity,FESCO,4234.0,"460-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-000920,Hassan Hashmi,35669-2056153-5,gas,SNGPL,4168.0,"460-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-000921,Bushra Memon,33160-6328141-8,electricity,MEPCO,11533.0,"492-Gujranwala Area, Gujranwala",Gujranwala
UTIL-000922,Bushra Memon,33160-6328141-8,gas,SNGPL,6924.0,"492-Gujranwala Area, Gujranwala",Gujranwala
UTIL-000923,,13933-0960279-6,electricity,PESCO,4077.0,"93-Peshawar Area, Peshawar",Peshawar
UTIL-000924,Parveen Butt,13933-0960279-6,gas,SNGPL,2713.0,"93-Peshawar Area, Peshawar",Peshawar
UTIL-000925,Basit Siddiqui,33253-5032726-5,electricity,MEPCO,13673.0,"110-Sargodha Area, Sargodha",Sargodha
UTIL-000926,Basit Siddiqui,33253-5032726-5,gas,SNGPL,5671.0,"110-Sargodha Area, Sargodha",Sargodha
UTIL-000927,Faisal Afridi,39842-3851362-9,electricity,FESCO,7689.0,"313-Gujrat Area, Gujrat",Gujrat
UTIL-000928,Uzma Cheema,35164-2186647-2,electricity,MEPCO,36311.0,"35-Gujrat Area, Gujrat",
UTIL-000929,Uzma Cheema,35164-2186647-2,gas,SNGPL,10779.0,"35-Gujrat Area, Gujrat",Gujrat
UTIL-000930,Umair Kayani,38984-6511429-3,electricity,LESCO,811.0,,Jhelum
UTIL-000931,Umair Kayani,38984-6511429-3,gas,SNGPL,2005.0,"49-Jhelum Area, Jhelum",Jhelum
UTIL-000932,Alee Baig,39062-7522266-9,electricity,MEPCO,4289.0,"119-Township, Lahore",Lahore
UTIL-000933,Alee Baig,39062-7522266-9,gas,SNGPL,283.0,"119-Township, Lahore",Lahore
UTIL-000934,Aisha Junejo,56052-0732261-6,electricity,QESCO,62183.0,"111-Quetta Area, Quetta",Quetta
UTIL-000935,Aisha Junejo,56052-0732261-6,gas,SSGC,9886.0,"111-Quetta Area, Quetta",
UTIL-000936,Zainab Hussain,38672-0826847-8,electricity,MEPCO,4905.0,"266-Sialkot Area, Sialkot",Sialkot
UTIL-000937,Zainab Hussain,38672-0826847-8,gas,SNGPL,933.0,"266-Sialkot Area, Sialkot",Sialkot
UTIL-000938,Waseem Memon,42950-7880276-3,electricity,SEPCO,34957.0,"397-Malir Cantt, Karachi",Karachi
UTIL-000939,Waseem Memon,,gas,SSGC,18200.0,"397-Malir Cantt, Karachi",Karachi
UTIL-000940,Liaquat Iqbal,31759-5669329-3,electricity,LESCO,4944.0,"84-Cantt, Lahore",Lahore
UTIL-000941,Liaquat Iqbal,31759-5669329-3,gas,SNGPL,1272.0,,Lahore
UTIL-000942,Imran Chandio,47341-8637760-9,electricity,SEPCO,16114.0,"427-Sukkur Area, Sukkur",Sukkur
UTIL-000943,Bano Abbasi,60762-6449599-6,electricity,IESCO,1410.0,"12-G-9, Islamabad",Islamabad
UTIL-000944,Bano Abbasi,60762-6449599-6,gas,SNGPL,1867.0,"12-G-9, Islamabad",Islamabad
UTIL-000945,Saima Khan,48428-0551040-6,electricity,HESCO,3104.0,"447-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000946,Saima Khan,48428-0551040-6,gas,SSGC,1448.0,"447-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000947,Iram Virk,49373-4092400-8,electricity,HESCO,4714.0,,Sukkur
UTIL-000948,Iram Virk,49373-4092400-8,gas,SSGC,6638.0,"446-Sukkur Area, Sukkur",Sukkur
UTIL-000949,Wardah Rajput,14331-8827542-2,electricity,PESCO,61713.0,,Mansehra
UTIL-000950,Wardah Rajput,14331-8827542-2,gas,SNGPL,40064.0,"368-Mansehra Area, Mansehra",Mansehra
UTIL-000951,Aysha Tahir,38749-4068295-6,electricity,MEPCO,3697.0,"402-Sialkot Area, Sialkot",
UTIL-000952,Aysha Tahir,38749-4068295-6,gas,SNGPL,1878.0,"402-Sialkot Area, Sialkot",Sialkot
UTIL-000953,Tanzeela Chandio,34065-8988129-8,electricity,GEPCO,1372.0,"377-DHA Phase 5, Lahore",Lahore
UTIL-000954,Tanzeela Chandio,34065-8988129-8,gas,SNGPL,1806.0,"377-DHA Phase 5, Lahore",Lahore
UTIL-000955,Fatima Randhawa,42188-8935915-8,electricity,HESCO,28421.0,"99-North Nazimabad, Karachi",Karachi
UTIL-000956,Fatima Randhawa,42188-8935915-8,gas,SSGC,15428.0,"99-North Nazimabad, Karachi",Karachi
UTIL-000957,Rabia Shah,48796-7257167-8,electricity,SEPCO,38871.0,"199-Larkana Area, Larkana",Larkana
UTIL-000958,Ghazala Randhawa,37144-9284631-8,electricity,MEPCO,2218.0,"155-Gujrat Area, Gujrat",Gujrat
UTIL-000959,,37144-9284631-8,gas,SNGPL,829.0,"155-Gujrat Area, Gujrat",Gujrat
UTIL-000960,Rafiq Hashmi,31333-3650411-3,electricity,LESCO,2357.0,"154-Iqbal Town, Lahore",Lahore
UTIL-000961,Rafiq Hashmi,31333-3650411-3,gas,SNGPL,2075.0,"154-Iqbal Town, Lahore",Lahore
UTIL-000962,Arif Mengal,,electricity,MEPCO,59855.0,"7-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-000963,,,gas,SNGPL,34695.0,"7-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-000964,Qudsia Tahir,42598-5604253-0,electricity,K-Electric,2649.0,"103-North Nazimabad, Karachi",Karachi
UTIL-000965,Qudsia Tahir,42598-5604253-0,gas,SSGC,1735.0,"103-North Nazimabad, Karachi",Karachi
UTIL-000966,Bushra Soomro,35542-0104023-0,electricity,GEPCO,4600.0,"44-Sialkot Area, Sialkot",Sialkot
UTIL-000967,Hina Chaudhry,46568-7078080-6,electricity,K-Electric,9914.0,"153-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000968,Hina Chaudhry,46568-7078080-6,gas,SSGC,1628.0,"153-Nawabshah Area, Nawabshah",Nawabshah
UTIL-000969,Jaweria Raza,37515-8295943-6,electricity,GEPCO,22234.0,"89-Wapda Town, Lahore",Lahore
UTIL-000970,Jaweria Raza,37515-8295943-6,gas,SNGPL,6473.0,,Lahore
UTIL-000971,Owais Baig,33951-0089677-3,electricity,FESCO,89338.0,"84-Sargodha Area, Sargodha",Sargodha
UTIL-000972,Junaid Jatoi,15816-3724244-5,electricity,PESCO,,"376-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000973,Junaid Jatoi,15816-3724244-5,gas,SNGPL,1380.0,"376-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000974,Rubina Shah,12132-4683937-2,electricity,PESCO,12067.0,"419-Dera Ismail Khan Area, Dera Ismail Khan",Dera Ismail Khan
UTIL-000975,Ghazala Randhawa,31833-7318233-4,electricity,GEPCO,,"320-DHA Phase 5, Lahore",Lahore
UTIL-000976,Ghazala Randhawa,31833-7318233-4,gas,SNGPL,1823.0,"320-DHA Phase 5, Lahore",Lahore
UTIL-000977,Asma Siddiqui,31755-6947964-6,electricity,GEPCO,1283.0,"35-Multan Area, Multan",Multan
UTIL-000978,Asma Siddiqui,31755-6947964-6,gas,SNGPL,1454.0,"35-Multan Area, Multan",Multan
UTIL-000979,Sohail Cheema,38072-2460582-7,electricity,FESCO,14510.0,"438-Sialkot Area, Sialkot",Sialkot
UTIL-000980,Sohail Cheema,38072-2460582-7,gas,SNGPL,15687.0,"438-Sialkot Area, Sialkot",Sialkot
UTIL-000981,Junaid Soomro,48460-4401381-5,electricity,HESCO,3401.0,"12-Gulistan-e-Johar, Karachi",Karachi
UTIL-000982,Parveen Afridi,11881-3412573-6,electricity,PESCO,25418.0,"298-Peshawar Area, Peshawar",Peshawar
UTIL-000983,Ghulam Khan,37307-2997925-7,electricity,LESCO,3343.0,"414-Bahawalpur Area, Bahawalpur",
UTIL-000984,Ghulam Khan,37307-2997925-7,gas,SNGPL,275.0,,Bahawalpur
UTIL-000985,Iqbal Baig,42763-4513165-9,electricity,HESCO,40645.0,"360-Hyderabad Area, Hyderabad",Hyderabad
UTIL-000986,Iqbal Baig,42763-4513165-9,gas,SSGC,26619.0,"360-Hyderabad Area, Hyderabad",Hyderabad
UTIL-000987,Umair Mirza,14401-6850759-1,electricity,PESCO,70393.0,"146-Peshawar Area, Peshawar",Peshawar
UTIL-000988,Umair Mirza,14401-6850759-1,gas,SNGPL,41115.0,"146-Peshawar Area, Peshawar",Peshawar
UTIL-000989,Noman Ali,36633-3406608-9,electricity,MEPCO,10515.0,"74-Sahiwal Area, Sahiwal",Sahiwal
UTIL-000990,Noman Ali,36633-3406608-9,gas,SNGPL,7490.0,,Sahiwal
UTIL-000991,Ehsan Durrani,30115-8963669-3,electricity,LESCO,3933.0,"495-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-000992,Yasmin Iqbal,10351-0842851-2,electricity,PESCO,715.0,"168-Peshawar Area, Peshawar",Peshawar
UTIL-000993,Yasmin Iqbal,10351-0842851-2,gas,SNGPL,2148.0,"168-Peshawar Area, Peshawar",Peshawar
UTIL-000994,Azhar Mughal,11097-7812525-3,electricity,PESCO,19129.0,"400-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000995,Azhar Mughal,11097-7812525-3,gas,SNGPL,8064.0,"400-Abbottabad Area, Abbottabad",Abbottabad
UTIL-000996,Adnan Sethi,62842-1352864-1,electricity,IESCO,4537.0,"149-F-11, Islamabad",Islamabad
UTIL-000997,Naila Shaikh,45636-8380699-6,electricity,HESCO,8070.0,"13-Mirpur Khas Area, Mirpur Khas",
UTIL-000998,Bushra Mirza,35643-2732861-6,electricity,LESCO,,"403-Sahiwal Area, Sahiwal",Sahiwal
UTIL-000999,Yasir Soomro,36647-8587129-7,electricity,LESCO,10340.0,"395-Gujrat Area, Gujrat",Gujrat
UTIL-001000,Umair Bhatti,32554-6073524-3,electricity,LESCO,8934.0,"419-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001001,Amir Warraich,10376-6024210-3,electricity,PESCO,8798.0,"87-Peshawar Area, Peshawar",Peshawar
UTIL-001002,Amir Warraich,10376-6024210-3,gas,SNGPL,15745.0,"87-Peshawar Area, Peshawar",Peshawar
UTIL-001003,Humaira Sheikh,59931-7741687-2,electricity,QESCO,72369.0,"258-Khuzdar Area, Khuzdar",Khuzdar
UTIL-001004,Fatimah Durrani,12806-1497504-0,electricity,PESCO,5749.0,"141-Abbottabad Area, Abbottabad",Abbottabad
UTIL-001005,Fatimah Durrani,12806-1497504-0,gas,SNGPL,2122.0,"141-Abbottabad Area, Abbottabad",Abbottabad
UTIL-001006,Shaheed Iqbal,33704-7525702-5,electricity,GEPCO,71152.0,"385-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001007,Shaheed Iqbal,33704-7525702-5,gas,SNGPL,42073.0,"385-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001008,,34202-5102656-0,electricity,FESCO,1165.0,"28-Jhelum Area, Jhelum",Jhelum
UTIL-001009,,34202-5102656-0,gas,SNGPL,426.0,"28-Jhelum Area, Jhelum",Jhelum
UTIL-001010,Qasim Sheikh,38463-9909248-5,electricity,GEPCO,4046.0,"387-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001011,Qasim Sheikh,38463-9909248-5,gas,SNGPL,6869.0,"387-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001012,Bilal Aslam,49637-9161207-1,electricity,SEPCO,11089.0,"275-Gulistan-e-Johar, Karachi",Karachi
UTIL-001013,,79734-9923588-3,electricity,IESCO,14594.0,"428-Mirpur Area, Mirpur",Mirpur
UTIL-001014,Osman Iqbal,79734-9923588-3,gas,SNGPL,5910.0,"428-Mirpur Area, Mirpur",Mirpur
UTIL-001015,Faisal Cheema,31293-6982757-1,electricity,GEPCO,25895.0,"309-Iqbal Town, Lahore",Lahore
UTIL-001016,Faisal Cheema,31293-6982757-1,gas,SNGPL,4053.0,"309-Iqbal Town, Lahore",Lahore
UTIL-001017,Mohammad Khattak,31718-6111110-5,electricity,GEPCO,3244.0,,Lahore
UTIL-001018,Mohammad Khattak,31718-6111110-5,gas,SNGPL,,"236-Johar Town, Lahore",Lahore
UTIL-001019,Iqbal Iqbal,41268-9337417-9,electricity,HESCO,5658.0,"201-Gulistan-e-Johar, Karachi",Karachi
UTIL-001020,Iqbal Iqbal,41268-9337417-9,gas,SSGC,1799.0,"201-Gulistan-e-Johar, Karachi",Karachi
UTIL-001021,Manzoor Mengal,14476-5166923-5,electricity,PESCO,10023.0,"184-Kohat Area, Kohat",Kohat
UTIL-001022,Manzoor Mengal,14476-5166923-5,gas,SNGPL,6572.0,"184-Kohat Area, Kohat",Kohat
UTIL-001023,Rafiq Virk,60869-4998453-5,electricity,IESCO,11032.0,"254-F-10, Islamabad",Islamabad
UTIL-001024,Rafiq Virk,60869-4998453-5,gas,SNGPL,6518.0,"254-F-10, Islamabad",Islamabad
UTIL-001025,Komal Junejo,40285-8437342-6,electricity,HESCO,32014.0,"116-Jacobabad Area, Jacobabad",Jacobabad
UTIL-001026,Komal Junejo,40285-8437342-6,gas,SSGC,,"116-Jacobabad Area, Jacobabad",
UTIL-001027,Imran Raza,30243-6682374-3,electricity,LESCO,2256.0,"351-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001028,Imran Raza,30243-6682374-3,gas,SNGPL,375.0,"351-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001029,Liaquat Bhatti,35724-1132863-5,electricity,LESCO,4695.0,"413-Iqbal Town, Lahore",Lahore
UTIL-001030,Liaquat Bhatti,35724-1132863-5,gas,SNGPL,1649.0,"413-Iqbal Town, Lahore",Lahore
UTIL-001031,Humaira Khan,52309-2663539-0,electricity,QESCO,1973.0,"87-Khuzdar Area, Khuzdar",Khuzdar
UTIL-001032,Humaira Khan,52309-2663539-0,gas,SSGC,1883.0,"87-Khuzdar Area, Khuzdar",Khuzdar
UTIL-001033,Junaid Iqbal,32111-3457932-3,electricity,GEPCO,99039.0,"352-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001034,Junaid Iqbal,,gas,SNGPL,47863.0,"352-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001035,Riffat Abbasi,41376-7073504-8,electricity,K-Electric,13996.0,"487-DHA Phase 6, Karachi",Karachi
UTIL-001036,Riffat Abbasi,41376-7073504-8,gas,SSGC,14947.0,"487-DHA Phase 6, Karachi",Karachi
UTIL-001037,,34220-7693661-1,electricity,GEPCO,32213.0,"99-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001038,Pervaiz Abbasi,34220-7693661-1,gas,SNGPL,29665.0,"99-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001039,Zahid Virk,36700-5586406-9,electricity,FESCO,3718.0,"435-Multan Area, Multan",Multan
UTIL-001040,Khaleed Niazi,39559-1262236-9,electricity,MEPCO,25265.0,"12-Cantt, Lahore",Lahore
UTIL-001041,Khaleed Niazi,39559-1262236-9,gas,SNGPL,5675.0,"12-Cantt, Lahore",Lahore
UTIL-001042,Humaira Niazi,19107-6033731-6,electricity,PESCO,35332.0,"408-Kohat Area, Kohat",Kohat
UTIL-001043,,19107-6033731-6,gas,SNGPL,12602.0,"408-Kohat Area, Kohat",Kohat
UTIL-001044,Maheen Tahir,63445-5512823-0,electricity,IESCO,54261.0,"436-Bahria Town Phase 7, Islamabad",Islamabad
UTIL-001045,Zenab Butt,31473-0118496-0,electricity,MEPCO,862.0,"238-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001046,Zenab Butt,31473-0118496-0,gas,SNGPL,1148.0,"238-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001047,Imran Hashmi,35899-7168696-5,electricity,FESCO,,"290-Cantt, Lahore",Lahore
UTIL-001048,Imran Hashmi,35899-7168696-5,gas,SNGPL,34561.0,"290-Cantt, Lahore",Lahore
UTIL-001049,Saima Sheikh,19880-9086291-4,electricity,PESCO,37456.0,"208-Nowshera Area, Nowshera",Nowshera
UTIL-001050,Saima Sheikh,19880-9086291-4,gas,SNGPL,13062.0,"208-Nowshera Area, Nowshera",Nowshera
UTIL-001051,Wardah Ahmed,71954-7663862-4,electricity,IESCO,35754.0,"341-Gilgit Area, Gilgit",Gilgit
UTIL-001052,Wardah Ahmed,71954-7663862-4,gas,SNGPL,5933.0,"341-Gilgit Area, Gilgit",Gilgit
UTIL-001053,Aneela Mengal,34300-6149344-6,electricity,LESCO,11612.0,"102-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001054,Aneela Mengal,34300-6149344-6,gas,SNGPL,2028.0,"102-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001055,Ehsan Khattak,34030-9532603-5,electricity,FESCO,3273.0,"320-Gujranwala Area, Gujranwala",Gujranwala
UTIL-001056,Ehsan Khattak,34030-9532603-5,gas,SNGPL,5077.0,"320-Gujranwala Area, Gujranwala",Gujranwala
UTIL-001057,Adnan Awan,34147-4503894-7,electricity,MEPCO,7279.0,"25-Peoples Colony, Faisalabad",Faisalabad
UTIL-001058,Adnan Awan,34147-4503894-7,gas,SNGPL,3711.0,"25-Peoples Colony, Faisalabad",Faisalabad
UTIL-001059,Jaweria Baig,30370-3832128-6,electricity,LESCO,30315.0,,Sahiwal
UTIL-001060,Talha Mengal,19918-5117691-9,electricity,PESCO,1417.0,,Abbottabad
UTIL-001061,Talha Mengal,19918-5117691-9,gas,SNGPL,2024.0,"234-Abbottabad Area, Abbottabad",Abbottabad
UTIL-001062,Zahid Gondal,,electricity,GEPCO,9241.0,"365-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001063,Zahid Gondal,34478-7996543-9,gas,SNGPL,6432.0,"365-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001064,Bano Qureshi,37063-1821663-6,electricity,FESCO,11158.0,"79-Satellite Town, Rawalpindi",Rawalpindi
UTIL-001065,Bano Qureshi,37063-1821663-6,gas,SNGPL,1514.0,"79-Satellite Town, Rawalpindi",Rawalpindi
UTIL-001066,Emran Rajput,35224-3458225-3,electricity,FESCO,3488.0,"154-Garden Town, Lahore",Lahore
UTIL-001067,Emran Rajput,35224-3458225-3,gas,SNGPL,6194.0,"154-Garden Town, Lahore",Lahore
UTIL-001068,Humaira Baig,32854-6862180-6,electricity,MEPCO,4020.0,"456-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001069,Tanzeela Hashmi,40086-1560630-0,electricity,HESCO,4573.0,,Karachi
UTIL-001070,Tanzeela Hashmi,40086-1560630-0,gas,SSGC,6277.0,"43-Bahria Town Karachi, Karachi",Karachi
UTIL-001071,Durr-e-Shahwar Siddiqui,46939-0597607-0,electricity,HESCO,98392.0,"51-Jacobabad Area, Jacobabad",Jacobabad
UTIL-001072,Durr-e-Shahwar Siddiqui,46939-0597607-0,gas,SSGC,45851.0,"51-Jacobabad Area, Jacobabad",Jacobabad
UTIL-001073,Bushra Laghari,31165-3973462-6,electricity,LESCO,30939.0,"461-Sahiwal Area, Sahiwal",Sahiwal
UTIL-001074,Bushra Laghari,31165-3973462-6,gas,SNGPL,10535.0,"461-Sahiwal Area, Sahiwal",
UTIL-001075,Ahmd Bugti,66621-5971429-5,electricity,IESCO,6261.0,"385-DHA Phase 2, Islamabad",Islamabad
UTIL-001076,Aneela Junejo,36439-9319685-8,electricity,FESCO,,"82-Multan Area, Multan",Multan
UTIL-001077,Aneela Junejo,,gas,SNGPL,2254.0,"82-Multan Area, Multan",Multan
UTIL-001078,Imron Niazi,14449-8308937-1,electricity,PESCO,679.0,"305-Abbottabad Area, Abbottabad",Abbottabad
UTIL-001079,Muhammed Baig,35654-8469667-9,electricity,MEPCO,2628.0,"145-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001080,Sohail Chaudhry,31842-1538096-1,electricity,LESCO,26596.0,"128-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001081,Sohail Chaudhry,31842-1538096-1,gas,SNGPL,32836.0,"128-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-001082,Zainab Gondal,54297-2084706-4,electricity,QESCO,2329.0,"172-Gwadar Area, Gwadar",Gwadar
UTIL-001083,Sadia Baig,52303-4558381-4,electricity,QESCO,13541.0,"155-Sibi Area, Sibi",Sibi
UTIL-001084,Sadia Baig,52303-4558381-4,gas,SSGC,1639.0,"155-Sibi Area, Sibi",
UTIL-001085,Irfan Aslam,13188-4505627-7,electricity,PESCO,14249.0,"485-Mansehra Area, Mansehra",Mansehra
UTIL-001086,Said Niazi,38142-6622487-3,electricity,FESCO,4237.0,"477-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001087,Said Niazi,38142-6622487-3,gas,SNGPL,1798.0,"477-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-001088,Amna Warraich,39836-5455633-0,electricity,MEPCO,3094.0,"372-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-001089,Amna Warraich,39836-5455633-0,gas,SNGPL,1608.0,,Rahim Yar Khan
UTIL-001090,Lubna Kayani,42407-1184143-2,electricity,SEPCO,15758.0,"365-Khairpur Area, Khairpur",Khairpur
UTIL-001091,Lubna Kayani,42407-1184143-2,gas,SSGC,8658.0,"365-Khairpur Area, Khairpur",
UTIL-001092,Shoaib Iqbal,37021-9630605-1,electricity,LESCO,,"13-Multan Area, Multan",Multan
UTIL-001093,Shoaib Iqbal,37021-9630605-1,gas,SNGPL,2419.0,"13-Multan Area, Multan",Multan
UTIL-001094,Madiha Butt,37428-9927855-0,electricity,FESCO,,"196-Gujranwala Area, Gujranwala",Gujranwala
UTIL-001095,Madiha Butt,37428-9927855-0,gas,SNGPL,264.0,"196-Gujranwala Area, Gujranwala",Gujranwala
UTIL-001096,Kashif Memon,44381-1712474-7,electricity,SEPCO,2000.0,"283-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-001097,Kashif Memon,44381-1712474-7,gas,SSGC,333.0,"283-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-001098,Uzma Jatoi,12786-8654610-2,electricity,PESCO,3271.0,"197-Peshawar Area, Peshawar",Peshawar
UTIL-001099,Uzma Jatoi,12786-8654610-2,gas,SNGPL,1561.0,"197-Peshawar Area, Peshawar",Peshawar
UTIL-001100,Rabia Rajput,35644-2878080-4,electricity,FESCO,636.0,"124-Sargodha Area, Sargodha",Sargodha
UTIL-001101,Rabia Rajput,35644-2878080-4,gas,SNGPL,1899.0,"124-Sargodha Area, Sargodha",Sargodha
UTIL-001102,Naila Malik,45543-2726724-6,electricity,K-Electric,6027.0,"214-Shikarpur Area, Shikarpur",Shikarpur
UTIL-001103,Naila Malik,45543-2726724-6,gas,SSGC,2277.0,"214-Shikarpur Area, Shikarpur",Shikarpur
UTIL-001104,Mushtaq Shah,38322-0510261-3,electricity,LESCO,2469.0,"122-Sialkot Area, Sialkot",Sialkot
